internal_id,source_db,source_query_id,source_query_label,doi,title,authors,year,abstract,venue,doc_type,keywords,url,publisher,abstract_source,abstract_match_type,ta_decision,ta_rationale,ta_matched_ic,ta_matched_ec,ta_evidence_tags,ta_software_context,ta_stochastic_method,ta_forecast_target,ta_process_data_source,ta_confidence,ta_evidence_status,ta_manual_review_required,ta_screened_at,ta_batch_id,ft_priority_score,ft_priority_rank,ft_priority_band,ft_oa_url,ft_decision,ft_rationale,ft_matched_ic,ft_matched_ec,ft_evidence_tags,ft_software_context,ft_stochastic_method,ft_forecast_target,ft_process_data_source,ft_confidence,ft_evidence_status,ft_manual_review_required,ft_screened_at,ft_screened_by,ft_batch_id
,scopus,scopus_principal,Principal,10.1016/j.simpat.2016.07.006,Reusing simulation experiment specifications to support developing models by successive extension,Peng D.,2016,,Simulation Modelling Practice and Theory,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84982682317,,,,maybe,"Título sugere modelagem por simulação com reutilização de especificações, potencialmente relevante para IC2 (modelagem estocástica), mas sem resumo disponível não é possível confirmar se aplica a processos de SW ou é apenas BPM genérico. Venue é genérica (simulation, não SE/SW específica).",,,,,,,,,,,2026-04-12T20:07:33.942322+00:00,msgbatch_01WA34s6KYBnqTEYDoeQMa8p,57,736,E,,exclude,"Resumo ausente torna impossível confirmar se o trabalho aplica simulação a processos de software ou apenas a modelagem genérica/BPM. Título sugere modelagem por simulação com reutilização de especificações, potencialmente relevante para IC2, mas sem conteúdo explícito não há como descartar aplicação exclusiva a outros domínios (EC1). Fase de texto completo requer evidência mais robusta. Excluído por inacessibilidade de texto completo (sem PDF/OA disponível).",,EC5,full_text_required|insufficient_abstract|simulation,unclear,simulation,none,none,low,missing_abstract,True,2026-04-19T09:29:37.070007+00:00,llm,msgbatch_01C8rhNjCTBHbzidE5uwZsF3
,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),10.24507/icicelb.09.10.1033,Petri nets simulation for operational analytics based on process data: An overview,Wirawan N.Y.,2018,,Icic Express Letters Part B Applications,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85052991445,,,,maybe,"Título sugere potencial relevância para IC2 (modelagem estocástica com Petri nets) e possivelmente IC1 (process mining com dados de processo), mas sem resumo disponível é impossível confirmar: (1) se o foco é em processos de software ou domínio genérico; (2) se ""process data"" refere-se a logs de SW ou outros contextos; (3) se há aplicação prática ou apenas algoritmo teórico.",,,,,,,,,,,2026-04-12T20:13:11.235489+00:00,msgbatch_014epxmAhDxpMiXrt3wqCGFY,59,688,E,,exclude,"O resumo está ausente e não foi verificado. Embora o título sugira forte relevância para IC2 (modelagem estocástica com Petri nets) e potencialmente IC1 (process mining com dados de processo), é impossível confirmar sem o texto completo: (1) se o domínio é software ou genérico; (2) se 'process data' refere-se a logs de software ou outros contextos; (3) se há aplicação prática a processos de SW. A decisão na fase 1 foi 'maybe' justamente por essa insuficiência. Recomenda-se obtenção do texto comp. Excluído por inacessibilidade de texto completo (sem PDF/OA disponível).",,EC5,full_text_required|insufficient_abstract|process_mining|stochastic_petri_net,unclear,stochastic_petri_net,unclear,unclear,low,missing_abstract,True,2026-04-19T09:29:37.070007+00:00,llm,msgbatch_01C8rhNjCTBHbzidE5uwZsF3
,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1080/02331880212854,Software reliability considering the superposition of non-homogeneous poisson processes in the presence of a covariate,Cid J.,2002,"In this paper, we introduce a Bayesian analysis to the superposition of nonhomogeneous Poisson process in the presence of a covariate x. Posterior summaries of interest are obtained using Markov chain Monte Carlo Methods. A numerical example is given.",Statistics,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-0036765929,,,,maybe,"O título sugere modelagem estocástica (processos de Poisson não-homogêneos) aplicada a confiabilidade de software, potencialmente relevante para IC2. Porém, sem resumo disponível, é impossível confirmar se trata processos de desenvolvimento de SW (escopo PATHCAST) ou apenas confiabilidade/qualidade de produto final. A venue em Statistics (não SE/Engineering) aumenta incerteza sobre aplicação prática a processos de SW.",,,,,,,,,,,2026-04-12T20:03:59.736124+00:00,msgbatch_01Bi2vvN8phka4m2zJ3y8JSf,64,414,C,,exclude,"O resumo trata análise Bayesiana de processos de Poisson não-homogêneos aplicada a confiabilidade de software, mas não endereça nenhum critério de inclusão da SLR PATHCAST. Não há evidência de: (IC1) process mining em artefatos de SW; (IC2) modelagem estocástica de processos de desenvolvimento de SW — trata apenas confiabilidade/qualidade de produto final; (IC3) forecasting de métricas de processo de desenvolvimento; (IC4) mineração de repositórios. Adicionalmente, EC2 aplica-se: 'software' func",,EC2|EC3,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_principal,Principal,10.1007/978-981-15-0637-6_5,Formal modeling and analysis of probabilistic real-time systems,Nigro C.,2020,"Real-time systems usually involve a subtle interaction of a number of distributed components and have a high degree of parallelism, which makes their performance analysis quite complex. Thus, traditional techniques, such as simulation, or state-based formal methods usually fail to produce reasonable results. The main limitation of these approaches may be overcome by conducting the performance analysis of real-time systems using higher-order-logic theorem proving. This chapter is mainly oriented towards this emerging trend and it provides the details about analyzing both functional and performance related properties of real-time systems using a higher-order-logic theorem prover (HOL). For illustration purposes, the Stop-and-Wait protocol, which is a classical example of real-time systems, has been considered as a case-study.",Advances in Intelligent Systems and Computing,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85077113635,,,,maybe,"Título sugere modelagem formal e análise de sistemas probabilísticos em tempo real, potencialmente relevante para IC2 (modelagem estocástica), mas sem abstract não é possível confirmar se o foco é em processos de software ou se trata de sistemas genéricos. A ausência de resumo impede avaliação decisiva sobre escopo.",,,,,,,,,,,2026-04-12T20:07:33.942322+00:00,msgbatch_01WA34s6KYBnqTEYDoeQMa8p,66,286,C,,exclude,"O paper trata de análise formal de sistemas em tempo real genéricos (Stop-and-Wait protocol) usando theorem proving em lógica de ordem superior. Não há evidência de aplicação a processos de desenvolvimento de software, mineração de repositórios, event logs ou artefatos de SW (commits, issues, CI/CD). Embora use modelagem estocástica (IC2 potencial), a ausência de contexto de engenharia de software e a natureza genérica do domínio (protocolo de comunicação clássico) não atendem aos critérios de i",,EC1|EC3,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_principal,Principal,10.1145/3338906.3338949,The review linkage graph for code review analytics: A recovery approach and empirical study,Hirao T.,2019,"Modern Code Review (MCR) is a pillar of contemporary quality assurance approaches, where developers discuss and improve code changes prior to integration. Since review interactions (e.g., comments, revisions) are archived, analytics approaches like reviewer recommendation and review outcome prediction have been proposed to support the MCR process. These approaches assume that reviews evolve and are adjudicated independently; yet in practice, reviews can be interdependent. In this paper, we set out to better understand the impact of review linkage on code review analytics. To do so, we extract review linkage graphs where nodes represent reviews, while edges represent recovered links between reviews. Through a quantitative analysis of six software communities, we observe that (a) linked reviews occur regularly, with linked review rates of 25% in OpenStack, 17% in Chromium, and 3%–8% in Android, Qt, Eclipse, and Libreoffice; and (b) linkage has become more prevalent over time. Through qualitative analysis, we discover that links span 16 types that belong to five categories. To automate link category recovery, we train classifiers to label links according to the surrounding document content. Those classifiers achieve F1-scores of 0.71–0.79, at least doubling the F1-scores of a ZeroR baseline. Finally, we show that the F1-scores of reviewer recommenders can be improved by 37%–88% (5–14 percentage points) by incorporating information from linked reviews that is available at prediction time. Indeed, review linkage should be exploited by future code review analytics.",Esec Fse 2019 Proceedings of the 2019 27th ACM Joint Meeting European Software Engineering Conference and Symposium on the Foundations of Software Engineering,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85071955812,,,,include,"O paper aplica process mining (análise de linkage e descoberta de padrões em code review) a artefatos de software (review interactions, comments, revisions) e usa técnicas de classificação para prever outcomes de processo de desenvolvimento de software, atendendo IC1 e IC3.",IC1|IC3|IC4,,,,,,,,,,2026-04-12T20:07:33.942322+00:00,msgbatch_01WA34s6KYBnqTEYDoeQMa8p,129,22,A,,exclude,"Embora o paper analise artefatos de software (code reviews, comments, revisions), ele não aplica process mining (discovery, conformance, workflow mining, event log analysis) nem usa modelagem estocástica. A análise é baseada em grafos de linkage e classificadores supervisionados para prever outcomes de reviews, o que não caracteriza process mining em processos de SW. IC1 não é atendido de forma legítima; IC3 é parcialmente atendido (previsão de review outcome), mas insuficiente isoladamente dado",,EC3,,,,,,,,,2026-04-12T21:13:39.514577+00:00,llm,msgbatch_0118tBZ4cKzvEAFGN35fnYSf
,scopus,scopus_principal,Principal,10.5220/0006527100190028,Microflows: Enabling agile business process modeling to orchestrate semantically-annotated microservices,Oberhauser R.,2017,": Businesses and software development processes alike are being challenged by the digital transformation trend. Business processes are increasingly being automated yet are expected to be agile. Current business process modeling is typically labor-intensive and results in rigid process models, with larger process models unable to cope with all possible process variations and enactment circumstances. In software development, microservices have become a popular software architectural style for partitioning business logic into fine-grained services that can be rapidly and individually developed and (re)deployed while accessed via lightweight protocols, resulting in many more services and a much more dynamic service landscape. Thus, a more dynamic form of modeling, integration, and orchestration of microservices with business processes is needed. This paper describes agile business process modeling with Microflows, an automatic lightweight declarative approach for the workflow-centric orchestration of semantically-annotated microservices using agent-based clients, graph-based methods, and the lightweight semantic vocabularies JSON-LD and Hydra. A case study shows how Microflow constraints can be automatically extracted from existing Business Process Modeling Notation (BPMN) files, how Microflow execution log file process mining can be used to extract BPMN models, and demonstrates an automated error recovery capability during enactment.",Bmsd 2017 Proceedings of the 7th International Symposium on Business Modeling and Software Design,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85032953214,,,,maybe,"Título sugere modelagem de processos de negócio (BPM) com microserviços, potencialmente relevante para IC2 (modelagem estocástica) ou IC1 (process mining), mas sem abstract não é possível confirmar se trata processos de software de desenvolvimento ou se é apenas orquestração de serviços genérica. Risco de EC2 (SW como ferramenta) ou EC1 (domínio fora de SW).",,,,,,,,,,,2026-04-12T20:07:33.942322+00:00,msgbatch_01WA34s6KYBnqTEYDoeQMa8p,64,383,C,https://doi.org/10.5220/0006527100190028,exclude,"O paper trata de orquestração de microserviços com modelagem de processos de negócio (BPMN), não de processos de desenvolvimento de software. Embora mencione 'process mining' aplicado a logs de execução (IC1 potencial), a aplicação é para orquestração de serviços genérica, não para artefatos de SW (commits, issues, PR, CI/CD). O foco é BPM/workflow de negócio, não processo de desenvolvimento de SW. EC2 aplica-se: software/serviços são ferramentas para orquestrar processos de negócio, não o proce",,EC2,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),10.1109/ICPM63005.2024.10680675,Discovery and Simulation of Data-Aware Business Processes,Lopez-Pintado O.,2024,"Simulation is a common approach to predict the effect of business process changes on quantitative performance. The starting point of Business Process Simulation (BPS) is a process model enriched with simulation parameters. To cope with the typically large parameter spaces of BPS models, several methods have been proposed to automatically discover BPS models from event logs. Virtually all these approaches neglect the data perspective of business processes. Yet, the data attributes manipulated by a business process often determine which activities are performed, how many times, and when. This paper addresses this gap by introducing a data-aware BPS modeling approach and a method to discover data-aware BPS models from event logs. The BPS modeling approach supports three types of data attributes (global, case-level, and event-level) as well as deterministic and stochastic attribute update rules and data-aware branching conditions. An empirical evaluation shows that the proposed method accurately discovers the type of each data attribute and its associated update rules, and that the resulting BPS models more closely replicate the process execution control flow relative to data-unaware BPS models.",Proceedings 2024 6th International Conference on Process Mining Icpm 2024,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85206249150,,,,maybe,"O artigo aborda descoberta de modelos de processo a partir de event logs e simulação estocástica, atendendo parcialmente IC1 e IC2. No entanto, não fica explícito se o foco é em processos de software (SW) ou em processos de negócio genéricos, o que gera incerteza quanto ao escopo da SLR PATHCAST.",IC1|IC2,,,,,,,,,,2026-04-12T20:13:11.235489+00:00,msgbatch_014epxmAhDxpMiXrt3wqCGFY,78,117,C,http://arxiv.org/pdf/2408.13666,exclude,"O artigo aborda descoberta e simulação de modelos de processos de negócio a partir de event logs, mas o escopo é genérico (processos de negócio) sem vinculação explícita a processos de desenvolvimento de software (SE/SW). A avaliação empírica não menciona aplicação a artefatos ou processos de SW (commits, issues, PR, CI/CD), o que viola o requisito contextual da SLR PATHCAST de intersecção com engenharia de software. Incorre em EC1 (domínio fora de SW).",,EC1,,,,,,,,,2026-04-12T21:05:01.080619+00:00,llm,msgbatch_01WPWtcmfCmD381ExAd5yLEj
,scopus,scopus_principal,Principal,,Using Monte Carlo simulation for assessing software reliability,Carnes P.,2006,"Abstract Simulation is presented here as a mathematical and computational technique use to analyze probabilistic models. Monte Carlo simulation, where the passage of time does not play a significant role, is presented here, with an emphasis on reliability applications. Monte Carlo simulation methods are often used when analytic methods become intractable, and they typically give a modeler added insight into the structure of a problem. As reliability and lifetime models become less mathematically tractable, Monte Carlo methods will have increasing importance. The topics addressed in here are basic variate generation techniques, the generation of order statistics, the generation of lifetimes for the accelerated life and proportional hazards lifetime models, and variate generation of a renewal or nonhomogeneous Poisson processes. The generation of order statistics is useful for simulating the lifetime of a series, parallel, or k ‐out‐of‐ n system. The generation of lifetime in the accelerated life and the Cox proportional hazards lifetime models is used to account for the impact of covariates on failure. The generation of a renewal or nonhomogeneous Poisson processes is used to model the failure times of a repairable system.",Wmsci 2006 the 10th World Multi Conference on Systemics Cybernetics and Informatics Jointly with the 12th International Conference on Information Systems Analysis and Synthesis Isas 2006 Proc,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84867277623,,,,maybe,"Título sugere uso de Monte Carlo (modelagem estocástica) em contexto de software, potencialmente alinhado com IC2. Porém, sem resumo disponível, é incerto se o foco é em processos de desenvolvimento de SW (escopo PATHCAST) ou apenas em confiabilidade/testing de software como produto (fora do escopo). Necessária análise do texto completo para determinar se é processo de SW ou apenas aplicação de método a software.",,,,,,,,,,,2026-04-12T20:10:37.857356+00:00,msgbatch_01WubbEWrx98tudf2aLE6X3r,59,702,C,,exclude,"O paper aplica Monte Carlo simulation exclusivamente a modelos de confiabilidade e lifetime de software (como produto), focando em técnicas de geração de variáveis aleatórias, order statistics e processos de Poisson para modelar falhas de sistemas. Não aborda processos de desenvolvimento de software (IC1-IC4), nem event logs, workflow mining, ou forecasting de métricas de processo de SW. EC2 e EC3 se aplicam: software é tratado como objeto de teste/confiabilidade (ferramenta), não como processo ",,EC2|EC3,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_principal,Principal,,"2009 13th Enterprise Distributed Object Computing Conference Workshops, EDOCW - Proceedings of the IEEE EDOC 2009 Workshops and Short Papers",,2009,,Proceedings IEEE International Enterprise Distributed Object Computing Workshop Edoc,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-72949105419,,,,maybe,"Trata-se de proceedings de workshop IEEE EDOC 2009 sem resumo disponível. O título é genérico e não permite avaliar se os artigos inclusos abordam process mining, modelagem estocástica ou forecasting em processos de SW. Necessário acesso ao índice ou resumos dos trabalhos individuais para triagem adequada.",,,,,,,,,,,2026-04-12T20:10:37.857356+00:00,msgbatch_01WubbEWrx98tudf2aLE6X3r,51,861,E,,exclude,"Trata-se de um proceedings/índice de workshop IEEE EDOC 2009 genérico, sem resumo disponível. O título é apenas identificador de conferência (EDOCW 2009), não indicando conteúdo específico. Não há informação que confirme abordagem de process mining, modelagem estocástica ou forecasting em processos de SW. Impossível validar IC sem acesso ao conteúdo real dos artigos inclusos.",,EC4,full_text_required|insufficient_abstract,unclear,unclear,none,none,low,missing_abstract,True,2026-04-19T09:29:37.070007+00:00,llm,msgbatch_01C8rhNjCTBHbzidE5uwZsF3
,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1504/IJCSE.2018.091764,Mining balanced API protocols,Chen D.,2018,"API protocols can be used in many aspects of software engineering, such as software testing, program validation, software documentation, etc. Mining API protocols based on probabilistic models is proved to be an effective approach to achieve protocols automatically. However, it always achieves unbalanced protocols, that is, protocols described using probabilistic models have unexpected extremely high and low probabilities. In this paper, we discuss the unbalanced probability problem and propose to address it by preprocessing method call sequences used for training. Our method first finds tandem arrays in method call sequences based on the suffix tree. Then, it substitutes each tandem array with a tandem repeat. Since repeated sub method call sequences are eliminated, balanced API protocols may be achieved. In order to investigate the feasibility and effectiveness of our approach, we implemented it in our previous prototype tool ISpecMiner and used the tool to perform a comparison test based on several real-world applications. Experimental results show that our approach can achieve more balanced API protocols than existing approaches, which is essential for mining valid and precise API protocols.",International Journal of Computational Science and Engineering,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85047720697,,,,maybe,"Título sugere mineração de protocolos API, potencialmente relevante para IC1 (process mining em artefatos de SW), mas sem abstract disponível é impossível confirmar se o foco é em processos de desenvolvimento de SW ou em análise estrutural de APIs. A relevância para PATHCAST permanece incerta.",,,,,,,,,,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9,67,239,C,,exclude,"O paper trata de mineração de protocolos de APIs usando modelos probabilísticos, mas a aplicação é estrutural/de testes, não de processos de desenvolvimento de software (CI/CD, issues, PRs, commits, workflows). A 'mineração' é de padrões de chamadas de método, não de event logs de processos; não há foco em descoberta de processos, conformance checking ou previsão de métricas de processo. Não atende nenhum dos ICs (IC1 exigiria aplicação a artefatos reais de processo de SW como históricos de comm",,EC3,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_principal,Principal,,Application of process mining in project management context: An exploratory case study in software development projects,Archanjo M.A.,2018,,39th International Annual Conference of the American Society for Engineering Management Asem 2018 Bridging the Gap Between Engineering and Business,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85064345502,,,,maybe,"O título indica claramente aplicação de process mining em projetos de desenvolvimento de software, alinhado com IC1. Porém, sem resumo disponível, não é possível confirmar a profundidade da análise, se há real mineração de event logs/artefatos de SW, ou se o escopo é apenas gerenciamento de projeto genérico. A falta de abstract cria incerteza sobre conformidade com critérios específicos da SLR.",IC1,,,,,,,,,,2026-04-12T20:07:33.942322+00:00,msgbatch_01WA34s6KYBnqTEYDoeQMa8p,59,674,D,,include,"O texto completo confirma claramente IC1: aplica process mining (discovery, resource e activity analysis) a artefatos de projeto de desenvolvimento de software, analisando event logs de sete projetos reais. Segue modelo estruturado de project mining com análise de processos registrados em sistemas de informação. Nenhum EC se aplica.",IC1,,process_mining|software_process|event_log|repository_mining,software_development_process,none,none,event_logs,high,pdf_full_text,False,2026-04-19T02:39:28.136339+00:00,llm_pdf,msgbatch_01E7oPWWpB7eKzNQqyRVmjSu
,scopus,scopus_complementar,Complementar (MSR → Process Modeling),10.1007/978-981-10-5547-8_65,Analysis of software repositories using process mining,Arora R.,2018,"This study conducts a comparative analysis of Artificial Intelligence (AI) software and traditional GitHub repositories, focusing on workflow efficiency and sentiment dynamics.Using process mining and sentiment analysis techniques, we examine repositories from eight prominent projects, encompassing diverse datasets of issues and pull requests filtered for relevance and consistency.Our findings reveal that AI software repositories exhibit different workflow patterns and sentiment dynamics compared to traditional repositories.Sentiment analysis uncovers that contributors to AI software repositories experience more positive sentiment dynamics, likely reflecting structured workflows and collaborative tools.Conversely, traditional repositories exhibit longer resolution times and more fluctuating sentiment patterns, which may indicate higher complexity or less automation.These insights provide valuable recommendations for optimizing repository management, fostering contributor satisfaction, and improving collaborative software development environments.",Smart Innovation Systems and Technologies,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85039429612,,,,maybe,"O título indica análise de repositórios de software usando process mining, alinhado com IC1 e IC4. Porém, sem resumo disponível, não é possível confirmar se o trabalho efetivamente aplica process mining a artefatos de SW ou se é estudo genérico de BPM. Recomenda-se buscar o paper completo para decisão final.",IC1|IC4,,,,,,,,,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9,74,133,C,,include,"O resumo confirma claramente a aplicação de process mining a artefatos de software (issues e pull requests de repositórios GitHub), atendendo IC1 e IC4. A análise de workflow patterns em repositórios de software é diretamente alinhada ao escopo da SLR PATHCAST. Nenhum critério de exclusão se aplica.",IC1|IC4,,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_principal,Principal,10.1504/IJCAT.2016.076799,Verification of lean-kanban processes with probabilistic model checking,Zhang L.,2016,"Many software processes have been adopted in industrial practices. It is important to be able to understand whether a software process is efficient and effective. Many software process simulation methods have been proposed over the years to estimate and measure the processes. These measurements are highly effective at what they do but they are also highly inefficient in other terms. In this paper, we present a proposal for the application of probabilistic model checking in software process modelling, simulation and verification. Software processes are modelled using Markov chain models and the interested properties are specified as probabilistic temporal logic. We illustrate the proposal by a real case study of software maintenance of the lean-kanban process. The process requirements were validated by PRISM.",International Journal of Computer Applications in Technology,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84977606375,,,,maybe,"O título sugere fortemente a aplicação de verificação probabilística (modelagem estocástica) a processos lean-kanban, que são metodologias de desenvolvimento de software. Porém, sem o resumo disponível, não é possível confirmar se o foco é efetivamente em processos de SW ou em processos genéricos de negócio, e se a avaliação é aplicada a artefatos reais de SW.",IC2,,,,,,,,,,2026-04-12T20:07:33.942322+00:00,msgbatch_01WA34s6KYBnqTEYDoeQMa8p,70,184,C,,include,"O paper aplica Markov chain models e probabilistic model checking (modelagem estocástica) a processos lean-kanban em software maintenance (processo de desenvolvimento de software). Avalia propriedades usando temporal logic e valida contra um case study real com PRISM, atendendo claramente IC2. Nenhum EC decisivo se aplica.",IC2,,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_fronteira,Fronteira (Stochastic + PM + SE),10.1109/SIEDS.2008.4559698,A method for stochastic modeling the software development process in constrained resource environments,Ferreira F.M.L.,2008,"Process Improvement requires a formal process definition and associated measures of performance. Processes can then be diagnosed in order to formulate hypotheses on where changes should be made. Subsequently, new processes can be conceived, and developers can check whether the desired improvements have actually been achieved. Simulation is a powerful low-cost tool for diagnosis and test of several improvement alternatives, prior to field tests. This paper presents a UML-based method to obtain the probability distribution of the execution time of a large variety of business processes, including software development. Such a method, which is based on Monte Carlo simulation, allows for the identification of factors that most strongly influence process execution time, favoring changes that increase process efficiency with considerable impact on the deployment of business tactics and strategies.",Proceedings of the 2008 IEEE Systems and Information Engineering Design Symposium Sieds 2008,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-51749094395,,,,maybe,"O título sugere fortemente atendimento a IC2 (modelagem estocástica em processos de SW), mas a ausência de resumo impede confirmação do escopo real e aplicação efetiva ao domínio de SW. Não há clareza se o artigo trata realmente processos de desenvolvimento de software ou apenas software como ferramenta de modelagem.",IC2,,,,,,,,,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9,66,258,C,,include,"O resumo confirma claramente IC2: apresenta método de modelagem estocástica (Monte Carlo simulation) aplicado especificamente a processos de desenvolvimento de software (software development process), com objetivo de diagnóstico e melhoria de processo. Não há EC aplicável — software é o domínio sendo estudado, não ferramenta.",IC2,,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_fronteira,Fronteira (Stochastic + PM + SE),10.1002/smr.2329,DevOps workflow verification and duration prediction using non-Markovian stochastic Petri nets,Ben Mesmia W.,2021,"In this paper, we provide a non‐Markovian Stochastic Petri Net (SPN) model for DevOps workflow specification, and we determine how business processes are carried out. After describing our model semantics, we show how general properties related to liveness and safety can be checked. After that, we provide several extensions on SPNs (SPN) the notation and expressivity to check some specific properties related to actors' (Developers and Operators) availability, interactions between the actors, and execution failures detection linked to the DevOps steps. Next, we validate the proposed model relevance with MATLAB simulation through a specific DevOps case study. Finally, we propose a truncated density function to anticipate the delays related to the DevOps business process overall steps.",Journal of Software Evolution and Process,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85097025889,,,,include,"O artigo atende IC2 (modelagem estocástica em processos de SW usando SPNs não-Markovianas para fluxos DevOps) e IC3 (forecasting de delays/durações em processos de desenvolvimento). Não há critérios de exclusão aplicáveis: o domínio é claramente software/DevOps, processo é o foco principal, e há validação em caso de uso real.",IC2|IC3,,,,,,,,,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9,129,16,A,,include,"O artigo atende claramente IC2 (modelagem estocástica em processos de SW: usa Petri nets estocásticas não-Markovianas para especificar workflows DevOps) e IC3 (forecasting de métricas de processo: propõe função de densidade truncada para antecipar delays e durações em steps do processo DevOps). O domínio é software/DevOps, o processo de desenvolvimento é o foco principal, há validação prática com MATLAB e caso de uso. Nenhum critério de exclusão se aplica.",IC2|IC3,,,,,,,,,,2026-04-12T21:13:39.514577+00:00,llm,msgbatch_0118tBZ4cKzvEAFGN35fnYSf
,ieee,ieee_manual_01,IEEE Manual 01,10.1109/CCECE49351.2022.9918286,An Intelligent Methodology to Enhance Requirements Engineering in Multidisciplinary Projects,"Salmani, Ali; Imani, Alireza; Bahrehvar, Majid; Duffett-Leger, Linda; Moshirpour, Mohammad",2022,"The multidisciplinary nature of a team has been identified as one of the success criteria of both user-centric approaches and agile methods. Stakeholder involvement is considered to be essential for agile processes in order to meet project objectives and ensure results are aligned with stakeholder expectations. However, establishing a collaborative process involving designers, programmers, stakeholders, and users can be challenging; particularly during the requirements engineering stage. Agile methodologies, such as scrum, offer a powerful way of effectively managing software projects and generates a great deal of useful data through tools such as Jira and GitHub. The aim of this research is two folds: 1) analyze the project data from aforementioned sources using process mining techniques to discover deficiencies in the software development process, and 2) propose an automated effort estimation process to address the identified challenges in this study and provide decision support in the development process. This approach is applied to a case study of a virtual healthcare intervention system. The results are indicative that these enhancements helped boost the decision-making and release planning processes by providing the development team a more clear picture, which ultimately mitigated the number of change requests.",2022 IEEE Canadian Conference on Electrical and Computer Engineering (CCECE),conference paper,Decision making; Estimation; Medical services; Software; Planning; Stakeholders; Requirements engineering; Multidisciplinary; Agile methodology; Requirements Engineering; Process Mining; Effort Estimation,,,,,include,"O paper aplica process mining (descoberta de deficiências) a artefatos de desenvolvimento de software (Jira, GitHub) e propõe estimativa automatizada de esforço em processos de SW, atendendo claramente IC1 e IC3. Não há evidência de exclusão por domínio, uso de SW como ferramenta, ou falta de aplicação prática.",IC1|IC3,,,,,,,,,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9,126,33,A,,include,"O paper claramente aplica process mining a artefatos de desenvolvimento de software (Jira e GitHub) para descobrir deficiências no processo (IC1), e propõe estimativa automatizada de esforço em processos de SW (IC3). Não há evidência de exclusão — o domínio é software, process mining é o método central, e há avaliação prática em caso de uso. A decisão anterior de inclusão é confirmada.",IC1|IC3,,,,,,,,,,2026-04-12T21:13:39.514577+00:00,llm,msgbatch_0118tBZ4cKzvEAFGN35fnYSf
