nome_do_artigo,nome_do_arquivo,doi_cod,abstract,resultados,avaliacao_codex_chatgpt,relevancia_para_slr,metodo,tipo_de_evidencia,ameacas_limitacoes,decisao_slr,motivo_da_decisao,contexto,fonte_dos_dados,tecnica_principal,rq_atendida,ic_ec_acionados,fase_do_sdlc,nivel_de_integracao,prioridade_de_leitura
Process Cube for Software Defect Resolution,apsec.pdf,10.1109/APSEC.2014.45,"Online Analytical Processing (OLAP) cube is a multi-dimensional dataset used for analyzing data in a Data Warehouse (DW) for the purpose of extracting actionable intelligence. Process mining consists of analyzing event log data produced from Process Aware Information Systems (PAIS) for the purpose of discovering and improving business processes. Process cube is a concept which falls at the intersection of OLAP cube and process mining. Process cube facilitates process mining from multiple-dimensions and enables comparison of process mining results across various dimensions. We present an application of process cube to software defect resolution process to analyze and compare process data from a multi-dimensional perspective. We present a framework, a novel perspective to mine software repositories using process cube. Each cell of process cube is defined by metrics from multiple process mining perspectives like control flow, time, conformance and organizational perspective. We conduct a case-study on Google Chromium project data in which the software defect resolution process spans three software repositories: Issue Tracking System (ITS), Peer Code Review System (PCR) and Version Control System (VCS). We define process cube with 9 dimensions as issue report timestamp, priority, state, closed status, OS, component, bug type, reporter and owner. We define hierarchies along various dimensions and cluster members to handle sparsity. We apply OLAP cube operations such as slice, dice, roll-up and drill-down, and create materialized sub log for each cell. We demonstrate the solution approach by discovering process map and compare process mining results from Control Flow and Time perspective for Performance and Security issues.",Process mining consists of analyzing event log data produced from Process Aware Information Systems (PAIS) for the purpose of discovering and improving business processes. Process cube facilitates process mining from multiple-dimensions and enables comparison of process mining results across various dimensions. We demonstrate the solution approach by discovering process map and compare process mining results from Control Flow and Time perspective for Performance and Security issues.,Relevância alta para a revisão. Traz validação empírica.,Alta: trata diretamente de mineração de processos aplicada ao desenvolvimento de software.,"Mineração de processos, apoio de ia/nlp/ontologia, proposta de framework/modelo.",Proposta metodológica com evidência limitada.,Dependência de modelagem e premissas do autor; forte dependência da qualidade e cobertura dos logs/dados.,incluir,"Alinha-se ao escopo da SLR por combinar contexto de desenvolvimento de software com técnica de processo, mineração ou modelagem estocástica.",Qualidade e testes.,"Issue tracker, repositório/vcs.",Mineração de processos.,"RQ2, RQ3","IC4a, IC4d","Desenvolvimento, Qualidade/Testes",L1,Alta
"Process Mining Model Integrated with Control Flow, Case, Organizational and Time Perspectives in a Software Development",Process_Mining_Model_Integrated_with_Control_Flow_Case_Organizational_and_Time_Perspectives_in_a_Software_Development_Project.pdf,10.1109/CONISOFT55708.2022.00022,,"The SURMHFW LPSOHPHQWV WKH DSSURDFK WR LQWHJUDWHG PRGHO FRYHULQJ project implements the approach to integrated model covering WKH Process 3URFHVV Mining 0LQLQJ perspectives SHUVSHFWLYHV to WR validate YDOLGDWH the WKH execution H[HFXWLRQ of RI the DFWLYLWLHV according DFFRUGLQJ to WR the WKH very YHU\ small VPDOO software VRIWZDUH company' FRPSDQ\¶V activities s SURFHVV GHILQLWLRQ GLVFRYHU GHYLDWLRQV DQG HVWDEOLVK FRUUHFWLYH process definition, discover deviations and establish corrective DFWLRQV based EDVHG on RQ the WKH findings ILQGLQJV obtained REWDLQHG through WKURXJK the WKH control FRQWURO actions IORZ RUJDQL]DWLRQDO FDVH DQG WLPH SHUVSHFWLYHV flow, organizational, case, and time perspectives.",Relevância alta para a revisão. Propõe método reutilizável.,Alta: trata diretamente de mineração de processos aplicada ao desenvolvimento de software.,"Mineração de processos, apoio de ia/nlp/ontologia, proposta de framework/modelo.",Proposta metodológica com evidência limitada.,Dependência de modelagem e premissas do autor.,incluir,"Alinha-se ao escopo da SLR por combinar contexto de desenvolvimento de software com técnica de processo, mineração ou modelagem estocástica.",Contexto de processo de software não identificado com clareza na extração automática.,Fonte dos dados não identificada com clareza na extração automática.,Mineração de processos.,RQ2,IC4a,Não definido,L1,Alta
"Process Mining Model Integrated with Control Flow, Case, Organizational and Time Perspectives in a Software Development Project",Process_Mining_Model_Integrated_with_Control_Flow_Case_Organizational_and_Time_Perspectives_in_a_Software_Development_Project (1).pdf,10.1109/conisoft55708.2022.00022,,"The SURMHFW LPSOHPHQWV WKH DSSURDFK WR LQWHJUDWHG PRGHO FRYHULQJ project implements the approach to integrated model covering WKH Process 3URFHVV Mining 0LQLQJ perspectives SHUVSHFWLYHV to WR validate YDOLGDWH the WKH execution H[HFXWLRQ of RI the DFWLYLWLHV according DFFRUGLQJ to WR the WKH very YHU\ small VPDOO software VRIWZDUH company' FRPSDQ\¶V activities s SURFHVV GHILQLWLRQ GLVFRYHU GHYLDWLRQV DQG HVWDEOLVK FRUUHFWLYH process definition, discover deviations and establish corrective DFWLRQV based EDVHG on RQ the WKH findings ILQGLQJV obtained REWDLQHG through WKURXJK the WKH control FRQWURO actions IORZ RUJDQL]DWLRQDO FDVH DQG WLPH SHUVSHFWLYHV flow, organizational, case, and time perspectives.",Relevância alta para a revisão. Propõe método reutilizável.,Alta: trata diretamente de mineração de processos aplicada ao desenvolvimento de software.,"Mineração de processos, apoio de ia/nlp/ontologia, proposta de framework/modelo.",Proposta metodológica com evidência limitada.,Dependência de modelagem e premissas do autor.,incluir,"Alinha-se ao escopo da SLR por combinar contexto de desenvolvimento de software com técnica de processo, mineração ou modelagem estocástica.",Contexto de processo de software não identificado com clareza na extração automática.,Fonte dos dados não identificada com clareza na extração automática.,Mineração de processos.,RQ2,IC4a,Não definido,L1,Alta
Process Mining Software Repositories,c517c93f_process_mining_software_repositories.pdf,10.1109/CSMR.2011.5,"Software developers’ activities are in general recorded in software repositories such as version control systems, bug trackers and mail archives. While abundant information is usually present in such repositories, successful information extraction is often challenged by the necessity to simultaneously analyze different repositories and to combine the information obtained. We propose to apply process mining techniques, originally developed for business process analysis, to address this challenge. However, in order for process mining to become applicable, different software repositories should be combined, and “related” software development events should be matched: e.g., mails sent about a file, modifications of the file and bug reports that can be traced back to it. The combination and matching of events has been implemented in FRASR (FRamework for Analyzing Software Repositories), augmenting the process mining framework ProM.","If the publication is distributed under the terms of Article 25fa of the Dutch Copyright Act, indicated by the “Taverne” license above, please follow below link for the End User Agreement: www.tue.nl/taverne Take down policy If you believe that this document breaches copyright please contact us at: openaccess@tue.nl providing details and we will investigate your claim. Once the preprocessing step has been completed, the resulting log can be analyzed using existing process mining application, such as ProM [7]. The detailed event binding allows one to indicate for each level whether to use the corresponding information to extract the events. In Figure 2, abstract classes (typeset in italics) indicate extension points: FRASR can be extended to add new cases, event bindings, data sources and export types.",Relevância alta para a revisão. Propõe método reutilizável.,Alta: trata diretamente de mineração de processos aplicada ao desenvolvimento de software.,"Mineração de processos, apoio de ia/nlp/ontologia, proposta de framework/modelo.",Proposta metodológica com evidência limitada.,Dependência de modelagem e premissas do autor; forte dependência da qualidade e cobertura dos logs/dados.,incluir,"Alinha-se ao escopo da SLR por combinar contexto de desenvolvimento de software com técnica de processo, mineração ou modelagem estocástica.",Qualidade e testes.,Repositório/vcs.,Mineração de processos.,"RQ2, RQ3","IC4a, IC4d","Desenvolvimento, Qualidade/Testes",L1,Alta
Process Mining from Jira Issues at a Large Company,1b7688b7_process_mining_from_jira_issues_at_a_large_company.pdf,10.1109/ICSME58846.2023.00055,"Maintaining a software system is a continuous and complex process, typically following a workflow defined by the responsible organization. However, in practice, developers often deviate from the defined process due to personal preferences, varying customer requirements, or urgent deadlines. Such deviations may cause problems later on, or they may indicate potential process improvements. To deal with deviations and improve processes, it is first necessary to fully understand the processes actually employed by developers. For this purpose, process-mining techniques have been proposed that primarily build on version-control data. In this paper, we present a complementary process-mining technique that uses Jira issues to recover process activities not visible in version-control data, particularly focusing on developers’ interactions with issues and each other. We conducted a case study with 74 repositories of 24 developer teams from one large international company to understand the technique’s merits. Our technique revealed process differences across teams and depending on the types of Jira issues, providing novel insights for the company that helped to better understand the employed processes.","Such deviations may cause problems later on, or they may indicate potential process improvements. To deal with deviations and improve processes, it is first necessary to fully understand the processes actually employed by developers.",Relevância alta para a revisão. Traz validação empírica.,Alta: trata diretamente de mineração de processos aplicada ao desenvolvimento de software.,"Mineração de processos, apoio de ia/nlp/ontologia, estudo de caso.",Estudo empírico com dados reais.,Escopo empírico possivelmente restrito; forte dependência da qualidade e cobertura dos logs/dados.,incluir,"Alinha-se ao escopo da SLR por combinar contexto de desenvolvimento de software com técnica de processo, mineração ou modelagem estocástica.","Engenharia de requisitos, entrega e devops.",Issue tracker.,Mineração de processos.,"RQ1, RQ2","IC4a, IC4d","Requisitos, Entrega/DevOps",L1,Alta
Process mining applications in software engineering Brian Keith1 and Vianca Vega1,2016_CIMPS.pdf,,"Process mining is a field that uses elements from data mining and business process modeling to do tasks such as process discovery, conformance checking, and process improvement. This paper presents a study about the application of process mining techniques in the software development process. It shows a series of case studies that illustrate possible applications in the process and the product. Also, the main current challenges in applying process mining in software engineering are described. The objective of this paper is to show the importance and practical usefulness of applying process mining approaches in software engineering.","Process mining is a field that uses elements from data mining and business process modeling to do tasks such as process discovery, conformance checking, and process improvement. It shows a series of case studies that illustrate possible applications in the process and the product. The objective of this paper is to show the importance and practical usefulness of applying process mining approaches in software engineering.",Relevância alta para a revisão. Propõe método reutilizável.,Alta: trata diretamente de mineração de processos aplicada ao desenvolvimento de software.,"Mineração de processos, apoio de ia/nlp/ontologia, proposta de framework/modelo.",Proposta metodológica com evidência limitada.,Dependência de modelagem e premissas do autor.,incluir,"Alinha-se ao escopo da SLR por combinar contexto de desenvolvimento de software com técnica de processo, mineração ou modelagem estocástica.",Contexto de processo de software não identificado com clareza na extração automática.,Fonte dos dados não identificada com clareza na extração automática.,Mineração de processos.,RQ2,IC4a,Não definido,L1,Alta
Process mining for project management,Process_mining_for_project_management.pdf,10.1109/SAPIENCE.2016.7684142,"Business process mining or process mining is the intersection between data mining and business process modelling that extracts business patterns from event logs. Event logs are freely available in any organization. Business logs are a potential source of useful information. By the various patterns that are present in the logs, a lot can be estimated about the type of procedures that should be incorporated into the organization for better performance. Event logs store information about time and event data of business processes. Process mining algorithms are used to mine business process models using event logs. Generating automated business models out of this could provide valuable insight to a firm eventually leading to customer satisfaction. Process Mining works by three phases: discovery, conformation and alteration. By using process mining, many kinds of information can be collected about the process, such as control-flow, performance, organizational information and decision patterns. A process model could be represented as Petri nets which is a formal graphical representation of the workflow diagram or it can be represented as Business Process Modelling Notation. This project aims to develop a user friendly platform which is capable of generating petri net like models by process mining. By using various process mining algorithms we will develop software which would mine the event logs of a particular firm. It would provide a data or workflow analysis scheme. This would optimize business process intelligence and thus provide alternative and superior work strategies. In this project, we are mainly targeting project management using process mining. There are many projects that are undertaken by an IT company that all follow the same procedure. The concept of business process mining can be used in order to improve the performance of a company by optimizing its Software Development Life Cycle. By feeding the previous logs of a similar project of the company, the software would give a flowgraph. This flowgraph can help to identify the sequence of the activities, roles in the organization as well as various efficiency parameters. The algorithm being used is the Heuristic Miner Algorithm for process mining.",The concept of business process mining can be used in order to improve the performance of a company by optimizing its Software Development Life Cycle.,Relevância alta para a revisão. Propõe método reutilizável.,Alta: trata diretamente de mineração de processos aplicada ao desenvolvimento de software.,"Mineração de processos, rede de petri, apoio de ia/nlp/ontologia, proposta de framework/modelo.",Proposta metodológica com evidência limitada.,Dependência de modelagem e premissas do autor.,incluir,"Alinha-se ao escopo da SLR por combinar contexto de desenvolvimento de software com técnica de processo, mineração ou modelagem estocástica.",Contexto de processo de software não identificado com clareza na extração automática.,Logs de ide.,Mineração de processos.,RQ2,"IC4a, IC4b",Não definido,L2,Alta
"QWHUQDWLRQDO 6HPLQDU RQ $SSOLFDWLRQ IRU 7HFKQRORJ\ RI ,QIRUPDWLRQ DQG &RPPXQLFDWLRQ L6HPDQWLF Detecting Bottleneck and Fraud in Agile Development by using Petri net Performance and Trace Clustering",muh-razi-fix.pdf,10.1109/ICTS.2017.8265673,"Software Development Life Cycle model is one of the basic idea of the software development. SDLC is a continuous process, the cycle starts from the moment when it is decide to release the project, and it ends when its full remove from the exploitation. Agile is one of the mostly used SDLC models. Combination of incremental and iterative process models with a focus on process customer satisfaction and can adapt to rapid delivery of working sofware is called Agile SDLC. This contribution of this paper is evaluating the performance, such as occurring bottleneck and fraud, of an Agile model to handle the management of the project.",This study identifies bottlenecks and fraud in agile development. The method used to identify,Relevância alta para a revisão. Propõe método reutilizável.,Alta: aborda modelagem ou simulação de processos de software com potencial analítico forte para a SLR.,"Rede de petri, proposta de framework/modelo.",Proposta metodológica com evidência limitada.,Dependência de modelagem e premissas do autor.,incluir,"Alinha-se ao escopo da SLR por combinar contexto de desenvolvimento de software com técnica de processo, mineração ou modelagem estocástica.",Entrega e devops.,Logs de ide.,Rede de Petri estocástica.,RQ2,IC4b,Entrega/DevOps,L1,Alta
"QWHUQDWLRQDO 6HPLQDU RQ $SSOLFDWLRQ IRU 7HFKQRORJ\ RI ,QIRUPDWLRQ DQG &RPPXQLFDWLRQ L6HPDQWLF Detection of Bottleneck and Social Network in Business Process of Agile Development Nemesio Raitubu",namesio-fix.pdf,10.1109/ICTS.2017.8265660,"Many software organizations are moving away from traditional methods to adopt Agile development methodologies with the increasing popularity of Agile. It was noted that Agile is more adaptive and people focused. It was created for small to medium and collaborative team that work closely together. When Agile is implemented, team size a common factor in turn constrained by people factor which are often overlooked. Many organizations and industries are migrant of Agile methodologies because of its popularity in today's technology.","it is difficult to find the bottleneck and dependencies between members of the team if we do observe the process manually. This paper proposes an agile process model that can generate an event log and to analyzed the event log by using alpha ++ and social network analysis to find the bottle neck and dependencies of the member. In contras of classical software development process [6] and Agile development software, classic software all the requirements are completed in the process and no changes can be done in modifying improvement whereas in Agile software development it accepts changes and improvement frequently when changes arise.",Relevância alta para a revisão. Propõe método reutilizável.,Alta: trata diretamente de mineração de processos aplicada ao desenvolvimento de software.,"Mineração de processos, apoio de ia/nlp/ontologia, proposta de framework/modelo.",Proposta metodológica com evidência limitada.,Dependência de modelagem e premissas do autor.,incluir,"Alinha-se ao escopo da SLR por combinar contexto de desenvolvimento de software com técnica de processo, mineração ou modelagem estocástica.",Engenharia de requisitos.,Fonte dos dados não identificada com clareza na extração automática.,IA/NLP/aprendizado de máquina.,RQ1,IC4a,Requisitos,L1,Alta
"QWHUQDWLRQDO 6HPLQDU RQ $SSOLFDWLRQ IRU 7HFKQRORJ\ RI ,QIRUPDWLRQ DQG &RPPXQLFDWLRQ L6HPDQWLF Time Performance Evaluation of Agile Software Development Asadul Haq Muhammad Shani Kelly Rossa Sungkono",ashadul-fix.pdf,10.1109/EECSI.2017.8239194,"Agile is a method in software development that demand the development teams to work fast and adapt to changes that happens along the way. However, in the fact, there are activities in software development process that take longer time to complete than others, which is called bottleneck. Bottlenecks are difficult to find if there is no actual event log of the process. To provide the event log this research focus on creating an agile process model which can be executed and generate the event log. Besides the agile process model, this research also discover bottleneck not only from the whole processes but also from processes that are executed frequently.",Bottlenecks are difficult to find if there is no actual event log of the process.,Relevância alta para a revisão. Traz validação empírica.,Alta: trata diretamente de mineração de processos aplicada ao desenvolvimento de software.,"Mineração de processos, proposta de framework/modelo.",Avaliação experimental.,Dependência de modelagem e premissas do autor.,incluir,"Alinha-se ao escopo da SLR por combinar contexto de desenvolvimento de software com técnica de processo, mineração ou modelagem estocástica.",Contexto de processo de software não identificado com clareza na extração automática.,Logs de ide.,Técnica principal não identificada automaticamente.,RQ1,IC4a,Não definido,L1,Alta
Quantitative evaluation of software component behavior discovery approach,f64a5949_quantitative_evaluation_of_software_component_beha.pdf,10.1587/transinf.2020MPL0001,,"By exploiting software execution data, one can discover behavioral models describing the actual behavior of the software system. However, applying existing discovery techniques results in extremely complex models that are diﬃcult for comprehension. A software system is usually composed of a set of components. Starting from this observation, Liu et al.",Relevância média para a revisão. Traz validação empírica.,"Média: relação indireta com a SLR, mais útil como contexto, método adjacente ou estudo complementar.",Proposta de framework/modelo.,Avaliação experimental.,Dependência de modelagem e premissas do autor.,talvez,"Relaciona-se a software, mas a técnica principal extraída não evidencia com clareza mineração de processos ou modelagem estocástica.",Contexto de processo de software não identificado com clareza na extração automática.,Fonte dos dados não identificada com clareza na extração automática.,Técnica principal não identificada automaticamente.,RQ1,EC3?,Não definido,L0,Média
SIMPT: Process Improvement Using Interactive Simulation of Time-Aware Process Trees,e3d29a38_simpt_process_improvement_using_interactive_simula.pdf,10.1007/978-3-030-75018-3_40,"Process mining techniques including process discovery, conformance checking, and process enhancement provide extensive knowledge about processes. Discovering running processes and deviations as well as detecting performance problems and bottlenecks are well-supported by process mining tools. However, all the provided techniques represent the past/current state of the process. The improvement in a process requires insights into the future states of the process w.r.t. the possible actions/changes.",The improvement in a process requires insights into the future states of the process w.r.t.,Relevância alta para a revisão. Tem valor mais conceitual do que operacional.,Alta: trata diretamente de mineração de processos aplicada ao desenvolvimento de software.,"Mineração de processos, simulação.",Simulação computacional.,Dependência de modelagem e premissas do autor.,excluir,A extração automática não mostrou aderência suficiente ao recorte de processo de software e técnicas-alvo da SLR.,Contexto de processo de software não identificado com clareza na extração automática.,Logs de ide.,Mineração de processos.,RQ2,"IC4a, IC4b, EC1",Não definido,L2,Baixa
"Software Development Process Mining: Discovery, Conformance Checking and Enhancement",4f816525_software_development_process_mining_discovery_conf.pdf,10.1109/QUATIC.2016.061,"Software development has become a fundamental process on any business or organization. As a consequence, together with other emergent technologies, new development platforms (IDEs) are being created, mainly in the cloud (e.g., Eclipse Orion, Cloud9, Codio), requiring different approaches on the way software development can be studied. Empirical studies on software development most often are based on data taken from software configuration management repositories, source code management systems and issue tracking tools, but not from the IDEs themselves, because they do not record data publically regarding developers’ activities. We aim to bring forward new insights on the software development process by analyzing how developers use their IDE. Based upon process mining techniques such as process discovery and conformance checking, this missing perspective will hopefully allow the discovery of coding patterns, the search for programmer behaviors and the detection of deviations from prescribed processes. Finally, we expect to provide advice for individual software process enhancement.",5 1.1.2 ”Pollock Effect” .,Relevância alta para a revisão. Propõe método reutilizável.,Alta: trata diretamente de mineração de processos aplicada ao desenvolvimento de software.,"Mineração de processos, apoio de ia/nlp/ontologia, proposta de framework/modelo.",Proposta metodológica com evidência limitada.,Limitações não ficaram explícitas no texto extraído; convém validar na leitura completa.,incluir,"Alinha-se ao escopo da SLR por combinar contexto de desenvolvimento de software com técnica de processo, mineração ou modelagem estocástica.",Desenvolvimento/codificação.,"Issue tracker, logs de ide.",Mineração de processos.,"RQ1, RQ2",IC4a,Desenvolvimento,L1,Alta
Software Process Evaluation from User Perceptions and Log Data,fbe93e3d_software_process_evaluation_from_user_perceptions.pdf,10.1002/smr.2438,"Institut für Informatik, Humboldt-Universität zu Berlin, Berlin, Germany Companies often claim to follow specific software development methodologies Correspondence Saimir Bala, Institut für Informatik, HumboldtUniversität zu Berlin, Rudower Chaussee 25, 12489 Berlin, Germany. Email: saimir.bala@hu-berlin.de are often supported by dedicated tools that keep track of work activities carried out Funding information Einstein Foundation Berlin, Grant/Award Number: EPP-2019-524 paper develops a new process improvement approach that combines two signifi 2 (SDM) when performing their software development process. These methodologies by developers. The purpose of this paper is to provide a novel approach that integrates analytical insights from both the perceptions of SDM stakeholders and software development tools logs to provide SDM improvement recommendations. This cantly different sources of data on the same phenomenon.","Email: saimir.bala@hu-berlin.de are often supported by dedicated tools that keep track of work activities carried out Funding information Einstein Foundation Berlin, Grant/Award Number: EPP-2019-524 paper develops a new process improvement approach that combines two signifi 2 (SDM) when performing their software development process. The purpose of this paper is to provide a novel approach that integrates analytical insights from both the perceptions of SDM stakeholders and software development tools logs to provide SDM improvement recommendations.",Relevância média-alta para a revisão. Traz validação empírica.,"Média: relação indireta com a SLR, mais útil como contexto, método adjacente ou estudo complementar.","Apoio de ia/nlp/ontologia, proposta de framework/modelo.",Avaliação experimental.,Limitações não ficaram explícitas no texto extraído; convém validar na leitura completa.,talvez,"Relaciona-se a software, mas a técnica principal extraída não evidencia com clareza mineração de processos ou modelagem estocástica.",Contexto de processo de software não identificado com clareza na extração automática.,"Logs de ide, percepção de usuários.",IA/NLP/aprendizado de máquina.,RQ1,EC3?,Não definido,L0,Média
Software Process Recovery: Recovering Process from Artifacts,hindle2010WCRE-SoftwareProcessRecovery.pdf,10.1109/WCRE.2010.46,"Often stakeholders, such as developers, managers, or buyers, want to find out what software development processes are being followed within a software project. Their reasons include: CMM and ISO 9000 compliance, process validation, management, acquisitions, and business intelligence. Recovering the software development processes from an existing project is expensive if one must rely upon manual inspection of artifacts and interviews of developers and their managers. Researchers have suggested live observation and instrumentation of a project to allow for more measurement, but this is costly, invasive, and also requires a live running project. Instead, we propose an after the fact analysis: software process recovery. This approach analyzes version control systems, bug trackers and mailing list archives using a variety of supervised and unsupervised techniques from machine learning, topic analysis, natural language processing and statistics. We can combine all of these methods to recover process events that we map back to software development processes like the Unified Process. We can produce diagrams called Recovered Unified Process Views (RUPV) that are similar to the Unified Process diagram, a time-line of effort per parallel discipline occurring across time. We then validate these methods using case studies of multiple open source software systems.","Often stakeholders, such as developers, managers, or buyers, want to find out what software development processes are being followed within a software project.",Relevância média-alta para a revisão. Propõe método reutilizável.,"Média: relação indireta com a SLR, mais útil como contexto, método adjacente ou estudo complementar.","Apoio de ia/nlp/ontologia, proposta de framework/modelo.",Proposta metodológica com evidência limitada.,Forte dependência da qualidade e cobertura dos logs/dados.,talvez,"Relaciona-se a software, mas a técnica principal extraída não evidencia com clareza mineração de processos ou modelagem estocástica.","Qualidade e testes, contexto aplicado específico.",Repositório/vcs.,IA/NLP/aprendizado de máquina.,RQ1,IC4d,"Desenvolvimento, Qualidade/Testes",L0,Média
Software process discovery using link analysis,Software_process_discovery_using_link_analysis.pdf,10.1109/ICCSN.2011.6014218,"Data mining is an exhausting yet very useful task. It can help programmers understand the nature of development process and reveal potential problems during the process. Thus more reliable software can be created. As open source software development communities thrive, many software repositories with useful information about the development process become publicly available, enabling us to do research. In this paper, the author explores an approach based on mapping the artifacts to the process activity of FreeBSD repository to study the control-flow of the development process.","Additionally, they present both a language and a tool to enable the framework to ensure reliable and predictable result when of relation of two events A and B. Mining software repository (MSR) community has done tremendous work [2-4] to help manage and improve the progress of software projects through mining the information provided integrates the functionality of several existing tools and provides many additional process mining plug-ins. Then the experiment alone with its result is presented (section4). activity would result in specific artifacts.",Relevância alta para a revisão. Traz validação empírica.,Alta: trata diretamente de mineração de processos aplicada ao desenvolvimento de software.,"Mineração de processos, apoio de ia/nlp/ontologia, proposta de framework/modelo.",Avaliação experimental.,Dependência de modelagem e premissas do autor.,incluir,"Alinha-se ao escopo da SLR por combinar contexto de desenvolvimento de software com técnica de processo, mineração ou modelagem estocástica.","Desenvolvimento/codificação, contexto aplicado específico.","Repositório/vcs, logs de ide.",Mineração de processos.,"RQ1, RQ2, RQ3","IC4a, IC4d",Desenvolvimento,L1,Alta
Stochastic conformance checking based on variable-length Markov chains,1-s2.0-S0306437925000456-main.pdf,10.1016/j.is.2025.102561,,"We propose a novel approach to SCC based on PE results for the synthesis of stochastic processes. Thanks to a rich experimental evaluation, we show that it outperforms the state-of-the-art. Furthermore, we show that VLMC are efficient, as they handled all considered datasets in a few seconds. Given in input a log, we show how to mine and give in output a Variable-length Markov Chain (VLMC, higher-order Markovian models equipped with memory) [11] from logs.",Relevância alta para a revisão. Traz validação empírica.,Alta: trata diretamente de mineração de processos aplicada ao desenvolvimento de software.,"Mineração de processos, cadeia de markov, apoio de ia/nlp/ontologia, proposta de framework/modelo.",Avaliação experimental.,Dependência de modelagem e premissas do autor.,excluir,A extração automática não mostrou aderência suficiente ao recorte de processo de software e técnicas-alvo da SLR.,Contexto de processo de software não identificado com clareza na extração automática.,Logs de ide.,Mineração de processos.,"RQ2, RQ3","IC4a, IC4b, EC1",Não definido,L2,Baixa
Studying Task Processes for Improving Programmer Productivity,Studying_Task_Processes_for_Improving_Programmer_Productivity.pdf,10.1109/TSE.2019.2904230,"Productivity of a software development organization can be enhanced by improving the software process, using better tools/technology, and enhancing the productivity of programmers. This work focuses on improving programmer productivity by studying the process used by a programmer for executing an assigned task, which we call the task process. We propose a general framework for studying the impact of task processes on programmer productivity and also the impact of transferring task processes of high-productivity programmers to average-productivity peers. We applied the framework to a few live projects in Robert Bosch Engineering and Business Solutions Limited, a CMMI Level 5 company. In each project, we identified two groups of programmers: high-productivity and average-productivity programmers.","Productivity of a software development organization can be enhanced by improving the software process, using better tools/technology, and enhancing the productivity of programmers. This work focuses on improving programmer productivity by studying the process used by a programmer for executing an assigned task, which we call the task process.",Relevância média-alta para a revisão. Propõe método reutilizável.,"Média: relação indireta com a SLR, mais útil como contexto, método adjacente ou estudo complementar.",Proposta de framework/modelo.,Proposta metodológica com evidência limitada.,Dependência de modelagem e premissas do autor.,talvez,"Relaciona-se a software, mas a técnica principal extraída não evidencia com clareza mineração de processos ou modelagem estocástica.",Contexto de processo de software não identificado com clareza na extração automática.,Logs de ide.,Técnica principal não identificada automaticamente.,"RQ1, RQ3",EC3?,Não definido,L0,Média
Test Case Generation and Prioritization: A Process-Mining Approach,Test_Case_Generation_and_Prioritization_A_Process-Mining_Approach.pdf,10.1109/ICSTW.2017.11,"Test cases are an essential tool in software quality assurance: they ensure that code behaves as specified in the requirement. However, writing test cases does not have only benefits, it comes with a cost: the programmer has to formulate the test cases and maintain them when the tested source code changes. Particularly for start-ups or small enterprises such costs become prohibitive, which often prefer to invest their time into the development of new functionalities instead of testing. This paper explores the use of process-mining as an approach to create a model of how users interact with a system to a) generate test cases and b) prioritize them. Using process-mining, it is possible to mine from the user behaviour which parts of the system are the most used, in which order they are executed, generate test cases repeating user input, and prioritizing test cases.","Altogether, process mining resulted to be a viable way to obtain a picture of how the user is using the software. Analogously, term “process mining” refers to tools and techniques that, starting from process traces (logs that document events that happened because a process was executed) are able to mine, i.e., extract processes and to support their improvement [1]. Based on the mined process model, it is also possible to study the process to identify problems, e.g., bottlenecks, unexpected delays, an unexpected distribution of work, etc.; this activity is called “process improvement”. The opposite does not hold: something that is rarely used can be also of high value, but intensive usage indicates how immediate the consequences would be of having that feature not working.",Relevância alta para a revisão. Propõe método reutilizável.,Alta: trata diretamente de mineração de processos aplicada ao desenvolvimento de software.,"Mineração de processos, apoio de ia/nlp/ontologia, proposta de framework/modelo.",Proposta metodológica com evidência limitada.,Dependência de modelagem e premissas do autor.,incluir,"Alinha-se ao escopo da SLR por combinar contexto de desenvolvimento de software com técnica de processo, mineração ou modelagem estocástica.",Qualidade e testes.,Logs de ide.,Mineração de processos.,RQ2,IC4a,Qualidade/Testes,L1,Alta
