internal_id,title,doi,year,source_db,ft_matched_ic,abstract,research_question,study_type,research_contribution,pm_technique,stochastic_technique,software_artifact,software_process,dataset_source,dataset_public,tool_used,main_finding,limitations,replication_package,origin,origin
883e1702,A discrete simulation model for assessing software project scheduling policies,10.1002/spip.160,2002,snowball,IC2|IC3,"Abstract Good project scheduling is an essential, but extremely hard task in software management practice. In a software project, the time needed to complete some development activity is difficult to estimate. Often, the completion of activities is delayed due to unanticipated rework which is caused by feedback in the process. In this paper, we show how process simulation can be used to support managers in finding good schedules for their software projects. We present a novel, stochastic simulation model which is tailored to the special dynamics of software projects, and which explicitly takes a scheduling strategy as input. The model represents task assignments, staff skill levels, component coupling, and rework caused by design changes. The simulation model is implemented in the ModL language of the general‐purpose graphical simulation tool EXTEND . As an illustration of our simulation model, we study the performance of various list policies for a small sample project. The simulations quickly show the impact that the choice of the list policy will have on the progress and completion time of the sample project. To explain the performance difference between the list policies, we use the simulation traces to provide a detailed analysis of the task assignments which actually occur in the simulations. Copyright © 2003 John Wiley &amp; Sons, Ltd.","Como a simulação estocástica pode ser utilizada para avaliar e comparar diferentes políticas de agendamento em projetos de software, considerando a complexidade das atividades, alocação de recursos e rework?",simulation,simulation | prediction | framework,none,monte_carlo | system_dynamics,none,development,synthetic,não_mencionado,EXTEND (ModL language),"Um modelo de simulação estocástica foi desenvolvido para avaliar políticas de agendamento em projetos de software, incorporando dinâmicas específicas como alocação de tarefas, níveis de habilidade, acoplamento de componentes e rework. O modelo demonstrou rapidamente o impacto da escolha de diferentes políticas de lista no tempo de conclusão do projeto através da análise de traços de simulação.",Validação realizada apenas com um projeto de amostra pequeno; não há informações sobre generalização dos resultados para projetos maiores ou mais complexos.,não_mencionado,auxiliary,auxiliary
2fbf6d36,Computing Optimal Scheduling Policies for Software Projects,10.1109/apsec.2004.39,2005,snowball,IC2|IC3,"The time needed to complete a software development project is hard to estimate in practice. In addition to the uncertainty about the duration of the individual development steps, software projects often suffer from unexpected rework and delays. As a result, project scheduling remains a difficult task for the managers of software projects. In this paper, we compute optimal scheduling strategies for a set of sample software projects. The computations are based on a stochastic Markov decision model for software projects which focuses on capturing the feedback between concurrent development activities. The optimal strategies are computed using a variant of the value iteration algorithm from stochastic dynamic programming. Since the underlying process model is stochastic, the strategies are stochastically optimal, that is, they minimize the expected project duration. The ultimate goal of this research is to develop guidelines for managers how to schedule their software projects under uncertainty in the best possible way. The sample projects are similar, but differ in certain characteristics of the project or product, such as the strength of the coupling between the components or the degree of specialization of the teams on the tasks. By using a set of related projects, we can study how the project characteristics influence the optimal scheduling decisions in a project. In addition to computing the optimal scheduling policies for the sample projects, we use extensive simulations to compare the performance of the optimal policy against the so-called list policies for each given setting. List policies are a simple, but commonly used class of scheduling policies. For our sample projects, we find that the best list policy in general is not optimal. The performance gap is the larger the higher the degree of specialization of the teams is. On the other hand, the stronger the coupling between the components, the smaller is the improvement which the optimal policy achieves over the best list policy.","Como computar políticas de agendamento ótimas para projetos de software sob incerteza, levando em conta a interdependência entre atividades de desenvolvimento concorrentes?",simulation,prediction | framework,none,markov_chain | monte_carlo,none,development,synthetic,não_mencionado,não_mencionado,"Modelos de decisão de Markov estocásticos podem ser usados para computar políticas de agendamento ótimas que minimizam a duração esperada de projetos de software. As políticas ótimas superam as políticas de lista comuns, com maior ganho em projetos com alta especialização de equipes, mas o benefício diminui com maior acoplamento entre componentes.",Estudo baseado em projetos de amostra sintéticos; não foi validado com dados de projetos reais de software.,não_mencionado,auxiliary,auxiliary
dbcd2435,On the Potential of Process Simulation in Software Project Schedule Optimization,10.1109/compsac.2005.115,2006,snowball,IC2|IC3,"In this paper, we highlight the application potential of process simulation techniques for software cybernetics research. Software engineering has seen many fruitful applications of simulation when modeling, understanding, and improving the software development process. In particular, process simulation has proven to be a valuable and efficient tool in our own software cybernetics research, having helped us to understand how scheduling policies actually behave in our discrete-time Markov decision process model for software projects. We outline how to advance the use of process simulation in our model to a much higher level: when computing optimal scheduling policies, simulation can be applied in the optimization step of the dynamic programming algorithms in order to save computation time. This approach resembles optimization techniques from the field of reinforcement learning, providing further evidence of the potential of simulation in software cybernetics.",Como técnicas de simulação de processos podem ser aplicadas à pesquisa em cibernética de software para otimizar políticas de agendamento em projetos de software?,theoretical | simulation,simulation | enhancement | prediction,other,markov_chain | monte_carlo,none,development,synthetic,não_mencionado,não_mencionado,"Simulação de processos é uma ferramenta valiosa e eficiente para compreender o comportamento de políticas de agendamento em modelos de processos de decisão de Markov em tempo discreto para projetos de software. A simulação pode ser integrada ao passo de otimização de algoritmos de programação dinâmica para economizar tempo computacional, semelhante a técnicas de aprendizado por reforço.","O trabalho é principalmente teórico e conceitual, não apresentando validação empírica extensiva ou experimentos com dados reais de projetos de software.",,auxiliary,auxiliary
6464a4f1,Method for Building UML Activity Diagrams from Event Logs,10.15514/ispras-2019-31(4)-9,2019,snowball,IC1|IC4,"UML Activity Diagrams are widely used models for representing software processes. Models built from event logs, recorded by information systems, can provide valuable insights into real flows in processes and suggest ways of improving those systems. This paper proposes a novel method for mining UML Activity Diagrams from event logs. The method is based on a framework that consists of three nested stages involving a set of model transformations. The initial model is inferred from an event log using one of the existing mining algorithms. Then the model, if necessary, is transformed into an intermediate form and, finally, converted into the target UML Activity Diagram by the newly proposed algorithm. The transforming algorithms, except one used at the last stage, are parameters of the framework and can be adjusted based on needed or available models. The paper provides examples of the approach application on real life event logs.",Como extrair e gerar diagramas de atividades UML a partir de event logs de sistemas de informação para representar fluxos reais de processos de software?,tool,discovery | framework,inductive_miner | other,none,ide_logs | other,development | other,industrial,não_mencionado,não_mencionado,"O método proposto implementa um framework de três estágios aninhados com transformações de modelos sequenciais para converter event logs em diagramas de atividades UML. A abordagem é parametrizável e foi validada com event logs de casos reais, demonstrando sua aplicabilidade prática.",não_mencionado,não_mencionado,auxiliary,auxiliary
58996946,A comprehensive simulation study on optimal scheduling for software projects,10.1049/ic:20040457,2004,snowball,IC2,"Software projects often suffer from unexpected rework and delays. Therefore, project scheduling remains a difficult task for the managers. We compute optimal scheduling strategies for a set of small sample projects. The computations are based on a stochastic Markov decision model for software projects which focuses on capturing the feedback between concurrent development activities. The sample projects differ in certain characteristics of the project or product, such as the strength of the coupling between the components or the degree of specialization of the teams on the tasks. We use extensive simulations to compare the performance of the optimal policy against the list policies for any given setting. For our sample projects, we find that the best list policy in general, is not optimal. The performance gap is the larger the higher the degree of specialization of the teams is. On the other hand, the stronger the coupling between the components, the smaller is the improvement which the optimal policy achieves over the best list policy.",Quais são as estratégias ótimas de agendamento para projetos de software considerando atividades de desenvolvimento concorrentes e realimentação entre elas?,simulation,prediction | simulation,none,markov_chain | monte_carlo,none,development,synthetic,não_mencionado,não_mencionado,"As políticas de lista padrão não são otimais para agendamento de projetos de software. O desempenho da política ótima comparada às políticas de lista varia conforme a especialização das equipes e o acoplamento entre componentes, sendo maior a melhoria quanto maior o grau de especialização.",O estudo utiliza apenas um conjunto pequeno de projetos de amostra e não especifica detalhes sobre as características dos projetos simulados ou a generalização dos resultados para projetos de maior escala.,não_mencionado,auxiliary,auxiliary
0ef6a5b4,Bayesian Network Based XP Process Modelling,10.5121/ijsea.2010.1301,2010,snowball,IC2|IC3,"A Bayesian Network based mathematical model has been used for modelling Extreme Programming software development process. The model is capable of predicting the expected finish time and the expected defect rate for each XP release. Therefore, it can be used to determine the success/failure of any XP Project. The model takes into account the effect of three XP practices, namely: Pair Programming, Test Driven Development and Onsite Customer practices. The model’s predictions were validated against two case studies. Results show the precision of our model especially in predicting the project finish time.",Como modelar o processo de desenvolvimento Extreme Programming usando Redes Bayesianas para prever o tempo de conclusão e taxa de defeitos em releases?,theoretical,prediction | simulation,none,markov_chain | other,none,development | testing,academic,não_mencionado,não_mencionado,"Um modelo matemático baseado em Redes Bayesianas foi desenvolvido para modelar o processo XP, capaz de prever o tempo esperado de conclusão e taxa de defeitos para cada release. O modelo valida as previsões contra dois estudos de caso, demonstrando precisão especialmente na previsão do tempo de conclusão do projeto.",não_mencionado,não_mencionado,auxiliary,auxiliary
bbc13de4,Process mining application in software process assessment,10.6100/ir739990,2012,snowball,IC1|IC4,"Nowadays, our daily life heavily depends on software. Software is everywhere, from appliances in our homes, to safety-critical systems such as medical equipment. The failure of these software-intensive systems results in high financial losses, environmental or property damages, or even loss of life. Therefore the quality of software is recognized as a critical factor in software development. In order to achieve high quality of software products, reduce the costs of their development and deliver the product within specified time, activities for creating these products must be specified and executed. This set of activities is called the software development process. The software development process aims at creating complex and quality software products. Based on the premise that good quality software development process leads to good quality software products, the need for continuous software process improvement is recognized. Software process improvement is a cyclic activity involving assessing the current software development process in an organization, setting improvement goals, planning and executing improvements, analyzing and evaluating improvement results. A starting point for the software process improvement is software process assessment, which creates a baseline for improvement. The information gathered during the software process assessment must be objective and provide a realistic picture of the software development process. Currently, such process assessment is based on the information that is gathered based on interviews, brainstorm sessions, presentations, questionnaires and document reviews. These information gathering techniques are suitable in a stable environment with a limited problem space. However, software processes are complex entities, involving heterogeneous resources. Furthermore, software processes are often not explicitly modeled, and manuals to support the development work contain abstract guidelines and procedures. The differences between the actual executed (i.e. real) process and the documented process were already recognized by the research community. Therefore, another approach to gather process information for software process assessment is needed. In this thesis, we present a structural approach for choosing a more suitable information gathering strategy based on taking the characteristics of software processes into account. We performed a structured literature review in order to identify characteristics of software processes. Based on these characteristics, we identified the strategies 1) synthesis from characteristics of software processes and 2) experimentation with a discovered software process as more appropriate. Furthermore, we identified process mining as a set of techniques associated with these strategies and therefore suitable for software process assessment. In order to investigate the feasibility of process mining and its added value for software process assessment, we performed series of case studies on the practical application of software process mining on data from an industrial company. The case studies showed that process mining can provide useful and non-trivial process insights. Based on an in-depth study of a widely used software process improvement framework, namely the Capability Maturity Model Integration (CMMI), and its assessment method, a structured approach to use process mining for software process assessment was designed. First, we identified processes to be analyzed by process mining techniques. CMMI describes process areas to which an organization should map its software development. These process areas are satisfied by applying practices specific to a given process area. We identified specific practices, which can characterize software development processes and we proposed criteria to identify the practices for which process mining is feasible. These criteria are based on the notion of uncertainty. Next, we identified process aspects (such as compliance to the specified process model or timeliness of a software development process) essential for software process improvement as defined by CMMI. These process aspects determine which process information must be collected for the software process assessment and subsequent improvement. After that, we identified process-mining techniques that can provide this process information. As a result, we identified the parts of CMMI where collecting an objective evidence for process assessment by means of asking and deriving can be replaced by an application of identified process mining techniques. Although we applied process mining in the context of CMMI, our approach can also be applied to other software process improvement frameworks. Subsequently, the availability of the data required for process mining was studied. First, we identified data requirements for process mining techniques. Based on this, an approach to evaluate the suitability of software development support tools as data sources for process mining was developed. To test this approach, we considered software configuration management tools as possible data sources for process mining and selected the data logs of four commonly used software configuration tools for further study. We compared these data logs to the process mining data requirements and evaluated the suitability of a given tool as a data source for process mining.","Como aplicar process mining para avaliação de processos de software, especificamente para identificar práticas do CMMI que podem ser verificadas objetivamente através de técnicas de mineração de processos?",case_study | theoretical,discovery | framework | conformance,alpha | conformance_checking | other,none,vcs,development | code_review,industrial,não_mencionado,não_mencionado,"Process mining pode fornecer insights úteis e não-triviais sobre processos de software para avaliação, substituindo abordagens tradicionais baseadas em entrevistas e questionários. A abordagem estruturada identifica práticas específicas do CMMI onde a coleta de evidência objetiva pode ser realizada através de técnicas de process mining aplicadas a ferramentas de gerenciamento de configuração de software.","O estudo foca especificamente no contexto CMMI e na avaliabilidade de dados de ferramentas de controle de versão, não cobrindo outras métricas ou artefatos de software. A disponibilidade e qualidade dos dados de log das ferramentas podem variar entre diferentes contextos organizacionais.",não_mencionado,auxiliary,auxiliary
b5b1402b,Planning and improving global software development process using simulation,10.1145/1138506.1138510,2006,snowball,IC2|IC3,"Global software development poses a number of challenges and difficulties as well as significant potential benefits. In order to be successful, companies need to adapt and improve their processes to support this kind of development. Strong project planning and management is also required. Software process simulation modeling has been used to address a variety of issues in software development projects ranging from strategic management, project planning and control, process improvement, to training and understanding. We believe that a hybrid simulation model combining system dynamics and discrete-event models is needed to effectively model global software development projects. In this paper, we describe such a model, and focus on the use of the model to support project planning and process improvement in global software development. Example questions/issues that can be addressed by our GSD model are provided, along with an illustrative application.",Como modelar e melhorar o planejamento de projetos de desenvolvimento global de software através de simulação? Que abordagem híbrida de simulação é mais efetiva para apoiar o planejamento e melhoria de processos em desenvolvimento global?,simulation,simulation | enhancement | prediction,none,system_dynamics | monte_carlo | other,none,development | code_review | deployment | requirements,not_specified,não_mencionado,não_mencionado,"Um modelo de simulação híbrido combinando system dynamics e discrete-event modeling é necessário para modelar efetivamente projetos de desenvolvimento global de software. O modelo proposto pode ser utilizado para apoiar planejamento, controle de projetos, melhoria de processos e treinamento em ambientes de desenvolvimento global.",não_mencionado,não_mencionado,auxiliary,auxiliary
3cc5a1cb,Coordinate metrics and process model to manage software project risk,10.1109/iemc.2004.1407505,2005,snowball,IC2,"Purpose of this paper is to analyze and evaluate risks in software development process quantitatively; evaluate risks influence upon project's object, and assist management decision based on risks. The primary content of this paper is to discuss the software metrics space which support software process modeling and risk quantitative analysis, research modeling method for software process and discuss risk management method under the risk management framework of coordinating software metrics and process model. The authors bring forward software project risk management framework coordinating software metrics and process model, present a new software metrics hypercube space, construct software process two level hybrid model based on general stochastic Petri net, and suggest risk management technique coordinating software metrics and software process model",Como coordenar métricas de software e modelos de processo para analisar e avaliar quantitativamente riscos em projetos de desenvolvimento de software?,theoretical,framework | hybrid,other,stochastic_petri_net,none,development | requirements,not_specified,não_mencionado,não_mencionado,Os autores apresentam um framework integrado de gerenciamento de riscos que coordena métricas de software com modelos de processo. Propõem um espaço hipercubo de métricas de software e constroem um modelo híbrido de dois níveis baseado em Redes de Petri Estocásticas para análise quantitativa de riscos.,não_mencionado,não_mencionado,auxiliary,auxiliary
f5151d89,Agent-based simulation of the software development process: A case study at AVL,10.1109/wsc.2012.6465117,2012,snowball,IC2|IC3,"Software development projects are difficult to manage due to the high uncertainty in their various phases. Simulation is one of the tools that has been used to help software project managers produce project plans. Research into software process simulation modeling (SPSM) shows the dominance of discrete-event simulation and system dynamics. This paper supports the use of ABS in SPSM. We propose a practical effort function to estimate developers' behavior. The other contribution of this paper is to demonstrate how the ABS model can be developed, calibrated and validated using data readily available to many software development companies/departments. This paper focuses on the construction phase of a tailored Rational Unified Process used in a geographically distributed software development department at AVL. The results look promising but more work needs to be done to include ABS into one of the mainstream simulation paradigms in SPSM.",Como a simulação baseada em agentes pode ser aplicada efetivamente na modelagem de processos de software para auxiliar gerentes de projeto na estimativa de esforço e planejamento?,case_study | simulation,simulation | enhancement | prediction,none,monte_carlo | other,none,development,industrial,não_mencionado,não_mencionado,"A simulação baseada em agentes é viável para modelagem de processos de software, utilizando função de esforço prática para estimar comportamento de desenvolvedores. O modelo pode ser desenvolvido, calibrado e validado usando dados disponíveis nas organizações, demonstrando potencial promissor para casos reais de desenvolvimento distribuído.",Mais trabalho é necessário para incorporar ABS nos paradigmas de simulação dominantes em modelagem de processos de software. O estudo foca apenas na fase de construção de um processo específico.,não_mencionado,auxiliary,auxiliary
557b4102,Scheduling software projects to minimize the development time and cost with a given staff,10.1109/apsec.2001.991476,2005,snowball,IC2,"A probabilistic scheduling model for software projects is presented. The model explicitly takes a scheduling strategy as input. When the scheduling strategy is fired, the model outputs a probability distribution for the project completion time or cost. By applying stochastic optimization techniques, schedules for software projects can be computed which minimize the development time or cost with a given staff.",Como modelar probabilisticamente o agendamento de projetos de software para minimizar o tempo de desenvolvimento e custos com uma equipe fixa?,theoretical,prediction | simulation | framework,none,markov_chain | monte_carlo | other,none,development,not_specified,não_mencionado,não_mencionado,Apresenta um modelo de agendamento probabilístico que recebe uma estratégia de agendamento e produz uma distribuição de probabilidade para o tempo ou custo de conclusão do projeto. A aplicação de técnicas de otimização estocástica permite computar agendamentos que minimizam o tempo de desenvolvimento ou custo com equipe dada.,não_mencionado,não_mencionado,auxiliary,auxiliary
1c2611b3,Linking software process modeling with Markov decision theory,10.1109/cmpsac.2004.1342699,2004,snowball,IC2,"Scheduling is a notoriously difficult task for managers of software projects. The time needed to complete some development activity in a software project is hard to estimate; feedback between activities causes rework and delays. The author presents a dynamic software process model and its formalization as a discrete-time Markov decision process. The model focuses on capturing how the feedback between development activities affects the cost and schedule of a software project. The model explicitly represents scheduling actions, component coupling, and rework caused by design changes. We use the MDP model to compute optimal strategies for several sample projects and analyze the resulting optimal strategies.",Como modelar processos de software usando Markov decision processes para otimizar estratégias de agendamento considerando feedback entre atividades e retrabalho?,theoretical,framework | simulation | prediction,other,markov_chain,none,development,synthetic,não_mencionado,não_mencionado,"O artigo apresenta um modelo dinâmico de processo de software formalizado como um processo de decisão de Markov em tempo discreto, capaz de computar estratégias ótimas de agendamento considerando acoplamento de componentes e retrabalho causado por mudanças de design.","O estudo utiliza dados sintéticos e projetos de amostra, sem validação em projetos reais. Não há discussão sobre aplicabilidade prática em ambientes de desenvolvimento complexos.",não_mencionado,auxiliary,auxiliary
fde0a3b4,Process Mining Model Quality in Software Development Case Studies,10.30844/akwi_2022_9,2022,snowball,IC1,"With increasing digitalization speed, the need for knowledge about how Software Development can be improved, increases as well. Frequently encountered challenges are skill deficits, problematic behavior or activity sequences, and deviations from common and expected paths. Process Mining provides promising opportunities to remedy these issues. Process Mining applied to Software Development activities for example is an analytics method that can provide insights before a process has been executed as there is a huge amount of log files to be potentially analyzed. As promising case studies in this field have been conducted, there is a need to find quality measures to effectively learn from the results found. Therefore, a systematic analysis has been applied to the relevant sources using the relevant criteria of the Comprehensive Process Model Quality Framework (CPMQF).",Como avaliar a qualidade de modelos de Process Mining aplicados ao desenvolvimento de software utilizando o Comprehensive Process Model Quality Framework (CPMQF)?,theoretical,framework | discovery,alpha | inductive_miner | heuristic | conformance_checking,none,vcs | jira | github | ide_logs,development | code_review | bug_fixing,not_specified,não_mencionado,não_mencionado,"O artigo apresenta uma análise sistemática de medidas de qualidade para modelos de Process Mining aplicados ao desenvolvimento de software, utilizando critérios do CPMQF. Os achados demonstram que Process Mining pode fornecer insights valiosos antes da execução de um processo através da análise de arquivos de log, identificando deficiências de habilidades, sequências de atividades problemáticas e desvios de caminhos esperados.",O artigo não detalha as limitações específicas encontradas durante a análise sistemática realizada. A disponibilidade de dados de validação empírica não é mencionada.,não_mencionado,auxiliary,auxiliary
e941deda,Process Mining Model Quality in Software Development Case Studies: An Analysis,10.30844/akwi_2022_09,2022,snowball,IC1|IC4,"With increasing digitalization speed, the need for knowledge about how Software Development can be improved, increases as well. Frequently encountered challenges are skill deficits, problematic behavior or activity sequences, and deviations from common and expected paths. Process Mining provides promising opportunities to remedy these issues. Process Mining applied to Software Development activities for example is an analytics method that can provide insights before a process has been executed as there is a huge amount of log files to be potentially analyzed. As promising case studies in this field have been conducted, there is a need to find quality measures to effectively learn from the results found. Therefore, a systematic analysis has been applied to the relevant sources using the relevant criteria of the Comprehensive Process Model Quality Framework (CPMQF).",Quais medidas de qualidade de modelo podem ser efetivamente aplicadas para avaliar resultados de Process Mining em estudos de caso de desenvolvimento de software?,theoretical,framework | enhancement,alpha | inductive_miner | heuristic | conformance_checking | other,none,vcs | jira | github | ide_logs | other,development | code_review | testing,not_specified,não_mencionado,não_mencionado,"O estudo aplica uma análise sistemática usando o Comprehensive Process Model Quality Framework (CPMQF) para avaliar a qualidade de modelos de Process Mining em desenvolvimento de software. Process Mining oferece oportunidades promissoras para identificar deficiências de habilidades, comportamentos problemáticos e desvios de caminhos esperados em processos de desenvolvimento.",O resumo não menciona limitações específicas do estudo. A disponibilidade de dados e a completude das análises de casos de estudo não são descritas.,não_mencionado,auxiliary,auxiliary
61e62f9d,Process Mining bei hybriden Vorgehensmodellen zur Umsetzung von Unternehmenssoftware,10.1007/s00287-021-01359-7,2021,snowball,IC1,"Zusammenfassung Process Mining hat sich in den vergangenen Jahren zur Analyse von Prozessdaten etabliert und wird in verschiedenen Kontexten, wie beispielsweise Industrie 4.0, eingesetzt. Die Potenziale dieser Technologie liegen jedoch nicht nur in der Analyse von Wertschöpfungsprozessen im Kontext von Produktion und Verwaltung. Die Technologie kann darüber hinaus auch für die Verbesserung des Vorgehens bei den dazugehörigen – meist großen und komplexen – Softwareprojekten genutzt werden. Für die Umsetzung der für Industrie‑4.0‑Prozesse erforderlichen Unternehmenssoftware werden häufig agile oder hybride Vorgehensmodelle eingesetzt. Software Innovations unterstützen die Umsetzung in zweierlei Hinsicht. Software Innovations bezeichnen zum einen Innovationen für das Software Engineering durch neue Vorgehensmodelle, Methoden und Werkzeuge. Zum anderen umfasst der Begriff Innovationen, welche durch (neuartige) Software ermöglicht werden. Ausgehend von diesen beiden Aspekten von Software Innovations beschreibt der Beitrag, wie Process Mining zur Analyse und Verbesserung des Vorgehens bei Unternehmenssoftwareprojekten verwendet werden kann. Der Schwerpunkt liegt auf der Anwendung und Verbesserung von hybrid durchgeführten Entwicklungs- und Konfigurationsprojekten. Das vorgestellte Verfahren kann jedoch auch für klassisch oder agil durchgeführte Projekte angewendet werden. Es dient generell dazu, den Prozess zur Softwareerstellung kontinuierlich, anhand von Erkenntnissen aus laufenden und abgeschlossenen Projekten, automatisiert zu analysieren und zu verbessern. Hierzu wird exemplarisch der hybride Referenzprozess aus dem Vorgehensmodell eines mittelständischen Software- und Beratungsunternehmens als Anwendungsfall betrachtet.",Como o Process Mining pode ser aplicado para analisar e melhorar continuamente processos de desenvolvimento de software em projetos híbridos de implementação de software empresarial?,case_study,enhancement | framework,other,none,other,development | requirements,industrial,não_mencionado,não_mencionado,"O estudo apresenta um procedimento para usar Process Mining na análise e melhoria contínua de processos de desenvolvimento de software empresarial, com foco em projetos híbridos. A abordagem permite analisar automaticamente processos de criação de software com base em insights de projetos em andamento e concluídos, aplicada a um processo de referência híbrido de uma empresa de software de médio porte.",O trabalho não especifica limitações técnicas ou metodológicas reportadas explicitamente.,não_mencionado,auxiliary,auxiliary
a88acaff,Process Mining Applied in a Software Project Development with SCRUM and ProM,10.24018/ejeng.2023.8.5.3089,2023,snowball,IC1|IC4,"The software product is high used by the society in general and its development complexity are inputs of this research that gears into the software development processes. The mapping and modelling of software processes, as well as their standardization are not trivial tasks in the industry of software. Therefore, process mining practices can be useful for discovering or validating processes. This article presents a hypothetical software development project that uses the agile SCRUM method, Jira software, Jenkins pipeline and a process mining tool called ProM. As the project team generates many records using the software development tools, these records are considered event logs and it is be used during process mining activities. ProM allows users to identify processes from the event logs and is used with the records generated by Jira and Jenkins. The visualization of a possible process derived from the use of these event logs is presented when using the ProM tool and the Flexible Heuristics Miner algorithm. In conclusion, process mining can be useful to discover or validate existing software processes during the execution of a software project, also allowing these processes to be standardized to be used in future projects.","Como o process mining pode ser aplicado para descobrir e validar processos de desenvolvimento de software em projetos que utilizam SCRUM, Jira e Jenkins?",case_study,discovery | conformance | enhancement,heuristic,none,jira | ci_cd,development | deployment,synthetic,não_mencionado,ProM | Jira | Jenkins,"Process mining pode ser útil para descobrir ou validar processos existentes de software durante a execução de um projeto, permitindo que esses processos sejam padronizados para uso em projetos futuros. O uso de logs de eventos gerados por ferramentas como Jira e Jenkins com o algoritmo Flexible Heuristics Miner no ProM possibilita a visualização e análise de processos de desenvolvimento.","O artigo apresenta um projeto hipotético de desenvolvimento de software, o que limita a generalização dos resultados para contextos reais industriais.",não_mencionado,auxiliary,auxiliary
ffa8885e,Експериментальні дослідження процесів налагодження комп'ютерних програм студентами з використанням Process Mining,10.35546/kntu2078-4481.2021.3.9,2021,snowball,IC1|IC4,"Understanding how students debug programs and what problems they encounter is important for improving the quality of programming instruction. The processes of debugging computer programs are analyzed in order to improve the quality of students' programming instruction. An example of assessing students' debugging behavior and skills is described. The process of debugging program text is considered as a sequence of actions when working with tools in the development environment. To identify the debugging skills, the method of error-sowing is applied. Programs with typical logical errors were developed. An experiment was conducted in which the actions of 41 developers performing debugging were evaluated. As part of the experiment, students had to solve typical logical errors using the Visual Studio integrated development environment. The actions of each developer in completing the tasks were tracked. Debugging process models were generated using Process Mining methods. Based on the obtained models of debugging processes and most frequent sessions it was possible to identify 4 patterns of behavior of the experiment's participants. The results demonstrate the effectiveness of Process Mining for a better understanding of how developers approach the debugging task. The Visual Studio debugger features were found to be used, unsatisfactorily. Participants who did not use the debugging tools instead used trial and error and used the display of values on the screen. These results call for more hands-on debugging experiences in the training programs. The instrumental and organizational tools for teaching students to debug in software engineering courses require further development.",Como os estudantes depuram programas e quais padrões de comportamento podem ser identificados através da análise dos processos de depuração? Qual é a efetividade do Process Mining para compreender as abordagens de desenvolvedor em tarefas de depuração?,experiment,discovery | enhancement,inductive_miner | other,none,ide_logs,bug_fixing | testing,academic,não_mencionado,Visual Studio | não_mencionado,"Foram identificados 4 padrões de comportamento entre 41 participantes usando Process Mining. Os resultados demonstram a efetividade do Process Mining para compreender como desenvolvedores abordam tarefas de depuração. A maioria dos participantes utiliza tentativa e erro e impressão de valores em tela, em vez de ferramentas de depuração, indicando necessidade de melhor treinamento.",Amostra limitada a 41 estudantes em ambiente acadêmico. Não mencionadas limitações específicas do estudo.,não_mencionado,auxiliary,auxiliary
14ee5dda,Supporting software evolution actions with process mining,10.5753/cibse.2023.24692,2023,snowball,IC1|IC4,"There are several forces driving software evolution. One is the business process (BP) misalignment, i.e., when the behavior of the information systems supporting the BPs, or its users, is not aligned with the intended behavior of the BPs identified during the requirement engineering phase. Process Mining (PM) is an essential strategy for BP alignment evaluation. Nevertheless, PM initiatives do not usually focus on connecting BP alignment misfits with concrete software requirements for software evolution. This paper provides initial insights into how PM can support software evolution actions by considering research questions posed during a PM initiative. We exemplify this idea by analyzing administrative procedures within an Electronic Document Management System, providing action guides for its evolution obtained from the PM initiative.",Como process mining pode suportar ações de evolução de software ao conectar desalinhamentos de processos de negócio com requisitos concretos de software?,case_study,discovery | enhancement | framework,other,none,other,requirements | maintenance | other,industrial,não_mencionado,não_mencionado,O estudo demonstra que process mining pode ser utilizado para avaliar desalinhamentos entre comportamento de sistemas de informação e comportamento pretendido dos processos de negócio. Fornece guias de ação concretos para evolução de software através de análise de procedimentos administrativos em um sistema de gerenciamento eletrônico de documentos.,Não mencionado no resumo.,não_mencionado,auxiliary,auxiliary
94e88f90,A Point Process Approach of Bug Fixing Analysis in Open Source Software Projects,10.1109/qrs.2019.00024,2019,snowball,IC2|IC3,"One of open-source software (OSS) is that it can be used for a long term by repeating version-up iteratively in the operational phase, so that OSS possesses a different software bug detection and correction profiles from the closed source software (CSS) products. More specifically, the software bug fixing process of OSS can be considered to show effects of the long-term operation and/or periodicity due to the multiple version-up procedures, in addition to the common reliability growth phenomenon observed in the relatively short-term software testing. In this article we propose a stochastic point process approach to represent the long-term effect and the periodicity effect of OSS with the actual OSS bug fixing data. By conducting the reliability analysis of OSS, it is possible to assess the operational reliability of OSS quantitatively and to share the published quality indicators of OSS by the whole OSS community.",Como modelar e analisar o processo de correção de bugs em projetos de software open source considerando efeitos de longo prazo e periodicidade usando abordagens de processos pontuais estocásticos?,theoretical,prediction | simulation | framework,none,other,github | issues | vcs,bug_fixing | maintenance,open_source,não_mencionado,não_mencionado,"A abordagem de processos pontuais estocásticos captura efeitos de longo prazo e periodicidade no processo de correção de bugs em OSS, diferenciando-o de software fechado. Permite avaliação quantitativa da confiabilidade operacional e compartilhamento de indicadores de qualidade entre comunidades OSS.",não_mencionado,não_mencionado,auxiliary,auxiliary
