internal_id,title,doi,year,source_db,abstract,ta_decision,ta_rationale,ta_matched_ic,ta_matched_ec,raw,abstract_source,abstract_match_type
c0546caa,Improving Business Process Model Quality Using Domain Ontologies,10.1007/s13740-013-0022-4,2013,springer,,maybe,"Título sugere foco em qualidade de modelos de processos de negócio usando ontologias, potencialmente relevante para BPM genérico. Porém, sem abstract disponível e sem evidência inequívoca de que o domínio seja processos de software (vs. BPM genérico em outros setores), não é possível confirmar alinhamento com o escopo PATHCAST. Requer full text para avaliação definitiva.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere foco em qualidade de modelos de processos de negócio usando ontologias, potencialmente relevante para BPM genérico. Porém, sem abstract disponível e sem evidência inequívoca de que o domínio seja processos de software (vs. BPM genérico em outros setores), não é possível confirmar alinhamento com o escopo PATHCAST. Requer full text para avaliação definitiva."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_a",,
fd1f6852,Improving Documentation by Repairing Event Logs,10.1007/978-3-642-41641-5_10,2013,springer,"In enterprises, business process models are used for capturing as-is business processes. During process enactment correct documentation is important to ensure quality, to support compliance analysis, and to allow for correct accounting. Missing documentation of performed activities can be directly translated into lost income, if accounting is based on documentation. Still, many processes are manually documented in enterprises. As a result, activities might be missing from the documentation, even though they were performed.\nIn this paper, we make use of process knowledge captured in process models, and provide a method to repair missing entries in the logs. The repaired logs can be used for direct feedback to ensure correct documentation, i.e., participants can be asked to check, whether they forgot to document activities that should have happened according to the process models. We realize the repair by combining stochastic Petri nets, alignments, and Bayesian networks. We evaluate the results using both synthetic data and real event data from a Dutch hospital.\nKeywords: documentation quality, missing data, stochastic Petri nets, Bayesian networks",maybe,"Título sugere process mining (reparo de event logs) potencialmente relevante ao escopo, mas abstract não disponível impede avaliação clara de aplicação a processos de software. Sem resumo, impossível confirmar se documentação/event logs referem-se a processos de desenvolvimento de SW ou outro domínio.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere process mining (reparo de event logs) potencialmente relevante ao escopo, mas abstract não disponível impede avaliação clara de aplicação a processos de software. Sem resumo, impossível confirmar se documentação/event logs referem-se a processos de desenvolvimento de SW ou outro domínio."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""event_log"",
    ""insufficient_abstract"",
    ""full_text_re",openalex,title_exact
f9a554b2,Online Techniques for Dealing with Concept Drift in Process Mining,10.1007/978-3-642-34156-4_10,2012,springer,,maybe,"O título indica fortemente relevância a process mining (IC1), mas a ausência de abstract impede confirmação da aplicação a processos de software e da presença de técnicas de forecasting. Concept drift é relevante em processos dinâmicos, mas sem abstract não se pode validar o contexto.",IC1,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título indica fortemente relevância a process mining (IC1), mas a ausência de abstract impede confirmação da aplicação a processos de software e da presença de técnicas de forecasting. Concept drift é relevante em processos dinâmicos, mas sem abstract não se pode validar o contexto."",
  ""matched_ic"": [""IC1""],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",",,
21db2110,Automatic BDI Plan Recognition from Process Execution Logs and Effect Logs,10.1007/978-3-642-45343-4_15,2013,springer,,maybe,"Título sugere análise de logs de execução de processos (potencialmente relevante para IC1), mas abstract ausente impede confirmação de relevância ao escopo PATHCAST. A aplicação a multi-agent systems (não software de desenvolvimento) requer verificação completa.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere análise de logs de execução de processos (potencialmente relevante para IC1), mas abstract ausente impede confirmação de relevância ao escopo PATHCAST. A aplicação a multi-agent systems (não software de desenvolvimento) requer verificação completa."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""event_log"",
    ""insufficient_abstract"",
    ""full_text_required""
  ],
  ""software_context"": ""uncl",,
9b962c8b,Secure and Compliant Implementation of Business Process-Driven Systems,10.1007/978-3-642-36285-9_66,2013,springer,,maybe,"O título sugere foco em segurança e conformidade de sistemas orientados por processos de negócio, mas sem abstract disponível não é possível determinar se há aplicação de process mining, modelagem estocástica ou forecasting em contexto de software. A data (2013) e venue (BPM Workshops) indicam possível relevância marginal, mas a ausência de resumo impede conclusão confiável.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título sugere foco em segurança e conformidade de sistemas orientados por processos de negócio, mas sem abstract disponível não é possível determinar se há aplicação de process mining, modelagem estocástica ou forecasting em contexto de software. A data (2013) e venue (BPM Workshops) indicam possível relevância marginal, mas a ausência de resumo impede conclusão confiável."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficie",,
9bd27acf,Improving Business Process Model after Reverse Engineering,10.1007/978-3-642-54092-9_16,2013,springer,,maybe,"O título sugere reverse engineering de modelos de processo de negócio, potencialmente relevante para IC1 (process mining), mas sem abstract disponível não é possível confirmar se trata de processos de software ou BPM genérico, e se envolve descoberta/análise de event logs. Requer full text para decisão definitiva.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título sugere reverse engineering de modelos de processo de negócio, potencialmente relevante para IC1 (process mining), mas sem abstract disponível não é possível confirmar se trata de processos de software ou BPM genérico, e se envolve descoberta/análise de event logs. Requer full text para decisão definitiva."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""soft",,
45b0f2b8,Declarative Modeling–An Academic Dream or the Future for BPM?,10.1007/978-3-642-40176-3_26,2013,springer,,maybe,"Título sugere foco em modelagem declarativa em BPM (potencialmente relevante para IC2 sobre modelagem estocástica), mas abstract ausente impede avaliação confiável de escopo, métodos e aplicação a processos de SW. Conversão de domínio genérico de BPM para desenvolvimento de software não é evidente apenas pelo título.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere foco em modelagem declarativa em BPM (potencialmente relevante para IC2 sobre modelagem estocástica), mas abstract ausente impede avaliação confiável de escopo, métodos e aplicação a processos de SW. Conversão de domínio genérico de BPM para desenvolvimento de software não é evidente apenas pelo título."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ",,
ec00a495,Service Retrieval for Service-Oriented Business Process Modeling,10.1007/978-3-642-54092-9_11,2013,springer,,maybe,"O título sugere modelagem de processos de negócio orientada a serviços, potencialmente relevante para BPM, mas sem abstract não é possível confirmar se trata processos de SW, aplica process mining, modelagem estocástica ou forecasting. Abstract ausente impede avaliação confiável contra critérios de inclusão.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título sugere modelagem de processos de negócio orientada a serviços, potencialmente relevante para BPM, mas sem abstract não é possível confirmar se trata processos de SW, aplica process mining, modelagem estocástica ou forecasting. Abstract ausente impede avaliação confiável contra critérios de inclusão."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear""",,
c531a59d,How Good Is an AS-IS Model Really?,10.1007/978-3-642-36285-9_11,2013,springer,,maybe,"Título sugere avaliação de modelos de processos de negócio (AS-IS), potencialmente relevante para process mining em BPM. Contudo, abstract ausente impede confirmação de aplicação a processos de software ou presença de IC (process mining, estocástico, forecasting). Classificação como BPM Workshop (2013) deixa ambigua a conexão com engenharia de software.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere avaliação de modelos de processos de negócio (AS-IS), potencialmente relevante para process mining em BPM. Contudo, abstract ausente impede confirmação de aplicação a processos de software ou presença de IC (process mining, estocástico, forecasting). Classificação como BPM Workshop (2013) deixa ambigua a conexão com engenharia de software."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_te",,
4fe3ce34,Decomposition Driven Consolidation of Process Models,10.1007/978-3-642-38709-8_13,2013,springer,,maybe,"Título sugere relevância a modelagem e consolidação de processos, mas sem resumo disponível não é possível confirmar se aplica-se especificamente a processos de software ou se atende aos critérios de inclusão da SLR PATHCAST. Requer full text para decisão definitiva.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere relevância a modelagem e consolidação de processos, mas sem resumo disponível não é possível confirmar se aplica-se especificamente a processos de software ou se atende aos critérios de inclusão da SLR PATHCAST. Requer full text para decisão definitiva."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""insufficient_abstract"",
    ""full_text_required""
  ],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""uncl",,
cc15cacc,"Process Change Patterns: Recent Research, Use Cases, Research Directions",10.1007/978-3-642-36926-1_32,2013,springer,"In previous work, we introduced change patterns to foster a systematic comparison of process-aware information systems with respect to change support. This paper revisits change patterns and shows how our research activities have evolved. Further, it presents characteristic use cases and gives insights into current research directions.",maybe,"Título sugere relevância potencial para process mining (""Process Change Patterns""), mas ausência de abstract impede avaliação confiável do escopo, domínio e métodos. Não se pode confirmar se trata processos de SW, PM ou modelagem estocástica sem acesso ao texto completo.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere relevância potencial para process mining (\""Process Change Patterns\""), mas ausência de abstract impede avaliação confiável do escopo, domínio e métodos. Não se pode confirmar se trata processos de SW, PM ou modelagem estocástica sem acesso ao texto completo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_me",openalex,doi_exact
98350a39,Model of Rules for IT Organization Evolution,10.1007/978-3-642-36815-8_3,2013,springer,,maybe,"Título sugere modelagem de evolução organizacional em TI, potencialmente relevante para processos de SW, mas sem abstract não é possível confirmar se o foco é em process mining, modelagem estocástica ou forecasting de processos de desenvolvimento de software. Requer leitura de full text.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere modelagem de evolução organizacional em TI, potencialmente relevante para processos de SW, mas sem abstract não é possível confirmar se o foco é em process mining, modelagem estocástica ou forecasting de processos de desenvolvimento de software. Requer leitura de full text."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_metho",,
b466aa64,Progressive CFM-Miner: An Algorithm to Mine CFM — Sequential Patterns from a Progressive Database,10.1080/18756891.2013.768432,2013,springer,"Sequential pattern mining is a vital data mining task to discover the frequently occurring patterns in sequence databases. As databases develop, the problem of maintaining sequential patterns over an extensively long period of time turn into essential, since a large number of new records may be added to a database. To reflect the current state of the database where previous sequential patterns would become irrelevant and new sequential patterns might appear, there is a need for efficient algorithms to update, maintain and manage the information discovered. Several efficient algorithms for maintaining sequential patterns have been developed. Here, we have presented an efficient algorithm to handle the maintenance problem of CFM-sequential patterns (Compact, Frequent, Monetaryconstraints based sequential patterns). In order to efficiently capture the dynamic nature of data addition and deletion into the mining problem, initially, we construct the updated CFM-tree using the CFM patterns obtained from the static database. Then, the database gets updated from the distributed sources that have data which may be static, inserted, or deleted. Whenever the database is updated from the multiple sources, CFM tree is also updated by including the updated sequence. Then, the updated CFM-tree is used to mine the progressive CFM-patterns using the proposed tree pattern mining algorithm. Finally, the experimentation is carried out using the synthetic and real life distributed databases that are given to the progressive CFM-miner. The experimental results and analysis provides better results in terms of the generated number of sequential patterns, execution time and the memory usage over the existing IncSpan algorithm.",maybe,"O título menciona 'CFM-Miner' e 'Sequential Patterns from a Progressive Database', sugerindo mineração de padrões, mas sem abstract disponível não é possível confirmar se aplica-se a processos de software ou a domínios genéricos (BPM, bancos de dados). A relevância para PATHCAST permanece incerta.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título menciona 'CFM-Miner' e 'Sequential Patterns from a Progressive Database', sugerindo mineração de padrões, mas sem abstract disponível não é possível confirmar se aplica-se a processos de software ou a domínios genéricos (BPM, bancos de dados). A relevância para PATHCAST permanece incerta."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stocha",openalex,doi_exact
a2ef916b,A Dynamic Approach to Process Design: A Pattern for Extending the Flexibility of Process Models,10.1007/978-3-642-41641-5_13,2013,springer,,maybe,"Título sugere relevância potencial para modelagem de processos e flexibilidade, mas sem abstract disponível não é possível confirmar se trata especificamente de processos de software ou se aborda process mining/estocástica. Requer full text para decisão definitiva.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere relevância potencial para modelagem de processos e flexibilidade, mas sem abstract disponível não é possível confirmar se trata especificamente de processos de software ou se aborda process mining/estocástica. Requer full text para decisão definitiva."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""proc",,
e8d3878b,Process Discovery Using Prior Knowledge,10.1007/978-3-642-45005-1_23,2013,springer,,maybe,"O título 'Process Discovery Using Prior Knowledge' é altamente relevante para process mining (IC1), mas sem abstract disponível não é possível confirmar se aplica especificamente a processos de software ou se trata de BPM genérico. A ausência de resumo impede avaliação segura.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título 'Process Discovery Using Prior Knowledge' é altamente relevante para process mining (IC1), mas sem abstract disponível não é possível confirmar se aplica especificamente a processos de software ou se trata de BPM genérico. A ausência de resumo impede avaliação segura."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochasti",,
4ecdbc40,"Event Structures as a Foundation for Process Model Differencing, Part 1: Acyclic processes",10.1007/978-3-642-38230-7_5,2013,springer,,maybe,"O título sugere foco em modelagem de processos e diferenciação de modelos usando event structures, potencialmente relevante para process mining. Porém, sem abstract, não há evidência clara de que se trata especificamente de processos de SW ou que atende aos critérios de inclusão (IC1-IC4). A ausência de resumo impede avaliação confiável.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título sugere foco em modelagem de processos e diferenciação de modelos usando event structures, potencialmente relevante para process mining. Porém, sem abstract, não há evidência clara de que se trata especificamente de processos de SW ou que atende aos critérios de inclusão (IC1-IC4). A ausência de resumo impede avaliação confiável."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""insufficient_abstract",,
bb16dbd3,Projection approaches to process mining using region-based techniques,10.1007/s10618-011-0226-x,2011,springer,,maybe,"Título indica process mining com técnicas region-based, potencialmente relevante para IC1, mas ausência de abstract torna impossível confirmar escopo em processos de SW ou descartar aplicações em domínios genéricos de BPM.",IC1,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título indica process mining com técnicas region-based, potencialmente relevante para IC1, mas ausência de abstract torna impossível confirmar escopo em processos de SW ou descartar aplicações em domínios genéricos de BPM."",
  ""matched_ic"": [""IC1""],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ",,
03ca7b89,Aggregating Causal Runs into Workflow&#xa0;Nets,10.1007/978-3-642-35179-2_14,2012,springer,,maybe,"Título sugere trabalho sobre descoberta de workflow nets a partir de causal runs, potencialmente relacionado a process mining. Porém, abstract ausente impede confirmação de se aplica a processos de software ou se é contribuição teórica/algorítmica pura em BPM. Requer análise de full text.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere trabalho sobre descoberta de workflow nets a partir de causal runs, potencialmente relacionado a process mining. Porém, abstract ausente impede confirmação de se aplica a processos de software ou se é contribuição teórica/algorítmica pura em BPM. Requer análise de full text."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""insufficient_abstract"",
    ""full_text_required""
  ],
  ""software_conte",,
b23d6cf0,Improved Artificial Negative Event Generation to Enhance Process Event Logs,10.1007/978-3-642-31095-9_17,2012,springer,,maybe,"Título fortemente sugestivo de process mining (geração de eventos negativos para melhorar event logs), alinhado com IC1. Contudo, sem abstract disponível, não é possível confirmar o domínio (SW vs. genérico BPM) ou a aplicação concreta. Recomenda-se análise do texto completo.",IC1,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título fortemente sugestivo de process mining (geração de eventos negativos para melhorar event logs), alinhado com IC1. Contudo, sem abstract disponível, não é possível confirmar o domínio (SW vs. genérico BPM) ou a aplicação concreta. Recomenda-se análise do texto completo."",
  ""matched_ic"": [""IC1""],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""event_log"",
    ""insufficient_abstract"",
    ""full_text_required""
  ],
  ""softw",,
b6214c7a,Models from Scenarios,10.1007/978-3-642-38143-0_9,2013,springer,"Scenario-based specifications such as Message Sequence Charts (MSCs) are useful as part of a requirements specification. A scenario is a partial story, describing how system components, the environment, and users work concurrently and interact in order to provide system level functionality. Scenarios need to be combined to provide a more complete description of system behavior. Consequently, scenario synthesis is central to the effective use of scenario descriptions. How should a set of scenarios be interpreted? How do they relate to one another? What is the underlying semantics? What assumptions are made when synthesizing behavior models from multiple scenarios? In this paper, we present an approach to scenario synthesis based on a clear sound semantics, which can support and integrate many of the existing approaches to scenario synthesis. The contributions of the paper are threefold. We first define an MSC language with sound abstract semantics in terms of labeled transition systems and parallel composition. The language integrates existing approaches based on scenario composition by using high-level MSCs (hMSCs) and those based on state identification by introducing explicit component state labeling. This combination allows stakeholders to break up scenario specifications into manageable parts and reuse scenarios using hMCSs; it also allows them to introduce additional domain-specific information and general assumptions explicitly into the scenario specification using state labels. Second, we provide a sound synthesis algorithm which translates scenarios into a behavioral specification in the form of Finite Sequential Processes. This specification can be analyzed with the Labeled Transition System Analyzer using model checking and animation. Finally, we demonstrate how many of the assumptions embedded in existing synthesis approaches can be made explicit and modeled in our approach. Thus, we provide the basis for a common approach to scenario-based specification, synthesis, and analysis.",maybe,"O título 'Models from Scenarios' publicado em venue de Petri Nets sugere relevância potencial para modelagem estocástica de processos, mas a ausência de abstract impede avaliação confiável do escopo. Sem resumo verificável, não é possível confirmar se aborda processos de software ou apenas teoria de Petri nets genérica.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título 'Models from Scenarios' publicado em venue de Petri Nets sugere relevância potencial para modelagem estocástica de processos, mas a ausência de abstract impede avaliação confiável do escopo. Sem resumo verificável, não é possível confirmar se aborda processos de software ou apenas teoria de Petri nets genérica."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""insufficient_abstract"",
    ""full_text_required""
  ],
  ""soft",openalex,title_fuzzy
62f4434e,Empirical Assessment of Business Model Transformations Based on Model Simulation,10.1007/978-3-642-30476-7_9,2012,springer,,maybe,"Título sugere transformação de modelos de negócio com simulação, potencialmente relevante para modelagem estocástica em processos; porém, abstract ausente impede avaliação confiável do escopo real e aplicação a processos de software.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere transformação de modelos de negócio com simulação, potencialmente relevante para modelagem estocástica em processos; porém, abstract ausente impede avaliação confiável do escopo real e aplicação a processos de software."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""simulation"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""simulation"",
  ""forecast_target"": ""n",,
b42e441e,Scenario Modeling and Verification for Business Processes,10.1007/978-3-642-30947-2_46,2012,springer,,maybe,"O título sugere relevância para modelagem e verificação de processos de negócio, potencialmente incluindo processos de SW, mas o abstract está ausente. Sem informações sobre domínio específico, aplicação ou metodologia, não é possível determinar se atende aos critérios de inclusão da PATHCAST ou se se enquadra em exclusões.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título sugere relevância para modelagem e verificação de processos de negócio, potencialmente incluindo processos de SW, mas o abstract está ausente. Sem informações sobre domínio específico, aplicação ou metodologia, não é possível determinar se atende aos critérios de inclusão da PATHCAST ou se se enquadra em exclusões."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_con",,
7db3f618,Aligning Event Logs and Declarative Process Models for Conformance Checking,10.1007/978-3-642-32885-5_6,2012,springer,,maybe,"O título indica claramente conformance checking com event logs e modelos declarativos de processo, sugerindo IC1 (process mining). Porém, sem abstract disponível, não é possível confirmar se o trabalho se aplica especificamente a processos de software ou a domínios genéricos de BPM. Recomenda-se verificação do texto completo.",IC1,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título indica claramente conformance checking com event logs e modelos declarativos de processo, sugerindo IC1 (process mining). Porém, sem abstract disponível, não é possível confirmar se o trabalho se aplica especificamente a processos de software ou a domínios genéricos de BPM. Recomenda-se verificação do texto completo."",
  ""matched_ic"": [""IC1""],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""event_log"", ""insufficient_abstract"", ",,
4690448d,Time patterns for process-aware information systems,10.1007/s00766-012-0162-3,2012,springer,"Companies increasingly adopt process-aware information systems (PAISs) to coordinate, monitor and evolve their business processes. Although the proper handling of temporal constraints (e.g. deadlines and minimum time lags between activities) is crucial in many application domains, existing PAISs vary significantly regarding their support of the temporal perspective of business processes. Both the formal specification and operational support of temporal constraints constitute fundamental challenges in this context. In previous work, we introduced time patterns facilitating the comparison of PAISs in respect to their support of the temporal perspective and provided empirical evidence for them. To avoid ambiguities and to ease the use as well as implementation of the time patterns, this paper formally defines their semantics. To enable pattern use in a wide range of process modeling languages and pattern integration with existing PAISs, this semantics is expressed independent of a particular process meta model. Altogether, the presented pattern formalization will foster the integration of the temporal perspective in PAISs.",maybe,"Título sugere potencial relevância a process-aware systems e padrões temporais, mas ausência de abstract impede avaliação confiável. Pode tratar de BPM genérico, requisitos ou processos de SW; necessário acesso ao texto completo para decidir.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere potencial relevância a process-aware systems e padrões temporais, mas ausência de abstract impede avaliação confiável. Pode tratar de BPM genérico, requisitos ou processos de SW; necessário acesso ao texto completo para decidir."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""none"",
  ",openalex,title_fuzzy
a0c92b52,Source Code Partitioning Using Process Mining,10.1007/978-3-642-23059-2_6,2011,springer,,maybe,"Título menciona 'process mining' e 'source code', indicando potencial relevância para IC1, mas abstract ausente impede confirmação de que o foco é realmente em processos de desenvolvimento de SW (não apenas análise estática de código). Recomenda-se full text review.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título menciona 'process mining' e 'source code', indicando potencial relevância para IC1, mas abstract ausente impede confirmação de que o foco é realmente em processos de desenvolvimento de SW (não apenas análise estática de código). Recomenda-se full text review."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""insufficient_abstract"",
    ""full_text_required""
  ],
  ""software_context"": ""unclear"",
  ""stoc",,
4b1ee385,A Business Process Metric Based on the Alpha Algorithm Relations,10.1007/978-3-642-28108-2_13,2012,springer,,maybe,"O título indica aplicação do Alpha Algorithm (técnica de process mining) para métricas de processo de negócios. Sem abstract, não é possível confirmar se o domínio é desenvolvimento de software ou BPM genérico, enquadrando-se em incerteza sobre IC1 e potencial EC1.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título indica aplicação do Alpha Algorithm (técnica de process mining) para métricas de processo de negócios. Sem abstract, não é possível confirmar se o domínio é desenvolvimento de software ou BPM genérico, enquadrando-se em incerteza sobre IC1 e potencial EC1."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": """,,
4b11db5d,Modeling Business Objectives for Business Process Management,10.1007/978-3-642-29133-3_8,2012,springer,,maybe,"O título sugere BPM genérico focado em objetivos de negócio, sem menção explícita a software ou process mining. Sem abstract, não é possível confirmar se o trabalho trata processos de desenvolvimento de software ou apenas BPM genérico. Título potencialmente relevante para BPM, mas insuficiente para decisão de inclusão sem texto completo.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título sugere BPM genérico focado em objetivos de negócio, sem menção explícita a software ou process mining. Sem abstract, não é possível confirmar se o trabalho trata processos de desenvolvimento de software ou apenas BPM genérico. Título potencialmente relevante para BPM, mas insuficiente para decisão de inclusão sem texto completo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
 ",,
0de90ff4,Handling Concept Drift in Process Mining,10.1007/978-3-642-21640-4_30,2011,springer,"Predictive services nowadays play an important role across all business sectors. However, deployed machine learning models are challenged by changing data streams over time which is described as concept drift. Prediction quality of models can be largely influenced by this phenomenon. Therefore, concept drift is usually handled by retraining of the model. However, current research lacks a recommendation which data should be selected for the retraining of the machine learning model. Therefore, we systematically analyze different data selection strategies in this work. Subsequently, we instantiate our findings on a use case in process mining which is strongly affected by concept drift. We can show that we can improve accuracy from 0.5400 to 0.7010 with concept drift handling. Furthermore, we depict the effects of the different data selection strategies.",maybe,"O título 'Handling Concept Drift in Process Mining' é altamente relevante para process mining e potencialmente para processos de SW, mas sem abstract disponível não é possível confirmar a aplicação a processos de desenvolvimento de software ou excluir domínios fora de escopo (EC1). A conferência (CAiSE 2011) publica frequentemente sobre BPM e PM, sugerindo relevância, mas requer verificação do tex",IC1,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título 'Handling Concept Drift in Process Mining' é altamente relevante para process mining e potencialmente para processos de SW, mas sem abstract disponível não é possível confirmar a aplicação a processos de desenvolvimento de software ou excluir domínios fora de escopo (EC1). A conferência (CAiSE 2011) publica frequentemente sobre BPM e PM, sugerindo relevância, mas requer verificação do texto completo."",
  ""matched_ic"": [""IC1""],
  ""matched_",openalex,title_fuzzy
7551705e,Mining the Role-Oriented Process Models Based on Genetic Algorithm,10.1007/978-3-642-30976-2_48,2012,springer,,maybe,"Título sugere process mining (descoberta de modelos de processo), potencialmente relevante para IC1, mas abstract ausente impede verificação clara de aplicação a processos de software e impossibilita confirmar escopo real do trabalho.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere process mining (descoberta de modelos de processo), potencialmente relevante para IC1, mas abstract ausente impede verificação clara de aplicação a processos de software e impossibilita confirmar escopo real do trabalho."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""no",,
3795d861,Modeling of Digital Ecosystems: Challenges and Opportunities,10.1007/978-3-642-32775-9_14,2012,springer,,maybe,"Título sugere modelagem de ecossistemas digitais, potencialmente relevante para processos de SW em contexto de redes colaborativas, mas abstract ausente impede avaliação confiável de alinhamento com critérios de process mining, estocástico ou forecasting.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere modelagem de ecossistemas digitais, potencialmente relevante para processos de SW em contexto de redes colaborativas, mas abstract ausente impede avaliação confiável de alinhamento com critérios de process mining, estocástico ou forecasting."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target",,
