internal_id,title,doi,year,source_db,ta_decision,ft_decision,ft_rationale,ft_matched_ic,ft_matched_ec,raw
65141b09,Continuous Monitoring in Evolving Business Networks,10.1007/978-3-642-16934-2_14,2010,springer,maybe,pending,"Resumo ausente impede avaliação definitiva. Título refere-se a 'monitoramento contínuo em redes de negócios', que pode sugerir BPM ou process mining, mas sem acesso ao texto completo é impossível confirmar se o trabalho aplica-se a processos de SW, process mining, modelagem estocástica ou forecasting conforme critérios de inclusão da SLR PATHCAST.",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Resumo ausente impede avaliação definitiva. Título refere-se a 'monitoramento contínuo em redes de negócios', que pode sugerir BPM ou process mining, mas sem acesso ao texto completo é impossível confirmar se o trabalho aplica-se a processos de SW, process mining, modelagem estocástica ou forecasting conforme critérios de inclusão da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_r"
4f8fb759,Self-adjusting Recommendations for People-Driven Ad-Hoc Processes,10.1007/978-3-642-15618-2_23,2010,springer,maybe,pending,"Resumo ausente impossibilita avaliação confiável dos critérios de inclusão. O título sugere relevância marginal a processos ad-hoc e sistemas de recomendação, potencialmente em contexto de BPM, mas sem acesso ao texto completo não é possível confirmar se se aplica a processos de software, se utiliza process mining ou modelagem estocástica. Faz-se necessário acesso ao texto completo para triagem ad",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Resumo ausente impossibilita avaliação confiável dos critérios de inclusão. O título sugere relevância marginal a processos ad-hoc e sistemas de recomendação, potencialmente em contexto de BPM, mas sem acesso ao texto completo não é possível confirmar se se aplica a processos de software, se utiliza process mining ou modelagem estocástica. Faz-se necessário acesso ao texto completo para triagem adequada."",
  ""matched_ic"": [],
  ""matched_ec"": [],"
8097313d,Ensuring Compliance with Semantic Constraints in Process Adaptation with Rule-Based Event Processing,10.1007/978-3-642-16289-3_6,2010,springer,maybe,pending,"Título sugere relevância a process adaptation e event processing com conformidade, mas abstract está ausente. Impossível confirmar se aplica-se a processos de software, process mining, modelagem estocástica ou forecasting. Full text necessário para avaliação definitiva contra critérios de inclusão.",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Título sugere relevância a process adaptation e event processing com conformidade, mas abstract está ausente. Impossível confirmar se aplica-se a processos de software, process mining, modelagem estocástica ou forecasting. Full text necessário para avaliação definitiva contra critérios de inclusão."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""event_log"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_meth"
442f1deb,Introduction to the Fourth International Workshop on Business Process Intelligence (BPI 2008),10.1007/978-3-642-00328-8_9,2009,springer,maybe,exclude,"Trata-se de uma introdução/editorial a um workshop sobre Business Process Intelligence, não um trabalho de pesquisa com metodologia ou resultados. Sem abstract disponível e sendo um texto introdutório de evento, não há evidência de contribuição técnica que atenda aos critérios de inclusão da SLR PATHCAST (IC1-IC4). Além disso, workshop introductions são tipicamente secundárias e não contêm pesquis",,EC4,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""Trata-se de uma introdução/editorial a um workshop sobre Business Process Intelligence, não um trabalho de pesquisa com metodologia ou resultados. Sem abstract disponível e sendo um texto introdutório de evento, não há evidência de contribuição técnica que atenda aos critérios de inclusão da SLR PATHCAST (IC1-IC4). Além disso, workshop introductions são tipicamente secundárias e não contêm pesquisa original relevante ao escopo."",
  ""matched_ic"":"
2bc3461b,Abstracting Models from Execution Traces for Performing Formal Verification,10.1007/978-3-642-10619-4_18,2009,springer,maybe,pending,"Título sugere abstração de modelos a partir de execution traces, potencialmente relevante para process mining (IC1), mas o abstract está ausente e não há conteúdo disponível para confirmação. A relevância depende criticamente de verificar se (a) aplica-se especificamente a processos de software e (b) não é apenas verificação formal genérica sem conexão com engenharia de software. Texto completo ne",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Título sugere abstração de modelos a partir de execution traces, potencialmente relevante para process mining (IC1), mas o abstract está ausente e não há conteúdo disponível para confirmação. A relevância depende criticamente de verificar se (a) aplica-se especificamente a processos de software e (b) não é apenas verificação formal genérica sem conexão com engenharia de software. Texto completo necessário."",
  ""matched_ic"": [],
  ""matched_ec"": ["
0fd060dd,Declarative workflows: Balancing between flexibility and support,10.1007/s00450-009-0057-9,2009,springer,maybe,pending,"Resumo ausente impede avaliação definitiva. Título menciona 'workflows declarativos' e 'flexibilidade', sugerindo possível relevância a processos, mas sem conteúdo verificável não é possível confirmar se aborda process mining, modelagem estocástica, forecasting ou processos de SW específicos (IC1–IC4). Full text review é necessário.",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Resumo ausente impede avaliação definitiva. Título menciona 'workflows declarativos' e 'flexibilidade', sugerindo possível relevância a processos, mas sem conteúdo verificável não é possível confirmar se aborda process mining, modelagem estocástica, forecasting ou processos de SW específicos (IC1–IC4). Full text review é necessário."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""insufficient_abstract"",
    ""full_text_require"
a0767a90,Improving Product Usage Monitoring and Analysis with Semantic Concepts,10.1007/978-3-642-01112-2_20,2009,springer,maybe,pending,"Resumo completamente ausente e título 'Improving Product Usage Monitoring and Analysis with Semantic Concepts' é ambíguo quanto ao domínio (produto genérico vs. software) e metodologia. Sem acesso ao texto completo, impossível confirmar se trata processos de SW, process mining, modelagem estocástica ou forecasting. Título sugere possível relevância marginal a monitoramento de software, mas não há ",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Resumo completamente ausente e título 'Improving Product Usage Monitoring and Analysis with Semantic Concepts' é ambíguo quanto ao domínio (produto genérico vs. software) e metodologia. Sem acesso ao texto completo, impossível confirmar se trata processos de SW, process mining, modelagem estocástica ou forecasting. Título sugere possível relevância marginal a monitoramento de software, mas não há evidência confiável."",
  ""matched_ic"": [],
  ""mat"
af2a5859,Learning the Control-Flow of a Business Process Using ICN-Based Process Models,10.1007/978-3-642-10383-4_23,2009,springer,maybe,pending,"Resumo ausente impede avaliação confiável do conteúdo. Título sugere aprendizado de fluxo de controle em processos usando modelos ICN, potencialmente relevante para process mining, mas sem abstract não é possível confirmar se trata de (1) processos de software ou apenas BPM genérico, (2) se há componente estocástico ou forecasting conforme escopo PATHCAST. Requer acesso ao texto completo para deci",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Resumo ausente impede avaliação confiável do conteúdo. Título sugere aprendizado de fluxo de controle em processos usando modelos ICN, potencialmente relevante para process mining, mas sem abstract não é possível confirmar se trata de (1) processos de software ou apenas BPM genérico, (2) se há componente estocástico ou forecasting conforme escopo PATHCAST. Requer acesso ao texto completo para decisão fundamentada."",
  ""matched_ic"": [],
  ""matche"
95b4dd07,A novel approach for process mining based on event types,10.1007/s10844-007-0052-1,2008,springer,maybe,pending,"Título fortemente relevante para process mining (IC1), mas abstract está ausente, impossibilitando confirmação de aplicação a processos de software ou exclusão de caráter puramente teórico. Dados insuficientes para decisão definitiva na fase de texto completo.",IC1,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Título fortemente relevante para process mining (IC1), mas abstract está ausente, impossibilitando confirmação de aplicação a processos de software ou exclusão de caráter puramente teórico. Dados insuficientes para decisão definitiva na fase de texto completo."",
  ""matched_ic"": [""IC1""],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"":"
a61d254c,A Framework for Mining Stochastic Model of Business Process in Mobile Environments,10.1007/978-3-642-04205-8_29,2009,springer,maybe,pending,"O título sugere forte relevância potencial para IC2 (modelagem estocástica de processos de negócio), mas o abstract está completamente ausente. Sem acesso ao conteúdo completo do paper, não é possível confirmar: (1) se o contexto é desenvolvimento de software ou BPM genérico, (2) se 'mobile environments' refere-se a aplicações de software ou contexto corporativo geral, e (3) se há aplicação prátic",IC2,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O título sugere forte relevância potencial para IC2 (modelagem estocástica de processos de negócio), mas o abstract está completamente ausente. Sem acesso ao conteúdo completo do paper, não é possível confirmar: (1) se o contexto é desenvolvimento de software ou BPM genérico, (2) se 'mobile environments' refere-se a aplicações de software ou contexto corporativo geral, e (3) se há aplicação prática a artefatos de SW. A ausência de abstract em fa"
20d45ac6,Measuring the Compliance of Processes with Reference Models,10.1007/978-3-642-05148-7_8,2009,springer,maybe,pending,"Resumo ausente impede avaliação conclusiva. Título menciona 'Compliance of Processes with Reference Models', sugestivo de conformance checking (potencial IC1), mas sem conteúdo não é possível confirmar: (1) se aplica a processos de software vs. BPM genérico; (2) se realmente implementa process mining ou é apenas método teórico (EC3); (3) se há rigor científico adequado para fase FT. Título apresen",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Resumo ausente impede avaliação conclusiva. Título menciona 'Compliance of Processes with Reference Models', sugestivo de conformance checking (potencial IC1), mas sem conteúdo não é possível confirmar: (1) se aplica a processos de software vs. BPM genérico; (2) se realmente implementa process mining ou é apenas método teórico (EC3); (3) se há rigor científico adequado para fase FT. Título apresenta relevância marginal ao escopo PATHCAST, justif"
93000e3c,Translating Message Sequence Charts to other Process Languages Using Process Mining,10.1007/978-3-540-89287-8_5,2008,springer,maybe,pending,"Resumo ausente e venue genérica (Petri nets, 2008) impedem avaliação conclusiva. Título menciona 'Message Sequence Charts' e 'Process Mining', sugerindo potencial relevância para PM, mas sem abstract não há evidência suficiente para confirmar aplicação a processos de software versus apenas tradução de linguagens formais de concorrência.",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Resumo ausente e venue genérica (Petri nets, 2008) impedem avaliação conclusiva. Título menciona 'Message Sequence Charts' e 'Process Mining', sugerindo potencial relevância para PM, mas sem abstract não há evidência suficiente para confirmar aplicação a processos de software versus apenas tradução de linguagens formais de concorrência."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""insufficient_abstrac"
84f90102,Comparison of Different Algorithms to Synthesize a Petri Net from a Partial Language,10.1007/978-3-642-04856-2_9,2009,springer,maybe,pending,"O resumo está ausente e não é possível verificar se o paper aplica síntese de Petri nets a processos de software. Embora Petri nets sejam relevantes para IC2 (modelagem estocástica), o título sugere contribuição teórica em algoritmos de síntese sem indicar explicitamente aplicação a engenharia de software. A ausência de abstract impede confirmação dos critérios de inclusão.",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O resumo está ausente e não é possível verificar se o paper aplica síntese de Petri nets a processos de software. Embora Petri nets sejam relevantes para IC2 (modelagem estocástica), o título sugere contribuição teórica em algoritmos de síntese sem indicar explicitamente aplicação a engenharia de software. A ausência de abstract impede confirmação dos critérios de inclusão."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""stochasti"
178a2f75,newYAWL: Towards Workflow 2.0,10.1007/978-3-642-00899-3_5,2009,springer,maybe,pending,"Abstract ausente impede avaliação conclusiva. O título 'newYAWL: Towards Workflow 2.0' sugere evolução de linguagem de workflow (YAWL — Yet Another Workflow Language), potencialmente relevante para modelagem de processos. Contudo, sem acesso ao texto completo ou resumo verificável, não é possível confirmar: (1) aplicação a processos de software, (2) presença de process mining, modelagem estocástic",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Abstract ausente impede avaliação conclusiva. O título 'newYAWL: Towards Workflow 2.0' sugere evolução de linguagem de workflow (YAWL — Yet Another Workflow Language), potencialmente relevante para modelagem de processos. Contudo, sem acesso ao texto completo ou resumo verificável, não é possível confirmar: (1) aplicação a processos de software, (2) presença de process mining, modelagem estocástica ou forecasting, ou (3) exclusão por domínio não"
1a4aa0cf,Beyond soundness: on the verification of semantic business process models,10.1007/s10619-010-7060-9,2010,springer,maybe,exclude,"Título refere-se a verificação de modelos de processos de negócio (business process models) em contexto genérico de BPM. Sem abstract disponível e sem evidência no título de aplicação específica a processos de software, repositórios ou artefatos de desenvolvimento de SW. Aplica-se EC1 (domínio potencialmente fora de SW) e impossibilidade de confirmar qualquer IC.",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""Título refere-se a verificação de modelos de processos de negócio (business process models) em contexto genérico de BPM. Sem abstract disponível e sem evidência no título de aplicação específica a processos de software, repositórios ou artefatos de desenvolvimento de SW. Aplica-se EC1 (domínio potencialmente fora de SW) e impossibilidade de confirmar qualquer IC."",
  ""matched_ic"": [],
  ""matched_ec"": [
    ""EC1""
  ],
  ""evidence_tags"": [
    ""in"
cd695724,Merging Event-Driven Process Chains,10.1007/978-3-540-88871-0_28,2008,springer,maybe,pending,"O resumo não está disponível e o título 'Merging Event-Driven Process Chains' é genérico, podendo referir-se tanto a process mining e processos de software quanto a BPM ou sistemas distribuídos em geral. Sem acesso ao texto completo ou resumo, não é possível confirmar se o trabalho atende aos critérios de inclusão (processo de software com PM, modelagem estocástica em SW, forecasting de métricas d",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O resumo não está disponível e o título 'Merging Event-Driven Process Chains' é genérico, podendo referir-se tanto a process mining e processos de software quanto a BPM ou sistemas distribuídos em geral. Sem acesso ao texto completo ou resumo, não é possível confirmar se o trabalho atende aos critérios de inclusão (processo de software com PM, modelagem estocástica em SW, forecasting de métricas de processo) ou se se aplica critério de exclusão "
a4bca130,Assessing State Spaces Using Petri-Net Synthesis and Attribute-Based Visualization,10.1007/978-3-540-89287-8_10,2008,springer,maybe,pending,"O resumo está ausente e não é possível verificar se o paper aplica síntese de Petri Nets especificamente a processos de software ou se trata de modelagem de sistemas genéricos. O título menciona Petri Nets (potencialmente relevante para IC2), mas sem acesso ao texto completo ou abstract verificado, não há evidência suficiente para inclusão decisiva. Dado que a fase 1 já indicou 'maybe' e a ausênci",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O resumo está ausente e não é possível verificar se o paper aplica síntese de Petri Nets especificamente a processos de software ou se trata de modelagem de sistemas genéricos. O título menciona Petri Nets (potencialmente relevante para IC2), mas sem acesso ao texto completo ou abstract verificado, não há evidência suficiente para inclusão decisiva. Dado que a fase 1 já indicou 'maybe' e a ausência de abstract persiste, é necessário análise de t"
1a403f34,"Discovery, Verification and Conformance of Workflows with Cancellation",10.1007/978-3-540-87405-8_2,2008,springer,maybe,pending,"Abstract ausente impede avaliação confiável dos critérios de inclusão. Título sugere descoberta e conformidade de workflows, potencialmente relevante a process mining (IC1), mas sem acesso ao conteúdo completo não é possível confirmar se a aplicação é específica a processos de software (SW) ou a domínios genéricos. A venue (Graph Transformations, 2008) indica foco em métodos formais que pode estar",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Abstract ausente impede avaliação confiável dos critérios de inclusão. Título sugere descoberta e conformidade de workflows, potencialmente relevante a process mining (IC1), mas sem acesso ao conteúdo completo não é possível confirmar se a aplicação é específica a processos de software (SW) ou a domínios genéricos. A venue (Graph Transformations, 2008) indica foco em métodos formais que pode estar fora do escopo de engenharia de software."",
  ""m"
e06e1ea3,A Region-Based Algorithm for Discovering Petri Nets from Event Logs,10.1007/978-3-540-85758-7_26,2008,springer,maybe,pending,"O título indica claramente descoberta de Petri nets a partir de event logs (process mining técnico), potencialmente relevante para IC1. Porém, sem abstract disponível, não é possível confirmar se o estudo aplica-se especificamente a processos de software ou se mantém escopo genérico de BPM/processos de negócios. Texto completo necessário para validar o contexto de aplicação.",IC1,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O título indica claramente descoberta de Petri nets a partir de event logs (process mining técnico), potencialmente relevante para IC1. Porém, sem abstract disponível, não é possível confirmar se o estudo aplica-se especificamente a processos de software ou se mantém escopo genérico de BPM/processos de negócios. Texto completo necessário para validar o contexto de aplicação."",
  ""matched_ic"": [
    ""IC1""
  ],
  ""matched_ec"": [],
  ""evidence_tags"
61fb9dce,Learning Business Process Models: A Case Study,10.1007/978-3-540-78238-4_39,2008,springer,maybe,pending,"Resumo ausente impossibilita avaliação direta de critérios de inclusão. Título 'Learning Business Process Models: A Case Study' sugere potencial relevância para process mining (IC1), mas sem conteúdo do artigo não é possível confirmar (1) aplicação a processos de software versus domínio genérico de BPM, (2) método específico (process mining, estocástico, forecasting), ou (3) exclusão por domínio f",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Resumo ausente impossibilita avaliação direta de critérios de inclusão. Título 'Learning Business Process Models: A Case Study' sugere potencial relevância para process mining (IC1), mas sem conteúdo do artigo não é possível confirmar (1) aplicação a processos de software versus domínio genérico de BPM, (2) método específico (process mining, estocástico, forecasting), ou (3) exclusão por domínio fora de SW (EC1). Texto completo é necessário para"
384c53a0,Efficient Compliance Checking Using BPMN-Q and Temporal Logic,10.1007/978-3-540-85758-7_24,2008,springer,maybe,pending,"Resumo ausente impede avaliação confiável. Título menciona BPMN-Q (Business Process Model and Notation Questionnaire) e temporal logic para conformance checking, que são técnicas genéricas de BPM. Sem acesso ao conteúdo completo, não é possível confirmar se o paper aplica essas técnicas a processos de software (IC1) ou se permanece no domínio genérico de BPM/manufatura (potencial EC1). A presença ",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Resumo ausente impede avaliação confiável. Título menciona BPMN-Q (Business Process Model and Notation Questionnaire) e temporal logic para conformance checking, que são técnicas genéricas de BPM. Sem acesso ao conteúdo completo, não é possível confirmar se o paper aplica essas técnicas a processos de software (IC1) ou se permanece no domínio genérico de BPM/manufatura (potencial EC1). A presença de 'compliance checking' sugere relevância margin"
227fef2f,Transformations in Reconfigurable Place/Transition Systems,10.1007/978-3-540-68679-8_7,2008,springer,maybe,pending,"Título menciona 'Petri nets' (Place/Transition systems), estrutura potencialmente relevante para IC2 (modelagem estocástica de processos de SW). Porém, sem abstract disponível e publicação em 2008 em contexto teórico de Springer, não é possível confirmar se aborda processos de software ou se é apenas formalismo matemático (EC3). Requer acesso ao texto completo para decisão rigorosa.",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Título menciona 'Petri nets' (Place/Transition systems), estrutura potencialmente relevante para IC2 (modelagem estocástica de processos de SW). Porém, sem abstract disponível e publicação em 2008 em contexto teórico de Springer, não é possível confirmar se aborda processos de software ou se é apenas formalismo matemático (EC3). Requer acesso ao texto completo para decisão rigorosa."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
"
5eee3a32,An Outlook on Semantic Business Process Mining and Monitoring,10.1007/978-3-540-76890-6_52,2007,springer,maybe,pending,"O resumo está ausente e o título sugere relevância potencial em process mining e monitoramento, mas sem acesso ao texto completo é impossível verificar se o trabalho aborda processos de desenvolvimento de software ou apenas BPM genérico em contextos não-SW. Necessário acesso ao full-text para avaliar aplicabilidade dos critérios de inclusão IC1-IC4.",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O resumo está ausente e o título sugere relevância potencial em process mining e monitoramento, mas sem acesso ao texto completo é impossível verificar se o trabalho aborda processos de desenvolvimento de software ou apenas BPM genérico em contextos não-SW. Necessário acesso ao full-text para avaliar aplicabilidade dos critérios de inclusão IC1-IC4."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""insuffi"
54c16938,Process Mining: Extending α-Algorithm to Mine Duplicate Tasks in Process Logs,10.1007/978-3-540-72909-9_43,2007,springer,maybe,pending,"Título claramente indica process mining (α-algorithm, duplicate tasks, process logs), núcleo da SLR PATHCAST. Porém, abstract está ausente, impedindo verificação se a aplicação é a processos de software (IC1) ou domínio genérico (EC1). Sem conteúdo adicional, não é possível confirmar ou descartar inclusão com confiança exigida para FT.",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Título claramente indica process mining (α-algorithm, duplicate tasks, process logs), núcleo da SLR PATHCAST. Porém, abstract está ausente, impedindo verificação se a aplicação é a processos de software (IC1) ou domínio genérico (EC1). Sem conteúdo adicional, não é possível confirmar ou descartar inclusão com confiança exigida para FT."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""event_log"",
    ""insu"
a4c50b5e,Fuzzy Mining – Adaptive Process Simplification Based on Multi-perspective Metrics,10.1007/978-3-540-75183-0_24,2007,springer,maybe,pending,"Resumo ausente e não disponível para avaliação rigorosa. Embora o título 'Fuzzy Mining – Adaptive Process Simplification Based on Multi-perspective Metrics' sugira fortemente relevância a process mining (técnica conhecida de PM), sem acesso ao texto completo ou resumo não é possível confirmar: (1) se aplica especificamente a processos de software ou domínios genéricos de BPM, (2) se atende aos cri",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Resumo ausente e não disponível para avaliação rigorosa. Embora o título 'Fuzzy Mining – Adaptive Process Simplification Based on Multi-perspective Metrics' sugira fortemente relevância a process mining (técnica conhecida de PM), sem acesso ao texto completo ou resumo não é possível confirmar: (1) se aplica especificamente a processos de software ou domínios genéricos de BPM, (2) se atende aos critérios de inclusão IC1-IC4, (3) presença de crité"
cd38c7ac,Using Models in Enterprise Systems Projects,10.1007/978-3-540-72677-7_7,2007,springer,maybe,pending,"Resumo ausente e título genérico ('Using Models in Enterprise Systems Projects') não permite confirmação clara de alinhamento com escopo PATHCAST (process mining, modelagem estocástica, forecasting em processos de SW). Requer acesso ao texto completo para avaliar se aborda descoberta de processo, conformance, modelagem estocástica de workflows ou predição em contexto de desenvolvimento de software",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Resumo ausente e título genérico ('Using Models in Enterprise Systems Projects') não permite confirmação clara de alinhamento com escopo PATHCAST (process mining, modelagem estocástica, forecasting em processos de SW). Requer acesso ao texto completo para avaliar se aborda descoberta de processo, conformance, modelagem estocástica de workflows ou predição em contexto de desenvolvimento de software."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""ev"
20169bef,Specifying and Monitoring Service Flows: Making Web Services Process-Aware,10.1007/978-3-540-72912-9_2,2007,springer,maybe,pending,"Abstract ausente torna impossível confirmar se o paper aborda processos de desenvolvimento de software ou apenas processos de negócio genéricos em web services. O título sugere relevância marginal para process mining/workflow, mas sem conteúdo verificável não é possível aplicar critérios IC/EC com confiança exigida na fase de texto completo.",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Abstract ausente torna impossível confirmar se o paper aborda processos de desenvolvimento de software ou apenas processos de negócio genéricos em web services. O título sugere relevância marginal para process mining/workflow, mas sem conteúdo verificável não é possível aplicar critérios IC/EC com confiança exigida na fase de texto completo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""insufficient_abstract"",
    ""full_tex"
ae1191d3,Scenarios and Techniques for Choreography Design,10.1007/978-3-540-72035-5_10,2007,springer,maybe,pending,"Abstract ausente impede avaliação conclusiva. Título 'Scenarios and Techniques for Choreography Design' sugere potencial relevância a modelagem de processos/fluxos (BPM, web services), mas sem resumo não é possível confirmar se aplica-se a processos de software, se envolve process mining, modelagem estocástica ou forecasting conforme escopo PATHCAST. Full text review necessário.",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Abstract ausente impede avaliação conclusiva. Título 'Scenarios and Techniques for Choreography Design' sugere potencial relevância a modelagem de processos/fluxos (BPM, web services), mas sem resumo não é possível confirmar se aplica-se a processos de software, se envolve process mining, modelagem estocástica ou forecasting conforme escopo PATHCAST. Full text review necessário."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    "
416ad2be,"Dynamic, Extensible and Context-Aware Exception Handling for Workflows",10.1007/978-3-540-76848-7_8,2007,springer,maybe,pending,"O resumo está ausente, impossibilitando avaliação confiável contra os critérios IC/EC. O título menciona 'exception handling' e 'workflows', que podem estar relacionados a modelagem de processos, mas sem conteúdo substantivo não é possível confirmar se aplica-se a processos de desenvolvimento de software ou a domínio genérico de BPM. Dado que a fase 1 já identificou incerteza e o título sugere pos",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O resumo está ausente, impossibilitando avaliação confiável contra os critérios IC/EC. O título menciona 'exception handling' e 'workflows', que podem estar relacionados a modelagem de processos, mas sem conteúdo substantivo não é possível confirmar se aplica-se a processos de desenvolvimento de software ou a domínio genérico de BPM. Dado que a fase 1 já identificou incerteza e o título sugere possível relevância marginal a process mining, manté"
0ed2f7cf,Mining and Re-engineering Transactional Workflows for Reliable Executions,10.1007/978-3-540-75563-0_33,2007,springer,maybe,pending,"Abstract completamente ausente impede avaliação confiável dos critérios de inclusão/exclusão. Título menciona 'mining' e 'workflows transacionais', sugerindo possível relevância a process mining, mas sem conteúdo do resumo é impossível confirmar escopo em processos de software, metodologia específica ou aplicação a artefatos de desenvolvimento de software. Requer acesso ao texto completo para deci",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Abstract completamente ausente impede avaliação confiável dos critérios de inclusão/exclusão. Título menciona 'mining' e 'workflows transacionais', sugerindo possível relevância a process mining, mas sem conteúdo do resumo é impossível confirmar escopo em processos de software, metodologia específica ou aplicação a artefatos de desenvolvimento de software. Requer acesso ao texto completo para decisão fundamentada."",
  ""matched_ic"": [],
  ""matche"
be06d4f7,Modeling Control Objectives for Business Process Compliance,10.1007/978-3-540-75183-0_12,2007,springer,maybe,pending,"Abstract ausente impossibilita avaliação confiável contra critérios IC/EC. Título menciona 'compliance' e 'processos de negócio', com potencial relevância a processos de SW, mas sem conteúdo não é possível confirmar se trata process mining, modelagem estocástica, forecasting ou aplicação a artefatos de desenvolvimento de software. Fase de texto completo requer verificação do documento completo.",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Abstract ausente impossibilita avaliação confiável contra critérios IC/EC. Título menciona 'compliance' e 'processos de negócio', com potencial relevância a processos de SW, mas sem conteúdo não é possível confirmar se trata process mining, modelagem estocástica, forecasting ou aplicação a artefatos de desenvolvimento de software. Fase de texto completo requer verificação do documento completo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""eviden"
e8262d98,Generation of Business Process Models for Object Life Cycle Compliance,10.1007/978-3-540-75183-0_13,2007,springer,maybe,pending,"Título sugere modelagem de processos de negócio (BPM) com foco em conformidade de ciclo de vida de objetos, potencialmente relevante para process mining ou modelagem estocástica. Porém, sem abstract disponível é impossível confirmar se aborda: (1) process mining em software, (2) modelagem estocástica em processos de SW, (3) forecasting de métricas de processo, ou (4) mineração de repositórios. A d",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Título sugere modelagem de processos de negócio (BPM) com foco em conformidade de ciclo de vida de objetos, potencialmente relevante para process mining ou modelagem estocástica. Porém, sem abstract disponível é impossível confirmar se aborda: (1) process mining em software, (2) modelagem estocástica em processos de SW, (3) forecasting de métricas de processo, ou (4) mineração de repositórios. A data de publicação (2007) e venue (Springer) suger"
d3351b2f,Analysis of Multi-Agent Interactions with Process Mining Techniques,10.1007/11872283_2,2006,springer,maybe,pending,"Abstract ausente e data (2006) anterior ao amadurecimento de PM em SE. Título menciona 'Process Mining Techniques' e 'Multi-Agent Interactions', sugerindo potencial relevância a IC1, mas sem texto completo é impossível confirmar se trata de processos de software ou domínio genérico (simulação, sistemas distribuídos abstratos). Requer acesso ao texto completo para decisão fundamentada.",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Abstract ausente e data (2006) anterior ao amadurecimento de PM em SE. Título menciona 'Process Mining Techniques' e 'Multi-Agent Interactions', sugerindo potencial relevância a IC1, mas sem texto completo é impossível confirmar se trata de processos de software ou domínio genérico (simulação, sistemas distribuídos abstratos). Requer acesso ao texto completo para decisão fundamentada."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": "
