internal_id,title,doi,year,source_db,ft_matched_ic,abstract,research_question,study_type,research_contribution,pm_technique,stochastic_technique,software_artifact,software_process,dataset_source,dataset_public,tool_used,main_finding,limitations,replication_package,origin,origin.1,raw
557b4102,Scheduling software projects to minimize the development time and cost with a given staff,10.1109/apsec.2001.991476,2005,snowball,IC2,"A probabilistic scheduling model for software projects is presented. The model explicitly takes a scheduling strategy as input. When the scheduling strategy is fired, the model outputs a probability distribution for the project completion time or cost. By applying stochastic optimization techniques, schedules for software projects can be computed which minimize the development time or cost with a given staff.",Como modelar probabilisticamente o agendamento de projetos de software para minimizar o tempo de desenvolvimento e custos com uma equipe fixa?,theoretical,prediction | simulation | framework,none,markov_chain | monte_carlo | other,none,development,not_specified,não_mencionado,não_mencionado,Apresenta um modelo de agendamento probabilístico que recebe uma estratégia de agendamento e produz uma distribuição de probabilidade para o tempo ou custo de conclusão do projeto. A aplicação de técnicas de otimização estocástica permite computar agendamentos que minimizam o tempo de desenvolvimento ou custo com equipe dada.,não_mencionado,não_mencionado,auxiliary,auxiliary,
fde0a3b4,Process Mining Model Quality in Software Development Case Studies,10.30844/akwi_2022_9,2022,snowball,IC1,"With increasing digitalization speed, the need for knowledge about how Software Development can be improved, increases as well. Frequently encountered challenges are skill deficits, problematic behavior or activity sequences, and deviations from common and expected paths. Process Mining provides promising opportunities to remedy these issues. Process Mining applied to Software Development activities for example is an analytics method that can provide insights before a process has been executed as there is a huge amount of log files to be potentially analyzed. As promising case studies in this field have been conducted, there is a need to find quality measures to effectively learn from the results found. Therefore, a systematic analysis has been applied to the relevant sources using the relevant criteria of the Comprehensive Process Model Quality Framework (CPMQF).",Como avaliar a qualidade de modelos de Process Mining aplicados ao desenvolvimento de software utilizando o Comprehensive Process Model Quality Framework (CPMQF)?,theoretical,framework | discovery,alpha | inductive_miner | heuristic | conformance_checking,none,vcs | jira | github | ide_logs,development | code_review | bug_fixing,not_specified,não_mencionado,não_mencionado,"O artigo apresenta uma análise sistemática de medidas de qualidade para modelos de Process Mining aplicados ao desenvolvimento de software, utilizando critérios do CPMQF. Os achados demonstram que Process Mining pode fornecer insights valiosos antes da execução de um processo através da análise de arquivos de log, identificando deficiências de habilidades, sequências de atividades problemáticas e desvios de caminhos esperados.",O artigo não detalha as limitações específicas encontradas durante a análise sistemática realizada. A disponibilidade de dados de validação empírica não é mencionada.,não_mencionado,auxiliary,auxiliary,
e941deda,Process Mining Model Quality in Software Development Case Studies: An Analysis,10.30844/akwi_2022_09,2022,snowball,IC1|IC4,"With increasing digitalization speed, the need for knowledge about how Software Development can be improved, increases as well. Frequently encountered challenges are skill deficits, problematic behavior or activity sequences, and deviations from common and expected paths. Process Mining provides promising opportunities to remedy these issues. Process Mining applied to Software Development activities for example is an analytics method that can provide insights before a process has been executed as there is a huge amount of log files to be potentially analyzed. As promising case studies in this field have been conducted, there is a need to find quality measures to effectively learn from the results found. Therefore, a systematic analysis has been applied to the relevant sources using the relevant criteria of the Comprehensive Process Model Quality Framework (CPMQF).",Quais medidas de qualidade de modelo podem ser efetivamente aplicadas para avaliar resultados de Process Mining em estudos de caso de desenvolvimento de software?,theoretical,framework | enhancement,alpha | inductive_miner | heuristic | conformance_checking | other,none,vcs | jira | github | ide_logs | other,development | code_review | testing,not_specified,não_mencionado,não_mencionado,"O estudo aplica uma análise sistemática usando o Comprehensive Process Model Quality Framework (CPMQF) para avaliar a qualidade de modelos de Process Mining em desenvolvimento de software. Process Mining oferece oportunidades promissoras para identificar deficiências de habilidades, comportamentos problemáticos e desvios de caminhos esperados em processos de desenvolvimento.",O resumo não menciona limitações específicas do estudo. A disponibilidade de dados e a completude das análises de casos de estudo não são descritas.,não_mencionado,auxiliary,auxiliary,
61e62f9d,Process Mining bei hybriden Vorgehensmodellen zur Umsetzung von Unternehmenssoftware,10.1007/s00287-021-01359-7,2021,snowball,IC1,"Zusammenfassung Process Mining hat sich in den vergangenen Jahren zur Analyse von Prozessdaten etabliert und wird in verschiedenen Kontexten, wie beispielsweise Industrie 4.0, eingesetzt. Die Potenziale dieser Technologie liegen jedoch nicht nur in der Analyse von Wertschöpfungsprozessen im Kontext von Produktion und Verwaltung. Die Technologie kann darüber hinaus auch für die Verbesserung des Vorgehens bei den dazugehörigen – meist großen und komplexen – Softwareprojekten genutzt werden. Für die Umsetzung der für Industrie‑4.0‑Prozesse erforderlichen Unternehmenssoftware werden häufig agile oder hybride Vorgehensmodelle eingesetzt. Software Innovations unterstützen die Umsetzung in zweierlei Hinsicht. Software Innovations bezeichnen zum einen Innovationen für das Software Engineering durch neue Vorgehensmodelle, Methoden und Werkzeuge. Zum anderen umfasst der Begriff Innovationen, welche durch (neuartige) Software ermöglicht werden. Ausgehend von diesen beiden Aspekten von Software Innovations beschreibt der Beitrag, wie Process Mining zur Analyse und Verbesserung des Vorgehens bei Unternehmenssoftwareprojekten verwendet werden kann. Der Schwerpunkt liegt auf der Anwendung und Verbesserung von hybrid durchgeführten Entwicklungs- und Konfigurationsprojekten. Das vorgestellte Verfahren kann jedoch auch für klassisch oder agil durchgeführte Projekte angewendet werden. Es dient generell dazu, den Prozess zur Softwareerstellung kontinuierlich, anhand von Erkenntnissen aus laufenden und abgeschlossenen Projekten, automatisiert zu analysieren und zu verbessern. Hierzu wird exemplarisch der hybride Referenzprozess aus dem Vorgehensmodell eines mittelständischen Software- und Beratungsunternehmens als Anwendungsfall betrachtet.",Como o Process Mining pode ser aplicado para analisar e melhorar continuamente processos de desenvolvimento de software em projetos híbridos de implementação de software empresarial?,case_study,enhancement | framework,other,none,other,development | requirements,industrial,não_mencionado,não_mencionado,"O estudo apresenta um procedimento para usar Process Mining na análise e melhoria contínua de processos de desenvolvimento de software empresarial, com foco em projetos híbridos. A abordagem permite analisar automaticamente processos de criação de software com base em insights de projetos em andamento e concluídos, aplicada a um processo de referência híbrido de uma empresa de software de médio porte.",O trabalho não especifica limitações técnicas ou metodológicas reportadas explicitamente.,não_mencionado,auxiliary,auxiliary,
a88acaff,Process Mining Applied in a Software Project Development with SCRUM and ProM,10.24018/ejeng.2023.8.5.3089,2023,snowball,IC1|IC4,"The software product is high used by the society in general and its development complexity are inputs of this research that gears into the software development processes. The mapping and modelling of software processes, as well as their standardization are not trivial tasks in the industry of software. Therefore, process mining practices can be useful for discovering or validating processes. This article presents a hypothetical software development project that uses the agile SCRUM method, Jira software, Jenkins pipeline and a process mining tool called ProM. As the project team generates many records using the software development tools, these records are considered event logs and it is be used during process mining activities. ProM allows users to identify processes from the event logs and is used with the records generated by Jira and Jenkins. The visualization of a possible process derived from the use of these event logs is presented when using the ProM tool and the Flexible Heuristics Miner algorithm. In conclusion, process mining can be useful to discover or validate existing software processes during the execution of a software project, also allowing these processes to be standardized to be used in future projects.","Como o process mining pode ser aplicado para descobrir e validar processos de desenvolvimento de software em projetos que utilizam SCRUM, Jira e Jenkins?",case_study,discovery | conformance | enhancement,heuristic,none,jira | ci_cd,development | deployment,synthetic,não_mencionado,ProM | Jira | Jenkins,"Process mining pode ser útil para descobrir ou validar processos existentes de software durante a execução de um projeto, permitindo que esses processos sejam padronizados para uso em projetos futuros. O uso de logs de eventos gerados por ferramentas como Jira e Jenkins com o algoritmo Flexible Heuristics Miner no ProM possibilita a visualização e análise de processos de desenvolvimento.","O artigo apresenta um projeto hipotético de desenvolvimento de software, o que limita a generalização dos resultados para contextos reais industriais.",não_mencionado,auxiliary,auxiliary,
ffa8885e,Експериментальні дослідження процесів налагодження комп'ютерних програм студентами з використанням Process Mining,10.35546/kntu2078-4481.2021.3.9,2021,snowball,IC1|IC4,"Understanding how students debug programs and what problems they encounter is important for improving the quality of programming instruction. The processes of debugging computer programs are analyzed in order to improve the quality of students' programming instruction. An example of assessing students' debugging behavior and skills is described. The process of debugging program text is considered as a sequence of actions when working with tools in the development environment. To identify the debugging skills, the method of error-sowing is applied. Programs with typical logical errors were developed. An experiment was conducted in which the actions of 41 developers performing debugging were evaluated. As part of the experiment, students had to solve typical logical errors using the Visual Studio integrated development environment. The actions of each developer in completing the tasks were tracked. Debugging process models were generated using Process Mining methods. Based on the obtained models of debugging processes and most frequent sessions it was possible to identify 4 patterns of behavior of the experiment's participants. The results demonstrate the effectiveness of Process Mining for a better understanding of how developers approach the debugging task. The Visual Studio debugger features were found to be used, unsatisfactorily. Participants who did not use the debugging tools instead used trial and error and used the display of values on the screen. These results call for more hands-on debugging experiences in the training programs. The instrumental and organizational tools for teaching students to debug in software engineering courses require further development.",Como os estudantes depuram programas e quais padrões de comportamento podem ser identificados através da análise dos processos de depuração? Qual é a efetividade do Process Mining para compreender as abordagens de desenvolvedor em tarefas de depuração?,experiment,discovery | enhancement,inductive_miner | other,none,ide_logs,bug_fixing | testing,academic,não_mencionado,Visual Studio | não_mencionado,"Foram identificados 4 padrões de comportamento entre 41 participantes usando Process Mining. Os resultados demonstram a efetividade do Process Mining para compreender como desenvolvedores abordam tarefas de depuração. A maioria dos participantes utiliza tentativa e erro e impressão de valores em tela, em vez de ferramentas de depuração, indicando necessidade de melhor treinamento.",Amostra limitada a 41 estudantes em ambiente acadêmico. Não mencionadas limitações específicas do estudo.,não_mencionado,auxiliary,auxiliary,
94e88f90,A Point Process Approach of Bug Fixing Analysis in Open Source Software Projects,10.1109/qrs.2019.00024,2019,snowball,IC2|IC3,"One of open-source software (OSS) is that it can be used for a long term by repeating version-up iteratively in the operational phase, so that OSS possesses a different software bug detection and correction profiles from the closed source software (CSS) products. More specifically, the software bug fixing process of OSS can be considered to show effects of the long-term operation and/or periodicity due to the multiple version-up procedures, in addition to the common reliability growth phenomenon observed in the relatively short-term software testing. In this article we propose a stochastic point process approach to represent the long-term effect and the periodicity effect of OSS with the actual OSS bug fixing data. By conducting the reliability analysis of OSS, it is possible to assess the operational reliability of OSS quantitatively and to share the published quality indicators of OSS by the whole OSS community.",Como modelar e analisar o processo de correção de bugs em projetos de software open source considerando efeitos de longo prazo e periodicidade usando abordagens de processos pontuais estocásticos?,theoretical,prediction | simulation | framework,none,other,github | issues | vcs,bug_fixing | maintenance,open_source,não_mencionado,não_mencionado,"A abordagem de processos pontuais estocásticos captura efeitos de longo prazo e periodicidade no processo de correção de bugs em OSS, diferenciando-o de software fechado. Permite avaliação quantitativa da confiabilidade operacional e compartilhamento de indicadores de qualidade entre comunidades OSS.",não_mencionado,não_mencionado,auxiliary,auxiliary,
aa3ce899,Anvaya: An Algorithm and Case-Study on Improving the Goodness of Software Process Models generated by Mining Event-Log Data in Issue Tracking System,10.48550/arxiv.1511.07023,2015,snowball,IC1|IC4,"Issue Tracking Systems (ITS) such as Bugzilla can be viewed as Process Aware Information Systems (PAIS) generating event-logs during the life-cycle of a bug report. Process Mining consists of mining event logs generated from PAIS for process model discovery, conformance and enhancement. We apply process map discovery techniques to mine event trace data generated from ITS of open source Firefox browser project to generate and study process models. Bug life-cycle consists of diversity and variance. Therefore, the process models generated from the event-logs are spaghetti-like with large number of edges, inter-connections and nodes. Such models are complex to analyse and difficult to comprehend by a process analyst. We improve the Goodness (fitness and structural complexity) of the process models by splitting the event-log into homogeneous subsets by clustering structurally similar traces. We adapt the K-Medoid clustering algorithm with two different distance metrics: Longest Common Subsequence (LCS) and Dynamic Time Warping (DTW). We evaluate the goodness of the process models generated from the clusters using complexity and fitness metrics. We study back-forth \&amp; self-loops, bug reopening, and bottleneck in the clusters obtained and show that clustering enables better analysis. We also propose an algorithm to automate the clustering process -the algorithm takes as input the event log and returns the best cluster set.",Como melhorar a qualidade e compreensibilidade dos modelos de processo descobertos a partir de logs de eventos de Issue Tracking Systems através de técnicas de clustering de traces estruturalmente similares?,case_study,discovery | enhancement,alpha | other,none,issues,maintenance | bug_fixing,open_source,sim,não_mencionado,"O algoritmo Anvaya melhora significativamente a qualidade dos modelos de processo através do clustering de traces utilizando K-Medoid com métricas LCS e DTW, reduzindo a complexidade estrutural e aumentando o fitness. A abordagem permite análise mais eficaz de padrões como loops, reabertura de bugs e gargalos no ciclo de vida dos bug reports.",O estudo se limita a dados do Firefox browser project e não discute generalizabilidade para outros ITS ou projetos. A automatização do processo de clustering poderia beneficiar de validação em múltiplos contextos diferentes.,não_mencionado,auxiliary,auxiliary,
a86b1042,Profiling Software Developers with Process Mining and N-Gram Language Models,10.48550/arxiv.2101.06733,2021,snowball,IC1,"Context: Profiling developers is challenging since many factors, such as their skills, experience, development environment and behaviors, may influence a detailed analysis and the delivery of coherent interpretations. Objective: We aim at profiling software developers by mining their software development process. To do so, we performed a controlled experiment where, in the realm of a Python programming contest, a group of developers had the same well-defined set of requirements specifications and a well-defined sprint schedule. Events were collected from the PyCharm IDE, and from the Mooshak automatic jury where subjects checked-in their code. Method: We used n-gram language models and text mining to characterize developers' profiles, and process mining algorithms to discover their overall workflows and extract the correspondent metrics for further evaluation. Results: Findings show that we can clearly characterize with a coherent rationale most developers, and distinguish the top performers from the ones with more challenging behaviors. This approach may lead ultimately to the creation of a catalog of software development process smells. Conclusions: The profile of a developer provides a software project manager a clue for the selection of appropriate tasks he/she should be assigned. With the increasing usage of low and no-code platforms, where coding is automatically generated from an upper abstraction layer, mining developer's actions in the development platforms is a promising approach to early detect not only behaviors but also assess project complexity and model effort.",Como é possível caracterizar e diferenciar perfis de desenvolvedores de software através da mineração de processos de desenvolvimento e modelos de linguagem n-gram?,experiment,discovery | framework,inductive_miner | other,none,ide_logs | vcs,development | code_review,academic,não_mencionado,PyCharm | Mooshak | não_mencionado,O estudo demonstra que é possível caracterizar coerentemente a maioria dos desenvolvedores e distinguir os melhores desempenhos dos demais através da mineração de processos e modelos n-gram. A abordagem pode levar à criação de um catálogo de process smells de desenvolvimento de software e auxiliar gerentes de projeto na alocação de tarefas apropriadas.,"O estudo foi realizado em ambiente controlado com um grupo específico de desenvolvedores participando de um concurso de programação Python com requisitos bem-definidos, o que pode limitar a generalização dos resultados para contextos industriais reais.",não_mencionado,auxiliary,auxiliary,
bc54c3b6,Information Systems Security Risk,10.4018/978-1-5225-2703-9.ch005,2017,snowball,IC2|IC3,"Proposed method is applied to Software Engineering for security software quality management. DMAIC framework applies stochastic techniques to risk management. Hypothetical software project is considered with specified delivery target date and quality goal. Testing project is analysed uncompleted with weeks of testing remaining. Simulation considers testing defects and predicts the number defects at the end of test. If simulation confirms that the quality goal will be met, testing continues as is. Simulation regularly checks quality goal as testing progresses. If the predicted quality is missing targets, simulation predicts when the target will be achieved. There are two options, either more resources should be allocated to the project to rectify the problem, or the project should be delayed. An improvement project is defined to rectify the problem. Control is shown by using a very similar scenario with data for Quality Control, which applies slightly different models.","Como aplicar técnicas estocásticas ao gerenciamento de risco e qualidade em projetos de software, permitindo predição de conformidade com metas de qualidade durante a fase de teste?",simulation,prediction | framework | simulation,none,monte_carlo | system_dynamics | other,none,testing | quality,synthetic,não_mencionado,não_mencionado,"O método DMAIC aplicado com técnicas estocásticas permite predizer se metas de qualidade serão atingidas durante o teste e simula cenários para identificar se mais recursos devem ser alocados ou se o projeto deve ser atrasado, controlando continuamente o progresso versus objetivos de qualidade.",não_mencionado,não_mencionado,auxiliary,auxiliary,
667f1705,ADPTriage: Approximate Dynamic Programming for Bug Triage,10.1109/tse.2023.3307243,2023,snowball,IC2|IC4,"Bug triaging is a critical task in any software development project. It entails triagers going over a list of open bugs, deciding whether each is required to be addressed, and, if so, which developer should fix it. However, the manual bug assignment in Issue Tracking Systems (ITS) offers only a limited solution and might easily fail when triagers are required to handle a large number of bug reports. During the automated assignment, there are multiple sources of uncertainties in the ITS, which should be addressed meticulously. In this study, we develop a Markov decision process (MDP) model for an online bug triage problem. In addition to an optimization-based myopic technique, we provide an ADP-based bug triage solution, called ADPTriage, which has the ability to reflect the downstream uncertainty in the bug arrivals and developers’ timetables. Specifically, without placing any limits on the underlying stochastic process, this technique enables real-time decision-making on bug assignments while taking into consideration developers’ expertise, bug type, and bug fixing time. Our result shows a significant improvement over the myopic approach in terms of assignment accuracy and fixing time. We also demonstrate the empirical convergence of the model and conduct sensitivity analysis with various model parameters. Accordingly, this work constitutes a significant step forward in addressing the uncertainty in bug triage.","Como otimizar a atribuição automática de bugs em sistemas de rastreamento de problemas, considerando as incertezas nas chegadas de bugs e na disponibilidade dos desenvolvedores?",theoretical,prediction | simulation | framework,none,markov_chain | monte_carlo,issues | jira | github,maintenance | bug_fixing,not_specified,não_mencionado,não_mencionado,"O ADPTriage, uma solução baseada em Programação Dinâmica Aproximada (ADP), demonstra melhorias significativas sobre abordagens míopes em termos de precisão de atribuição e tempo de correção. O modelo reflete incertezas a jusante nas chegadas de bugs e nas agendas dos desenvolvedores, permitindo tomada de decisão em tempo real considerando expertise dos desenvolvedores, tipo de bug e tempo de correção.",O estudo não especifica os conjuntos de dados utilizados nem detalha limitações metodológicas explícitas. A análise de sensibilidade é mencionada mas resultados específicos não são detalhados no resumo.,não_mencionado,auxiliary,auxiliary,
2f713568,Partially observable Markov Decision Process to prioritize software defects,10.32920/ryerson.14638470.v1,2021,snowball,IC2|IC4,"Background: Bug tracking systems receive many bug reports daily. Although the software quality team aims to identify and resolve these bugs, they are never able to fix all of the reported bugs in the issue tracking system before the release deadline. However, postponing the bug fixing may have some consequences. Prioritization of bug reports will help the software manager decide which bugs to fix and which bugs to postpone. Typically, bug reports are prioritized based on the severity, priority, time and effort for fixing, customer pressure, etc. Aim: Previous studies have shown that these factors may not be appropriate for prioritization. Therefore, relying on them to automate bug prioritization might be misleading. In this dissertation, we aim to prioritize bug reports with respect to the consequence of not fixing the bugs in terms of their relative importance in the issue tracking system. Method: In order to measure the relative importance of bugs in the issue tracking system, we propose the construction of a dependency graph based on the reported dependency-blocking information in the issue tracking system. Two metrics, namely depth and degree, are used to measure the relative importance of the bugs. However, there is uncertainty in the dependency graph structure as the dependency information is discovered manually and gradually. Owing to this uncertainty, prioritization of bugs in the descending order of depth and degree may be misleading. To handle the uncertainty, we propose a novel approach of a partially observable Markov decision process (POMDP) and partially observable Monte Carlo planning (POMCP). Result: To check the feasibility of the proposed approach, we analyzed seven years of data from an open source project, Firefox, and a commercial project. We compared the proposed policy with the developer policy, maximum policy, and random policy. Conclusion: The results suggest that software practitioners do not consider the relative importance of bugs in their current practice. The proposed framework can be combined with practitioners’ expertise to prioritize bugs more effectively and take the depth and degree of bugs into account. In practice, the POMDP framework with the POMCP planner can help practitioners sequentially select bugs to minimize the connectivity of the dependency graph.","Como priorizar relatórios de bugs considerando sua importância relativa no sistema de rastreamento de problemas, levando em conta a incerteza nas dependências entre bugs?",case_study,framework | prediction,none,markov_chain | monte_carlo,issues | jira,bug_fixing | maintenance,open_source | industrial,sim,não_mencionado,O framework POMDP com planejador POMCP pode priorizar bugs de forma mais efetiva considerando sua importância relativa através de métricas de profundidade e grau no grafo de dependências. A abordagem demonstra que práticas atuais de desenvolvedores não consideram adequadamente a importância relativa dos bugs e pode minimizar a conectividade do grafo de dependências.,"A abordagem depende de informações de dependência inseridas manualmente no sistema de rastreamento, o que pode não refletir todas as dependências reais entre bugs. O framework foi validado apenas em dois projetos (Firefox e um projeto comercial).",não_mencionado,auxiliary,auxiliary,
a3c061ae,Simulation-Based Management for Software Dynamic Testing Processes,,2012,snowball,IC2|IC3,"Abstract- Managing software development projects requires the coordination of different processes which may be performed by different teams, e.g., a development team and a separate testing team. This coordination aims at optimizing the trade-off between cost, schedule and delivered quality. Simulation models are a powerful tool to explore what-if scenarios that help managers to achieve this trade-off and to fine-tune different project parameters. This paper presents a simulation model based on a multi-paradigm approach which connects development and testing processes. The testing process model is based on the process model described in the ongoing standard ISO/IEC DIS 29119-2. The simulation model is built using two different methods: the discrete-event approach, to simulate the execution of the dynamic testing processes, and the agent-based approach, to in-depth simulate defects life cycle. Results show how the simulation model is used to optimize the efficiency of the testing process.","Como modelos de simulação multi-paradigma podem otimizar a coordenação entre processos de desenvolvimento e teste de software, balanceando custo, cronograma e qualidade?",simulation,simulation | enhancement | prediction,none,monte_carlo | system_dynamics | other,none,testing | development,synthetic,não_mencionado,não_mencionado,"O modelo de simulação baseado em abordagem multi-paradigma (discrete-event e agent-based) demonstra ser eficaz para explorar cenários what-if e otimizar a eficiência do processo de teste. A simulação integra o modelo de processo de teste conforme ISO/IEC DIS 29119-2 e permite análise detalhada do ciclo de vida de defeitos, auxiliando gerentes a fine-tuning de parâmetros de projeto.",Não são reportadas limitações específicas no resumo; é necessário revisar o artigo completo para identificação detalhada de limitações.,não_mencionado,auxiliary,auxiliary,
20e0d51e,A benchmarking study on process model forecasting: univariate vs. multivariate approaches,10.1007/s44311-025-00031-7,2025,snowball,IC1|IC3,"Process Model Forecasting (PMF) extends predictive process monitoring by shifting the predictive focus from individual cases to the evolution of the overall process model. This is typically done by forecasting directly-follows (DF) relations to construct future process graphs that reflect anticipated system behavior. However, most existing approaches rely on univariate forecasting, modeling each DF relation in isolation. This neglects structural dependencies and interactions inherent in real-world processes. In this paper, we present a comprehensive benchmark study comparing univariate and multivariate forecasting techniques, including statistical, machine learning, and deep learning models, for predicting DF relations in PMF. We evaluate these methods on a diverse set of real-life event logs and assess their performance using both traditional statistical metrics and process-specific evaluation criteria. Our results show that forecasting effectiveness varies substantially across datasets and methods, highlighting the importance of context-aware model selection. All implementations and datasets are publicly available in our GitHub repository: https://github.com/YongboYu/PMF-Benchmark .",Como técnicas univariadas e multivariadas de previsão se comparam na tarefa de prever relações directly-follows em Process Model Forecasting? Qual abordagem é mais efetiva considerando diferentes contextos de processos reais?,experiment,prediction | enhancement,other,markov_chain | other,none,other,industrial | academic,sim,não_mencionado,"A efetividade da previsão varia substancialmente entre conjuntos de dados e métodos, destacando a importância da seleção de modelos sensível ao contexto. Técnicas multivariadas capturaram melhor as dependências estruturais e interações inerentes aos processos do mundo real em comparação com abordagens univariadas tradicionais.",Não mencionado explicitamente no resumo disponível.,sim,auxiliary,auxiliary,
e12fff7c,"Process Mining for Process Conformance Checking in an OSS Project: An
Empirical Research",10.1007/978-3-319-92375-8_7,2018,wos,IC1|IC4,"With almost 20 years of research, Process Mining can now be considered
to be in a mature phase allowing its application to a variety of
sectors. In this article, the bug closure process that is followed by a
community of an open source software project is investigated in order to
perform process conformance checking. Actual data that reveal the
process steps have been extracted from the project's Bugzilla database
and have been used as input in Disco process mining tool. The data
includes extracted information for more than 19,000 bugs for the past 15
years in a csv form, formatted appropriately to construct an event log
suitable for process mining. The extracted models have been compared to
the process described in the project's blogs and wikis by the community.
The same models are also compared to the bug closure process that
Bugzilla suggests to be used by the projects using this software for bug
tracking purposes. The findings reveal that indeed the process followed
in the OSS project is very similar to the declared one but variations do
occur under specific circumstances. However, the process is not
identical to the one proposed by Bugzilla suggesting that each OSS
project can customize its processes in order to better address the needs
of the project and the community. This empirical research highlights the
importance of process mining in OSS projects in order to investigate the
processes followed and identify outliers helping to standardize and
improve the processes and enhance the collaboration among the members of
the communities.",Como o Process Mining pode ser utilizado para verificar a conformidade do processo de fechamento de bugs em um projeto de software open source em relação ao processo declarado?,case_study,conformance | discovery,conformance_checking,none,issues | jira,bug_fixing | maintenance,open_source,não_mencionado,Disco,"O processo real de fechamento de bugs no projeto OSS é similar ao processo declarado pela comunidade, mas variações ocorrem em circunstâncias específicas. O projeto customiza seu processo de forma diferente do sugerido pelo Bugzilla, demonstrando a importância do Process Mining para investigar processos reais e identificar desvios em projetos OSS.",não_mencionado,não_mencionado,auxiliary,auxiliary,
c077d9a4,"Automated Business Process Discovery from Unstructured Natural-Language
Documents",10.1007/978-3-030-66498-5_18,2020,wos,IC1|IC4,"Understanding the processes followed by organizations is important to
ensure business outcomes are achieved in an optimal, efficient and
compliant manner. Process mining techniques rely on the existence of
structured event logs captured by process management systems. These
systems are not always employed and may not capture all process steps,
leaving out those that occur through emails and chat software or edits
to documents and knowledge-management systems.
Here we present an algorithm for the automated extraction of processes
from unstructured natural-language documents. Action and topic analysis
is used to generate an event log, from which process models are mined
using standard techniques. We show the algorithm is capable of
generating consistent software-development processes from an Apache
Camel email dataset.",Como extrair automaticamente modelos de processos a partir de documentos não estruturados em linguagem natural quando sistemas de gestão de processos não estão disponíveis ou não capturam todos os passos?,tool,discovery | framework,alpha | inductive_miner | heuristic,none,emails | vcs,development,open_source,sim,não_mencionado,"O algoritmo proposto é capaz de gerar automaticamente logs de eventos a partir de análise de ações e tópicos em documentos não estruturados, permitindo a mineração de modelos de processos de desenvolvimento de software. A abordagem foi validada com sucesso em um dataset de emails do Apache Camel, demonstrando consistência na extração de processos.","O estudo não menciona explicitamente limitações, mas a abordagem é validada em um único dataset específico do domínio de desenvolvimento de software.",não_mencionado,auxiliary,auxiliary,
c8ea828e,Applied process mining in software development Case Study,,2014,wos,IC1,"Current study uses the event process logs of a custom software
development process used internally in the IT department of a large
automotive company. The target is to extract hidden information about
the process, difficult to identify due to the wideness and complexity of
the input data. The log file contains all incident records tracked
during one release of a software product. This analysis was performed
using process mining techniques and tools included in ProM Framework, an
academic project of the Eindhoven Technical University. The paper
describes the steps followed to extract the working process model,
organizational network and statistical information. Based on the
obtained results, an action plan is put in practice with the scope of
improving the development process and the release result.",Como técnicas de process mining podem extrair informações ocultas sobre processos de desenvolvimento de software em ambientes complexos? Como essas informações podem ser usadas para melhorar o processo de desenvolvimento e a qualidade do release?,case_study,discovery | enhancement,alpha | social_network | other,none,incident_logs | other,development | deployment,industrial,não,ProM Framework,"O estudo demonstrou como process mining pode extrair o modelo de processo, rede organizacional e informações estatísticas de logs de eventos complexos em desenvolvimento de software. Os resultados obtidos permitiram a elaboração de um plano de ação prático para melhorar o processo de desenvolvimento e a qualidade dos releases.",não_mencionado,não_mencionado,auxiliary,auxiliary,
340c0c24,"Research on Software Project Schedule Management Method based on Monte
Carlo Simulation",,2020,wos,IC2|IC3,"Software project schedule management is one of the important parts of
project management, which plays an important role in whether the project
can be completed on time. In this paper, the Monte Carlo method is used
to model the project schedule of a company's human resource management
system, and the probability distribution of project schedule is
obtained, so as to improve the reliability of project schedule
prediction. It provides a reliable basis for the correct implementation
of the plan and the control of the project duration.","Como aplicar o método de Monte Carlo para melhorar a confiabilidade da previsão de cronograma em projetos de software, especificamente em sistemas de gestão de recursos humanos?",case_study,prediction | simulation,none,monte_carlo,none,development,industrial,não_mencionado,não_mencionado,"A aplicação do método de Monte Carlo na modelagem de cronograma de projeto obtém a distribuição de probabilidade do cronograma, melhorando significativamente a confiabilidade das previsões. Este método fornece uma base mais confiável para a implementação correta do plano e controle da duração do projeto.",não_mencionado,não_mencionado,auxiliary,auxiliary,
