internal_id,title,doi,year,source_db,ta_decision,ta_rationale,ta_matched_ic,ta_matched_ec,raw
e74d922d,"How to conceptualize, represent, and analyze log&#xa0;data from technology-based assessments? A generic framework and an application to questionnaire items",10.1007/s41237-018-0063-y,2018,springer,exclude,"O título indica foco em análise de dados de log de avaliações baseadas em tecnologia (technology-based assessments) e itens de questionário, não em processos de software. Sem abstract disponível e com contexto claramente fora do domínio de engenharia de software, não há evidência de atendimento a nenhum critério de inclusão (IC1-IC4).",,EC1|EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica foco em análise de dados de log de avaliações baseadas em tecnologia (technology-based assessments) e itens de questionário, não em processos de software. Sem abstract disponível e com contexto claramente fora do domínio de engenharia de software, não há evidência de atendimento a nenhum critério de inclusão (IC1-IC4)."",
  ""matched_ic"": [],
  ""matched_ec"": [
    ""EC1"",
    ""EC3""
  ],
  ""evidence_tags"": [
    ""insufficient_abstrac"
69f0ccb9,Transferring advanced physics research tools to education: how to teach simulation tools used in radiation physics research to university students,,2010,snowball,exclude,"O artigo trata de ensino de ferramentas de simulação Monte Carlo (Geant4) em física de radiação, não de process mining, modelagem estocástica de processos de software, ou forecasting em contextos de desenvolvimento de SW. Embora mencione 'software development methods' como objetivo educacional, o foco é em educação em física, não em análise ou predição de processos de SW.",,EC1|EC2,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo trata de ensino de ferramentas de simulação Monte Carlo (Geant4) em física de radiação, não de process mining, modelagem estocástica de processos de software, ou forecasting em contextos de desenvolvimento de SW. Embora mencione 'software development methods' como objetivo educacional, o foco é em educação em física, não em análise ou predição de processos de SW."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": ["
0e8d101e,Digitizing the Txalaparta: Computer-Based Study of a Traditional Practice,10.1162/comj_a_00522,2020,ieee,exclude,"O artigo trata de implementação de software para análise de uma prática musical tradicional basca (txalaparta), não de processos de desenvolvimento de software. Não há evidência de aplicação de process mining, modelagem estocástica ou forecasting a artefatos ou processos de engenharia de software.",,EC1|EC2,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo trata de implementação de software para análise de uma prática musical tradicional basca (txalaparta), não de processos de desenvolvimento de software. Não há evidência de aplicação de process mining, modelagem estocástica ou forecasting a artefatos ou processos de engenharia de software."",
  ""matched_ic"": [],
  ""matched_ec"": [
    ""EC1"",
    ""EC2""
  ],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_m"
5ddd1244,Quality aware software product line engineering,10.1007/BF03192552,2008,springer,maybe,"Título sugere engenharia de linhas de produtos de software com foco em qualidade, potencialmente relevante a processos de SW, mas abstract ausente impossibilita avaliação confiável de critérios de inclusão (process mining, modelagem estocástica, forecasting) e exclusão.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere engenharia de linhas de produtos de software com foco em qualidade, potencialmente relevante a processos de SW, mas abstract ausente impossibilita avaliação confiável de critérios de inclusão (process mining, modelagem estocástica, forecasting) e exclusão."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""for"
c8cc80be,Reinforcement learning and digital twin-driven optimization of production scheduling with the digital model playground,10.1007/s43926-024-00087-0,2024,springer,exclude,"O artigo trata de otimização de scheduling de produção em manufatura usando reinforcement learning e digital twins. Não há evidência de que o domínio seja processos de desenvolvimento de software; o contexto é production scheduling em IoT/manufatura, enquadrando-se em EC1 (domínio fora de SW).",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo trata de otimização de scheduling de produção em manufatura usando reinforcement learning e digital twins. Não há evidência de que o domínio seja processos de desenvolvimento de software; o contexto é production scheduling em IoT/manufatura, enquadrando-se em EC1 (domínio fora de SW)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [""insufficient_abstract""],
  ""software_context"": ""not_software_process"",
  ""stochastic_m"
7a046f19,Rule-Based Detection of Process Conformance Violations in Application Lifecycle Management,10.1007/978-3-642-31199-4_4,2012,springer,maybe,"Título sugere conformance checking em ALM (claramente relacionado a process mining), mas abstract ausente impede confirmação de escopo específico. Pode ser genérico de BPM ou focar em processos de SW; sem resumo, não há como validar critérios de inclusão com confiança.",IC1,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere conformance checking em ALM (claramente relacionado a process mining), mas abstract ausente impede confirmação de escopo específico. Pode ser genérico de BPM ou focar em processos de SW; sem resumo, não há como validar critérios de inclusão com confiança."",
  ""matched_ic"": [""IC1""],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""software_development_proc"
3b614f91,"Simulation of software maintenance process, with and without a
work-in-process limit",10.1002/smr.1599,2013,wos,include,O artigo atende IC2 e IC3: utiliza simulação (modelagem estocástica) para modelar processos de manutenção de software e prevê métricas de processo (lead time/tempo médio de conclusão) usando dados reais de repositórios de software. Não há exclusão clara por EC.,IC2|IC3,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O artigo atende IC2 e IC3: utiliza simulação (modelagem estocástica) para modelar processos de manutenção de software e prevê métricas de processo (lead time/tempo médio de conclusão) usando dados reais de repositórios de software. Não há exclusão clara por EC."",
  ""matched_ic"": [""IC2"", ""IC3""],
  ""matched_ec"": [],
  ""evidence_tags"": [""simulation"", ""software_process"", ""repository_mining"", ""lead_time"", ""stochastic_modeling""],
  ""software_context"":"
2a336ccc,Kashvi: Process Mining Software Repositories.,,2014,snowball,maybe,"Título fortemente sugestivo de process mining em repositórios de software (alinha-se a IC1 e IC4), mas abstract ausente impede confirmação de escopo, metodologia e foco real do estudo. Requer full text para decisão final.",IC1|IC4,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título fortemente sugestivo de process mining em repositórios de software (alinha-se a IC1 e IC4), mas abstract ausente impede confirmação de escopo, metodologia e foco real do estudo. Requer full text para decisão final."",
  ""matched_ic"": [""IC1"", ""IC4""],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""repository_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""repository_mining"",
  ""stochastic_method"": ""n"
39b2cc4b,Delta Analysis: A Hybrid Quantitative Approach for Measuring Discrepancies between Business Process Models,10.1007/978-3-642-21219-2_38,2011,springer,maybe,"O título sugere foco em análise de discrepâncias entre modelos de processo de negócio (BPM genérico), mas sem abstract disponível não é possível confirmar se há aplicação específica a processos de desenvolvimento de software ou se atende aos critérios de inclusão da SLR PATHCAST. A data (2011) e venue (Hybrid AI Systems) não esclarecem o contexto de software.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título sugere foco em análise de discrepâncias entre modelos de processo de negócio (BPM genérico), mas sem abstract disponível não é possível confirmar se há aplicação específica a processos de desenvolvimento de software ou se atende aos critérios de inclusão da SLR PATHCAST. A data (2011) e venue (Hybrid AI Systems) não esclarecem o contexto de software."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""f"
1cc8eaaf,Timely Status Update in Relay-Assisted Cooperative Communications,10.1109/TVT.2023.3290164,2023,ieee,exclude,"O artigo trata de age of information (AoI) em sistemas de comunicação cooperativa com relés, usando cadeias de Markov para análise teórica. Não há qualquer conexão com processos de software, mineração de repositórios, ou desenvolvimento de software. O domínio é telecomunicações/comunicação, não engenharia de software.",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo trata de age of information (AoI) em sistemas de comunicação cooperativa com relés, usando cadeias de Markov para análise teórica. Não há qualquer conexão com processos de software, mineração de repositórios, ou desenvolvimento de software. O domínio é telecomunicações/comunicação, não engenharia de software."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic"
deabe8ae,Dynamic and&#xa0;Static Feature-Aware Microservices Decomposition via&#xa0;Graph Neural Networks,10.1007/978-3-031-40283-8_14,2023,springer,exclude,"Título focado em decomposição de microsserviços via redes neurais gráficas, sem evidência de process mining, modelagem estocástica, forecasting de métricas de processo ou mineração de repositórios. Domínio de arquitetura de software, não análise de processos de desenvolvimento. Abstract ausente impede confirmação, mas título não sugere intersecção com escopo PATHCAST.",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""Título focado em decomposição de microsserviços via redes neurais gráficas, sem evidência de process mining, modelagem estocástica, forecasting de métricas de processo ou mineração de repositórios. Domínio de arquitetura de software, não análise de processos de desenvolvimento. Abstract ausente impede confirmação, mas título não sugere intersecção com escopo PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC3""],
  ""evidence_tags"": [],
  ""softw"
f77b53fa,Extracting Connection Types in Process Models Discovered by Using From-to Chart Based Approach,10.1007/978-3-642-21332-8_9,2011,springer,maybe,"Título sugere process mining (descoberta de modelos via from-to charts), potencialmente relevante para IC1, mas abstract ausente impede avaliação conclusiva sobre aplicação a processos de SW.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere process mining (descoberta de modelos via from-to charts), potencialmente relevante para IC1, mas abstract ausente impede avaliação conclusiva sobre aplicação a processos de SW."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  "
747fc068,"A project management approach to using simulation for cost estimation on
large, complex software development projects",10.1080/10429247.2007.11431746,2007,wos,maybe,"O paper trata de simulação de processos de desenvolvimento de software para estimativa de custos e cronograma, alinhado com IC2 e IC3. Porém, o abstract está ausente/não verificado, e faltam detalhes sobre o método estocástico específico, modelo de evento (event logs) e validação em dados reais versus simulação pura.",IC2|IC3,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O paper trata de simulação de processos de desenvolvimento de software para estimativa de custos e cronograma, alinhado com IC2 e IC3. Porém, o abstract está ausente/não verificado, e faltam detalhes sobre o método estocástico específico, modelo de evento (event logs) e validação em dados reais versus simulação pura."",
  ""matched_ic"": [""IC2"", ""IC3""],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""software_process"",
    ""simulation"",
    ""stochastic"
475ebb82,Enabling Process Innovation via Deviance Mining and Predictive Monitoring,10.1007/978-3-319-14430-6_10,2015,springer,maybe,"Título sugere potencial relevância a process mining (deviance mining) e predictive monitoring em processos, mas sem abstract disponível não é possível confirmar se o contexto é software ou domínio genérico de BPM. Requer acesso ao texto completo para decisão final.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere potencial relevância a process mining (deviance mining) e predictive monitoring em processos, mas sem abstract disponível não é possível confirmar se o contexto é software ou domínio genérico de BPM. Requer acesso ao texto completo para decisão final."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""forecasting"",
    ""insufficient_abstract"",
    ""full_text_required""
  ],
  ""software_context"": "
3c05b471,The software aging and rejuvenation repository: Http://openscience.us/repo/software-aging/,10.1109/ISSREW.2015.7392054,2015,ieee,exclude,"O paper apresenta um repositório de artefatos para pesquisa em Software Aging and Rejuvenation (SAR), mas não aplica process mining, modelagem estocástica, forecasting de métricas de processo ou mineração de repositórios para descoberta/melhoria de processos de desenvolvimento de SW. Trata-se de um artigo sobre infraestrutura de pesquisa, não de aplicação de técnicas ao escopo PATHCAST.",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper apresenta um repositório de artefatos para pesquisa em Software Aging and Rejuvenation (SAR), mas não aplica process mining, modelagem estocástica, forecasting de métricas de processo ou mineração de repositórios para descoberta/melhoria de processos de desenvolvimento de SW. Trata-se de um artigo sobre infraestrutura de pesquisa, não de aplicação de técnicas ao escopo PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [
    ""EC3""
  ],
  ""e"
7161224e,Process Mining for Reliability Modeling of Manufacturing Systems with Limited Data Availability,10.1109/IOTSMS53705.2021.9704921,2021,ieee,exclude,"O artigo aplica process mining a sistemas de manufatura (ambiente de produção de drones), não a processos de desenvolvimento de software. Atende EC1 (domínio fora de SW) de forma inequívoca.",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo aplica process mining a sistemas de manufatura (ambiente de produção de drones), não a processos de desenvolvimento de software. Atende EC1 (domínio fora de SW) de forma inequívoca."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [""process_mining"", ""simulation"", ""reliability""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""simulation"",
  ""forecast_target"": ""reliability"",
  ""process_data_source"":"
9920a109,Business Process Mining for Internal Fraud Risk Reduction: Results of a Case Study,,2008,snowball,exclude,"O artigo aplica process mining a processos de fraude corporativa interna (domínio financeiro/compliance), não a processos de desenvolvimento de software. Atende IC1 (process mining com event logs), mas EC1 (domínio fora de SW) é decisivo.",IC1,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo aplica process mining a processos de fraude corporativa interna (domínio financeiro/compliance), não a processos de desenvolvimento de software. Atende IC1 (process mining com event logs), mas EC1 (domínio fora de SW) é decisivo."",
  ""matched_ic"": [""IC1""],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [""process_mining"", ""event_log""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
"
1c7727af,A Novel Precoding and Impulsive Noise Mitigation Scheme for MIMO Power Line Communication Systems,10.1109/JSYST.2018.2880962,2019,ieee,exclude,"O artigo trata de sistemas de comunicação por linha de potência (PLC) e não aborda processos de software, process mining, modelagem estocástica de processos de desenvolvimento de software ou forecasting de métricas de processo de SW. O domínio é telecomunicações/infraestrutura de rede, não engenharia de software.",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo trata de sistemas de comunicação por linha de potência (PLC) e não aborda processos de software, process mining, modelagem estocástica de processos de desenvolvimento de software ou forecasting de métricas de processo de SW. O domínio é telecomunicações/infraestrutura de rede, não engenharia de software."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_meth"
c5cba902,Detecting Semantic Code Clones by Building AST-based Markov Chains Model,10.1145/3551349.3560426,2022,wos,exclude,"Embora o paper use Markov chains (método estocástico), aplica-o a detecção de clones de código, não a modelagem ou forecasting de processos de desenvolvimento de software. O foco é em análise estática de código (AST), não em event logs, repositórios ou características de processo de SW.",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""Embora o paper use Markov chains (método estocástico), aplica-o a detecção de clones de código, não a modelagem ou forecasting de processos de desenvolvimento de software. O foco é em análise estática de código (AST), não em event logs, repositórios ou características de processo de SW."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC3""],
  ""evidence_tags"": [""markov""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""markov_chain"""
4eb711b5,Research on Optimization Model of Supply Chain Robot Task Allocation Based on Genetic Algorithm and Software Practice,10.1109/ICDSCA67083.2025.11350243,2025,ieee,exclude,"O artigo trata otimização de alocação de tarefas em robôs de cadeia de suprimentos usando algoritmos genéticos e PSO. Não há evidência de aplicação a processos de desenvolvimento de software, process mining, modelagem estocástica de processos de SW, ou forecasting de métricas de processo de SW. O domínio é manufatura/logística, não engenharia de software.",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo trata otimização de alocação de tarefas em robôs de cadeia de suprimentos usando algoritmos genéticos e PSO. Não há evidência de aplicação a processos de desenvolvimento de software, process mining, modelagem estocástica de processos de SW, ou forecasting de métricas de processo de SW. O domínio é manufatura/logística, não engenharia de software."",
  ""matched_ic"": [],
  ""matched_ec"": [
    ""EC1""
  ],
  ""evidence_tags"": [],
  ""software_c"
e8b038dd,Using Event Logs for Local Correction of Process Models,10.3103/S0146411617070306,2017,springer,maybe,"Título sugere process mining (correção de modelos usando event logs), potencialmente relevante a IC1, mas abstract ausente impede avaliação confiável do escopo (pode ser BPM genérico ou SW-específico). Venue (Automatic Control and Computer Sciences) é ambígua quanto a domínio de aplicação.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere process mining (correção de modelos usando event logs), potencialmente relevante a IC1, mas abstract ausente impede avaliação confiável do escopo (pode ser BPM genérico ou SW-específico). Venue (Automatic Control and Computer Sciences) é ambígua quanto a domínio de aplicação."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""event_log"",
    ""insufficient_abstract"",
    ""full_text_required""
  ],"
b95ec0b1,Impact of unrealistic worst case modeling on the performance of VLSI circuits in deep submicron CMOS technologies,10.1109/66.806116,1999,ieee,exclude,"O artigo trata de variabilidade em circuitos VLSI e tecnologias CMOS, um domínio de engenharia de hardware/manufatura de semicondutores. Não há qualquer conexão com processos de desenvolvimento de software, process mining, modelagem estocástica de processos de SW, ou forecasting em contexto de engenharia de software.",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo trata de variabilidade em circuitos VLSI e tecnologias CMOS, um domínio de engenharia de hardware/manufatura de semicondutores. Não há qualquer conexão com processos de desenvolvimento de software, process mining, modelagem estocástica de processos de SW, ou forecasting em contexto de engenharia de software."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_"
537acd6a,Kahn Process Networks and a Reactive Extension,10.1007/978-3-319-91734-4_24,2019,springer,exclude,"O título refere-se a Kahn Process Networks, um modelo computacional teórico de processamento de sinais, sem evidência de aplicação a processos de software ou engenharia de software. Ausência de abstract impede verificação de relevância, mas o contexto (handbook de sistemas de processamento de sinais) e terminologia indicam domínio fora de SE. Atende EC1 (domínio fora de SW).",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título refere-se a Kahn Process Networks, um modelo computacional teórico de processamento de sinais, sem evidência de aplicação a processos de software ou engenharia de software. Ausência de abstract impede verificação de relevância, mas o contexto (handbook de sistemas de processamento de sinais) e terminologia indicam domínio fora de SE. Atende EC1 (domínio fora de SW)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [],
 "
b402d592,Mining program workflow from interleaved traces,10.1145/1835804.1835883,2010,snowball,include,"O paper propõe um algoritmo de process mining para descobrir workflows de programas a partir de event traces, atendendo claramente IC1 (process mining aplicado a artefatos de SW—event logs de execução). Embora focado em descoberta de workflows e não em forecasting, aplica técnicas de workflow mining a dados de eventos de sistemas de software.",IC1,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O paper propõe um algoritmo de process mining para descobrir workflows de programas a partir de event traces, atendendo claramente IC1 (process mining aplicado a artefatos de SW—event logs de execução). Embora focado em descoberta de workflows e não em forecasting, aplica técnicas de workflow mining a dados de eventos de sistemas de software."",
  ""matched_ic"": [""IC1""],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""event_log"
6e4114dc,"Using empirical knowledge from, replicated experiments for software
process simulation:: A practical example",10.1109/ISESE.2003.1237961,2003,wos,include,"O paper atende IC2 ao usar simulação (técnica estocástica) para modelar um processo de software (inspeção de requisitos), calibrado com dados empíricos de experimentos. A avaliação do impacto no desenvolvimento de software e suporte à decisão de processos caracterizam claramente um estudo sobre modelagem estocástica em processos de SW.",IC2,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O paper atende IC2 ao usar simulação (técnica estocástica) para modelar um processo de software (inspeção de requisitos), calibrado com dados empíricos de experimentos. A avaliação do impacto no desenvolvimento de software e suporte à decisão de processos caracterizam claramente um estudo sobre modelagem estocástica em processos de SW."",
  ""matched_ic"": [""IC2""],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""stochastic_modeling"",
    ""simulation"""
4a3ba436,MIRD Pamphlet No. 21: A Generalized Schema for Radiopharmaceutical Dosimetry—Standardization of Nomenclature,10.2967/jnumed.108.056036,2009,snowball,exclude,"Paper sobre dosimetria radiofarmacêutica e proteção radiológica em medicina nuclear. Não aborda process mining, modelagem estocástica de processos de software, forecasting de métricas de processo de SW, ou mineração de repositórios de desenvolvimento. Domínio claramente fora de engenharia de software (EC1 - saúde/medicina).",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""Paper sobre dosimetria radiofarmacêutica e proteção radiológica em medicina nuclear. Não aborda process mining, modelagem estocástica de processos de software, forecasting de métricas de processo de SW, ou mineração de repositórios de desenvolvimento. Domínio claramente fora de engenharia de software (EC1 - saúde/medicina)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stoc"
c2f3e2a3,Business Process Deviance Mining,10.1007/978-3-319-63962-8_100-1,2018,springer,maybe,"O título 'Business Process Deviance Mining' sugere forte alinhamento com process mining (IC1), mas sem abstract disponível não é possível confirmar se se aplica especificamente a processos de software ou se é genérico de BPM. A entrada em encyclopedia indica conteúdo descritivo/tutorial que pode ou não abordar domínio de SE.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título 'Business Process Deviance Mining' sugere forte alinhamento com process mining (IC1), mas sem abstract disponível não é possível confirmar se se aplica especificamente a processos de software ou se é genérico de BPM. A entrada em encyclopedia indica conteúdo descritivo/tutorial que pode ou não abordar domínio de SE."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""insufficient_abstract"",
    ""full_"
055f22f4,Blockchain technology and software engineering practices: a systematic review of literature using topic modelling approach,10.1007/s13198-022-01823-x,2023,springer,exclude,"O título sugere revisão sistemática sobre blockchain e práticas de engenharia de software, mas sem abstract disponível não há evidência de alinhamento com o escopo PATHCAST (process mining, modelagem estocástica, forecasting em processos de SW). Aplicação de topic modelling a blockchain é improvável de atender critérios IC1-IC4.",,EC4,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título sugere revisão sistemática sobre blockchain e práticas de engenharia de software, mas sem abstract disponível não há evidência de alinhamento com o escopo PATHCAST (process mining, modelagem estocástica, forecasting em processos de SW). Aplicação de topic modelling a blockchain é improvável de atender critérios IC1-IC4."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC4""],
  ""evidence_tags"": [""insufficient_abstract""],
  ""software_context"": ""un"
0b80469e,A Review of Prominent Work on Agile Processes Software Process Improvement and Process Tailoring Practices,10.1007/978-3-642-22203-0_49,2011,springer,maybe,"Título sugere revisão sobre processos ágeis e melhoria de processos de SW, potencialmente relevante para IC4 (mineração e melhoria de modelos de processo). Porém, abstract ausente impede confirmação de escopo específico (process mining, modelagem estocástica, forecasting). Classificação como secondary review (SLR/survey) requer verificação de EC4.",,EC4,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere revisão sobre processos ágeis e melhoria de processos de SW, potencialmente relevante para IC4 (mineração e melhoria de modelos de processo). Porém, abstract ausente impede confirmação de escopo específico (process mining, modelagem estocástica, forecasting). Classificação como secondary review (SLR/survey) requer verificação de EC4."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC4""],
  ""evidence_tags"": [""insufficient_abstract"", ""full_tex"
a26385f8,"Non-distracting, Continuous Collection of Software Development Process Data",10.1007/978-3-319-64161-4_13,2018,springer,maybe,"O título sugere relevância potencial para coleta de dados de processos de desenvolvimento de SW (IC4 – mineração de repositórios/process data), mas a ausência de abstract impede avaliação confiável do escopo, métodos e aplicabilidade exata aos critérios de inclusão. Recomenda-se análise de texto completo.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título sugere relevância potencial para coleta de dados de processos de desenvolvimento de SW (IC4 – mineração de repositórios/process data), mas a ausência de abstract impede avaliação confiável do escopo, métodos e aplicabilidade exata aos critérios de inclusão. Recomenda-se análise de texto completo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""software_process"", ""insufficient_abstract"", ""full_text_required""],
  ""software_co"
17fb91ea,ARA-RCIV: Identifying Reliability-Critical Input Vectors of Logic Circuits Based on the Association Rules Analysis Approach,10.1109/TCAD.2024.3372461,2024,ieee,exclude,"O artigo trata de confiabilidade de circuitos lógicos (hardware), não de processos de desenvolvimento de software. A aplicação de Monte Carlo é em contexto de engenharia de circuitos, não em process mining ou modelagem de processos de SW. Nenhum critério de inclusão (IC1-IC4) é atendido.",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo trata de confiabilidade de circuitos lógicos (hardware), não de processos de desenvolvimento de software. A aplicação de Monte Carlo é em contexto de engenharia de circuitos, não em process mining ou modelagem de processos de SW. Nenhum critério de inclusão (IC1-IC4) é atendido."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [""monte_carlo""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""monte_c"
a46e9b0b,"OpenWorkFlow-Development of an open-source synthesis-platform for safety
investigations in the site selection process",10.1007/s00767-024-00566-9,2024,wos,exclude,"O paper descreve uma plataforma de simulação para investigações de segurança em seleção de sítios para depósito de resíduos nucleares. Não trata de processos de desenvolvimento de software, nem aplica process mining, modelagem estocástica ou forecasting a artefatos ou processos de SW. O domínio é geotécnico/nuclear, não engenharia de software.",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper descreve uma plataforma de simulação para investigações de segurança em seleção de sítios para depósito de resíduos nucleares. Não trata de processos de desenvolvimento de software, nem aplica process mining, modelagem estocástica ou forecasting a artefatos ou processos de SW. O domínio é geotécnico/nuclear, não engenharia de software."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [],
  ""software_context"": ""not_softwa"
df095a82,Finding Suitable Activity Clusters for Decomposed Process Discovery,10.1007/978-3-319-27243-6_2,2015,springer,maybe,"Título fortemente relevante para process mining (descoberta de processos), mas abstract ausente impede confirmação de aplicação a SW. Não há evidência clara de exclusão, mas também não há confirmação de inclusão em contexto de desenvolvimento de software.",IC1,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título fortemente relevante para process mining (descoberta de processos), mas abstract ausente impede confirmação de aplicação a SW. Não há evidência clara de exclusão, mas também não há confirmação de inclusão em contexto de desenvolvimento de software."",
  ""matched_ic"": [""IC1""],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"""
2c9cc853,MAC Protocol Design for Spectrum-agile Wireless Networks: Stochastic Control Approach,10.1109/dyspan.2007.65,2007,snowball,exclude,"O artigo trata de protocolos de controle de acesso ao meio (MAC) em redes sem fio, não de processos de desenvolvimento de software. Não há evidência de aplicação a process mining, modelagem estocástica de processos de SW, ou forecasting em processos de desenvolvimento.",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo trata de protocolos de controle de acesso ao meio (MAC) em redes sem fio, não de processos de desenvolvimento de software. Não há evidência de aplicação a process mining, modelagem estocástica de processos de SW, ou forecasting em processos de desenvolvimento."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  """
