internal_id,title,doi,year,source_db,source_query_id,source_query_label,ta_decision,ft_decision,ft_rationale,ft_matched_ic,ft_matched_ec,ft_screened_by
ad250ae5,Unsupervised discovery of intentional process models from event logs,10.1145/2597073.2597101,2014,scopus,scopus_principal,Principal,maybe,include,"O paper apresenta Map Miner Method (MMM), uma abordagem que usa Hidden Markov Models para minerar event logs de atividades de usuários em processos de software (caso de estudo: uso da plataforma Eclipse). Atende claramente IC1 (process mining em SW) ao aplicar técnicas de descoberta de modelos de processo a artefatos de software. Não há EC aplicável: o domínio é claramente engenharia de software, a modelagem é orientada ao processo (não apenas ferramenta), e a avaliação ocorre em contexto real d",IC1,,llm
f6edde4a,Rate-based queueing simulation model of open source software debugging activities,10.1109/TSE.2014.2354032,2014,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),maybe,include,"O paper propõe um framework de simulação com filas (rate-based queueing simulation) para modelar atividades de debugging em projetos OSS, caracterizando e modelando processos de desenvolvimento de software. Atende IC2 ao usar modelagem estocástica (queueing theory) para representar processos de SW (debugging), com validação empírica em dados reais de Apache e GNOME. Nenhum critério de exclusão se aplica.",IC2,,llm
932f2a18,"Process mining support for Capability Maturity Model Integration-based software process assessment, in principle and in practice",10.1002/smr.1645,2014,scopus,scopus_principal,Principal,maybe,include,"O paper aplica process mining a processos de software reais (change control process) em contexto industrial, utilizando técnicas de PM para descoberta e análise de processos de desenvolvimento de software, atendendo claramente IC1. Não há critérios de exclusão aplicáveis — o domínio é SW, o PM é aplicado ao processo de SW (não como ferramenta auxiliar), e há avaliação empírica em caso de estudo.",IC1,,llm
6fd30d7e,Process Mining Software Repositories from Student Projects in an Undergraduate Software Engineering Course,10.1145/2591062.2591152,2014,acm,acm_principal,ACM Principal,maybe,include,"O artigo claramente aplica process mining (descoberta, análise de event logs, métricas e visualizações) a artefatos de repositórios de software (wiki, VCS, issue tracking) em contexto educacional de desenvolvimento de software, atendendo IC1 e IC4. Nenhum critério de exclusão se aplica — o software é o objeto de estudo (processo de desenvolvimento), não ferramenta.",IC1|IC4,,llm
3231578f,Process Mining Multiple Repositories for Software Defect Resolution from Control and Organizational Perspective,10.1145/2597073.2597081,2014,acm,acm_principal,ACM Principal,maybe,include,"O paper aplica explicitamente process mining (descoberta de modelo de processo com Disco) a três repositórios de software (ITS, PCR, VCS) para análise de processo de resolução de defeitos, atendendo IC1 de forma clara e inequívoca. O resumo descreve detalhadamente a extração de event logs, descoberta de modelo de processo runtime, análise de controle de fluxo e análise organizacional — componentes centrais de process mining aplicado a artefatos de SW. Nenhum critério de exclusão se aplica.",IC1,,llm
1de657c1,Process Cube for Software Defect Resolution,10.1109/APSEC.2014.45,2014,ieee,ieee_manual_01,IEEE Manual 01,include,include,"O artigo aplica claramente process mining (descoberta de processos, análise de perspectivas de controle de fluxo, tempo e conformance) a artefatos de software (Issue Tracking System, Peer Code Review System, Version Control System) para analisar e comparar o processo de resolução de defeitos em software. Introduz o conceito de process cube como extensão de process mining e demonstra a solução em um caso de estudo real (Google Chromium). Atende IC1 (process mining em software) e IC4 (mineração de",IC1|IC4,,llm
1363926c,Predicting release time based on Generalized Software Reliability Model (GSRM),10.1109/COMPSAC.2014.86,2014,scopus,scopus_principal,Principal,maybe,include,"O paper propõe um modelo estocástico generalizado (GSRM) baseado em processo estocástico para prever datas de release e crescimento de falhas (issues) em OSS. Atende IC2 (modelagem estocástica em processos de SW) e IC3 (forecasting de métricas de processo, especificamente release time). O uso de modelo de confiabilidade estocástico aplicado a repositórios OSS (minera dados de issues/releases) alinha-se ao escopo PATHCAST.",IC2|IC3,,llm
d1ed6154,"Nirikshan: Process Mining Software Repositories to Identify Inefficiencies, Imperfections, and Enhance Existing Process Capabilities",10.1145/2591062.2591080,2014,acm,acm_principal,ACM Principal,maybe,include,"O resumo confirma claramente a aplicação de process mining (descoberta, conformance checking, análise de performance) em repositórios de software (issue tracking, code review), atendendo IC1 e IC4. O trabalho propõe extrair mapas de processos, identificar ineficiências e imperfecções nos processos de desenvolvimento de SW, sem EC decisivo.",IC1|IC4,,llm
829f8c13,"Nirikshan: Mining Bug Report History for Discovering Process Maps, Inefficiencies and Inconsistencies",10.1145/2590748.2590749,2014,acm,acm_principal,ACM Principal,maybe,include,"O paper aplica explicitamente técnicas de process mining (descoberta de processo, análise de desempenho, conformance checking) a artefatos de software (bug report history de Bugzilla), descobrindo process maps, ineficiências e inconsistências em processos de issue management. Atende claramente IC1 (Process Mining em Software) e IC4 (Mineração de Repositórios para Processo), sem evidência de critérios de exclusão.",IC1|IC4,,llm
e58074e0,Applied process mining in software development,10.1109/SACI.2014.6840098,2014,ieee,ieee_manual_01,IEEE Manual 01,include,include,"O artigo aplica process mining (ProM Framework) a event logs de um processo real de desenvolvimento de software (incident records de um release), extraindo modelos de processo, redes organizacionais e informações estatísticas. Atende claramente IC1 (Process Mining em Software: descoberta de processo em artefatos de SW através de event logs). Nenhum critério de exclusão se aplica.",IC1,,llm
c9cdb64d,A process mining approach in Software Development and Testing Process: A case study,,2014,scopus,scopus_principal,Principal,maybe,include,"O paper descreve um case study que aplica process mining (mineração de processos) explicitamente a logs de eventos de um processo real de desenvolvimento e testes de software em uma empresa, usando o framework ProM e algoritmos de mineração (Alpha, Heuristic Mining, Social Network). Atende claramente IC1 — process mining aplicado a artefatos/processos de SW.",IC1,,llm_pdf
e454d548,An integrated infrastructure using process mining techniques for software process verification,10.4018/978-1-4666-4667-4.ch014,2013,scopus,scopus_principal,Principal,maybe,include,"O resumo confirma claramente IC1: aplica process mining (algoritmos de PM) para verificação de processos de software reais (bug management, task management, defect management) através de dados de processo (event logs), com desenvolvimento de ferramenta específica (plugin EPF Composer) e validação em 3 casos de estudo em empresa real. Nenhum EC é decisivo.",IC1,,llm
ceec0a17,Process conformance using CSP,10.1145/2134254.2134278,2012,scopus,scopus_principal,Principal,maybe,include,"O paper trata explicitamente de process conformance checking usando event logs (observações) comparadas contra um modelo de referência (business process). Isso se alinha claramente com IC1 (process mining — conformance checking é uma atividade central de process mining). O contexto é sistemas de informação conscientes de processos em engenharia de software (ISEC 2012), e o método usa CSP/FDR para análise automatizada, indicando avaliação técnica. Nenhum EC se aplica decisivamente.",IC1,,llm
9a84a55d,Improving event correlation for non-process aware information systems,,2012,scopus,scopus_principal,Principal,maybe,include,"O paper aplica process mining (descoberta de processos de negócio) a sistemas não process-aware através de coleta e correlação de eventos em logs, adaptando algoritmos para extrair event logs de sistemas tradicionais. Atende IC1 (Process Mining em Software) ao instrumentar código-fonte para coletar eventos e descobrir padrões de execução, com validação em caso de uso prático.",IC1,,llm
ae20e68e,Egidio: A non-invasive approach for synthesizing organizational models,10.1109/ICSE.2012.6227062,2012,scopus,scopus_principal,Principal,maybe,include,"O paper propõe Egidio, uma ferramenta que minera processos e modelos organizacionais a partir de dados coletados de forma não-invasiva em uma empresa de software, respondendo às questões-chave de processo (what, how, where, who, when, why). Atende claramente IC1 (Process Mining em Software) ao aplicar técnicas de process mining para descobrir processos de desenvolvimento de software a partir de dados coletados em artefatos organizacionais, sem critérios de exclusão decisivos.",IC1,,llm
326da20f,A stochastic simulation model for risk management process,10.1109/APSEC.2012.12,2012,scopus,scopus_principal,Principal,maybe,include,"O resumo confirma modelagem estocástica (IC2) aplicada explicitamente a 'software project risk management process', com construção de simulador e validação. Embora foque em gestão de risco (subdomínio de processos de SW), não se encaixa em EC1 (domínio fora de SW) pois o contexto é claramente engenharia de software/gerenciamento de projetos de software. O artigo atende IC2: 'usa Markov, Monte Carlo, Petri nets estocásticas, ou matrizes de transição para modelar processos de desenvolvimento de SW",IC2,,llm
9249c6bb,A CSP-Theoretic framework of checking conformance of business processes,10.1109/APSEC.2012.110,2012,scopus,scopus_principal,Principal,maybe,include,"O paper aborda conformance checking em event logs comparados com modelos de processo de referência, aplicando CSP para análise automatizada. Atende IC1 (process mining — conformance checking aplicado a logs de eventos), com métricas de fitness e closeness que são técnicas padrão em process mining. Embora o domínio não seja explicitamente SW no resumo, a venue (APSEC) e o contexto de 'business processes' em conferência de engenharia de software sugerem aplicação a processos de desenvolvimento de ",IC1,,llm
d098c91d,Using process mining in software development process management: A case study,10.1109/ICSMC.2011.6083858,2011,ieee,ieee_manual_01,IEEE Manual 01,include,include,"O paper aplica process mining (conformance checking) diretamente a processos de desenvolvimento de software com avaliação prática em event logs reais de 5 anos de uma organização de SW, confirmando claramente IC1. Nenhum critério de exclusão se aplica — o domínio é SW, a aplicação não é meramente ferramental, e há avaliação concreta.",IC1,,llm
c24db118,Toward objective software process information: Experiences from a case study,10.1007/s11219-010-9105-8,2011,scopus,scopus_principal,Principal,maybe,include,O paper claramente apresenta um caso de estudo de process mining aplicado a processos de software (especificamente o processo de Change Control Board em uma empresa industrial). Atende IC1 (process mining em software) pela extração de modelos de processo a partir de dados de projetos de desenvolvimento e análise de processos reais versus processos oficiais. Não há evidência de EC aplicável.,IC1,,llm
c7682ec2,Software process discovery using link analysis,10.1109/ICCSN.2011.6014218,2011,ieee,ieee_manual_01,IEEE Manual 01,include,include,"O paper aplica process discovery (descoberta de processos) a repositórios de software (FreeBSD), mapeando artefatos para atividades de processo e analisando o fluxo de controle do desenvolvimento. Atende claramente IC1 (process mining aplicado a artefatos de SW) e IC4 (mineração de repositórios para descobrir modelos de processo de SW). Nenhum critério de exclusão se aplica.",IC1|IC4,,llm
c517c93f,Process Mining Software Repositories,10.1109/CSMR.2011.5,2011,ieee,ieee_manual_01,IEEE Manual 01,include,include,"O artigo aplica process mining técnicas (descoberta de processos) diretamente a repositórios de software (VCS, bug trackers, mail archives) para analisar processos de desenvolvimento de software, implementando a abordagem em FRASR. Atende claramente IC1 (process mining em software com event logs de repositórios) e IC4 (mineração de repositórios para descoberta de modelos de processo). Nenhum critério de exclusão se aplica.",IC1|IC4,,llm
51b4ae2b,Performance Evaluation of Software Development Teams: A Practical Case Study,10.1016/j.entcs.2011.09.006,2011,scopus,scopus_principal,Principal,maybe,include,"O paper aplica Stochastic Automata Networks (SAN) para modelar e prever o desempenho de times de desenvolvimento de software, atendendo IC2 (modelagem estocástica em processos de SW). O estudo usa o modelo para fazer predições sobre métricas de desempenho e valida contra observações reais do projeto, alinhado também a IC3 (forecasting de métricas de processo). Não há EC decisivo — o domínio é exclusivamente engenharia de software (times de desenvolvimento), e o SW é o objeto do processo estudado",IC2|IC3,,llm
84315802,Monte Carlo simulation based estimations: Case from a global outsourcing company,10.1109/ITMC.2011.5996034,2011,scopus,scopus_principal,Principal,maybe,include,"O resumo confirma claramente IC2: desenvolve notações e modelos estocásticos (Markov implícito em simulação Monte Carlo) para representar variações em processos de engenharia de software, e constrói ferramenta de simulação Monte Carlo testada em organização de desenvolvimento de software. Aplicação concreta a processos de desenvolvimento (fases do ciclo de vida de projetos de software) sem EC decisivo.",IC2,,llm
917d9592,Follow-the-sun methodology in a stochastic modeling perspective,10.1109/ICGSE-W.2011.26,2011,scopus,scopus_principal,Principal,maybe,include,"O paper aplica modelagem estocástica (IC2) explicitamente a processos de desenvolvimento de software distribuído (Follow-the-Sun), com objetivo de mapear características do processo a modelos estocásticos para prever índices de desempenho (disponibilidade, avaliação de risco). Atende IC2 — modelagem estocástica em processos de SW — sem aplicação de EC.",IC2,,llm
f449ac41,Conformance checking of software development processes through process mining,,2011,scopus,scopus_principal,Principal,include,include,"O título explicita claramente 'conformance checking' e 'process mining' em 'software development processes', atendendo IC1. Contudo, o resumo está ausente, impossibilitando verificação rigorosa do escopo, metodologia e se algum EC se aplica. A conferência (SEKE 2011) é repositório confiável, e o título sugere forte relevância marginal. Texto completo é necessário para confirmar inclusão na fase 2. Decisão manual por título inequívoco.",IC1,,manual
4316248d,Conformance analysis on software development: An experience with process mining,10.1504/IJBPIM.2011.040203,2011,scopus,scopus_principal,Principal,maybe,include,"O resumo confirma claramente IC1: aplica process mining (conformance analysis, event logs) a artefatos e processos de desenvolvimento de software (activity records de um projeto de software maintenance). Não há evidência de EC decisivo — o estudo é específico de SW development, não genérico BPM.",IC1,,llm
266210a7,A simulation model for process-centered software engineering environments using sensitivity analysis,10.1109/WEIT.2011.21,2011,scopus,scopus_principal,Principal,maybe,include,"O resumo confirma explicitamente a implementação de um modelo de simulação integrado a um ambiente de engenharia de software centrado em processos, com capacidade de manipular dados de forma determinística ou estocástica. A abordagem usa dados reais de um estudo de caso e análise de sensibilidade para identificar variáveis de impacto, alinhando-se diretamente com IC2 (modelagem estocástica em processos de SW). Não há evidências de EC aplicáveis.",IC2,,llm
c113bf1b,Software Process Recovery: Recovering Process from Artifacts,10.1109/WCRE.2010.46,2010,ieee,ieee_manual_01,IEEE Manual 01,include,include,"O artigo aborda diretamente a recuperação de processos de desenvolvimento de software a partir de artefatos (VCS, bug trackers, mailing lists) usando técnicas de análise e machine learning. Atende claramente IC1 (process mining em software — análise de artefatos para descoberta de processo) e IC4 (mineração de repositórios para descobrir modelos de processo de SW). Nenhum critério de exclusão se aplica.",IC1|IC4,,llm
a222ef2c,Foundations for Event-Based Process Analysis in Heterogeneous Software Engineering Environments,10.1109/SEAA.2010.52,2010,ieee,ieee_manual_01,IEEE Manual 01,include,include,"O paper apresenta uma abordagem explícita para análise de processos baseada em eventos (event-based process analysis) aplicada a processos de engenharia de software, integrando dados de múltiplas ferramentas de desenvolvimento. Atende claramente IC1 (análise de event logs de processos de SW para monitoramento e melhoria) e IC4 (mineração de dados de repositórios/ferramentas de engenharia para descobrir e comparar modelos de processo). Não há evidência de EC aplicáveis.",IC1|IC4,,llm
ba2ff831,A stochastic model for optimizing the patching time of software bugs,,2010,scopus,scopus_principal,Principal,maybe,include,"O paper propõe um modelo estocástico (stochastic renewal model) para otimizar o tempo de correção de bugs em software, alinhando-se claramente com IC2 (modelagem estocástica em processos de SW). O trabalho modela o ciclo de vida do bug e utiliza dados de vulnerabilidades reais (Nimda, Debian) para validar o modelo, demonstrando aplicação prática a processos de SW. Nenhum critério de exclusão é decisivo.",IC2,,llm_pdf
ddeca0e6,Using process mining metrics to measure noisy process fidelity,10.14236/ewic/ease2009.16,2009,scopus,scopus_principal,Principal,maybe,include,"O artigo aplica métricas de conformance de process mining (Rozinat e Aalst) a event logs de um processo real de desenvolvimento de software (Extreme Programming), medindo a fidelidade entre o processo executado e o modelo prescritivo. Atende claramente IC1 (process mining em software — conformance analysis em artefatos/eventos de SW) sem violar critérios de exclusão.",IC1,,llm
fcc830f6,Software development of a globally distributed multicomponent project: A theoretical model and simulations,10.1080/1097198X.2009.10856496,2009,scopus,scopus_principal,Principal,maybe,include,"O paper atende IC2 (Modelagem Estocástica em Processos de SW): utiliza funções de produção empíricas, distribuições estocásticas e simulações Monte Carlo para modelar a dinâmica de projetos distribuídos de desenvolvimento de software, comparando predições com dados observacionais reais de projetos industriais. Não há EC decisivo aplicável.",IC2,,llm
e856dbe4,Mining objective process metrics from repository data,,2009,scopus,scopus_principal,Principal,maybe,include,"O resumo confirma claramente IC1 e IC4: extrai métricas de processo de software a partir de repositórios (bug tracker e configuration management event log), analisando o processo em si (não artefatos/desenvolvedores). Minera dados reais de repositórios para descobrir e visualizar processos de desenvolvimento de software. Nenhum EC se aplica.",IC1|IC4,,llm
ee5ccaa2,Discovering changes of the change control board process during a software development project using process mining,10.1007/978-3-642-04133-4_11,2009,scopus,scopus_principal,Principal,include,include,"O título e resumo deixam claro que o paper aplica process mining techniques para descobrir o Change Control Board process em um projeto de desenvolvimento de software, atendendo explicitamente IC1. O contexto é de avaliação e melhoria de processos de software baseado em análise de deviações entre modelo prescrito e prática real, sem indicadores de exclusão.",IC1,,llm
917f238d,Applicability of Process Discovery Algorithms for Software Organizations,10.1109/SEAA.2009.87,2009,ieee,ieee_manual_01,IEEE Manual 01,include,include,"O paper apresenta um case study aplicando explicitamente algoritmos de process discovery e process mining para modelar processos de desenvolvimento de software em organizações, comparando modelos descobertos com processos reais. Atende claramente IC1 (Process Mining em Software: aplica process mining/process discovery a processos de SW) sem evidência de EC decisivos. A aplicação é direta a artefatos/processos de engenharia de software, não a outro domínio.",IC1,,llm
7e6b3f9f,Uma Experiência em Mineração de Processos de Manutenção de Software,10.1145/1809980.1810047,2008,acm,acm_principal,ACM Principal,maybe,include,"O resumo confirma claramente IC1: aplica process mining a artefatos/processos de software (manutenção de software), utilizando event logs de sistemas de suporte à decisão e métricas de software. O trabalho é um estudo de caso explorató rio em contexto real de operação de software, sem indicadores de exclusão.",IC1,,llm
40bc718e,Probabilistic analysis of process economics,10.1002/spip.362,2008,scopus,scopus_fronteira,Fronteira (Stochastic + PM + SE),maybe,include,"O paper aplica explicitamente cadeias de Markov absorventes (modelagem estocástica) para analisar processos de desenvolvimento de software, permitindo prever impacto de variações nos processos sobre esforço e duração de projetos. Atende IC2 (modelagem estocástica em processos de SW) com clareza, sem incidência de EC.",IC2,,llm
0fcd5ece,A method for stochastic modeling the software development process in constrained resource environments,10.1109/SIEDS.2008.4559698,2008,scopus,scopus_fronteira,Fronteira (Stochastic + PM + SE),maybe,include,"O resumo confirma claramente IC2: apresenta método de modelagem estocástica (Monte Carlo simulation) aplicado especificamente a processos de desenvolvimento de software (software development process), com objetivo de diagnóstico e melhoria de processo. Não há EC aplicável — software é o domínio sendo estudado, não ferramenta.",IC2,,llm
e9a40e7a,The economic impact of software process variations,10.1007/978-3-540-72426-1_22,2007,scopus,scopus_fronteira,Fronteira (Stochastic + PM + SE),maybe,include,O paper atende IC2 (modelagem estocástica em processos de SW): utiliza absorbing Markov chains para modelar variações de processos de desenvolvimento de software e predizer impacto econômico de mudanças de processo (teste isolado) em esforço e duração em contexto real (BMW). Não há EC aplicável.,IC2,,llm
d7b22f54,Quantitative analysis of value-based software processes using decision-based stochastic object petri-nets,10.1109/APSEC.2007.78,2007,scopus,scopus_principal,Principal,maybe,include,"O resumo confirma claramente IC2: propõe Decision-Based Stochastic Object Petri Nets (DB-SOPN) para modelagem quantitativa de processos de software baseados em valor (VBSP), combinando teoria estocástica com Petri nets para análise de processos de desenvolvimento de software. A aplicação a processos de SW é explícita (software process lifecycle, stakeholder perspectives, policy comparison). Nenhum EC se aplica.",IC2,,llm
3ddbfd94,Process mining framework for software processes,10.1007/978-3-540-72426-1_15,2007,scopus,scopus_principal,Principal,maybe,include,"O resumo confirma explicitamente a aplicação de process mining a artefatos de software (SCM systems, commits, documentos), atendendo IC1 de forma clara. O paper apresenta um framework e abordagem algorítmica para descobrir e analisar modelos de processo de software a partir de dados de SCM, sem evidência de critérios de exclusão.",IC1,,llm
ae4f4926,Modeling uncertainties involved with software development with a stochastic Petri net,10.1111/j.1468-0394.2006.00411.x,2006,scopus,scopus_principal,Principal,maybe,include,"O paper atende claramente IC2 — propõe uma abordagem de modelagem estocástica (Petri nets estocásticas generalizadas + algoritmo de Markov) aplicada explicitamente ao processo de desenvolvimento de software para gestão de incertezas e riscos. Demonstra o modelo com caso real, confirmando aplicação concreta. Nenhum critério de exclusão se aplica.",IC2,,llm
2c280053,"Experiences in discovering, modeling, and reenacting open source software development processes",10.1007/11608035_36,2006,scopus,scopus_principal,Principal,maybe,include,"O paper apresenta uma abordagem para descoberta, modelagem e simulação de processos de desenvolvimento de software em projetos OSSD, analisando artefatos públicos (código, mensagens, páginas Web) e padrões de atualização. Isso claramente atende IC1 (Process Mining em Software — análise de artefatos de SW para descobrir workflows) e IC4 (Mineração de Repositórios para Processo — extração de repositórios públicos para descobrir modelos de processo de desenvolvimento de software). Não há EC decisiv",IC1|IC4,,llm_pdf
be942093,"Discovering, modeling, and re-enacting open source software development processes: A case study",10.1142/9789812774460_0001,2006,scopus,scopus_principal,Principal,maybe,include,"O paper apresenta claramente descoberta e modelagem de processos de software em projetos OSS (NetBeans), utilizando análise de artefatos, event logs e padrões de repositório. Atende IC1 (process mining em software) ao analisar estrutura, padrões de atualização e comunicação em espaços web de informação do projeto. Não há indicadores de exclusão decisivos.",IC1,,llm_pdf
cdf1f104,An exploratory study of process enactment as input to software process improvement,10.1145/1137702.1137711,2006,scopus,scopus_principal,Principal,maybe,include,"O paper aborda explicitamente process mining em artefatos de execução de software (IC1: 'mining project enactment data' e 'process model recovery'), com metodologia aplicada a uma organização real e objetivo claro de melhoria de processo de desenvolvimento (IC4). Não há evidência de exclusão decisiva.",IC1|IC4,,llm
df3ad75a,A Systematic Approach to Process Enactment Analysis as Input to Software Process Improvement or Tailoring,10.1109/APSEC.2006.14,2006,ieee,ieee_manual_01,IEEE Manual 01,include,include,O paper apresenta um método sistemático de mineração de dados de enactment de projetos de software para recuperar modelos de processo reais e compará-los com processos predefinidos. Atende claramente IC1 (process mining aplicado a artefatos e dados de software para descoberta de processo) e IC4 (mineração de dados de projeto para descobrir e melhorar modelos de processo de desenvolvimento). Nenhum critério de exclusão se aplica.,IC1|IC4,,llm
a20e7c58,Modeling distributed software defect removal effectiveness in the presence of code churn,10.1016/j.mcm.2004.10.021,2005,scopus,scopus_principal,Principal,maybe,include,"O paper propõe modelos discretos de remoção de defeitos que aplicam modelagem estocástica (Monte-Carlo simulation) a processos de testing em ambiente de desenvolvimento distribuído, considerando dinâmica de code churn. Atende IC2 (modelagem estocástica em processos de SW) e IC3 (forecasting de métricas de processo — estimação de defeitos remanescentes). Sem evidência de EC decisivo.",IC2|IC3,,llm_pdf
3c810db6,Linking software process modeling with Markov decision theory,,2004,scopus,scopus_principal,Principal,maybe,include,"O resumo confirma claramente IC2: formaliza um modelo dinâmico de processo de software como Markov Decision Process (MDP) discreto no tempo, explicitamente para capturar feedback entre atividades de desenvolvimento e seus efeitos em custo e schedule. Aplica modelagem estocástica (MDP) diretamente a processos de desenvolvimento de software, com estratégias ótimas computadas. Nenhum EC se aplica.",IC2,,llm
96767878,Analysis of software fault removal policies using a non-homogeneous continuous time Markov chain,10.1023/B:SQJO.0000034709.63615.8b,2004,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),include,include,"Título indica claramente aplicação de Markov chain (não-homogênea, tempo contínuo) a políticas de remoção de falhas em software, atendendo IC2. Porém, o resumo está completamente ausente. Na fase 1, a inclusão baseou-se apenas no título; para fase de texto completo é necessário validar se o artigo efetivamente (1) modela processo de software com estocástico, (2) não cai em EC1/EC2/EC3, e (3) fornece avaliação empírica. Sem abstract verificável, não é possível confirmar escopo, contribuição, ou e. Decisão manual por título inequívoco.",IC2,,manual
9c255853,Empirical analysis in software process simulation modeling,10.1016/S0164-1212(00)00006-6,2000,scopus,scopus_principal,Principal,maybe,include,"O paper trata explicitamente de modelagem estocástica (Monte Carlo simulation) aplicada a processos de software development, abordando questões empíricas de calibração de modelos com dados reais, validação e avaliação de outputs. Atende claramente IC2 (Modelagem Estocástica em Processos de SW) sem incidência de critérios de exclusão.",IC2,,llm
07e55287,Discovering Models of Software Processes from Event-Based Data,10.1145/287000.287001,1998,acm,acm_principal,ACM Principal,maybe,include,O resumo confirma claramente IC1 e IC2: desenvolve técnica de process discovery aplicada a dados de eventos de processos de software para gerar modelos formais; descreve especificamente método Markov (modelagem estocástica) para descoberta de processos de software em caso industrial. Nenhum critério de exclusão se aplica.,IC1|IC2,,llm
87bce30b,Automating Process Discovery through Event-Data Analysis,10.1145/225014.225021,1995,ieee,ieee_manual_01,IEEE Manual 01,include,include,"O artigo descreve explicitamente técnicas de process discovery usando event data de processos de software em andamento, incluindo modelagem de Markov e inferência de gramática. Atende claramente IC1 (process mining aplicado a processos de SW) e IC2 (modelagem estocástica via Markov models para processos de SW). Nenhum critério de exclusão se aplica.",IC1|IC2,,llm
