internal_id,ft_priority_band,title,doi,year,source_db,ta_decision,ta_matched_ic,ft_rationale,ft_screened_by
50a3797f,E,ENSURE: Ensurance of software evolution by run-time certification-description of selected project results,,2016,scopus,maybe,,"Resumo ausente impede avaliação conclusiva. O título menciona 'evolução de software' e 'certificação em tempo de execução', sugerindo relevância marginal para engenharia de software, mas sem conteúdo do abstract não é possível confirmar aplicação de process mining, modelagem estocástica ou forecasting em processos de SW. Contexto de workshop MBEES (sistemas embarcados) não clarifica suficientemente o escopo quanto à intersecção com process mining ou forecasting de métricas de processo.",llm
7e361951,E,"International Conference on Software Process Improvement, CIMPS 2016",,2017,scopus,maybe,,"O resumo está ausente e a fonte bibliográfica é não verificada. Embora o título indique uma conferência sobre melhoria de processos de software (CIMPS 2016), sem acesso ao conteúdo completo ou resumo não é possível confirmar se o artigo atende aos critérios de inclusão (IC1-IC4) ou se incorre em exclusão. A natureza do documento como anais/proceedings também requer verificação de conteúdo.",llm
f78aa5dc,E,MuDePS: Multi-perspective declarative process simulation,,2016,scopus,maybe,,"Título sugere simulação de processos declarativos multi-perspectiva, potencialmente relevante a IC2 (modelagem estocástica em processos) ou IC1 (process mining), mas o resumo está ausente. Sem acesso ao texto completo, não é possível confirmar: (a) se a aplicação é em processos de software ou outro domínio (EC1), (b) se 'simulation' refere-se a predição/forecasting de processos ou apenas ferramenta (EC2), (c) se há validação empírica em contexto de SE. Texto completo é necessário para avaliação ",llm
dac17aa9,E,"QUDOS 2016 - Proceedings of the 2nd International Workshop on Quality-Aware DevOps, co-located with ISSTA 2016",,2016,scopus,maybe,,"Trata-se de proceedings de workshop (QUDOS 2016) sobre DevOps e qualidade de software, sem resumo disponível. O título sugere possível relevância para processos de desenvolvimento de software, mas não há evidência textual suficiente para confirmar se algum artigo individual dentro dos proceedings aborda process mining, modelagem estocástica ou forecasting. A avaliação requer acesso ao texto completo dos artigos individuais.",llm
326ca8fb,E,"Static and dynamic architecture conformance checking: A systematic, case study-based analysis on tradeoffs and synergies",,2017,scopus,maybe,,"Resumo ausente. O título menciona 'conformance checking' em arquitetura de software, que poderia estar relacionado a IC1 (process mining / conformance checking em artefatos de SW), mas sem abstract ou acesso ao texto completo não é possível confirmar se o trabalho aborda process mining, event logs, modelagem de processos de desenvolvimento de software, ou se trata apenas de conformance estática/dinâmica de arquitetura sem relação com process mining ou estocástica. Necessário análise do texto com",llm
e41a5f30,E,"2014 International Conference on Software and Systems Process, ICSSP 2014 - Proceedings",,2014,scopus,maybe,,"Este é um proceedings de conferência (ICSSP 2014) sem abstract disponível. Embora o título indique foco em 'Software and Systems Process', não há conteúdo específico do trabalho para verificar se atende aos critérios de inclusão (IC1–IC4) ou exclusão (EC1–EC4). A conferência é potencialmente relevante ao escopo PATHCAST, mas a ausência total de resumo impede decisão com rigor exigido na fase de texto completo.",llm
b29c96c9,E,"4th International Conference on Fundamental Approaches to Software Engineering, FASE 2001 Held as Part of the Joint European Conferences on Theory and Practice of Software, ETAPS 2001",,2001,scopus,maybe,,"O documento é uma conferência (FASE 2001) sobre engenharia de software, sem resumo disponível. Embora o título sugira relevância potencial ao domínio de SE, é impossível determinar se algum IC (process mining, modelagem estocástica, forecasting em processos de SW, ou repository mining) é atendido. Requer inspeção do texto completo para decisão fundamentada.",llm
3f0237cd,E,A stochastic approach to security software quality management,,2013,scopus,maybe,,"Título sugere modelagem estocástica aplicada a qualidade de software de segurança (potencialmente IC2), mas resumo ausente impede confirmação definitiva. Sem texto completo, impossível diferenciar entre: (a) modelagem de processos de desenvolvimento de SW; (b) análise de artefatos/código de segurança (EC2); ou (c) domínio fora de SW. Contexto 'Modeling and Simulation Symposium' é ambíguo. A candidatura justifica revisão do texto completo.",llm
86f7b7a4,E,A workflow mining tool based on logs statistical analysis,,2006,scopus,maybe,,"Título indica workflow mining baseado em análise estatística de logs, sugerindo potencial IC1 (process mining). Porém, sem resumo disponível não é possível confirmar (1) se aplica-se a processos de software ou a domínios genéricos de BPM, ou (2) se a ferramenta foi avaliada em contexto de SW. Acesso ao texto completo é necessário para decidir com confiança.",llm
5b65e0eb,E,Defining the implementation order of software projects in uncertain environments,,2008,scopus,maybe,,"Abstract ausente torna impossível confirmar se o paper trata de process mining, modelagem estocástica ou forecasting em processos de desenvolvimento de software. O título sugere relevância marginal para IC2 (incerteza e ordem de implementação) mas não permite determinar se o contexto é SW ou gestão de portfólio genérica. Texto completo necessário para decisão definitiva.",llm
8893aff3,E,Evaluation of prediction intervals for the future reliability of a software package,,1996,scopus,maybe,,"O resumo está ausente e o título sozinho é insuficiente para determinar se o foco é em forecasting de métricas de processo de software (IC3) ou apenas em confiabilidade do produto final como artefato (EC2). A menção a 'prediction intervals' e 'reliability' sugere relevância marginal, mas sem conteúdo completo não há base para inclusão segura.",llm
829b7c3b,E,Information gathering in software process assessment,,2012,scopus,maybe,,"O abstract está ausente e o título 'Information gathering in software process assessment' é genérico, sugerindo potencial relação com processos de software, mas sem conteúdo não é possível confirmar se trata de process mining, modelagem estocástica, forecasting ou mineração de repositórios. A decisão na fase 1 foi correta em marcar como 'maybe'. Na fase FT, a ausência total do abstract torna impossível aplicar rigorosamente os critérios de inclusão/exclusão. O título contém 'software process ass",llm
e4c752f3,E,Mining reuse processes,,2014,scopus,maybe,,"Título sugere potencial relevância para mineração de processos de reuso em software, alinhando-se com IC1 (process mining em artefatos de SW) ou IC4 (mineração de repositórios). Porém, o resumo está ausente e não é possível confirmar se o estudo efetivamente aplica process mining, modelagem estocástica ou forecasting a processos de desenvolvimento de software, ou se trata apenas de análise de reuso de código/componentes sem essas dimensões. Texto completo é necessário para decisão definitiva.",llm
151857b7,E,OOMSE - An object oriented markov chain specification and evaluation framework,,2005,scopus,maybe,,"Título sugere framework para especificação e avaliação de Markov chains, potencialmente relevante para IC2 (modelagem estocástica em processos de SW). Porém, abstract ausente impede confirmação de: (a) se aplica-se a processos de desenvolvimento de software ou é genérico (BPM/manufatura); (b) qual é o domínio de aplicação e se há ligação com SW. Requer acesso ao texto completo para decisão definitiva.",llm
0d9fed8f,E,"Proceedings - 12th Pacific Rim International Symposium on Dependable Computing, PRDC 2006",,2006,scopus,maybe,,"Resumo completamente ausente e título genérico de proceedings de conferência (PRDC 2006) não permite identificar conteúdo específico. Requer acesso ao texto completo para avaliar adequadamente presença de process mining, modelagem estocástica ou forecasting em processos de SW.",llm
8f9f2329,E,"Proceedings - 2011 15th European Conference on Software Maintenance and Reengineering, CSMR 2011",,2011,scopus,maybe,,"O resumo está completamente ausente (apenas 'Resumo não disponível'). Embora o título indique ser um proceedings da CSMR 2011 (conferência de software), não é possível avaliar se algum dos artigos nele contidos atende aos critérios IC1-IC4 (process mining, modelagem estocástica, forecasting ou repository mining em processos de SW) sem acesso ao conteúdo. A ausência de abstract inviabiliza decisão conclusiva, mas o tema da conferência (manutenção e reengenharia de software) sugere possível relevâ",llm
7ede3772,E,"Proceedings - 2011 17th IEEE Pacific Rim International Symposium on Dependable Computing, PRDC 2011",,2011,scopus,maybe,,"O resumo está ausente e o título é genérico (proceedings de conferência de 2011 sobre computação confiável). Sem acesso ao conteúdo, não é possível avaliar se o artigo aborda process mining, modelagem estocástica ou forecasting em processos de software. A relevância marginal para a SLR exige revisão do texto completo.",llm
4cdf5572,E,"Proceedings - IEEE 6th International Symposium on Theoretical Aspects of Software Engineering, TASE 2012",,2012,scopus,maybe,,"Trata-se de proceedings de conferência respeitável (TASE 2012) sem resumo disponível. O título não permite determinar conteúdo específico dos artigos individuais. Embora TASE aborde aspectos teóricos de engenharia de software, não há evidência no título ou metadados de que contenha trabalhos em process mining, modelagem estocástica ou forecasting em processos de SW. Requer acesso ao full-text ou lista de artigos para decisão fundamentada.",llm
e0ef4633,E,"Software Process Dynamics and Agility - International Conference on Software Process, ICSP 2007, Proceedings",,2007,scopus,maybe,,"Título altamente sugestivo de relevância para o escopo (process dynamics, agility em software process), mas ausência de resumo impossibilita confirmação de conteúdo, metodologia e aplicação a critérios IC específicos. Requer acesso ao texto completo para avaliação rigorosa.",llm
c515a6a5,E,Software test process control: Status and future directions,,2004,scopus,maybe,,"Abstract ausente torna impossível confirmar se o paper aborda process mining, modelagem estocástica ou forecasting conforme escopo PATHCAST. O título 'Software test process control: Status and future directions' sugere relevância potencial para IC3 (forecasting de métricas de processo de teste) ou IC1 (process mining em SW), mas sem conteúdo verificável não é possível aplicar critérios com rigor exigido na fase de texto completo. Requer consulta ao texto integral para validação.",llm
ed17c20e,E,Structure and content of a framework to apply process mining techniques in scampi assessments,,2014,scopus,maybe,,"O título menciona 'process mining' e 'SCAMPI assessments', sugerindo potencial aplicação em processos de SW. Porém, sem abstract disponível, é impossível confirmar: (1) se o foco é em processos de desenvolvimento de software ou em avaliação institucional genérica; (2) se realmente aplica técnicas de PM a artefatos de SW (commits, issues, logs); (3) se atende a algum IC específico. A relevância marginal justifica 'pending' em vez de exclusão imediata.",llm
87400cbf,E,Transactions on Petri Nets and Other Models of Concurrency II: Special Issue on Concurrency in Process-Aware Information Systems,,2009,scopus,maybe,,"Resumo ausente e documento aparenta ser um editorial/special issue de coleção, não um artigo de pesquisa. Título indica foco em Petri nets e sistemas process-aware, sugerindo possível relevância para IC2 (modelagem estocástica), mas a natureza como special issue torna impossível avaliar o escopo e conteúdo real dos trabalhos individuais inclusos. Texto completo é necessário para determinar se há contribuição substantiva em modelagem estocástica ou process mining aplicada a SW.",llm
279283a3,E,Transactions on Petri Nets and Other Models of Concurrency V,,2012,scopus,maybe,,"Resumo ausente impossibilita avaliação confiável contra critérios de inclusão/exclusão. Título sugere foco em Petri Nets (potencialmente relevante para IC2 via redes de Petri estocásticas), mas sem conteúdo verificável não é possível confirmar aplicação a processos de SW ou presença de processo mining.",llm
