row_idx,internal_id,title,doi,ft_decision_primary,ft_decision_verifier,verifier_model,raw
102,,Guiding the discovery of open source software processes with a reference model,10.1007/978-0-387-72486-7_26,exclude,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract é muito curto e não verificado; menciona descoberta de processos OSS a partir de artefatos de projeto usando um modelo de referência, o que sugere alinhamento com IC1/IC4, mas não confirma uso de process mining técnico (event logs, workflow mining) nem modelagem estocástica ou forecasting. Texto completo seria necessário para confirmar ou excluir."",
  ""matched_ic"": [""IC1"", ""IC4""],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""software_process"", ""repository_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""soft"
104,,Simod: A tool for automated discovery of business process simulation models,,exclude,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título indica uma ferramenta de descoberta automática de modelos de simulação de processos de negócio (BPM genérico), o que é potencialmente relevante para IC2/IC3, mas não há evidência de aplicação específica a processos de desenvolvimento de software. A falta de resumo impede decisão conclusiva."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""simulation"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""simulation"",
  ""forecas"
98,,A Hybrid Approach to Process Mining: Finding Immediate Successors of a Process by Using From-To Chart,10.1109/ICMLA.2009.107,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo propõe uma abordagem de process mining genérica usando 'from-to chart' para descoberta de modelos a partir de event logs, sem qualquer evidência de aplicação a processos de desenvolvimento de software ou artefatos de SW. O domínio de aplicação não está vinculado a IC1-IC4 do escopo PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC3""],
  ""evidence_tags"": [""process_mining"", ""event_log""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""event_logs"",
  """
101,,Effects of architecture and technical development process on micro-process,10.1007/978-3-540-72426-1_5,exclude,include,claude-sonnet-4-6,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O paper aplica process mining para extrair micro-processos de dois projetos comerciais de software e investiga relações com arquitetura e processos técnicos de desenvolvimento, atendendo IC1 e IC4."",
  ""matched_ic"": [""IC1"", ""IC4""],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""software_process"", ""repository_mining"", ""event_log""],
  ""software_context"": ""software_development_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""software_repository_mixed"",
  ""confidence"": ""medium""
}
```"
100,,Better reasoning about software engineering activities,10.1109/ASE.2001.989836,exclude,include,claude-sonnet-4-6,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O paper aplica simulação estocástica a oráculos de gerenciamento de software para modelar comportamentos possíveis nas atividades de engenharia de software, atendendo IC2 (modelagem estocástica em processos de SW) e IC3 (raciocínio/controle sobre métricas de processo de SW via TAR2 treatment learner)."",
  ""matched_ic"": [""IC2"", ""IC3""],
  ""matched_ec"": [],
  ""evidence_tags"": [""stochastic_modeling"", ""simulation"", ""software_process""],
  ""software_context"": ""software_development_process"",
  ""stochastic_method"": ""simulation"",
  ""forecast_target"": ""o"
106,,Simplifying software metric models via hierarchical LASSO with incomplete data samples,10.1109/WCSE.2010.117,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper aplica Monte Carlo simulation e k-NN para imputação e seleção de variáveis em modelos de métricas de software, mas o foco é em predição de métricas de projetos futuros a partir de dados históricos de projetos análogos — sem aplicação a process mining, event logs, repositórios de software ou processos de desenvolvimento. O 'software' aqui é o objeto de medição (EC2), e o método é estatístico sem aplicação a processos de SW (EC3)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2"", ""EC3""],
  ""evidence_tags"": [""monte_carlo"", ""defect_prediction"""
107,,Software reliability test case generation using temporal motifs recovery and configuration,10.23940/ijpe.18.06.p9.11811189,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de geração de casos de teste de confiabilidade de software usando análise de logs de uso (não logs de processos de desenvolvimento) e redes temporais/motifs, com Markov apenas como baseline de comparação. O foco é em testes de software baseados em comportamento de usuário final, não em processos de desenvolvimento de software (commits, issues, CI/CD), portanto EC2 se aplica — software é o artefato sendo testado, não o processo sendo estudado."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2""],
  ""evidence_tags"": [""software_process"", """
109,,Generating Synthetic Sensor Event Logs for Process Mining,10.1007/978-3-031-07481-3_15,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título menciona 'sensor event logs' para process mining, o que fortemente sugere domínio de IoT/manufatura/ambiente físico (sensores), não processos de desenvolvimento de software. Sem abstract disponível, o contexto de software não pode ser confirmado, mas a evidência disponível aponta para EC1 (domínio fora de SW)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [""process_mining"", ""event_log"", ""insufficient_abstract""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"""
110,,Combination of process mining and simulation techniques for business process redesign: A methodological approach,10.1007/978-3-642-40919-6_2,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de processos de negócio genéricos (business process redesign), sem qualquer referência a processos de desenvolvimento de software, repositórios, artefatos de SW ou métricas de software. Aplica-se EC1 (domínio fora de SW) e EC2 (software apenas como ferramenta de suporte)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [""process_mining"", ""simulation"", ""event_log""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""simulation"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""even"
103,,Extending hybrid CSP with probability and stochasticity,10.1007/978-3-319-25942-0_6,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper propõe uma extensão formal de Hybrid CSP com probabilidade e estocasticidade para modelagem e verificação de sistemas híbridos de segurança crítica, sem qualquer aplicação a processos de desenvolvimento de software. Trata-se de trabalho puramente teórico em linguagens formais (EC3), sem avaliação em contexto de SW."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC3""],
  ""evidence_tags"": [""stochastic_modeling"", ""simulation""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""probabilistic_model"",
  ""forecast_target"": ""none"""
113,,ICSSP '18: Proceedings of the 2018 International Conference on Software and System Process,,exclude,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O registro corresponde aos proceedings completos da ICSSP 2018 (conferência sobre Software and System Process), sem resumo disponível; o título sugere relevância marginal ao escopo, pois a conferência pode conter artigos individuais sobre process mining ou modelagem estocástica em processos de SW, mas não é possível confirmar sem acesso ao conteúdo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""software_process"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""software_development_process"",
  ""stochastic"
111,,Evaluation of prediction intervals for the future reliability of a software package,,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título refere-se à confiabilidade de um 'software package' (produto/artefato), não a processos de desenvolvimento de software. Trata-se provavelmente de reliability engineering de produto, configurando EC2 (software como artefato estudado, não o processo de desenvolvimento). Sem abstract disponível e com venue de 1996 em Decision Sciences, não há evidência de IC aplicável."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2""],
  ""evidence_tags"": [""reliability"", ""forecasting""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""unc"
114,,CEUR Workshop Proceedings,,exclude,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O título 'CEUR Workshop Proceedings' é genérico e não fornece informação sobre o conteúdo; sem abstract disponível, é impossível avaliar alinhamento com qualquer critério IC ou EC. A fase anterior também indicou 'maybe' pela mesma razão, e requer acesso ao texto completo para decisão definitiva."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""unclear"",
  ""process_data_source"": ""unclear"",
  ""conf"
115,,Towards automated conformance checking of ebBP-ST choreographies and corresponding WS-BPEL based orchestrations,,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de conformance checking entre modelos de coreografia (ebBP-ST) e orquestração (WS-BPEL) em processos de negócio B2B, usando álgebra de processos (CCS) e bisimulação — não aplica process mining, modelagem estocástica, forecasting nem mineração de repositórios de software. O foco é verificação formal de consistência entre especificações de serviços web, não processos de desenvolvimento de software (EC1/EC2)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  "
112,,An Extended CompDepend-Algorithm to Discovery Duplicate Tasks in Workflow Process Mining System,10.1109/ICRCCS.2009.73,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo propõe um algoritmo de workflow mining para descoberta de tarefas duplicadas, mas não há indicação de que seja aplicado a processos de desenvolvimento de software — o domínio parece ser workflow genérico, configurando EC1/EC3. Nenhum IC é claramente atendido."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC3""],
  ""evidence_tags"": [""process_mining""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  ""confidence"": ""high""
}
```"
118,,Stochastic actor-oriented modeling for studying homophily and social influence in OSS projects,10.1007/s10664-016-9431-y,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica foco em dinâmicas sociais (homofilia e influência social) em projetos OSS usando modelagem estocástica orientada a atores, um método sociológico (SAOM/RSiena) para análise de redes sociais — não para modelar processos de desenvolvimento de software, descoberta de processos ou forecasting de métricas de processo. Nenhum IC da SLR PATHCAST é atendido."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC3""],
  ""evidence_tags"": [""stochastic_modeling""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""other_stochas"
117,,"Proceedings - 2025 9th International Conference on Management Engineering, Software Engineering and Service Sciences, ICMSS 2025",,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O registro corresponde apenas aos anais completos de uma conferência (proceedings), sem identificar um artigo específico com conteúdo avaliável. Sem abstract ou título de artigo individual, é impossível confirmar qualquer IC, e tratar proceedings inteiros como unidade de análise está fora do escopo da triagem."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC4""],
  ""evidence_tags"": [""insufficient_abstract""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""h"
122,,A markov error propagation model for component-based software systems,10.23940/ijpe.18.09.p11.20302039,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de estimativa de confiabilidade de software baseado em componentes usando modelo de propagação de erros com Markov, focando no produto de software em execução (confiabilidade arquitetural), não em processos de desenvolvimento de software. Isso se enquadra em EC2 (software como ferramenta/produto), sem aplicação a processos de desenvolvimento (commits, issues, CI/CD, workflows de desenvolvimento)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2""],
  ""evidence_tags"": [""markov"", ""reliability"", ""stochastic_modeling"", ""simulation""],
  ""so"
116,,A Systematic Literature Review on prioritizing software test cases using Markov chains,10.1016/j.infsof.2022.106902,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper é uma revisão sistemática sobre priorização de casos de teste para regressão, sem relação com process mining, modelagem estocástica de processos de desenvolvimento de SW, ou forecasting de métricas de processo. Apesar de mencionar Markov chains no título, o foco está em técnicas de ordenação de testes para detecção de bugs, não em modelar ou prever fluxos de processos de software — enquadrando-se em EC2 (software como ferramenta/objeto de teste, não como processo estudado) e EC4 (revisão secundária fora do escopo)."",
  ""matched_ic"": []"
121,,Quantitative analysis of services,10.1007/978-3-642-20401-2_25,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper aplica análise quantitativa/estocástica (model checking, PEPA, CSL) a serviços no contexto de um caso de estudo financeiro (Finance Case-Study), sem qualquer relação com processos de desenvolvimento de software, repositórios ou artefatos de SW. O software é usado como ferramenta de modelagem formal, não como processo sendo estudado."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [""stochastic_modeling"", ""simulation""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""probabilistic_model"",
  "
120,,Mapping state diagram to petri net : An approach to use markov theory for analyzing non-functional parameters,10.1007/978-1-4020-6264-3_33,exclude,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O resumo está ausente e o título sugere uso de Petri nets e teoria de Markov para análise de parâmetros não-funcionais, o que poderia se aplicar a processos de software (IC2) ou a sistemas genéricos fora do escopo. Sem texto completo ou resumo verificável, não é possível confirmar nem excluir com confiança."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""stochastic_petri_net"", ""markov"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""stochastic_petri_net"",
  ""forecast_targ"
124,,Use of combined system dependability and software reliability growth models,10.1142/S0218539302000846,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de confiabilidade de sistema (hardware COTS, software COTS, radar) usando modelos de crescimento de confiabilidade de software integrados a um modelo Markov de sistema; o foco é na confiabilidade do produto/sistema em operação, não no processo de desenvolvimento de software. O software é tratado como artefato cujas falhas afetam a confiabilidade do sistema, não como processo de desenvolvimento sendo minerado ou modelado (EC2)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2""],
  ""evidence_tags"": [""stochastic_modeling"", ""markov"", ""rel"
126,,"18th International Conference on Software Process Improvement and Capability Determination, SPICE 2018",,exclude,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O título refere-se a um proceedings de conferência sobre melhoria de processo de software (SPICE 2018), domínio potencialmente relevante, mas o abstract está ausente e não há informação sobre artigos específicos que possam confirmar IC1–IC4. Sem conteúdo avaliável, não é possível decidir com rigor."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required"", ""software_process""],
  ""software_context"": ""software_development_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""pr"
123,,"Uncertainty, risk, and information value in software requirements and architecture",10.1145/2568225.2568239,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper aplica Monte Carlo para avaliar incerteza em decisões de arquitetura e requisitos de software, mas o foco é na avaliação de alternativas arquiteturais e análise de risco de decisões de design, não em process mining, modelagem de processos de desenvolvimento de software (workflows, event logs, ciclo de vida) ou forecasting de métricas de processo como lead time ou cycle time. O Monte Carlo é usado como ferramenta de apoio à decisão arquitetural, não para modelar ou prever processos de SW — enquadrando-se em EC2 (software como domínio de"
125,,Software safety assessment based on a subordinated Markov chain,10.1007/s13198-011-0034-0,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper aplica uma cadeia de Markov subordinada para avaliação de segurança de software com foco em detecção de falhas durante testes, o que é essencialmente modelagem de confiabilidade/safety de software como produto (EC2 — software como objeto de estudo de qualidade, não o processo de desenvolvimento sendo minerado). Não há aplicação a processos de desenvolvimento de software (commits, issues, CI/CD), nem forecasting de métricas de processo, nem mineração de repositórios, portanto nenhum IC da SLR PATHCAST é atendido."",
  ""matched_ic"": [],
 "
127,,Performance evaluation of reliability assessment method based on stochastic differential equation model for a large-scale open source solution,10.1007/s13198-011-0035-z,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica avaliação de confiabilidade de software (reliability assessment) usando modelo de equação diferencial estocástica para uma solução open source — o foco é na confiabilidade do produto/sistema de software, não no processo de desenvolvimento, configurando EC2 (software como artefato, não o processo sendo estudado). Sem abstract disponível, mas o título é suficientemente claro para indicar que não atende nenhum IC do escopo PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2""],
  ""evidence_tags"": [""stochastic_modeling"", ""reliabil"
131,,A stratification and sampling model for bellwether moving window,10.18293/SEKE2017-126,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de estimativa de esforço de software usando Markov chain para estratificação/amostragem de projetos históricos, não de process mining, modelagem de processos de desenvolvimento ou forecasting de métricas de processo (lead time, cycle time, etc.). O uso de Markov chain é como método de seleção de amostras, não para modelar processos de SW; o alvo é predição de esforço de projetos isolados, não métricas de fluxo de processo. EC2 se aplica: software é o domínio de aplicação, mas o processo de desenvolvimento em si não é o objeto de "
132,,Proceedings - ICPC 2007: 15th IEEE International Conference on Program Comprehension,,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""Este registro corresponde aos proceedings completos da ICPC 2007 (conferência focada em compreensão de programas), sem abstract ou artigo individual identificável. Não há evidência de que aborde process mining, modelagem estocástica ou forecasting de processos de SW conforme o escopo PATHCAST; trata-se de um contêiner de proceedings, não de um paper avaliável."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC4""],
  ""evidence_tags"": [""insufficient_abstract""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
"
134,,Petri nets simulation for operational analytics based on process data: An overview,10.24507/icicelb.09.10.1033,exclude,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O resumo está ausente e o título menciona 'Petri nets simulation' e 'process data', o que pode indicar relevância para IC2 (modelagem estocástica com Petri nets) ou IC1 (process mining), mas não é possível confirmar se o domínio inclui processos de software ou se é aplicação genérica/industrial. Requer acesso ao texto completo para decisão definitiva."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""stochastic_petri_net"", ""simulation"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_"
129,,Introduction to the 3rd international workshop on interrelations between requirements engineering and business process management (REBPM’17),,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""Este é um editorial introdutório de workshop sobre interrelações entre Requirements Engineering e Business Process Management, sem abstract disponível e sem evidência de que trata de process mining, modelagem estocástica ou forecasting aplicados a processos de desenvolvimento de software. Editoriais/introduções de workshop não atendem diretamente nenhum IC da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC4""],
  ""evidence_tags"": [""insufficient_abstract""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_targ"
133,,Reusing simulation experiment specifications to support developing models by successive extension,10.1016/j.simpat.2016.07.006,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título e o venue ('Simulation Modelling Practice and Theory') indicam um trabalho sobre reutilização de especificações de experimentos de simulação em geral, sem qualquer evidência de aplicação a processos de desenvolvimento de software. Com abstract ausente e contexto de venue genérico de simulação, não há base para atender a nenhum IC da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC3""],
  ""evidence_tags"": [""simulation""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""simulation"",
  ""forecast_target"""
137,,The review linkage graph for code review analytics: A recovery approach and empirical study,10.1145/3338906.3338949,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper foca em code review analytics — especificamente recuperação de links entre reviews e recomendação de revisores — sem aplicar process mining, modelagem estocástica ou forecasting de métricas de processo (lead time, cycle time, throughput). A predição de 'review outcome' refere-se a classificação de links entre reviews, não a métricas de processo de SW no escopo da SLR. Nenhum IC da PATHCAST é claramente atendido."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2""],
  ""evidence_tags"": [""repository_mining"", ""pull_requests"", ""software_process""],"
128,,The research of modular software system reliability based on HMM,10.1007/978-3-642-28592-9_51,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica foco em confiabilidade de sistemas de software modulares usando HMM, o que tipicamente trata do produto final (confiabilidade operacional) e não do processo de desenvolvimento de software. Sem abstract disponível e dado o venue (Advances in Intelligent and Soft Computing, 2012), o contexto mais provável é modelagem de falhas de sistema (EC2 — software como objeto de estudo de confiabilidade, não processo de desenvolvimento), sem evidência de IC1-IC4."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2""],
  ""evidence_tags"": [""hidden_mar"
139,,Discovery and Simulation of Data-Aware Business Processes,10.1109/ICPM63005.2024.10680675,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo trata de descoberta e simulação de modelos de processos de negócio genéricos a partir de event logs, sem qualquer foco em processos de desenvolvimento de software (commits, issues, PR, CI/CD). O domínio é Business Process Simulation genérico, configurando EC1 (domínio fora de SW)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [""process_mining"", ""simulation"", ""event_log"", ""stochastic_modeling""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""simulation"",
  ""forecast_target"": ""none"",
  ""process"
135,,Software reliability considering the superposition of non-homogeneous poisson processes in the presence of a covariate,10.1080/02331880212854,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper aplica processos de Poisson não-homogêneos e MCMC à confiabilidade de software como produto (falhas/defeitos em sistemas), não a processos de desenvolvimento de software (commits, issues, CI/CD, etc.). Isso configura EC2 (software como objeto de qualidade, não processo sendo estudado) e EC1 (domínio de confiabilidade/estatística sem link a processos de desenvolvimento de SW)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2"", ""EC1""],
  ""evidence_tags"": [""stochastic_modeling"", ""monte_carlo"", ""markov"", ""reliability""],
  ""software_context"": ""n"
138,,Microflows: Enabling agile business process modeling to orchestrate semantically-annotated microservices,10.5220/0006527100190028,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de orquestração de microserviços com process mining usado apenas para extrair modelos BPMN a partir de logs de execução — não aplica process mining a processos de desenvolvimento de software (commits, issues, PR, CI/CD), nem usa modelagem estocástica ou forecasting de métricas de processo de SW. O software é a ferramenta/domínio de orquestração, não o processo sendo estudado (EC2)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2""],
  ""evidence_tags"": [""process_mining"", ""event_log""],
  ""software_context"": ""not_software_process"",
  ""st"
143,,Application of process mining in project management context: An exploratory case study in software development projects,,include,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e não é possível confirmar se o estudo aplica process mining a artefatos de software (event logs, commits, issues) ou apenas a contextos genéricos de gerenciamento de projetos. O título sugere relevância para IC1, justificando manutenção como pendente para verificação de texto completo."",
  ""matched_ic"": [""IC1""],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""software_process"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""software_development_process"",
  ""stochastic_method"": ""none"","
136,,Formal modeling and analysis of probabilistic real-time systems,10.1007/978-981-15-0637-6_5,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de análise de desempenho de sistemas de tempo real usando theorem proving em HOL, com caso de estudo no protocolo Stop-and-Wait — domínio de sistemas distribuídos/tempo real, sem relação com processos de desenvolvimento de software. Nenhum IC da SLR PATHCAST é atendido; aplica-se EC1 (domínio fora de SW) e EC3 (método teórico sem aplicação a processos de SW)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC3""],
  ""evidence_tags"": [""stochastic_modeling"", ""simulation""],
  ""software_context"": ""not_software_process"",
  ""stochastic_m"
140,,Using Monte Carlo simulation for assessing software reliability,,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper aplica Monte Carlo a modelos de confiabilidade de sistemas (série, paralelo, k-out-of-n, vida acelerada, Cox), sem qualquer ligação a processos de desenvolvimento de software — 'software' aparece apenas no título e a aplicação é reliability engineering de sistemas/hardware. EC1 e EC2 se aplicam claramente."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [""monte_carlo"", ""reliability"", ""simulation""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""monte_carlo"",
  ""forecast_target"": ""reliabil"
144,,Analysis of software repositories using process mining,10.1007/978-981-10-5547-8_65,include,include,claude-sonnet-4-6,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O resumo confirma claramente o uso de process mining aplicado a repositórios GitHub (issues e pull requests) de projetos de software, analisando padrões de workflow e tempos de resolução, atendendo IC1 e IC4 sem EC decisivo."",
  ""matched_ic"": [""IC1"", ""IC4""],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""repository_mining"", ""issue_tracking"", ""pull_requests"", ""software_process"", ""version_control""],
  ""software_context"": ""repository_mining"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""softwar"
145,,Verification of lean-kanban processes with probabilistic model checking,10.1504/IJCAT.2016.076799,include,include,claude-sonnet-4-6,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O resumo confirma explicitamente o uso de modelos de Markov e verificação probabilística (PRISM) para modelar e verificar processos de software (lean-kanban de manutenção de software), atendendo claramente ao IC2 — modelagem estocástica em processos de desenvolvimento de SW."",
  ""matched_ic"": [""IC2""],
  ""matched_ec"": [],
  ""evidence_tags"": [""stochastic_modeling"", ""markov"", ""simulation"", ""software_process""],
  ""software_context"": ""software_development_process"",
  ""stochastic_method"": ""markov_chain"",
  ""forecast_target"": ""other_process_metric"",
"
148,,An Intelligent Methodology to Enhance Requirements Engineering in Multidisciplinary Projects,10.1109/CCECE49351.2022.9918286,include,include,claude-sonnet-4-6,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O paper aplica explicitamente process mining a dados de Jira e GitHub para descobrir deficiências no processo de desenvolvimento de software e propõe estimativa automatizada de esforço, atendendo claramente IC1 (process mining em artefatos de SW) e IC3 (forecasting/estimativa de esforço em processos de SW). Não há critério de exclusão aplicável, uma vez que o domínio de aplicação é desenvolvimento de software (não apenas o sistema de saúde como produto final)."",
  ""matched_ic"": [""IC1"", ""IC3"", ""IC4""],
  ""matched_ec"": [],
  ""evidence_tags"": [""pr"
