row_idx,internal_id,title,doi,ta_decision_primary,ta_decision_verifier,verifier_model,raw
242,c63e819e,Optimal operations of energy storage systems in multi-application scenarios of grid ancillary services based on electricity price forecasting,10.1002/er.6300,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de operação de sistemas de armazenamento de energia em redes elétricas, com previsão de preço de eletricidade — domínio completamente fora de processos de desenvolvimento de software. O uso de Markov chain é para correção de previsão de preços elétricos, não para modelagem de processos de SW."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [""markov"", ""forecasting""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""markov_chain"",
  ""forecast_target"": ""other_process_metric"",
  ""process_data_so"
243,945d5cfd,Network user behavior authentication based on hidden markov model,10.1109/ICICSE52190.2021.9404100,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper aplica Hidden Markov Model para autenticação de comportamento de usuários em redes, não para modelar ou prever processos de desenvolvimento de software. O 'software' aqui é ferramenta/sistema, não o processo sendo estudado (EC2), e o domínio é segurança de redes, fora do escopo de SW (EC1)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [""hidden_markov_model""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""hidden_markov_model"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"
244,7c07aee2,Reasoning about Human Participation in Self-Adaptive Systems,10.1109/SEAMS.2015.14,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título trata de participação humana em sistemas auto-adaptativos, sem indicação de process mining, modelagem estocástica de processos de SW ou forecasting de métricas de processo. O foco parece ser em engenharia de sistemas adaptativos em geral, não no processo de desenvolvimento de software."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2""],
  ""evidence_tags"": [""insufficient_abstract""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""low""
}
```"
245,410416c1,Development of a Matlab/Simulink tool to facilitate system analysis and simulation via the adjoint and covariance methods,10.2514/6.2007-6702,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata do desenvolvimento de uma ferramenta Matlab/Simulink para análise de sistemas via métodos adjunto e covariância, claramente voltado a modelagem/simulação de sistemas de engenharia aeroespacial (contexto AIAA), sem qualquer relação com processos de desenvolvimento de software. O software (Matlab/Simulink) é a ferramenta, não o processo sendo estudado."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [""simulation""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""unclear"",
  ""forecast_t"
246,f76ee5b6,Experience with software process in physics projects,,exclude,maybe,claude-sonnet-4-6,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título menciona 'software process' em projetos de física, o que poderia ser relevante para IC1 ou IC4, mas a venue 'Monte Carlo 2005 Topical Meeting' sugere contexto de física nuclear/computacional onde 'software process' pode ser apenas uso de software como ferramenta (EC2). Sem abstract disponível, não é possível confirmar se o processo de desenvolvimento de software é o objeto de estudo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""software_process"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""un"
247,1ffaa99b,MQNA - Markovian queueing networks analyser,10.1109/MASCOT.2003.1240657,exclude,maybe,claude-sonnet-4-6,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título sugere uma ferramenta de análise de redes de filas Markovianas, possivelmente relevante para IC2, mas sem abstract não é possível determinar se o domínio de aplicação envolve processos de software ou é puramente teórico/telecomunicações. O venue (MASCOTS) foca em modelagem de sistemas computacionais, o que pode ou não incluir processos de SW."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""markov"", ""queueing_model"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""qu"
248,c8e5e93a,Data-driven equivalence checking,10.1145/2544173.2509509,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título 'Data-driven equivalence checking' refere-se a verificação de equivalência de programas/circuitos, uma técnica de verificação formal, sem evidência de relação com process mining, modelagem estocástica de processos de SW ou forecasting de métricas de processo. A ausência de abstract impede confirmação, mas o título indica claramente um domínio fora do escopo da SLR."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2"", ""EC3""],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""not_software_process"",
  ""s"
220,fe31b288,Measuring machine intelligence of an agent-based distributed sensor network system,10.1007/978-1-4020-6264-3_92,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título trata de medição de inteligência de sistemas de sensores distribuídos baseados em agentes, sem qualquer relação com process mining, modelagem estocástica de processos de SW ou forecasting de métricas de desenvolvimento. Não há abstract disponível, mas o título indica claramente domínio fora do escopo da SLR."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [""insufficient_abstract""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"":"
249,66de7dc0,Hintikka games for PCTL on labeled Markov chains,10.1109/QEST.2008.10,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de jogos de Hintikka para PCTL em cadeias de Markov rotuladas, um tema de lógica formal e verificação de sistemas, sem relação com processos de desenvolvimento de software ou mineração de repositórios. Aplica-se EC3 (método teórico sem aplicação a processos de SW) e EC2 (software, se presente, seria ferramenta, não processo estudado)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC3""],
  ""evidence_tags"": [""markov""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""markov_chain"",
  ""forecast_target"": ""none"",
  ""pro"
250,86196d4c,Collaborative pricing for e-Service bundle delivery: A framework,10.1109/ITNG.2007.50,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título refere-se a precificação colaborativa de pacotes de e-serviços, sem qualquer indicação de process mining, modelagem estocástica de processos de SW ou forecasting de métricas de desenvolvimento. O domínio é comércio eletrônico/pricing, não processo de desenvolvimento de software."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""high""
}
```"
251,d610ea8f,Efficient yield optimization method using a variable K-Means algorithm for analog IC sizing,10.23919/DATE.2017.7927171,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título refere-se claramente a otimização de yield para dimensionamento de circuitos integrados analógicos (IC = Integrated Circuit), domínio de hardware/eletrônica sem relação com processos de desenvolvimento de software. Nenhum critério de inclusão da SLR PATHCAST é atendido."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""high""
}
```"
252,5914bb51,Software system reliability model with states determined by user interface,,exclude,maybe,claude-sonnet-4-6,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título menciona 'software system reliability model' com 'states', sugerindo possível modelagem estocástica (IC2) aplicada a software. Porém, sem abstract, não é possível confirmar se trata do processo de desenvolvimento de SW ou do sistema em si como produto (EC2), nem qual método estocástico é usado."",
  ""matched_ic"": [""IC2""],
  ""matched_ec"": [],
  ""evidence_tags"": [""stochastic_modeling"", ""reliability"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""reli"
254,6276f584,"Application of TauSpinner for studies on τ-lepton polarization and spin correlations in Z, W and H decays at the LHC",10.5506/APhysPolB.45.1921,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de física de partículas (decaimento de τ-lepton, bósons Z/W/H no LHC), completamente fora do escopo de processo de software. Nenhum critério de inclusão é atendido."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""high""
}
```"
253,c5241ebb,On the optimization of free resources using non-homogeneous Markov chain software rejuvenation model,10.1016/j.ress.2006.09.017,exclude,maybe,claude-sonnet-4-6,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título menciona Markov chain não-homogênea e 'software rejuvenation', que é uma técnica de confiabilidade de software (não processo de desenvolvimento). Sem abstract disponível, não é possível confirmar se trata de processo de desenvolvimento de SW (IC2) ou apenas confiabilidade/disponibilidade de sistemas de software (EC2/EC1). O tema de software rejuvenation é geralmente sobre confiabilidade operacional, o que tenderia à exclusão por EC2, mas a incerteza impede decisão definitiva."",
  ""matched_ic"": [""IC2""],
  ""matched_ec"": [""EC2""],
  ""eviden"
256,1e7ae00d,Retrieving the resource availability calendars of a process from an event log,10.1016/j.is.2019.101463,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo trata de recuperação de calendários de disponibilidade de recursos a partir de event logs de processos de negócio genéricos, sem foco em processos de desenvolvimento de software. O domínio é BPM geral, com avaliação em dados sintéticos, sem aplicação a artefatos de SW (commits, issues, CI/CD etc.)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [""process_mining"", ""event_log"", ""simulation"", ""synthetic_data""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""non"
255,add6f70e,On the complexity of computing maximum entropy for Markovian models,10.4230/LIPIcs.FSTTCS.2014.571,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica um estudo teórico sobre complexidade computacional de entropia máxima para modelos Markovianos, sem abstract disponível; não há evidência de aplicação a processos de desenvolvimento de software, enquadrando-se em EC3 (algoritmo/teoria sem aplicação a processos de SW)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC3""],
  ""evidence_tags"": [""markov"", ""insufficient_abstract""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""markov_chain"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"""
258,641672ce,A multi-factor customer classification evaluation model,,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título refere-se a um modelo de classificação de clientes, sem qualquer indício de process mining, processos de desenvolvimento de software ou modelagem estocástica de SW. O domínio aparente é análise de clientes (negócio/marketing), não engenharia de software."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [""insufficient_abstract""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""medium""
}
```"
257,aafc2e92,Distribution selection with no data using VBA and excel,10.1081/QEN-120038025,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título sugere um trabalho sobre seleção de distribuições estatísticas usando VBA/Excel, sem qualquer relação aparente com process mining, mineração de repositórios de software ou modelagem estocástica de processos de desenvolvimento de software. O venue 'Quality Engineering' e a ausência de abstract reforçam que o foco é em ferramentas estatísticas genéricas, não em processos de SW."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC3"", ""EC2""],
  ""evidence_tags"": [""insufficient_abstract""],
  ""software_context"": ""not_software_process"",
  ""stochastic_m"
260,d0e23545,Simulation and optimization as effective DFSS tools,10.1109/WSC.2005.1574478,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título refere-se a DFSS (Design for Six Sigma) com simulação e otimização, sem qualquer indicação de aplicação a processos de desenvolvimento de software; o domínio provável é manufatura/qualidade industrial. A ausência de abstract impede confirmação de relevância, mas o contexto do venue (Winter Simulation Conference, 2005) e a terminologia DFSS apontam fortemente para EC1."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [""simulation"", ""insufficient_abstract""],
  ""software_context"": ""not_software_process"",
  ""stochastic_me"
259,fd75da1c,Multi-objective optimisation of online distributed software update for DevOps in clouds,10.1145/3338851,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo trata de otimização do processo de atualização de software (rolling upgrade) em nuvem usando um modelo estocástico, mas o foco é na infraestrutura/deployment em si, não no processo de desenvolvimento de software. O 'software' é objeto de atualização (EC2: SW como ferramenta/produto), não o processo de desenvolvimento sendo analisado."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2""],
  ""evidence_tags"": [""stochastic_modeling"", ""simulation"", ""completion_time""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""probabilis"
261,4e08855b,Metrics for assessing reliability of self-healing software systems,10.1016/j.compeleceng.2020.106952,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper usa Markov chain para modelar confiabilidade de sistemas de software com auto-cura, mas o foco é na confiabilidade arquitetural do produto de software (não no processo de desenvolvimento). O 'software' é o artefato sendo avaliado, não o processo sendo estudado (EC2), e não há mineração de repositórios, event logs de processos de SW ou forecasting de métricas de processo."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2""],
  ""evidence_tags"": [""markov"", ""reliability"", ""stochastic_modeling""],
  ""software_context"": ""not_software_process"",
  ""st"
262,da3b1294,Application of Machine Learning in the Reliability Evaluation of Pipelines for the External Anticorrosion Coating,10.1155/2022/4759514,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper aplica cadeias de Markov para avaliação de confiabilidade de revestimentos anticorrosivos em pipelines, um domínio de engenharia civil/infraestrutura completamente fora do escopo de processos de software. O 'software' mencionado (PyCharm/Python) é apenas a ferramenta de implementação, não o processo sendo estudado."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [""markov"", ""reliability""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""markov_chain"",
  ""forecast_target"": ""reliability"",
  """
263,6f78aa4a,OpenMolcas: From Source Code to Insight,10.1021/acs.jctc.9b00532,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper descreve o software OpenMolcas para química computacional; 'software' é a ferramenta/produto, não o processo de desenvolvimento sendo estudado. Não há aplicação de process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo ou mineração de repositórios no contexto de engenharia de software."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"","
264,1ede66fb,Software reliability model based on stochastic theory,10.1109/BMEI.2009.5305674,exclude,maybe,claude-sonnet-4-6,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título menciona 'software reliability model' e 'stochastic theory', o que poderia atender IC2, mas a venue é de biomedical engineering e o abstract está ausente, tornando impossível confirmar se o foco é no processo de desenvolvimento de SW ou apenas no produto/sistema de software. Prefere-se 'maybe' pela ambiguidade e ausência de abstract."",
  ""matched_ic"": [""IC2""],
  ""matched_ec"": [],
  ""evidence_tags"": [""stochastic_modeling"", ""reliability"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"
265,4161a5b5,A method for considering error propagation in reliability estimation of component-based software systems,10.33889//ijmems.2019.4.3-051,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de estimativa de confiabilidade de software baseado em componentes com propagação de erros, usando simulação numérica — o foco é no produto de software (confiabilidade do sistema), não no processo de desenvolvimento de software. Não há aplicação de process mining, mineração de repositórios, modelagem de processos de SW ou forecasting de métricas de processo."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2""],
  ""evidence_tags"": [""reliability"", ""simulation""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""simulat"
266,427c58fd,A probabilistic approach to multivariate constrained robust design simulation,10.4271/975508,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica uma abordagem probabilística para simulação de design robusto multivariado restrito, claramente fora do domínio de processos de desenvolvimento de software. Nenhum dos critérios de inclusão da SLR PATHCAST é atendido."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [""simulation""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""probabilistic_model"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""high""
}
```"
268,ca766e22,Equivalence Classes in Performance Evaluation Programming,10.1109/SYNASC54541.2021.00041,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper aplica Markov chains para verificação formal de programas concorrentes (model checking), onde o 'software' é o sistema sendo verificado, não o processo de desenvolvimento de software. Não há análise de processos de SW, mineração de repositórios ou forecasting de métricas de processo."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2"", ""EC3""],
  ""evidence_tags"": [""markov"", ""stochastic_modeling"", ""simulation""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""markov_chain"",
  ""forecast_target"": ""none"",
  ""process_data_sour"
267,e41ee779,Design knowledge modeling and software implementation for building code compliance checking,10.1016/j.buildenv.2003.12.004,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica foco em verificação de conformidade de códigos de construção (building codes), domínio de engenharia civil/arquitetura, sem relação com processos de desenvolvimento de software. O venue 'Building and Environment' confirma aplicação fora do escopo da SLR."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""high""
}
```"
269,384b17c3,Agile Development for Vulnerable Populations: Lessons Learned and Recommendations,,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de desafios de gestão de projetos de software para populações vulneráveis com foco em aspectos humanos e centrados no usuário, sem qualquer relação com process mining, modelagem estocástica, forecasting de métricas de processo ou mineração de repositórios. O software é o produto sendo desenvolvido, não o processo sendo analisado com técnicas do escopo da SLR."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"
271,5c19784e,Quantification of effects of degraded hardware on the execution of self-healing software using Continuous Time Markov Chain and Reliability,10.1016/j.compeleceng.2024.109598,exclude,maybe,claude-sonnet-4-6,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título menciona Markov Chain e confiabilidade aplicados a 'self-healing software', o que poderia se enquadrar em IC2 (modelagem estocástica em processos de SW); porém, o foco parece ser em hardware degradado e confiabilidade de sistemas, não em processos de desenvolvimento de software, sugerindo possível EC1/EC2. A ausência de abstract impede decisão definitiva."",
  ""matched_ic"": [""IC2""],
  ""matched_ec"": [],
  ""evidence_tags"": [""stochastic_modeling"", ""markov"", ""reliability"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"":"
270,e89e48e2,Modeling and performance analysis of software rejuvenation policies for multiple degradation systems,10.1109/COMPSAC.2009.39,exclude,maybe,claude-sonnet-4-6,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título menciona 'software rejuvenation' e 'performance analysis', sugerindo modelagem estocástica de sistemas de software, possivelmente com cadeias de Markov (IC2). Contudo, sem abstract disponível, não é possível confirmar se o foco é no processo de desenvolvimento de software ou em confiabilidade de sistemas em execução (o que poderia configurar EC2)."",
  ""matched_ic"": [""IC2""],
  ""matched_ec"": [],
  ""evidence_tags"": [""stochastic_modeling"", ""reliability"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""sto"
272,5601b3af,"Probability and Statistics with Reliability, Queuing and Computer Science Applications",10.1002/9781119285441,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica um livro/capítulo de referência geral sobre probabilidade, estatística, filas e ciência da computação, sem evidência de aplicação a processos de desenvolvimento de software ou process mining. Sem abstract disponível, mas o título sugere claramente uma obra teórica/didática sem foco em SW process."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC3"", ""EC4""],
  ""evidence_tags"": [""insufficient_abstract""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""none"",
  ""process_data_source"": """
273,32397c8e,The Digital Random Signal Simulator,10.1007/978-3-030-63319-6_9,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título 'The Digital Random Signal Simulator' indica um domínio de processamento de sinais digitais, sem qualquer relação evidente com process mining, processos de desenvolvimento de software ou modelagem estocástica de processos de SW. Nenhum critério de inclusão é atendido."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""medium""
}
```"
274,2b5fcd04,Age of Information with Gilbert-Elliot Servers and Samplers,10.1109/CISS48834.2020.1570627498,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de 'age of information' em sistemas de comunicação/redes com modelos de Markov aplicados a servidores e amostradores, sem qualquer relação com processos de desenvolvimento de software. O domínio é telecomunicações/sistemas de informação, não engenharia de software."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC3""],
  ""evidence_tags"": [""markov"", ""stochastic_modeling"", ""simulation""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""markov_chain"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
"
276,bc568c1c,Temporal model for transportation management,10.1109/ICICSE52190.2021.9404090,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper aplica Markov chains para modelagem de trajetórias espaço-temporais em transporte, não em processos de desenvolvimento de software. O 'software' mencionado é ferramenta/implementação, não o processo sendo estudado."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [""markov"", ""simulation""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""markov_chain"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""high""
}
```"
277,7095c9f7,Enhancing P Systems for Complex Biological Simulations,10.3390/app16020705,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de simulações biológicas usando P systems com parâmetros probabilísticos/estocásticos, sem qualquer relação com processos de desenvolvimento de software. O 'software' mencionado são ferramentas auxiliares de validação, não o processo sendo estudado."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [""stochastic_modeling"", ""simulation""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""probabilistic_model"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""simulated_process"",
  ""con"
278,8597b4dd,Monitoring Cloud-Native Applications: Lead Agile Operations Confidently Using Open Source Software,10.1007/978-1-4842-6888-9,exclude,maybe,claude-sonnet-4-6,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título menciona monitoramento de aplicações cloud-native e operações ágeis com open source, o que pode tangenciar processos de desenvolvimento de software (CI/CD, agile ops), mas sem abstract disponível não é possível confirmar se aborda process mining, modelagem estocástica ou forecasting de métricas de processo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""uncl"
279,00451009,A foundational study on the applicability of genetic algorithm to software engineering problems,10.1109/CEC.2007.4424746,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica um estudo sobre aplicabilidade de algoritmos genéticos em problemas de engenharia de software, sem qualquer indicação de process mining, modelagem estocástica voltada a processos ou forecasting de métricas de processo. O software aqui é o domínio de aplicação de um método de otimização (EC2/EC3), não o processo sendo analisado."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2"", ""EC3""],
  ""evidence_tags"": [""insufficient_abstract""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"
280,57cc9e43,Stochastic model-based analysis of energy consumption in a rail road switch heating system,10.1007/978-3-319-23129-7_7,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica análise de consumo de energia em sistema de aquecimento de trilhos ferroviários, claramente fora do domínio de processos de desenvolvimento de software. Aplica-se EC1 (domínio fora de SW)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [""stochastic_modeling""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""other_stochastic"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""high""
}
```"
275,ac4480e8,Research on surface magnetorheological polishing technology for optical grade components,10.1016/j.precisioneng.2025.09.018,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título refere-se claramente a tecnologia de polimento magnetorreológico para componentes ópticos, domínio completamente fora do escopo de processo de software. Nenhum critério de inclusão é atendido."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""high""
}
```"
282,826c2e90,Clinical pathways analysis of patients in medical institutions based on hard and fuzzy clustering methods,10.17323/2587-814X.2020.1.19.31,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de análise de trajetórias clínicas de pacientes em instituições de saúde, aplicando métodos de clustering a dados de saúde urbana. O domínio é explicitamente healthcare, sem qualquer relação com processos de desenvolvimento de software."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  ""confidence"": ""high""
}
```"
