internal_id,source_db,source_query_id,source_query_label,doi,title,authors,year,abstract,venue,doc_type,keywords,url,publisher,abstract_source,abstract_match_type,ta_decision,ta_rationale,ta_matched_ic,ta_matched_ec,ta_evidence_tags,ta_software_context,ta_stochastic_method,ta_forecast_target,ta_process_data_source,ta_confidence,ta_evidence_status,ta_manual_review_required,ta_screened_at,ta_batch_id,ft_priority_score,ft_priority_rank,ft_priority_band,ft_oa_url,ft_decision,ft_rationale,ft_matched_ic,ft_matched_ec,ft_evidence_tags,ft_software_context,ft_stochastic_method,ft_forecast_target,ft_process_data_source,ft_confidence,ft_evidence_status,ft_manual_review_required,ft_screened_at,ft_screened_by,ft_batch_id
,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),10.1007/978-981-15-2244-4_81,Forecasting e-learning processes using GERT models and process mining tools,Dorrer M.,2020,,Smart Innovation Systems and Technologies,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85084180181,,,,maybe,"Título sugere combinação de forecasting, process mining e modelagem estocástica (GERT), mas domínio é e-learning (não desenvolvimento de software). Sem abstract, impossível confirmar se há aplicação a processos de SW ou se é exclusivamente educacional.",,EC1,,,,,,,,,2026-04-12T20:13:11.235489+00:00,msgbatch_014epxmAhDxpMiXrt3wqCGFY,58,711,E,,exclude,"O domínio é e-learning (processos educacionais), não desenvolvimento de software. Embora o título mencione process mining, GERT (modelagem estocástica) e forecasting, não há evidência de aplicação a processos de SW (commits, issues, CI/CD, repositórios). Sem abstract e com domínio claramente fora de SW, o paper não atende nenhum IC e incorre em EC1 (domínio fora de SW sem link a processos de desenvolvimento).",,EC1,forecasting|full_text_required|insufficient_abstract|process_mining|stochastic_modeling,not_software_process,other_stochastic,other_process_metric,unclear,low,missing_abstract,true,2026-04-19T09:29:37.070007+00:00,llm,msgbatch_01C8rhNjCTBHbzidE5uwZsF3
,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),10.1007/978-3-031-07481-3_15,Generating Synthetic Sensor Event Logs for Process Mining,Zisgen Y.,2022,,Lecture Notes in Business Information Processing,chapter,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85131327990,,,,maybe,"O título sugere foco em geração de event logs sintéticos para process mining, potencialmente relevante ao escopo. Contudo, sem abstract disponível, não é possível determinar se a aplicação é específica a processos de software ou genérica (domínios como manufatura, saúde); também não está claro se 'sensor event logs' está relacionado a SW.",,,,,,,,,,,2026-04-12T20:13:11.235489+00:00,msgbatch_014epxmAhDxpMiXrt3wqCGFY,58,712,E,,exclude,"O resumo está ausente e a fonte é não verificada. O título menciona 'synthetic sensor event logs' e 'process mining', sugerindo possível relevância ao escopo de PM. Contudo, sem texto completo ou abstract verificável, não é possível determinar: (1) se a aplicação é específica a processos de software ou genérica (manufatura, IoT, saúde); (2) se 'sensor event logs' refere-se a artefatos de SW ou a domínios distintos; (3) se há contribuição metodológica em forecasting ou modelagem estocástica. A fa. Excluído por inacessibilidade de texto completo (sem PDF/OA disponível).",,EC5,event_log|full_text_required|insufficient_abstract|process_mining,unclear,unclear,none,unclear,low,missing_abstract,true,2026-04-19T09:29:37.070007+00:00,llm,msgbatch_01C8rhNjCTBHbzidE5uwZsF3
,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),10.1007/978-3-031-05760-1_11,Hybrid Business Process Simulation: Updating Detailed Process Simulation Models Using High-Level Simulations,Pourbafrani M.,2022,,Lecture Notes in Business Information Processing,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85130937994,,,,maybe,"O título sugere modelagem estocástica de processos (simulação híbrida), potencialmente relevante para IC2, mas sem abstract não é possível confirmar se o foco é em processos de software ou em domínios genéricos de BPM. A ausência de resumo impede avaliação conclusiva quanto ao escopo da SLR PATHCAST.",,,,,,,,,,,2026-04-12T20:13:11.235489+00:00,msgbatch_014epxmAhDxpMiXrt3wqCGFY,58,713,E,,exclude,"O título menciona 'Hybrid Business Process Simulation' e 'Updating Detailed Process Simulation Models', sugerindo modelagem estocástica de processos (potencialmente IC2). Porém, sem abstract não é possível confirmar se o escopo é processos de software ou domínios genéricos de BPM (risco de EC1). A ausência de resumo verificável impede decisão conclusiva em fase de texto completo. Excluído por inacessibilidade de texto completo (sem PDF/OA disponível).",,EC5,full_text_required|insufficient_abstract|simulation|stochastic_modeling,unclear,simulation,none,unclear,low,missing_abstract,true,2026-04-19T09:29:37.070007+00:00,llm,msgbatch_01C8rhNjCTBHbzidE5uwZsF3
,scopus,scopus_principal,Principal,10.1007/978-3-030-79463-7_36,Jaskier: A Supporting Software Tool for Continuous Build Outcome Prediction Practice,Kawalerowicz M.,2021,,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85112711831,,,,maybe,"Título sugere previsão de outcomes em processos de CI/CD (potencialmente IC3), mas ausência de resumo torna impossível confirmar se aplica process mining, modelagem estocástica ou análise de event logs conforme escopo PATHCAST. Necessário acesso ao paper completo para decisão definitiva.",,,,,,,,,,,2026-04-12T20:03:59.736124+00:00,msgbatch_01Bi2vvN8phka4m2zJ3y8JSf,58,714,E,,exclude,"O título sugere fortemente previsão de build outcomes em CI/CD (potencialmente IC3), alinhado com o escopo PATHCAST. Contudo, o resumo está ausente, impedindo confirmação de quais técnicas (process mining, modelagem estocástica, event logs) são efetivamente utilizadas. Acesso ao texto completo é necessário para decisão definitiva. Excluído por inacessibilidade de texto completo (sem PDF/OA disponível).",,EC5,build_prediction|ci_cd|forecasting|full_text_required|insufficient_abstract,ci_cd,unclear,build_outcome,unclear,low,missing_abstract,true,2026-04-19T09:29:37.070007+00:00,llm,msgbatch_01C8rhNjCTBHbzidE5uwZsF3
,scopus,scopus_complementar,Complementar (MSR → Process Modeling),10.1007/978-981-15-6634-9_23,Measuring the Effectiveness of Software Code Review Comments,Hossain S.S.,2020,,Communications in Computer and Information Science,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85089231398,,,,maybe,"Título sugere análise de processo de code review em SW, potencialmente alinhado com IC1 (process mining/workflow analysis em artefatos de SW como PR/review comments), mas sem abstract não é possível confirmar se aborda event logs, process discovery ou estocástico. Pode ser apenas study sobre qualidade de comentários, sem foco em mineração de processo.",,,,,,,,,,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9,58,715,E,,exclude,"Resumo ausente e título ambíguo. 'Measuring the Effectiveness of Software Code Review Comments' sugere análise de qualidade/impacto de comentários em code review, podendo ser estudo empírico sobre práticas de revisão de código (potencialmente alinhado com IC1 se minerasse event logs de PRs/reviews) ou meramente qualitativo sobre efetividade de comentários sem foco em process mining. Sem acesso ao texto completo, não é possível determinar se aborda descoberta de processo, conformance, event logs . Excluído por inacessibilidade de texto completo (sem PDF/OA disponível).",,EC5,full_text_required|insufficient_abstract|pull_requests|software_process,unclear,none,none,unclear,low,missing_abstract,true,2026-04-19T09:29:37.070007+00:00,llm,msgbatch_01C8rhNjCTBHbzidE5uwZsF3
,scopus,scopus_principal,Principal,10.1007/978-3-642-14819-4_2,On-the-fly testing by using an executable TTCN-3 Markov chain usage model,Dulz W.,2010,,Communications in Computer and Information Science,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-78650745560,,,,maybe,"O título menciona Markov chain (IC2) e testing em contexto de software, sugerindo possível modelagem estocástica de processos de SW. Porém, sem abstract disponível, não é possível confirmar se o foco é em processo de desenvolvimento de software ou em testing/verificação de sistemas, e se há real aplicação de process mining ou forecasting de métricas de processo.",IC2,,,,,,,,,,2026-04-12T20:10:37.857356+00:00,msgbatch_01WubbEWrx98tudf2aLE6X3r,58,716,D,,exclude,"TTCN-3 é framework de teste de protocolos de telecomunicações; Markov chain é ferramenta, não aplicado a processo de SW.",,EC1,,,,,,high,title_only,false,2026-04-19T02:50:16.833076+00:00,manual,
,scopus,scopus_principal,Principal,10.1007/978-3-030-59155-7_17,Optimizing parametric dependencies for incremental performance model extraction,Voneva S.,2020,,Communications in Computer and Information Science,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85091494368,,,,maybe,"O título sugere extração de modelos de performance em contexto incremental, potencialmente relevante para IC3 (forecasting) ou IC2 (modelagem), mas sem abstract disponível é impossível confirmar se aplica-se a processos de SW ou apenas a sistemas genéricos. A falta de informação impede decisão definitiva.",,,,,,,,,,,2026-04-12T20:07:33.942322+00:00,msgbatch_01WA34s6KYBnqTEYDoeQMa8p,58,717,E,,exclude,"O resumo está ausente e não pode ser verificado. O título sugere extração incremental de modelos de performance, o que poderia ser relevante para IC2 (modelagem) ou IC3 (forecasting), mas sem conteúdo concreto é impossível confirmar se aplica-se a processos de software ou a sistemas genéricos. Requer acesso ao texto completo para decisão fundamentada. Excluído por inacessibilidade de texto completo (sem PDF/OA disponível).",,EC5,full_text_required|insufficient_abstract,unclear,unclear,unclear,unclear,low,missing_abstract,true,2026-04-19T09:29:37.070007+00:00,llm,msgbatch_01C8rhNjCTBHbzidE5uwZsF3
,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),10.1007/978-3-031-95397-2_12,Probabilistic Learning of Temporal Uncertainties in Business Processes,Kunkler M.,2025,,Lecture Notes in Business Information Processing,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-105009210602,,,,maybe,"Título sugere relevância potencial para IC2 (modelagem estocástica de processos), porém sem resumo não é possível confirmar se o foco é em processos de software ou em BPM genérico. Abstrato não disponível impossibilita avaliação segura de domínio e aplicabilidade.",,,,,,,,,,,2026-04-12T20:13:11.235489+00:00,msgbatch_014epxmAhDxpMiXrt3wqCGFY,58,718,E,,exclude,"O título sugere forte relevância para IC2 (modelagem estocástica de processos de negócio com incertezas temporais), porém o resumo está ausente e não é possível confirmar: (1) se o foco é em processos de software (IE) ou BPM genérico; (2) o método estocástico específico e sua aplicação; (3) se há avaliação em artefatos de SW. A natureza genérica de 'Business Processes' levanta dúvida sobre EC1 (domínio fora de SW). Texto completo é necessário para decisão segura. Excluído por inacessibilidade de texto completo (sem PDF/OA disponível).",,EC5,full_text_required|insufficient_abstract|stochastic_modeling,unclear,unclear,unclear,unclear,low,missing_abstract,true,2026-04-19T09:29:37.070007+00:00,llm,msgbatch_01C8rhNjCTBHbzidE5uwZsF3
,scopus,scopus_principal,Principal,10.1007/978-3-642-01510-6_8,Project scheduling problem for software development with random fuzzy activity duration times,Huang W.,2009,,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-69849086813,,,,maybe,"O título sugere modelagem estocástica (fuzzy random durations) aplicada a scheduling de projetos de SW, potencialmente atendendo IC2. Porém, sem abstract disponível, não é possível confirmar se o foco é realmente em processos de desenvolvimento de SW ou apenas em otimização de scheduling genérica. A aplicação pode ser meramente exemplar em SW.",IC2,,,,,,,,,,2026-04-12T20:10:37.857356+00:00,msgbatch_01WubbEWrx98tudf2aLE6X3r,58,719,D,,exclude,"Project scheduling com fuzzy random durations é modelo teórico de otimização, sem aplicação a processos reais de desenvolvimento de SW.",,EC3,,,,,,high,title_only,false,2026-04-19T02:50:16.833076+00:00,manual,
,acm,acm_msr,ACM Complementar MSR,,Research and practice reciprocity in software process simulation,Dan Houston,2012,"The young field of software process simulation was born out of research that stimulated imagination of many researchers who created a vision for addressing the software problem. Though vision has yet to be realized widely, need for field is growing and benefits are being seen slowly. Opportunity for continued growth of this field lies in reciprocity between research and industrial practice. An agenda for advancing software process simulation through this reciprocity is offered.",Proceedings of the International Conference on Software and System Process,conference paper,,,,,,maybe,"Título sugere forte relevância para modelagem estocástica de processos de SW (IC2), mas sem resumo não é possível confirmar se aborda PM, forecasting ou mineração de repositórios. A ausência de abstract impede avaliação conclusiva dos critérios de inclusão/exclusão.",,,,,,,,,,,2026-04-12T20:13:11.235489+00:00,msgbatch_014epxmAhDxpMiXrt3wqCGFY,58,720,C,,exclude,"O resumo é uma discussão conceitual/agenda sobre reciprocidade entre pesquisa e prática em simulação de processos de software, sem evidência de aplicação concreta de process mining, modelagem estocástica, forecasting ou mineração de repositórios. Não atende nenhum dos critérios de inclusão (IC1-IC4); trata-se de um posicionamento teórico/opinião sobre o campo, não de método ou aplicação empírica.",,EC3,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,acm,acm_msr,ACM Complementar MSR,,Software process simulation is simulation too: what can be learned from other domains of simulation?,Thomas Birkhölzer,2012,"Simulation is an important method and tool in many fields of engineering. Compared to these, simulation plays only a minor role in the field of software processes and software engineering. Examining this discrepancy, four theses are formulated as suggestions for future directions of software process simulation: 1. Simulation requires efforts, but “not simulating” might cause considerable costs as well, e.g. by wrong assumptions or expectations. These costs must be addressed and understood as well. 2. A model is always a simplification with many uncertainties. However, this is not a counter-argument by itself but must be evaluated in the perspective of purpose and available alternatives. 3. Future process simulation models must and will be much more complex than today. The necessary complexity can only be handled by relying on a rich set of mature components. This requires a joined effort and appreciation of the respective groundwork. 4. There are areas of software process modelling, which have already achieved some maturity, e.g. the interrelationships of volume of work, productivity, resources, and defect injection and removal. However, there are other aspects, which need further research to develop adequate modeling concepts, e.g. influence of architectural quality on later process stages, influence of process area capabilities within a dynamic simulation, or combined effects of human factors like time pressure, motivation, or knowledge acquisition.",Proceedings of the International Conference on Software and System Process,conference paper,,,,,,maybe,"Título sugere foco em simulação de processo de software, potencialmente alinhado com IC2 (modelagem estocástica). Porém, sem abstract disponível, não é possível confirmar se aborda processos de SW específicos ou se é apenas discussão teórica de simulação em geral. Recomenda-se recuperar o paper completo para triagem definitiva.",,,,,,,,,,,2026-04-12T20:13:11.235489+00:00,msgbatch_014epxmAhDxpMiXrt3wqCGFY,58,721,C,,exclude,"O paper é uma perspectiva teórica e discussão conceitual sobre simulação de processos de software, sem apresentar aplicação prática a artefatos de SW, modelagem estocástica específica, forecasting de métricas ou mineração de repositórios. As 4 teses propostas são reflexões gerais sobre desafios futuros, não validações empíricas em dados reais de processo de SW. Não atende nenhum dos critérios de inclusão (IC1–IC4) de forma conclusiva.",,EC3,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),10.1007/978-3-031-41623-1_11,Steady State Estimation for Business Process Simulations,Pourbafrani M.,2023,,Lecture Notes in Business Information Processing,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85172692940,,,,maybe,"Título sugere foco em simulação de processos de negócio com modelagem estocástica (steady state estimation), potencialmente relevante para IC2. Porém, sem abstract não é possível confirmar se o escopo inclui processos de software ou se restringe a BPM genérico. Requer verificação do conteúdo completo.",,,,,,,,,,,2026-04-12T20:13:11.235489+00:00,msgbatch_014epxmAhDxpMiXrt3wqCGFY,58,722,E,,exclude,"Resumo ausente impede confirmação definitiva do escopo. O título indica simulação de processos de negócio com estimação de estado estacionário (modelagem estocástica), sugerindo potencial relevância para IC2 (modelagem estocástica em processos de SW). Porém, sem acesso ao conteúdo completo, não é possível descartar que o trabalho aborde apenas BPM genérico (EC1 — domínio fora de SW) ou se aplica processo mining/forecasting a contexto de software. Requer leitura do texto completo para validar se . Excluído por inacessibilidade de texto completo (sem PDF/OA disponível).",,EC5,full_text_required|insufficient_abstract|simulation|stochastic_modeling,unclear,simulation,none,unclear,low,missing_abstract,true,2026-04-19T09:29:37.070007+00:00,llm,msgbatch_01C8rhNjCTBHbzidE5uwZsF3
,scopus,scopus_principal,Principal,10.1016/B978-0-323-90240-3.00020-5,Stochastic modeling of the mean time between software failures: A review,Pena G.,2022,,System Assurances Modeling and Management,chapter,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85134956818,,,,maybe,"O título sugere modelagem estocástica aplicada a software (potencialmente IC2), mas sem abstract disponível não é possível confirmar se o foco está em processos de desenvolvimento de SW ou em confiabilidade/testing genérico. A ausência de resumo impede verificação de escopo e aplicação concreta.",,,,,,,,,,,2026-04-12T20:03:59.736124+00:00,msgbatch_01Bi2vvN8phka4m2zJ3y8JSf,58,723,E,,exclude,"O título sugere modelagem estocástica em contexto de software (potencialmente IC2), porém o abstract está ausente e a fonte bibliográfica é um capítulo de livro sem verificação direta. Sem acesso ao texto completo ou resumo verificável, não é possível confirmar se o foco é em processos de desenvolvimento de SW (escopo PATHCAST) ou em confiabilidade/testing genérico (fora do escopo). O título isolado é insuficiente para decisão com rigor em fase de texto completo. Excluído por inacessibilidade de texto completo (sem PDF/OA disponível).",,EC5,full_text_required|insufficient_abstract|stochastic_modeling,unclear,unclear,unclear,unclear,low,missing_abstract,true,2026-04-19T09:29:37.070007+00:00,llm,msgbatch_01C8rhNjCTBHbzidE5uwZsF3
,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1007/978-3-642-28592-9_51,The research of modular software system reliability based on HMM,Zhu X.,2012,,Advances in Intelligent and Soft Computing,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84865595325,,,,maybe,"Título sugere uso de HMM (Hidden Markov Model, modelagem estocástica) aplicado a confiabilidade de sistemas de software modular, alinhado potencialmente com IC2. Porém, sem resumo disponível, não é possível confirmar se o foco é no processo de desenvolvimento de SW ou apenas na confiabilidade do sistema final (EC2). A ambiguidade sobre o alvo da análise (processo vs. produto) impede decisão clara.",IC2,,,,,,,,,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9,58,724,D,,exclude,HMM aplicado a confiabilidade de módulos de software como produto; não aborda processo de desenvolvimento de SW.,,EC1,,,,,,high,title_only,false,2026-04-19T02:50:16.833076+00:00,manual,
,scopus,scopus_principal,Principal,10.1007/978-3-031-70411-6_16,Towards Decomposing Monolithic Applications into Microservices: Dynamic Analysis,Nassima A.M.,2024,,Lecture Notes in Networks and Systems,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85207660314,,,,maybe,"O título sugere análise dinâmica de aplicações de software (decomposição em microserviços), potencialmente relevante para IC1 ou IC4, mas sem abstract disponível não é possível confirmar se o foco é em process mining, modelagem estocástica ou forecasting de processos de SW, ou se é meramente sobre refatoração arquitetural de código.",,,,,,,,,,,2026-04-12T20:03:59.736124+00:00,msgbatch_01Bi2vvN8phka4m2zJ3y8JSf,58,725,E,,exclude,"O resumo está ausente e o título sugere análise dinâmica de decomposição arquitetural (monolito → microserviços), que poderia tangencialmente tocar em processos de software ou mineração de repositórios, mas não há evidência suficiente no título para confirmar aderência a process mining, modelagem estocástica ou forecasting de processos de desenvolvimento. Requer acesso ao texto completo para avaliação conclusiva. Excluído por inacessibilidade de texto completo (sem PDF/OA disponível).",,EC5,full_text_required|insufficient_abstract,unclear,none,none,unclear,low,missing_abstract,true,2026-04-19T09:29:37.070007+00:00,llm,msgbatch_01C8rhNjCTBHbzidE5uwZsF3
,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),10.1007/978-3-030-79186-5_8,Towards Reliable Business Process Simulation: A Framework to Integrate ERP Systems,Park G.,2021,,Lecture Notes in Business Information Processing,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85111896797,,,,maybe,"Título sugere simulação de processos de negócio integrada com ERP, potencialmente relevante para modelagem estocástica de processos. Porém, sem abstract não é possível confirmar se o foco é em processos de desenvolvimento de software (escopo PATHCAST) ou processos de negócio genéricos (fora do escopo). A conexão com SW é incerta.",,,,,,,,,,,2026-04-12T20:13:11.235489+00:00,msgbatch_014epxmAhDxpMiXrt3wqCGFY,58,726,E,,exclude,"Título indica simulação de processos de negócio genéricos integrada com sistemas ERP, sem evidência de foco em processos de desenvolvimento de software (SW) ou artefatos de SW (commits, issues, PRs, CI/CD). Enquadra-se em EC1 (domínio fora de SW) — processos de negócio corporativos não constituem processos de desenvolvimento de software. Sem abstract disponível, não há base para confirmar qualquer IC da SLR PATHCAST.",,EC1,full_text_required|insufficient_abstract,not_software_process,unclear,none,none,low,missing_abstract,true,2026-04-19T09:29:37.070007+00:00,llm,msgbatch_01C8rhNjCTBHbzidE5uwZsF3
,scopus,scopus_principal,Principal,10.1007/978-3-031-61057-8_24,Towards a Comprehensive Evaluation of Decision Rules and Decision Mining Algorithms Beyond Accuracy,Wais B.,2024,,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85196703386,,,,maybe,"O título sugere relevância potencial para process mining (decision mining algorithms), mas sem resumo disponível não é possível confirmar se aborda processos de SW ou se aplica IC1-IC4. A publicação em LNCS é credível, mas a avaliação sem abstract é inconclusiva.",,,,,,,,,,,2026-04-12T20:03:59.736124+00:00,msgbatch_01Bi2vvN8phka4m2zJ3y8JSf,58,727,E,,exclude,"Título menciona 'decision mining algorithms', que é subtópico relevante de process mining, mas sem abstract disponível não é possível confirmar: (1) se aplica a processos de software, (2) qual é o domínio de aplicação, (3) se atende IC1-IC4. Publicação em LNCS é credível e 'decision mining' sugere potencial relevância para PM, justificando revisão de texto completo. Excluído por inacessibilidade de texto completo (sem PDF/OA disponível).",,EC5,full_text_required|insufficient_abstract|process_mining,unclear,unclear,none,unclear,low,missing_abstract,true,2026-04-19T09:29:37.070007+00:00,llm,msgbatch_01C8rhNjCTBHbzidE5uwZsF3
,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),,"11th Issue of LNCS Transactions on Petri Nets and Other Models of Concurrency, ToPNoC 2015 and Workshops held at the 36th International Conference on Application and Theory of Petri Nets and Concurrency, Petri Nets 2015 and 15th International Conference on Application of Concurrency to System Design, ACSD 2015",,2016,,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84988369532,,,,maybe,"Trata-se de um sumário de conferência sobre Petri Nets e modelos de concorrência (ToPNoC 2015), relevante para IC2 (modelagem estocástica), mas sem resumo disponível para confirmar se inclui estudos aplicados a processos de SW. Requer acesso ao conteúdo completo para triagem definitiva.",IC2,,,,,,,,,,2026-04-12T20:13:11.235489+00:00,msgbatch_014epxmAhDxpMiXrt3wqCGFY,57,728,D,,exclude,"Livro de atas de conferência (proceedings summary), não um paper de pesquisa primária.",,EC4,,,,,,high,title_only,false,2026-04-19T02:50:16.833076+00:00,manual,
,scopus,scopus_principal,Principal,10.1007/s10766-016-0438-1,A Repair of Workflow Models Based on Mirroring Matrices,Sun Y.,2017,,International Journal of Parallel Programming,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84968624688,,,,maybe,"Título sugere modelagem de workflows (potencialmente IC2 – Petri nets estocásticas ou modelos de processo), mas sem abstract disponível não há confirmação se aplica-se a processos de software ou apenas BPM genérico. Venue em programação paralela aumenta incerteza sobre domínio de aplicação.",,,,,,,,,,,2026-04-12T20:07:33.942322+00:00,msgbatch_01WA34s6KYBnqTEYDoeQMa8p,57,729,E,,exclude,"Título sugere modelagem e reparo de workflows (potencialmente IC2 – Petri nets ou modelos estocásticos de processo), mas abstract ausente impede confirmação de (1) aplicação específica a processos de software vs. BPM genérico, (2) presença de métodos estocásticos, (3) dados reais ou experimentais. Venue em programação paralela aumenta ambiguidade. Full text necessário para decisão conclusiva. Excluído por inacessibilidade de texto completo (sem PDF/OA disponível).",,EC5,full_text_required|insufficient_abstract,unclear,unclear,none,unclear,low,missing_abstract,true,2026-04-19T09:29:37.070007+00:00,llm,msgbatch_01C8rhNjCTBHbzidE5uwZsF3
,scopus,scopus_principal,Principal,10.1007/s10664-015-9393-5,An in-depth study of the promises and perils of mining GitHub,Kalliamvakou E.,2016,,Empirical Software Engineering,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84940823828,,,,maybe,"Título fortemente indicativo de mineração de repositório GitHub (IC4 potencial), mas sem abstract disponível para confirmar escopo em processos de SW versus análise genérica de software. Requer verificação do texto completo para determinar se estuda descoberta/previsão de características de processos de desenvolvimento.",,,,,,,,,,,2026-04-12T20:07:33.942322+00:00,msgbatch_01WA34s6KYBnqTEYDoeQMa8p,57,730,E,,exclude,"Título fortemente indicativo de mineração de repositório GitHub (IC4 potencial), mas resumo completamente ausente impede avaliação rigorosa do escopo. Sem acesso ao texto completo ou abstract verificado, não é possível confirmar se o estudo foca em processos de desenvolvimento de software, modelagem estocástica ou forecasting versus análise genérica de dados/artefatos de software. Requer acesso ao texto completo para decisão conclusiva. Excluído por inacessibilidade de texto completo (sem PDF/OA disponível).",,EC5,full_text_required|insufficient_abstract|repository_mining,unclear,none,none,version_control,low,missing_abstract,true,2026-04-19T09:29:37.070007+00:00,llm,msgbatch_01C8rhNjCTBHbzidE5uwZsF3
,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1166/asl.2015.6571,Embedded software testing requirements modeling and automatic test case generation based on multiple graphs,Qu M.C.,2015,,Advanced Science Letters,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84960406711,,,,maybe,"Título sugere foco em teste de software embarcado e geração automática de casos de teste, sem menção explícita a process mining, modelagem estocástica ou forecasting de processos de SW. Sem resumo disponível, não é possível determinar se o trabalho analisa ou modela processos de desenvolvimento usando event logs ou técnicas estocásticas, ou se é puramente sobre geração de testes como ferramenta de engenharia.",,,,,,,,,,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9,57,731,E,,exclude,"O título refere-se a geração automática de casos de teste para software embarcado usando múltiplos grafos. Sem acesso ao texto completo e com resumo ausente, não há evidência de que o trabalho aborde process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo ou mineração de repositórios. A temática sugere uma abordagem de engenharia de teste (geração de casos de teste como ferramenta), não análise ou modelagem de processos de desenvolvimento de software, config",,EC2,full_text_required|insufficient_abstract,software_testing,none,none,none,low,missing_abstract,true,2026-04-19T09:29:37.070007+00:00,llm,msgbatch_01C8rhNjCTBHbzidE5uwZsF3
,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),,Markovian reliability analysis for software using error generation and imperfect debugging,Kaushik M.,2015,,Lecture Notes in Engineering and Computer Science,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84938151727,,,,maybe,"O título sugere uso de modelagem Markoviana (IC2) aplicada a software, porém sem resumo disponível não é possível confirmar se o foco é em processos de desenvolvimento de SW ou em modelagem de confiabilidade de código/sistema. A análise de 'error generation' e 'debugging' pode referir-se a qualidade de software (EC2: software como ferramenta/artefato) em vez de mining ou modelagem de processos de desenvolvimento.",IC2,,,,,,,,,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9,57,732,D,,exclude,"Full-text não recuperado após busca manual (sem DOI, não localizado em GS/BASE/Scopus)",,,,,,,,,,,2026-04-18T00:34:52.389101+00:00,manual,
