internal_id,source_db,source_query_id,source_query_label,doi,title,authors,year,abstract,venue,doc_type,keywords,url,volume,issue,pages,publisher,is_duplicate,duplicate_of,selected,abstract_source,abstract_match_type
8f73a3db,scopus,scopus_principal,Principal,10.1007/978-3-031-51500-2_4,Model-Driven Development of Formally Verified Human-Robot Interactions,Lestingi L.,2024,"Abstract Introducing service robots into everyday settings entails a significant technological shift for the robotics community. Service settings are characterized by critical sources of uncertainty (mainly due to human behavior) that current software engineering techniques do not handle. This chapter introduces a model-driven framework for developing interactive service robotic scenarios, relying on formal verification to guarantee robustness with respect to unexpected runtime contingencies. Target users specify the characteristics of the scenario under analysis through a custom textual Domain-Specific Language, which is then automatically converted into a network of Stochastic Hybrid Automata. The formal model captures non-traditional physiological (e.g., physical fatigue) and behavioral aspects of the human subjects. Through Statistical Model Checking, it is possible to estimate several quality metrics: if these meet the set dependability requirements, the scenario can be deployed. Specifically, the framework allows for deployment on the field or simulation. Field-collected data are fed to a novel active automata learning algorithm, called $$\textsf{L}^*_\textrm{SHA}$$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:msubsup> <mml:mi>L</mml:mi> <mml:mtext>SHA</mml:mtext> <mml:mo>∗</mml:mo> </mml:msubsup> </mml:math> , to learn an updated model of human behavior. The formal analysis can then be iterated to update the scenario’s design. The overall approach has been assessed in terms of effectiveness and accuracy through realistic scenarios from the healthcare setting.",Springerbriefs in Applied Sciences and Technology,chapter,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85189142687,Part F2456,,41-51,,False,,,openalex,doi_exact
f86aca17,scopus,scopus_principal,Principal,10.1007/978-3-031-51734-1_6,DigitalPlantMan: A Multi Process Manufacturing Task Management System for Digital Plant,Tian H.,2024,,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85184151944,14208,,72-87,,False,,,,
d70769a5,scopus,scopus_principal,Principal,10.1007/978-3-031-62362-2_11,DyST: Dynamic Specification Mining for Heterogenous IoT Systems with WoT,Korkan E.,2024,,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85197763109,14629 LNCS,,147-162,,False,,,,
0d0e6973,scopus,scopus_principal,Principal,10.1109/QCE60285.2024.10342,Physical Properties of Error Reduction Algorithms for Ising Machines,Hino K.,2024,"Ising machines are expected to be dedicated computers that are capable of efficiently searching for good solutions to combinatorial optimization problems. When solving combinatorial optimization problems with an Ising machine, the objective function and constraints of the combinatorial optimization problems are expressed using the Ising model. Then, the low-energy states of the Ising model are searched by the internal algorithms of Ising machines. Typical internal algorithms are Simulated Annealing (SA) and Quantum Annealing (QA). Both algorithms exhibit stochastic behavior, so the final solution may contain errors. Therefore, it is an essential issue in the field of Ising machines to reduce errors as much as possible. A previous study proposed an error reduction method for QA machines, namely the Quantum Annealing Correction (QAC) model. This method reduces error by introducing penalty interaction and performing a specific decoding method. Building on these valuable insights, we proposed an alternative error reduction method, the stacked model. To verify the effectiveness, we examined on the relationship between the penalty interaction and the success probability of the QAC model and the stacked model on SA. The obtained results differ from the facts observed in QA. In summary, a decoding method different from the one considered effective in QA was found to be effective in SA. This result suggests that when considering an appropriate error reduction method, it is necessary to consider the internal algorithm of the Ising machine.",Proceedings IEEE Quantum Week 2024 Qce 2024,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85217164023,2,,434-435,,False,,,,
3bcba64b,scopus,scopus_principal,Principal,,ESSE 2023 - Proceedings of the 4th European Symposium on Software Engineering,,2023,,ACM International Conference Proceeding Series,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85198752204,,,,,False,,,,
6ea68db5,scopus,scopus_principal,Principal,10.4230/OASIcs.Microservices.2020-2022.8,Correct-By-Construction Microservices with Model-Driven Engineering,Rademacher F.,2023,,Openaccess Series in Informatics,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85181985621,111,,,,False,,,,
19d0e179,scopus,scopus_principal,Principal,10.1016/j.infsof.2023.107319,Warnings: Violation symptoms indicating architecture erosion,Li R.,2023,"As a software system evolves, its architecture tends to degrade, and gradually impedes software maintenance and evolution activities and negatively impacts the quality attributes of the system. The main root cause behind architecture erosion phenomenon derives from violation symptoms (such as violations of architecture pattern). Previous studies focus on detecting violations in software systems using architecture conformance checking approaches. However, code review comments are also rich sources that may contain extensive discussions regarding architecture violations. In this work, we investigated the characteristics of architecture violation symptoms in code review comments from the developers' perspective. We employed a set of keywords related to violation symptoms to collect 606 (out of 21,583) code review comments from four popular OSS projects in the OpenStack and Qt communities. We manually analyzed the collected 606 review comments to provide the categories and linguistic patterns of violation symptoms, as well as the reactions how developers addressed them. Our findings show that: (1) 10 categories of violation symptoms are discussed by developers during the code review process; (2) The frequently-used terms of expressing violation symptoms are ""inconsistent"" and ""violate"", and the most frequently-used linguistic pattern is Problem Discovery; (3) Refactoring and removing code are the major measures (90%) to tackle violation symptoms, while a few violation symptoms were ignored by developers. Our findings suggest that the investigation of violation symptoms can help researchers better understand the characteristics of architecture erosion and facilitate the development and maintenance activities, and developers should explicitly manage violation symptoms, not only for addressing the existing architecture violations but also preventing future violations.Comment: Preprint accepted for publication in Information and Software Technology, 202",Information and Software Technology,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85167823319,164,,,,False,,,core,title_exact
24bc4194,scopus,scopus_principal,Principal,10.1007/s10270-023-01087-4,Correlating contexts and NFR conflicts from event logs,Roy M.,2023,"In the design of autonomous systems, it is important to consider the preferences of the interested parties to improve the user experience. These preferences are often associated with the contexts in which each system is likely to operate. The operational behavior of a system must also meet various non-functional requirements (NFRs), which can present different levels of conflict depending on the operational context. This work aims to model correlations between the individual contexts and the consequent conflicts between NFRs. The proposed approach is based on analyzing the system event logs, tracing them back to the leaf elements at the specification level and providing a contextual explanation of the system’s behavior. The traced contexts and NFR conflicts are then mined to produce Context-Context and Context-NFR conflict sequential rules. The proposed Contextual Explainability (ConE) framework uses BERT-based pre-trained language models and sequential rule mining libraries for deriving the above correlations. Extensive evaluations are performed to compare the existing state-of-the-art approaches. The best-fit solutions are chosen to integrate within the ConE framework. Based on experiments, an accuracy of 80%, a precision of 90%, a recall of 97%, and an F1-score of 88% are recorded for the ConE framework on the sequential rules that were mined.",Software and Systems Modeling,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85148895255,22,6,1987-2010,,False,,,,
ad9b1cc1,scopus,scopus_principal,Principal,10.1093/mnras/stad2939,Eryn: a multipurpose sampler for Bayesian inference,Karnesis N.,2023,"In recent years, methods for Bayesian inference have been widely used in many different problems in physics where detection and characterization are necessary. Data analysis in gravitational-wave astronomy is a prime example of such a case. Bayesian inference has been very successful because this technique provides a representation of the parameters as a posterior probability distribution, with uncertainties informed by the precision of the experimental measurements. During the last couple of decades, many specific advances have been proposed and employed in order to solve a large variety of different problems. In this work, we present a Markov Chain Monte Carlo (MCMC) algorithm that integrates many of those concepts into a single MCMC package. For this purpose, we have built {\tt Eryn}, a user-friendly and multipurpose toolbox for Bayesian inference, which can be utilized for solving parameter estimation and model selection problems, ranging from simple inference questions, to those with large-scale model variation requiring trans-dimensional MCMC methods, like the LISA global fit problem. In this paper, we describe this sampler package and illustrate its capabilities on a variety of use cases.",Monthly Notices of the Royal Astronomical Society,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85175839481,526,4,4814-4830,,False,,,,
679430ee,scopus,scopus_principal,Principal,10.1145/3617832,Automatic Synthesis of FSMs for Enforcing Non-functional Requirements on MPSoCs Using Multi-objective Evolutionary Algorithms,Esper K.,2023,"Embedded system applications often require guarantees regarding non-functional properties when executed on a given MPSoC platform. Examples of such requirements include real-time, energy, or safety properties on corresponding programs. One option to implement the enforcement of such requirements is by a reactive control loop, where an enforcer decides based on a system response (feedback) how to control the system, e.g., by adapting the number of cores allocated to a program or by scaling the voltage/frequency mode of involved processors. Typically, a violation of a requirement must either never happen in case of strict enforcement, or only happen temporally (in case of so-called loose enforcement). However, it is a challenge to design enforcers for which it is possible to give formal guarantees with respect to requirements, especially in the presence of typically largely varying environmental input (workload) per execution. Technically, an enforcement strategy can be formally modeled by a finite state machine (FSM) and the uncertain environment determining the workload by a discrete-time Markov chain. It has been shown in previous work that this formalization allows the formal verification of temporal properties (verification goals) regarding the fulfillment of requirements for a given enforcement strategy. In this article, we consider the so-far-unsolved problem of design space exploration and automatic synthesis of enforcement automata that maximize a number of deterministic and probabilistic verification goals formulated on a given set of non-functional requirements. For the design space exploration (DSE), an approach based on multi-objective evolutionary algorithms is proposed in which enforcement automata are encoded as genes of states and state transition conditions. For each individual, the verification goals are evaluated using probabilistic model checking. At the end, the DSE returns a set of efficient FSMs in terms of probabilities of meeting given requirements. As experimental results, we present three use cases while considering requirements on latency and energy consumption.",ACM Transactions on Design Automation of Electronic Systems,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85178032720,28,6,,,False,,,,
cd3284da,scopus,scopus_principal,Principal,10.1002/mp.16544,Assessment of cross-dose contributions from tumors within computational phantoms using a Geant4 radiation dosimetry tool exploiting hybrid analytical/voxelised geometries,Salman M.,2023,"BACKGROUND
Dosimetry software tools developed for Radiopharmaceutical Therapy, such as OLINDA/EXM or IDAC-Dose, account only for radiation dose to organs from radiopharmaceutical taken up in other organs.


PURPOSE
The aim of this study is to present a methodology, that can be applied to any voxelised computational model, able to account for cross-dose to organs from tumors of any shape and number enclosed within an organ.


METHODS
A Geant4 application using hybrid analytical/voxelised geometries has been developed as an extension to the ICRP110_HumanPhantom Geant4 advanced example and validated against ICRP publication 133. In this new Geant4 application, tumors are defined using the Geant4 Parallel Geometry functionality, which allows the co-existence of two independent geometries in the same Monte Carlo simulation. The methodology was validated by estimating total dose to healthy tissue from 90 Y and from 177 Lu distributed within tumors of various sizes localized within the liver of the ICRP110 adult male phantom.


RESULTS
Agreement of the Geant4 application with ICRP133 was within 5% when masses were adjusted for blood content. Total dose to healthy liver and to tumors was found to agree within 1% when compared to the ground truth.


CONCLUSIONS
The methodology presented in this work can be extended to investigate total dose to healthy tissue from systemic uptake of radiopharmaceuticals in tumors of different sizes using any voxelised computational dosimetric model.",Medical Physics,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85161479464,50,10,6580-6588,,False,,,,
abaeae18,scopus,scopus_principal,Principal,10.1007/s10664-023-10316-9,Do attention and memory explain the performance of software developers?,Piantadosi V.,2023,"Writing and modifying source code are core activities in software development and evolution. The outcome of a coding task in terms of quality may depend on several aspects, such as the difficulty of the task or the complexity of the system. Besides, it is well known that individual characteristics of developers, like the programming experience, play a lead role in this. Recent work started exploring the influence that cognitive human aspects have on the ability of developers to acquire information from the source code (e.g., finding security blind spots). However, it is still unknown to what extent such aspects influence their ability of completing coding tasks.In this paper, we theorize that two cognitive human aspects, attention and memory, play a role in predicting the outcome of a coding task. We conducted a controlled experiment involving 32 participants (18 bachelor students, 9 master students, 2 Ph.D. students. and 3 practitioners), in which we asked them to complete two bug-fixing and two feature implementation tasks. We measured, for each of them, three attention-related factors (i.e., alerting, orienting, and executive control) and two memory-related ones (i.e., working memory and immediate recall) through well-established psychometric tests. Finally, we investigated to what extent these factors can explain the correctness, the readability and the time taken to complete a task in function of such factors. Our results show that all the attention- and memory-related factors achieved very low correlation with correctness and time. Indeed, the number of years of programming experience is far more important than all the other variables we considered for explaining the correctness and the time required to complete a task. Moreover, we found a significant relationship between orienting (an attention-related factor) and code readability",Empirical Software Engineering,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85168789900,28,5,,,False,,,core,title_exact
dbabc1fe,scopus,scopus_principal,Principal,10.1016/j.calphad.2023.102563,Thermodynamic modeling of the Nb-Ni system with uncertainty quantification using PyCalphad and ESPEI,Sun H.,2023,"The Nb-Ni system has been remodeled with uncertainty quantification (UQ) by using the presently upgraded software tools of PyCalphad and ESPEI that contain the new capability to model site occupancy of Wyckoff position for the phases of interest. Specifically, the five- and three-sublattice models are used to model the topologically close pack (TCP) phases of µ -Nb 7 Ni 6 and 𝛿 -NbNi 3 , respectively, according to exactly their Wyckoff positions; where the inputs for CALPHAD-based modeling include the presently predicted thermochemical data as a function of temperature by density functional theory (DFT) based first-principles and phonon calculations together with both phase equilibrium and site occupancy data in the literature. Besides phase diagram and thermodynamic properties, the present CALPHAD predictions of site occupancies are also agreed well with experimental data such as the measured Nb sites in µ -Nb 7 Ni 6 . In addition, the predicted UQ values using the Markov Chain Monte Carlo (MCMC) method as implemented in ESPEI make it possible to quantify uncertainties in the Nb-Ni system, such as site occupancies in µ -Nb 7 Ni 6 and enthalpy of mixing in liquid.",Calphad Computer Coupling of Phase Diagrams and Thermochemistry,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85161310284,82,,,,False,,,semanticscholar,title_fuzzy
31cf5f78,scopus,scopus_principal,Principal,10.3233/FAIA230135,Architectural patterns for neuro-symbolic AI,ten Teije A.,2023,"We propose a set of architectural patterns that describe a large variety of neuro-symbolic systems. As in other areas of computer science (knowledge engineering, software engineering, ontology engineering, process mining and others), such design patterns provide a unified vocabulary to describe a large variety of systems, help to systematise the literature, clarify which combinations of techniques serve which purposes, and encourage re-use of software components. We have validated our set of compositional design patterns against a large body of recent literature, and we apply them to a number of systems described in the different sections of this volume. Sections 1.1-1.7 of this chapter are based on our earlier publications [1] and [2], the new contributions of this chapter are in section 1.5 and 1.6.",Compendium of Neurosymbolic Artificial Intelligence,chapter,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85171778295,,,64-76,,False,,,openalex,doi_exact
7b5e74ea,scopus,scopus_principal,Principal,10.1016/j.cola.2023.101217,"Dandelion: A scalable, cloud-based graphical language workbench for industrial low-code development",Martínez-Lasaca F.,2023,"There is an increasing demand nowadays for low-code development platforms (LCDPs). As they rely heavily on graphical languages rather than writing code, these platforms enable citizen developers to participate in software development. However, creating new LCDPs is very costly, since it requires building support for graphical modelling and its integration with services like model validation, recommendation systems, or code generation. While Model-driven Engineering (MDE) has developed technologies to create these components, most of them are not cloud-based, as required by LCDPs. In particular, a cloud-based graphical workbench capable of providing the scalability required by industrial applications and adequately supporting technological heterogeneity is currently missing. To fill this gap we introduce Dandelion, a cloud-based graphical language workbench for LCDPs built following an MDE approach. The tool handles model heterogeneity by using a harmonising meta-model to uniformly represent models from diverse technologies, and supports a customisable level of conformance between models and meta-models. Scalability is addressed by persisting models in a distributed, highly flexible database whose infrastructure is designed to conform to the harmonising meta-model, thus favouring model retrieval. Additionally, a customisable scalability component is introduced for lazy model loading. This paper describes the concepts and principles behind the tool design and reports on an evaluation on large synthetic process mining models, and on domain-specific languages and large industrial models used within the UGROUND company, showing promising results.",Journal of Computer Languages,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85160517467,76,,,,False,,,openalex,doi_exact
8dd1f7a3,scopus,scopus_principal,Principal,10.1109/TCSS.2022.3186249,Patient Flow Modeling and Optimal Staffing for Emergency Departments: A Petri Net Approach,Wang J.,2023,"Patient flow is the movement of patients through a healthcare facility. Over the past decades, healthcare service providers have spent tremendous effort in optimizing patient flow and reducing patient waiting time (WT), aiming to provide better healthcare service and higher patient satisfaction. There are many factors causing patient congestion; understaffing is undoubtedly a critical one. However, as staffing accounts for about 75% of the cost of all emergency medicine groups, emergency department (ED) staffing must match the demand for services. In this article, we attempt to employ a systematic and formal approach to find out optimal staffing levels for EDs. For this purpose, a hierarchal modeling process of patient flow in typical EDs with stochastic timed Petri nets (STPNs) is developed. Special attention is paid to resource requirements, resource sharing, and service duration. The evaluation of average patient WT is discussed based on simulation. Two staffing options are considered, and the decision on the optimal staffing level with each option is addressed. A software tool has been developed to aid the ED performance evaluation and staffing.",IEEE Transactions on Computational Social Systems,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85134239090,10,4,2022-2032,,False,,,,
ce85574f,scopus,scopus_principal,Principal,10.1088/1402-4896/acdd32,Investigation of the muonic atoms distribution in materials through muonic x-rays momentum simulation using Geant4,Hu Y.,2023,"Determining the distribution of muonic atoms is essential for μ-X ray imaging. In this study, the generation and de-excitation of muonic atoms in multi-elemental targets were simulated using the Monte Carlo software toolkit Geant4. An approach that reconstructs the production sites of muonic atoms from the μ-X ray momentum is proposed. The imaging results indicated a high simulated spatial resolution of 0.1 mm and a significant increase in the detection efficiency compared to that achieved by the 3-mm pinhole imaging technique. In addition, an analysis of the image quality index (Q) revealed that a superior image quality can be achieved for elements with high and medium atomic numbers. The proposed method has the potential to be further developed into an accurate and efficient technique for positioning the distribution of elements.",Physica Scripta,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85163823581,98,7,,,False,,,,
5c0f6282,scopus,scopus_principal,Principal,10.1007/s10489-022-04341-2,Concept drift detection and localization framework based on behavior replacement,Xu J.,2023,,Applied Intelligence,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85144127204,53,13,16776-16796,,False,,,,
39a4f688,scopus,scopus_principal,Principal,10.1002/mp.16292,From model-based dose computation to tomotherapy,Mackie T.R.,2023,This paper describes the first years of what became known as the Tomotherapy Research Group at the Department of Medical Physics at the University of Wisconsin-Madison (UW). The group's roots were in algorithm and software development for radiation therapy dose calculations. The concept of helical tomotherapy sprang from the design of a treatment unit which could make the computation easier which in turn created a treatment unit that created the capability to do image-guided radiotherapy. The paper discusses the genesis of our concepts and some of the difficulties encountered along the way. This article is protected by copyright. All rights reserved.,Medical Physics,review,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85149345057,50,S1,70-73,,False,,,,
dea836a1,scopus,scopus_principal,Principal,10.1142/S0218539323500110,Study of Effort Calculation and Estimation in Open Source Projects,Sone H.,2023,"It is important to carefully monitor the development status of an open source projects because of the large number of people involved in the projects. One of the methods for evaluating project stability is earned value management (EVM), applying EVM to projects requires time-series effort data. However, there are few researches on the calculation of time-series effort data for open source projects, because open source projects do not manage effort as a whole. In this research, we have examined the validity of the calculation method and results of the time-series effort data in the open source projects. In addition, we have verified similarity of proprietary software development projects to open source projects in terms of effort. In particular, the similarity between open source projects and proprietary software development projects is verified by applying the effort data of open source projects to the software reliability growth model (SRGM).",International Journal of Reliability Quality and Safety Engineering,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85161995340,30,3,,,False,,,openalex,doi_exact
140c9afd,scopus,scopus_principal,Principal,10.1007/s10489-023-04523-6,Continuous build outcome prediction: an experimental evaluation and acceptance modelling,Kawalerowicz M.,2023,,Applied Intelligence,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85153101678,53,8,8673-8692,,False,,,,
9d646b29,scopus,scopus_principal,Principal,10.1007/s11831-022-09864-y,Software Development Analytics in Practice: A Systematic Literature Review,Caldeira J.,2023,,Archives of Computational Methods in Engineering,review,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145990594,30,3,2041-2080,,False,,,,
44d6a32e,scopus,scopus_principal,Principal,10.1007/978-3-031-08246-7_2,An Approach Based on Process Mining Techniques to Support Software Development,Hernandez-Resendiz J.D.,2023,,Intelligent Systems Reference Library,chapter,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85139061738,226,,25-49,,False,,,,
0040051d,scopus,scopus_principal,Principal,,CIbSE 2023 - XXVI Ibero-American Conference on Software Engineering,,2023,,Cibse 2023 Xxvi Ibero American Conference on Software Engineering,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85165962801,,,,,False,,,,
d65695c6,scopus,scopus_principal,Principal,10.1109/RAMS51473.2023.10088212,A stochastic petri net model of continuous integration and continuous delivery,Bhadra S.,2023,"SUMMARY & CONCLUSIONSModern software development organizations rely on continuous integration and continuous delivery (CI/CD), since it allows developers to continuously integrate their code in a single shared repository and automates the delivery process of the product to the user. While modern software practices improve the performance of the software life cycle, they also increase the complexity of this process. Past studies make improvements to the performance of the CI/CD pipeline. However, there are fewer formal models to quantitatively guide process and product quality improvement or characterize how automated and human activities compose and interact asynchronously. Therefore, this paper develops a stochastic Petri net model to analyze a CI/CD pipeline to improve process performance in terms of the probability of successfully delivering new or updated functionality by a specified deadline. The utility of the model is demonstrated through a sensitivity analysis to identify stages of the pipeline where improvements would most significantly improve the probability of timely product delivery.",Proceedings Annual Reliability and Maintainability Symposium,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85153239429,2023-January,,,,False,,,,
21851bba,scopus,scopus_principal,Principal,10.1109/APSEC60848.2023.00090,Exploring Collaboration Patterns in GitHub Using Discrete Time Markov Chain,Jo S.,2023,"Collaboration among team members plays a crucial role in the success of software projects. GitHub has emerged as a prominent platform for collaborative software development. This study focuses on analyzing GitHub repositories to gain insights into project status and participant characteristics based on development activities such as commits and pull requests. Utilizing a discrete time Markov chain, this research models GitHub repositories and employs probabilistic temporal logic and model checking to shed light on the activity levels of both projects and participants. We expect that understanding these observed trends and patterns can assist project managers in strengthening teamwork and fostering productive collaboration.",Proceedings Asia Pacific Software Engineering Conference APSEC,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85190495128,,,645-646,,False,,,,
5b7858a6,scopus,scopus_principal,Principal,10.5220/0011850500003464,Mapping Process Mining Techniques to Agile Software Development Perspectives,Feres C.,2023,": Agile Software Development (ASD) processes have surfaced as an effective alternative for more efficient software project management. They concentrate on a set of informal best practices instead of a standardised process, making it difficult to determine the degree of real implementation in an organization. Process Mining (PM) can play a key role in such analysis by discovering the software development process model followed in a certain set of software projects, and by analysing event logs that report the projects’ executed tasks. These discovered processes can then be compared to standardised ASD methods such as Scrum and eXtreme Programming (XP), and improved accordingly. Motivated by this, we present in this paper a literature review revealing the state of the art of Process Mining and its usage in ASD processes, but under a correlation between the three main research areas of PM (discovery, conformance, and enhancement), and the main ASD process perspectives including organisational/team, control-flow, quality, time, cost & risk, and data. We then analyse and discuss the results of this review quantitatively and qualitatively and prospect future opportunities for research accordingly.",International Conference on Evaluation of Novel Approaches to Software Engineering Enase Proceedings,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85160545657,2023-April,,428-435,,False,,,,
e3ae6ab4,scopus,scopus_principal,Principal,10.1109/ELIT61488.2023.10310775,Risks’ Attribute Values Evaluation in Software Engineering by Monte Carlo Simulation,Lyashkevych M.,2023,"It is a good practice in the industry to carry out a risk assessment even before the stages of software production because we can prevent the costs of both human and material resources. In the era of the success of artificial intelligence with machine learning, it is very important to have accumulated expert knowledge on the basis of which we fuel datasets. Usually, it is very difficult to obtain numerical values of risk attributes, and especially to determine their importance among others. The values of risk attributes can be balanced in various ways, one of which is Monte Carlo simulation, which is presented in the publication.",2023 IEEE 13th International Conference on Electronics and Information Technologies Elit 2023 Proceedings,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85179500524,,,137-141,,False,,,,
64066ac3,scopus,scopus_principal,Principal,10.1109/SERA57763.2023.10197836,Analysis of Software Engineering Practices in General Software and Machine Learning Startups,Lakha B.,2023,"Context: On top of the inherent challenges startup software companies face applying proper software engineering practices, the non-deterministic nature of machine learning techniques makes it even more difficult for machine learning (ML) startups. Objective: Therefore, the objective of our study is to understand the whole picture of software engineering practices followed by ML startups and identify additional needs. Method: To achieve our goal, we conducted a systematic literature review study on 37 papers published in the last 21 years. We selected papers on both general software startups and ML startups. We collected data to understand software engineering (SE) practices in five phases of the software development life-cycle: requirement engineering, design, development, quality assurance, and deployment. Results: We find some interesting differences in software engineering practices in ML startups and general software startups. The data management and model learning phases are the most prominent among them. Conclusion: While ML startups face many similar challenges to general software startups, the additional difficulties of using stochastic ML models require different strategies in using software engineering practices to produce high-quality products.",Proceedings 2023 IEEE Acis 21st International Conference on Software Engineering Research Management and Applications SERA 2023,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85166283059,,,39-46,,False,,,,
fda7184e,scopus,scopus_principal,Principal,,Supporting software evolution actions with process mining,Calegari D.,2023,"There are several forces driving software evolution. One is the business process (BP) misalignment, i.e., when the behavior of the information systems supporting the BPs, or its users, is not aligned with the intended behavior of the BPs identified during the requirement engineering phase. Process Mining (PM) is an essential strategy for BP alignment evaluation. Nevertheless, PM initiatives do not usually focus on connecting BP alignment misfits with concrete software requirements for software evolution. This paper provides initial insights into how PM can support software evolution actions by considering research questions posed during a PM initiative. We exemplify this idea by analyzing administrative procedures within an Electronic Document Management System, providing action guides for its evolution obtained from the PM initiative.",Cibse 2023 Xxvi Ibero American Conference on Software Engineering,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85166022021,,,,,False,,,crossref,title_exact
6c4c844d,scopus,scopus_principal,Principal,,"Proceedings - 2023 38th IEEE/ACM International Conference on Automated Software Engineering Workshops, ASEW 2023",,2023,,Proceedings 2023 38th IEEE ACM International Conference on Automated Software Engineering Workshops Asew 2023,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85178507296,,,,,False,,,,
417121f9,scopus,scopus_principal,Principal,,Software Engineering 2023 - Fachtagung des GI-Fachbereichs Softwaretechnik,,2023,,Lecture Notes in Informatics Lni Proceedings Series of the Gesellschaft Fur Informatik Gi,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85150020369,P-332,,,,False,,,,
e4c11040,scopus,scopus_principal,Principal,10.32620/reks.2023.3.17,RISK AND UNCERTAINTY ASSESSMENT IN SOFTWARE PROJECT MANAGEMENT: INTEGRATING DECISION TREES AND MONTE CARLO MODELING,Strielkina A.,2023,"The evaluation of risk and uncertainty in the context of software project management is the subject of this paper. This paper discusses the difficulties faced by project managers in handling uncertainty brought on by the complex nature of software projects and the ever evolving requirements of technology. A review of the literature, data production, visualization, statistical analysis, and mathematical modeling are included in this study. The goal of this study is to create a methodical approach to assist project managers in making decisions by considering the inherent uncertainty in software development and to find approaches and procedures that may successfully reduce risks, improve decision-making, and eventually result in the implementation of successful projects. The following tasks were carried out: to evaluate risk and uncertainty by examining the state-of-the-art in decision theory and its applications in software project management; to develop an integrated strategy that blends Monte Carlo Simulation with Decision Trees to assess risk and uncertainty in software project management; to generate data, visualize it, and perform statistical analysis to comprehend how project outcomes, costs, and time are affected; to identify important variables affecting project results and decision-making using decision trees; to use Monte Carlo simulation to create project scenarios and weigh the likelihood of each; and to supply project managers with knowledge and suggestions to help them make informed decisions and successfully manage risks. Methods. To evaluate risk and uncertainty in software project management, this paper analyzes the decision theory approaches currently used as well as Decision Trees and Monte Carlo Simulation techniques. Results. This study offers thorough insights into how project results, costs, and duration vary among various techniques. The critical factors that have a substantial influence on project success are shown through decision trees. According to the study’s findings, combining decision theory and statistical analysis equips project managers to make wise decisions despite uncertainty. Conclusions. Project managers may improve decision making, risk reduction, and overall project success by applying these cutting-edge approaches. To adapt these techniques to unique software project management contexts and real-world situations, further study and implementation in practice are necessary. With the use of such techniques, the software development sector would be better able to manage the complexity of projects and provide good results within set financial and time parameters.",Radioelectronic and Computer Systems,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85177428850,,3(107),217-225,,False,,,,
