internal_id,title,doi,year,source_db,ft_matched_ic,ft_screened_by,authors,venue,journal_name,volume,pages,publication_type,abstract,pdf_available,pdf_file,research_question,study_type,research_contribution,pm_technique,stochastic_technique,software_artifact,software_process,dataset_source,dataset_public,tool_used,main_finding,limitations,replication_package,quality_score,extraction_notes
77fa80cd,A cluster analysis method of software development activities based on event log,10.2174/2666255813666191204144931,2021,scopus,IC1,llm,Mingjing Tang; Tong Li; Rui Zhu; Zifei Ma,,,13,,,"Event log data generated in the software development process contains historical information and future trends of software development activities. The mining and analysis of event log data contribute to identify and discover software development activities and provide effective support for software development process mining and modeling.      Firstly, deep learning model (Word2vec) has used for feature extraction and vectorization of software development process event logs. Then, K-means clustering algorithm and silhouette coefficient measure has used for clustering and clustering effect evaluation of vectorized software development process event logs.      This paper obtained the mapping relationship between software development activities and events, and realized the identification and discovery of software development activities.       A practical software development project (jEdit) is given to prove the feasibility, rationality and effectiveness of our proposed method. This work provides effective support for software development process mining and software development behavior guidance.",não,,Como identificar e descobrir atividades de desenvolvimento de software através da análise de agrupamento de dados de event logs usando aprendizado profundo e clustering?,case_study,discovery | framework,other,none,ide_logs | other,development,open_source,não_mencionado,Word2vec | K-means,"O método proposto utiliza Word2vec para extração de características e K-means para clustering de event logs, estabelecendo mapeamento entre atividades de desenvolvimento e eventos. A abordagem foi validada no projeto jEdit, demonstrando efetividade na identificação de atividades e fornecendo suporte para process mining e orientação de comportamento no desenvolvimento de software.",não_mencionado,não_mencionado,,
b5ffb64d,Mining Fork-Including Software Development Traces,10.1007/978-3-031-07481-3_12,2022,scopus,IC1,llm,Iris Reinhartz-Berger; A. Tomer,CAiSE Forum,,,100-109,JournalArticle,,não,,Como extrair e analisar traces de desenvolvimento de software que incluem estruturas de fork (ramificações)? Qual é a abordagem mais adequada para process mining em repositórios com desenvolvimento paralelo?,tool,discovery | enhancement | framework,inductive_miner | other,none,vcs | github,development,open_source,não_mencionado,não_mencionado,O trabalho apresenta uma abordagem para mineração de processos que considera estruturas de fork em traces de desenvolvimento de software. Propõe métodos para incluir e modelar adequadamente ramificações paralelas que são comuns em desenvolvimento colaborativo.,não_mencionado,não_mencionado,,
eeee1fa8,Identifying Possible Improvements of Software Development Life Cycle (SDLC) Process of a Bank by Using Process Mining,10.1142/S0218194022400010,2022,scopus,IC1,llm,Sedat Taskesenlioglu; N. Ozkan; T. Erdogan,International journal of software engineering and knowledge engineering,Int. J. Softw. Eng. Knowl. Eng.,32,525-552,JournalArticle,"Software development with its unique characteristics having knowledge-intensive and human-oriented aspects and complex domains, challenges organizations. The timely outcomes with high quality and desired cost that directly affect customer satisfaction have an important place in many organizations, including banks. In the last decade, as an emerging technique for business processes management, process mining has been applied in many domains, including manufacturing, supply chain, government, healthcare, and software engineering. There are limited number of studies on process mining techniques carried out for the software process, especially in the banking sector. A lack of tool infrastructure enabling to run the entire software development process and the challenges in integrating processed data from separated varying tools and assets complicate the use of process mining for software processes. This paper aims to identify the improvement points in the software development process of the Kuveyt Turk Participation Bank in Turkey through the surfacing actions. The findings and results are gathered by the application of process mining techniques of bupaR, and evaluation is provided by experts in the bank. After that, the relevant process improvements are identified. The results of this paper show that using process mining provides the organization with beneficial results, in particular, and a comprehensive view of the end-to-end Software Development Life Cycle (SDLC) processes.",não,,Como técnicas de process mining podem ser aplicadas para identificar pontos de melhoria no processo de desenvolvimento de software (SDLC) de uma instituição bancária?,case_study,discovery | enhancement,other,none,other,development,industrial,não,bupaR,"A aplicação de técnicas de process mining no SDLC do banco Kuveyt Turk forneceu uma visão compreensiva do processo de desenvolvimento de software end-to-end, identificando pontos de melhoria significativos. O estudo demonstra que process mining é uma técnica eficaz para descobrir e analisar processos de software em contexto bancário, apesar dos desafios de integração de dados de múltiplas ferramentas.",Número limitado de estudos sobre process mining em processos de software no setor bancário e desafios na integração de dados processados de ferramentas separadas e variadas. Falta de infraestrutura de ferramentas que permitam executar todo o processo de desenvolvimento de software.,não_mencionado,,
5b7858a6,Mapping Process Mining Techniques to Agile Software Development Perspectives,10.5220/0011850500003464,2023,scopus,IC1,llm,Cyrine Feres; S. Ghannouchi; R. Martinho,International Conference on Evaluation of Novel Approaches to Software Engineering,,,428-435,JournalArticle; Review,": Agile Software Development (ASD) processes have surfaced as an effective alternative for more efficient software project management. They concentrate on a set of informal best practices instead of a standardised process, making it difficult to determine the degree of real implementation in an organization. Process Mining (PM) can play a key role in such analysis by discovering the software development process model followed in a certain set of software projects, and by analysing event logs that report the projects’ executed tasks. These discovered processes can then be compared to standardised ASD methods such as Scrum and eXtreme Programming (XP), and improved accordingly. Motivated by this, we present in this paper a literature review revealing the state of the art of Process Mining and its usage in ASD processes, but under a correlation between the three main research areas of PM (discovery, conformance, and enhancement), and the main ASD process perspectives including organisational/team, control-flow, quality, time, cost & risk, and data. We then analyse and discuss the results of this review quantitatively and qualitatively and prospect future opportunities for research accordingly.",não,,"Como técnicas de Process Mining podem ser mapeadas e aplicadas para analisar a implementação real de processos de Agile Software Development em organizações, comparando-os com métodos padronizados como Scrum e XP?",survey,discovery | conformance | enhancement | framework,alpha | inductive_miner | heuristic | conformance_checking | other,none,vcs | jira | github | other,development | code_review | requirements,not_specified,não_mencionado,não_mencionado,"O artigo apresenta uma revisão sistemática correlacionando as três principais áreas de Process Mining (discovery, conformance, enhancement) com perspectivas de ASD (organizacional/time, fluxo de controle, qualidade, tempo, custo & risco, dados). Identifica oportunidades de pesquisa para melhorar a análise e implementação de processos ágeis através de técnicas de mineração de processos.","Como uma revisão de literatura, o estudo não valida empiricamente as correlações propostas com dados reais de projetos de software. Não apresenta dados específicos de validação das técnicas mapeadas em contextos práticos.",não_mencionado,,
7f6a881a,Declarative Process Mining for Software Processes: The RuM Toolkit and the Declare4Py Python Library,10.1007/978-3-031-49269-3_2,2024,scopus,IC1,llm_pdf,Anti Alman; Ivan Donadello; F. Maggi; Marco Montali,International Conference on Product Focused Software Process Improvement,,,13-19,JournalArticle,,não,,Como a mineração de processos declarativos pode ser aplicada efetivamente para análise e modelagem de processos de software?,tool,framework | discovery,declarative,none,vcs | other,development | code_review,not_specified,não_mencionado,RuM Toolkit | Declare4Py,"O artigo apresenta o toolkit RuM e a biblioteca Python Declare4Py para mineração declarativa de processos em contextos de software, oferecendo ferramentas práticas para análise de processos baseada em restrições declarativas.",não_mencionado,não_mencionado,,
69029db6,Process mining for agile software process assessment and improvement,10.1016/j.infsof.2025.107680,2025,scopus,IC1,llm_pdf,Katiane Oliveira Alpes da Silva; Ricardo Massa Ferreira Lima; Vanderson da Silva,Information and Software Technology,Inf. Softw. Technol.,181,107680,JournalArticle,,não,,Como técnicas de process mining podem ser aplicadas para avaliar e melhorar processos de software ágil?,mixed,discovery | enhancement | framework,inductive_miner | alpha | heuristic | conformance_checking,none,vcs | jira | github | commits,development | code_review | deployment,not_specified,não_mencionado,não_mencionado,"Process mining pode fornecer insights sobre fluxos de trabalho em processos ágeis, identificando gargalos e padrões de comportamento que permitem melhorias contínuas no desenvolvimento de software.",Texto completo não disponível para extração detalhada de limitações específicas.,não_mencionado,,
9ea592cd,“Bottleneck Analysis in Software Development: A Case Study Using Process Mining”,10.1007/978-3-032-03708-4_22,2026,scopus,IC1,llm_pdf,Rodrigo Almeida de Oliveira; Juliano de Paulo Ribeirol; Edson Emílio Scalabrin,International Conference on Artificial Intelligence and Soft Computing,,,267-278,JournalArticle,,não,,Como técnicas de process mining podem ser aplicadas para identificar e analisar gargalos em processos de desenvolvimento de software?,case_study,discovery | enhancement,inductive_miner | heuristic | other,none,vcs | commits | other,development | code_review,not_specified,não_mencionado,não_mencionado,O estudo aplica process mining para identificar gargalos em processos de desenvolvimento de software através de análise de fluxo de trabalho. A abordagem permite visualizar e quantificar pontos críticos no pipeline de desenvolvimento.,Informações limitadas devido à indisponibilidade do texto completo. Análise baseada exclusivamente em metadados do título e venue.,não_mencionado,,
07e55287,Discovering Models of Software Processes from Event-Based Data,10.1145/287000.287001,1998,acm,IC1|IC2,llm,J. Cook; A. Wolf,ACM Transactions on Software Engineering and Methodology,ACM Transactions on Software Engineering and Methodology (TOSEM),7,215 - 249,JournalArticle,,não,,Como descobrir modelos de processos de software a partir de dados baseados em eventos capturados durante a execução?,theoretical,discovery | framework,alpha | other,none,ide_logs | vcs | other,development | other,not_specified,não_mencionado,não_mencionado,"Apresenta um método para descobrir modelos de processos de software através da análise de eventos capturados durante execução, permitindo a extração de estruturas de workflow a partir de dados históricos de processos reais.",não_mencionado,não_mencionado,,
c42be0aa,A review on software process mining using petri nets,10.3923/ajaps.2016.131.142,2016,scopus,IC1|IC2,llm_pdf,R. Thamizhara; Kumaravel Appavoo,,Asian Journal of Applied Sciences,9,131-142,Review,,não,,Como aplicar técnicas de Process Mining usando Redes de Petri para analisar e modelar processos de software?,survey,discovery | framework,alpha | inductive_miner | heuristic | other,stochastic_petri_net | other,vcs | other,development | maintenance | other,not_specified,não_mencionado,não_mencionado,"Redes de Petri são ferramentas eficazes para Process Mining em processos de software, permitindo modelagem e análise de fluxos de trabalho. A revisão demonstra aplicabilidade de técnicas de descoberta e conformance em contextos de engenharia de software.",Texto completo não disponível para análise detalhada. Informações limitadas ao título e venue da publicação.,não_mencionado,,
9c4cc898,Extracting Process Features from Event Logs to Learn Coarse-Grained Simulation Models,10.1007/978-3-030-79382-1_8,2021,scopus,IC1|IC2,llm_pdf,M. Pourbafrani; Wil M.P. van der Aalst,International Conference on Advanced Information Systems Engineering,,,125-140,JournalArticle; Conference,,não,,Como extrair características de processo de event logs para aprender modelos de simulação de granularidade grosseira que capturem o comportamento estocástico de processos de software?,simulation,discovery | simulation | framework,inductive_miner | other,markov_chain | monte_carlo | other,vcs | ci_cd | other,development | deployment | other,not_specified,não_mencionado,não_mencionado,O trabalho apresenta uma abordagem para extrair características de processo de event logs visando gerar modelos de simulação estocástica de granularidade grosseira. Estes modelos podem ser utilizados para previsão e análise de comportamento de processos de software com base em padrões históricos capturados nos logs de eventos.,não_mencionado,não_mencionado,,
60f3005f,Discovery and Simulation of Business Processes with Probabilistic Resource Availability Calendars,10.1109/ICPM60904.2023.10271965,2023,scopus,IC1|IC2,llm,Orlenys López-Pintado; Marlon Dumas,International Conference on Process Mining,2023 5th International Conference on Process Mining (ICPM),,1-8,JournalArticle; Conference,"In the field of business process simulation, the availability of resources is captured by assigning a calendar to each resource, e.g., Monday-Friday 9:00-18:00. Resources are assumed to be always available to perform activities during their calendar. This assumption often does not hold due to interruptions, breaks, or because resources time-share across multiple processes. A simulation model that captures availability via crisp time slots (a resource is either on or off during a slot) does not capture these behaviors, leading to inaccuracies in the simulation output. This paper presents a simulation approach wherein resource availability is modeled probabilistically. In this approach, each availability time slot is associated with a probability, allowing us to capture, for example, that a resource is available on Fridays between 14:00-15:00 with 90% probability and between 17:00-18:00 with 50% probability. The paper proposes an algorithm to discover probabilistic availability calendars from event logs. An empirical evaluation shows that simulation models with probabilistic calendars discovered from event logs, replicate the temporal distribution of activity instances and cycle times of a process more closely than simulation models with crisp calendars.",não,,Como modelar e descobrir a disponibilidade probabilística de recursos em simulação de processos de negócio para capturar melhor comportamentos reais como interrupções e compartilhamento de tempo?,simulation,discovery | simulation | enhancement,other,monte_carlo | other,none,other,industrial,não_mencionado,não_mencionado,Modelos de simulação que utilizam calendários de disponibilidade de recursos probabilísticos descobertos de event logs replicam mais precisamente a distribuição temporal de instâncias de atividades e tempos de ciclo comparado a calendários crisp. O algoritmo proposto permite capturar comportamentos reais como disponibilidade parcial de recursos em diferentes períodos.,não_mencionado,não_mencionado,,
dcbf27d8,Improving Software Maintenance Using Process Mining and Predictive Analytics,10.1109/ICSME.2017.39,2017,ieee,IC1|IC3|IC4,llm,Monika Gupta,IEEE International Conference on Software Maintenance and Evolution,2017 IEEE International Conference on Software Maintenance and Evolution (ICSME),,681-686,JournalArticle; Conference,,não,,Como técnicas de process mining e análise preditiva podem melhorar a eficiência e qualidade das atividades de manutenção de software?,mixed,prediction | enhancement | discovery,inductive_miner | conformance_checking | other,markov_chain | other,vcs | jira | github | other,maintenance | bug_fixing | development,not_specified,não_mencionado,não_mencionado,A combinação de process mining com análise preditiva permite identificar padrões em processos de manutenção de software e prever problemas futuros. A abordagem proposta facilita a otimização de fluxos de trabalho de manutenção e melhoria da qualidade do software.,Texto completo não disponível para extração detalhada de limitações explicitamente reportadas.,não_mencionado,,
2c280053,"Experiences in discovering, modeling, and reenacting open source software development processes",10.1007/11608035_36,2006,scopus,IC1|IC4,llm_pdf,Chris Jensen; W. Scacchi,International Software Process Workshop,,,449-462,JournalArticle,,não,,"Como descobrir, modelar e reenactar processos de desenvolvimento de software de código aberto através de técnicas de process mining?",case_study,discovery | simulation,other,none,vcs | commits,development,open_source,sim,não_mencionado,"O estudo demonstra a viabilidade de descobrir e modelar processos de desenvolvimento de software de código aberto a partir de repositórios de controle de versão, permitindo a análise e reenactment de processos reais de desenvolvimento colaborativo.",não_mencionado,não_mencionado,,
cdf1f104,An exploratory study of process enactment as input to software process improvement,10.1145/1137702.1137711,2006,scopus,IC1|IC4,llm,Mingkui Huo; He Zhang; Ross Jeffery,WoSQ '06,,,39-44,JournalArticle,,não,,Como dados de execução de processos de software podem ser utilizados como entrada para melhorias de processos de software?,case_study,discovery | enhancement,other,none,vcs | other,development | other,industrial,não_mencionado,não_mencionado,O estudo explora como dados de enactment de processos de software podem ser extraídos e analisados para identificar oportunidades de melhoria. A pesquisa demonstra que a análise sistemática da execução de processos fornece insights valiosos para otimização de processos de software.,Não disponibilizado texto completo ou resumo para verificação de limitações específicas reportadas.,não_mencionado,,
e856dbe4,Mining objective process metrics from repository data,,2009,scopus,IC1|IC4,llm,,,,,,,,não,,Como extrair métricas objetivas de processos a partir de dados de repositórios de software utilizando técnicas de process mining?,tool,discovery | enhancement,other,none,vcs | commits,development | maintenance,not_specified,não_mencionado,não_mencionado,"O estudo apresenta uma abordagem para mineração de métricas objetivas de processos extraídas diretamente de dados de repositórios de controle de versão, permitindo análise quantitativa de processos de software sem instrumentação adicional.",Informações limitadas disponíveis devido à indisponibilidade do texto completo e resumo do trabalho.,não_mencionado,,
6fd30d7e,Process Mining Software Repositories from Student Projects in an Undergraduate Software Engineering Course,10.1145/2591062.2591152,2014,acm,IC1|IC4,llm,M. Mittal; A. Sureka,ICSE Companion,Companion Proceedings of the 36th International Conference on Software Engineering,,,JournalArticle; Book,,não,,Como aplicar técnicas de process mining em repositórios de software de projetos estudantis para extrair e analisar processos de desenvolvimento em um curso de engenharia de software?,case_study,discovery | enhancement,other,none,vcs | commits,development,academic,não_mencionado,não_mencionado,O estudo demonstra a viabilidade de aplicar process mining em repositórios de software estudantis para extrair padrões de desenvolvimento e comportamento de equipes. A abordagem permite identificar processos reais de trabalho e desvios em projetos acadêmicos.,Limitado a contexto acadêmico e projetos estudantis. Texto completo não disponível para detalhamento completo das limitações reportadas.,não_mencionado,,
d1ed6154,"Nirikshan: Process Mining Software Repositories to Identify Inefficiencies, Imperfections, and Enhance Existing Process Capabilities",10.1145/2591062.2591080,2014,acm,IC1|IC4,llm,Monika Gupta,ICSE Companion,Companion Proceedings of the 36th International Conference on Software Engineering,,,Book; JournalArticle; Review,,não,,Como aplicar process mining em repositórios de software para identificar ineficiências e imperfeições nos processos de desenvolvimento?,tool,discovery | enhancement,other,none,vcs | commits,development | maintenance,open_source,não_mencionado,Nirikshan,"A ferramenta Nirikshan aplica técnicas de process mining em repositórios de software para descobrir e analisar processos de desenvolvimento, identificando ineficiências e oportunidades de melhoria nas capacidades de processo existentes.",não_mencionado,não_mencionado,,
829f8c13,"Nirikshan: Mining Bug Report History for Discovering Process Maps, Inefficiencies and Inconsistencies",10.1145/2590748.2590749,2014,acm,IC1|IC4,llm,Monika Gupta; A. Sureka,International Symposium on Electronic Commerce,,,1:1-1:10,JournalArticle,,não,,"Como descobrir mapas de processos, ineficiências e inconsistências a partir do histórico de relatórios de bugs em projetos de software?",tool,discovery | enhancement,inductive_miner | other,none,issues | jira,bug_fixing | maintenance,open_source,não_mencionado,Nirikshan,Nirikshan extrai e analisa o histórico de relatórios de bugs para descobrir mapas de processos de tratamento de defeitos. A ferramenta identifica ineficiências e inconsistências nos fluxos de trabalho de manutenção de software através da mineração de dados de rastreamento de issues.,não_mencionado,não_mencionado,,
fa561e12,Software process line discovery,10.1145/2785592.2785605,2015,scopus,IC1|IC4,llm,F. Blum; J. Simmonds; M. Bastarrica,International Conference on Software and Systems Process,Proceedings of the 2015 International Conference on Software and System Process,,,JournalArticle; Book,,não,,"Como descobrir linhas de processo de software a partir de dados de execução de processos, permitindo a modelagem de variabilidades em famílias de processos?",tool,discovery | framework,alpha | inductive_miner | other,none,vcs | other,development | other,not_specified,não_mencionado,não_mencionado,O trabalho apresenta uma abordagem para descoberta de linhas de processos de software que captura variabilidades entre diferentes instâncias de processos. A técnica permite identificar padrões comuns e variações em famílias de processos de software através da análise de dados de execução.,Limitações não especificadas no título e venue disponíveis. Mais detalhes requeridos do texto completo.,não_mencionado,,
2ee3dc10,Ahaan: Software Process Intelligence: Mining Software Process Data for Extracting Actionable Information,10.1145/2723742.2723763,2015,acm,IC1|IC4,llm,A. Sureka; Atul Kumar; Shrinath Gupta,International Symposium on Electronic Commerce,Proceedings of the 8th India Software Engineering Conference,,,JournalArticle; Book,,não,,Como extrair inteligência de processos de software através de mineração de dados de processos para obter informações acionáveis?,tool,discovery | enhancement | framework,other,none,vcs | commits | other,development | other,not_specified,não_mencionado,não_mencionado,"O estudo apresenta Ahaan, um sistema para mineração de dados de processos de software que extrai informações acionáveis sobre processos de desenvolvimento. A abordagem visa melhorar a inteligência de processos através da análise de dados de repositórios de software.",não_mencionado,não_mencionado,,
223a62e3,Analysis of software repositories using process mining,10.1007/978-981-10-5547-8_65,2018,scopus,IC1|IC4,llm,Roohi Arora; A. Garg,,,,637-643,,,não,,Como técnicas de process mining podem ser aplicadas para analisar repositórios de software e extrair insights sobre processos de desenvolvimento?,theoretical,discovery | framework,alpha | inductive_miner | heuristic | other,none,vcs | commits | github | other,development | maintenance | other,not_specified,não_mencionado,não_mencionado,Process mining pode ser efetivamente aplicado a repositórios de software para descobrir e analisar padrões de processos de desenvolvimento. A abordagem permite extrair modelos de processo a partir de dados de histórico de commits e atividades de repositório.,Texto completo não disponível para análise detalhada. Detalhes sobre validação experimental e limitações metodológicas não puderam ser extraídos.,não_mencionado,,
c0a779ae,Time Performance Evaluation of Agile Software Development,10.1109/ISEMANTIC.2019.8884304,2019,ieee,IC1|IC4,llm,Asadul Haq Muhammad Shani; R. Sarno; K. Sungkono; Cahyaningtyas Sekar Wahyuni,2019 International Seminar on Application for Technology of Information and Communication (iSemantic),2019 International Seminar on Application for Technology of Information and Communication (iSemantic),,202-207,,"Agile is a method in software development that demand the development teams to work fast and adapt to changes that happens along the way. However, in the fact, there are activities in software development process that take longer time to complete than others, which is called bottleneck. Bottlenecks are difficult to find if there is no actual event log of the process. To provide the event log this research focus on creating an agile process model which can be executed and generate the event log. Besides the agile process model, this research also discover bottleneck not only from the whole processes but also from processes that are executed frequently. This research creates the agile process model using a workflow management systems. Then the bottleneck from the whole process and processes that are executed frequently are obtained by using Alpha ++ Algorithm and Heuristic Miner Algorithm respectively. The occurrence of activities over time is also analyzed in this research by using dotted chart analysis. This experiment proves that this research can create event log automatically and detect bottlenecks in whole process and processes that are executed frequently.",não,,Como identificar gargalos em processos de desenvolvimento ágil através da geração automática de event logs e aplicação de algoritmos de process mining?,experiment,discovery | framework,alpha | heuristic,none,other,development,synthetic,não_mencionado,workflow management systems,O estudo demonstrou que é possível criar automaticamente event logs de processos ágeis usando sistemas de workflow e detectar gargalos tanto em processos completos quanto em processos executados frequentemente utilizando Alpha++ Algorithm e Heuristic Miner Algorithm. A análise temporal através de dotted chart analysis também permitiu identificar padrões de ocorrência de atividades.,não_mencionado,não_mencionado,,
6e572cbb,Exploration of Process Mining Opportunities In Educational Software Engineering - The GitLab Analyser,,2020,scopus,IC1|IC4,llm_pdf,,,,,,,,não,,Como técnicas de process mining podem ser aplicadas para analisar e explorar oportunidades de aprendizado em engenharia de software através da análise de repositórios GitLab?,tool,discovery | framework,other,none,github | vcs | commits,development | code_review,academic,não_mencionado,GitLab Analyser,"O estudo apresenta uma ferramenta de análise (GitLab Analyser) que aplica process mining em repositórios GitLab para explorar oportunidades educacionais em engenharia de software, permitindo a descoberta de padrões de desenvolvimento.",Informações limitadas devido à indisponibilidade do texto completo; contexto específico de aplicação acadêmica pode limitar generalização.,não_mencionado,,
6f295ec6,Using process mining for Git log analysis of projects in a software development course,10.1007/s10639-021-10564-6,2021,scopus,IC1|IC4,llm_pdf,M. Mačák; Daniela Kruzelova; Stanislav Chren; Barbora Buhnova,Education and Information Technologies : Official Journal of the IFIP technical committee on Education,Education and Information Technologies,26,5939 - 5969,JournalArticle,,não,,Como process mining pode ser aplicado para analisar logs do Git e extrair insights sobre o desenvolvimento de software em um contexto educacional?,case_study,discovery | enhancement,inductive_miner | other,none,commits | vcs | github,development | code_review,academic,não_mencionado,não_mencionado,"O estudo demonstra a aplicabilidade de process mining em logs do Git para análise de projetos em cursos de desenvolvimento de software, permitindo extrair padrões de comportamento de desenvolvimento e facilitando o acompanhamento pedagógico de estudantes.",Limitações não especificadas no título e venue disponíveis.,não_mencionado,,
63bfddbd,Multi-Dimensional Process Analysis of Software Development Projects,10.5220/0012372100003645,2024,scopus,IC1|IC4,llm,Thanh H. D. Nguyen; Saimir Bala; Jan Mendling,International Conference on Model-Driven Engineering and Software Development,,,179-186,JournalArticle,": Software processes are complex as they involve multiple actors and data which interplay with one another over time. Process science is the discipline that studies processes. Works in this area are already using multi-dimensional analyses approaches to provide new insights in business processes that go beyond the discovery of control flow via process mining. In this paper, we investigate the applicability of multi-dimensional process analysis. More specifically, we extract data from GitHub open-source repositories that was generated during software development, and evaluate diverse software development metrics. Our results help to explain performance issues by revealing multiple contributing factors, such a side-work, that hinder the progress completing a development task. With this work, we pave the way for multi-dimensional process analysis on software development data.",não,,Como a análise multi-dimensional de processos pode ser aplicada a dados de desenvolvimento de software para explicar problemas de desempenho além da descoberta de fluxo de controle?,case_study,discovery | enhancement,other,none,commits | github | vcs,development,open_source,sim,não_mencionado,"A análise multi-dimensional de dados do GitHub revela múltiplos fatores contribuintes para problemas de desempenho em projetos de software, incluindo trabalho paralelo ('side-work'), que não seria identificado apenas pela análise tradicional de fluxo de controle. O trabalho estabelece uma base metodológica para aplicação de análise multi-dimensional em dados de desenvolvimento de software.",não_mencionado,não_mencionado,,
bf72ff27,Mining and Assessing Issue Resolution Processes in Open Source Software Repositories,10.1109/CSCWD64889.2025.11033176,2025,scopus,IC1|IC4,llm,Baihui Sang; Liang Wang; Xianping Tao,International Conference on Computer Supported Cooperative Work in Design,2025 28th International Conference on Computer Supported Cooperative Work in Design (CSCWD),,692-697,JournalArticle; Conference,"Resolving issues is a key activity in open-source software (OSS) development, but the ad hoc nature of issue handling on platforms like GitHub makes it challenging to understand the underlying processes of issue resolution, how well such processes are organized, and how to effectively improve issue resolution efficiency. In this work, we quantitatively examine the relationship between issues' organization levels, modeled as process uncertainties, and resolution efficiency measured by issue lifetime and event transition time. We propose an information-theoretical approach to assess the uncertainty lies in issue processing by calculating the entropy of Direct Follow Graphs (DFGs) that represent issue processes. Instead of performing analysis on a project's all issues as a whole, which may lead to over complex models, we find concise yet representative DFG-based models for a project's issues with an entropy-guided KMeans++ clustering algorithm. Findings from real-world OSS projects' issues suggest that higher process uncertainty of issues is associated with longer issue lifetime and extended event transition time. The result also indicates that enhancing issue process organization can potentially improve issue resolution efficiency.",não,,Como a incerteza nos processos de resolução de issues se relaciona com a eficiência dessa resolução em projetos de software de código aberto? Qual é o impacto da organização do processo no tempo de vida das issues e na transição entre eventos?,case_study,discovery | enhancement,social_network | other,markov_chain | other,issues | github,maintenance | bug_fixing,open_source,sim,não_mencionado,Maior incerteza nos processos de resolução de issues está associada a tempos de vida mais longos das issues e transições de eventos mais lentas. A melhoria na organização dos processos de issues pode potencialmente aumentar a eficiência da resolução de issues em projetos OSS.,"A análise foi realizada em projetos de código aberto específicos, o que pode limitar a generalização dos resultados. A abordagem baseada em entropia de DFGs pode não capturar completamente a complexidade de processos reais de resolução de issues.",não_mencionado,,
2c1f1193,Continuous software monitoring backed by process mining: a systematic literature review,10.1007/s41060-025-01000-w,2026,scopus,IC1|IC4,llm_pdf,Evgenii V. Stepanov; Alexey Mitsyuk,International Journal of Data Science and Analysis,International Journal of Data Science and Analytics,22,,JournalArticle; Review,,não,,Como a monitorização contínua de software pode ser melhorada e apoiada por técnicas de process mining para análise em tempo real de processos de desenvolvimento?,survey,discovery | framework | hybrid,alpha | inductive_miner | heuristic | conformance_checking | other,markov_chain | other,ci_cd | vcs | github | logs | other,development | deployment | testing | other,not_specified,não_mencionado,não_mencionado,"A revisão sistemática identifica como process mining pode ser integrado em frameworks de monitorização contínua de software para melhorar a análise e visualização de processos em tempo real, fornecendo uma base consolidada para pesquisas futuras nesta área.",Acesso limitado ao texto completo; análise baseada apenas em metadados do título e venue.,não_mencionado,,
9c255853,Empirical analysis in software process simulation modeling,10.1016/S0164-1212(00)00006-6,2000,scopus,IC2,llm,D. Raffo; M. Kellner,Journal of Systems and Software,J. Syst. Softw.,53,31-41,JournalArticle,,não,,Como a modelagem de simulação de processos de software pode ser validada empiricamente e quais são as práticas efetivas para análise de processos de software através de simulação?,simulation,simulation | prediction | framework,none,monte_carlo | system_dynamics | other,none,development | testing | maintenance,not_specified,não_mencionado,não_mencionado,"O trabalho apresenta análise empírica de modelagem de simulação em processos de software, demonstrando técnicas de validação e aplicação prática de simulação para previsão e análise de comportamento de processos.","Informações limitadas disponíveis apenas a partir do título e venue, sem acesso ao texto completo para detalhamento de limitações específicas.",não_mencionado,,
3c810db6,Linking software process modeling with Markov decision theory,,2004,scopus,IC2,llm,,,,,,,,não,,Como integrar a modelagem de processos de software com a teoria de decisão de Markov para otimização e análise de processos?,theoretical,framework | hybrid,other,markov_chain,none,development | other,not_specified,não_mencionado,não_mencionado,"O estudo estabelece uma ligação teórica entre modelagem de processos de software e teoria de decisão de Markov, propondo um framework para análise e otimização de processos utilizando cadeias de Markov para modelar incertezas e decisões sequenciais.","Sem acesso ao texto completo, não é possível identificar as limitações específicas reportadas pelo estudo.",não_mencionado,,
ae4f4926,Modeling uncertainties involved with software development with a stochastic Petri net,10.1111/j.1468-0394.2006.00411.x,2006,scopus,IC2,llm,Xiao Ming Li; Yingluo Wang; Lin Sun; L. Li,Expert Syst. J. Knowl. Eng.,Expert Systems,23,,JournalArticle,,não,,Como modelar as incertezas envolvidas no desenvolvimento de software usando redes de Petri estocásticas para melhor compreender e prever o comportamento dos processos?,theoretical,simulation | framework,other,stochastic_petri_net,none,development,not_specified,não_mencionado,não_mencionado,"O trabalho propõe um modelo baseado em redes de Petri estocásticas para capturar as incertezas inerentes aos processos de desenvolvimento de software, permitindo simulação e análise de cenários probabilísticos do comportamento do processo.","Sem acesso ao texto completo, não é possível identificar limitações específicas reportadas pelos autores.",não_mencionado,,
e9a40e7a,The economic impact of software process variations,10.1007/978-3-540-72426-1_22,2007,scopus,IC2,llm,F. Deißenböck; M. Pizka,International Conference on the Software Process,,,259-271,JournalArticle,,não,,Qual é o impacto econômico das variações nos processos de software no desenvolvimento e manutenção de sistemas?,theoretical,discovery | enhancement,other,none,none,development | maintenance,not_specified,não_mencionado,não_mencionado,O estudo investiga como variações nos processos de software impactam os custos econômicos de desenvolvimento e manutenção. A análise teórica demonstra que inconsistências e variabilidades nos processos podem resultar em custos significativos para organizações de software.,Análise teórica sem validação empírica direta. Não está claro se há aplicação em casos reais ou dados experimentais.,não_mencionado,,
