internal_id,title,doi,year,QA1,QA2,QA3,QA4,QA5,QA6,QA7,QA8,qa_total,qa_include,qa_rationale,qa_scored_at,qa_model,origin
008caf63,Simulation of the defect removal process with queuing theory,10.1109/ESEM.2009.5316005,2009.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,True,"QA1: Clear research objective stated—simulating defect removal process to estimate duration, developer utilization, and remaining defects. QA2: Software engineering context is described (defect removal process, developers, project management). QA3: No specific data source named (only 'real data' mentioned without repository, project names, or dataset identification). QA4: Queuing theory (finite independent queues) is formally identified as the stochastic technique. QA5: Empirical validation is claimed ('Experimental results based on real data') indicating real-data application. QA6: No discuss",2026-04-29T12:35:15.411358+00:00,claude-haiku-4-5-20251001,auxiliary
537bbfd0,Process-Driven Incremental Effort Estimation,10.1109/ICSSP.2019.00030,2019.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,True,"QA1: Research objective is clearly stated—proposing an incremental effort estimation method integrating phase-based models. QA2: Software engineering context is well described—effort estimation for project management, phase-based development process, analysis and design activities. QA3: Data source is reproducibly described—empirical dataset of 61 master-level student projects from USC CSSE (named institution and project count). QA4: Stochastic technique formally defined—Bayesian model explicitly named and described as statistically modeling effects of size measurements on project effort. QA5:",2026-04-29T12:35:15.565182+00:00,claude-haiku-4-5-20251001,auxiliary
66a32124,Predicting defect numbers based on defect state transition models,10.1145/2372251.2372287,2012.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,True,"QA1: Abstract clearly states research objective—predicting defect numbers at each state using transition models. QA2: Software engineering context is well-described: software maintenance, defect lifecycle with specific states (NEW, ASSIGNED, RESOLVED), and project maintenance planning. QA3: Data source is reproducibly described—six open source projects are evaluated with temporal data (July 2009 to June 2010, predicting December 2010), though specific project names are not listed in the abstract. QA4: Markovian method and defect state transition models are formally named as the stochastic tech",2026-04-29T12:35:15.997488+00:00,claude-haiku-4-5-20251001,auxiliary
4cb686b6,Investigating the Significance of the Bellwether Effect to Improve Software Effort Prediction: Further Empirical Study,10.1109/TR.2018.2839718,2018.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,True,"QA1: Research objectives are clearly stated in the abstract (investigate Bellwether effect and SEP accuracy improvement). QA2: Software engineering context is well-defined (software effort prediction/SEP, project estimation). QA3: No specific data sources are named (no GitHub, Jira, specific project names, or public datasets mentioned). QA4: Formal techniques are specified: Bellwether moving windows (BMW), ergodic Markov chain, and three sampling methods (SSPM, SysSam, RandSam). QA5: Empirical investigation is conducted with results reported on real SEP datasets. QA6: Limitations and parameter",2026-04-29T12:35:16.106752+00:00,claude-haiku-4-5-20251001,auxiliary
9870248b,Using Simulation to Evaluate the Impact of New Requirements Analysis Tools,10.1109/PICMET.2007.4349581,2007.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,True,"QA1: Clear research objective stated—assessing impact of automated defect detection tool on development process using simulation. QA2: SE context well-described—IEEE 12207 systems development lifecycle, large-scale NASA projects, requirements analysis tools. QA3: No specific data source named (no repository, dataset, or project identifier mentioned). QA4: Stochastic technique formally identified—'process simulation' is mentioned as the method. QA5: Empirical evaluation present—case study evaluating impact on NASA-like projects. QA6: No discussion of threats to validity or limitations documente",2026-04-29T12:35:18.099051+00:00,claude-haiku-4-5-20251001,auxiliary
47ed5bf0,Generalizing evolutionary coupling with stochastic dependencies,10.1109/ASE.2011.6100065,2011.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,True,"QA1: Abstract clearly states research objectives—formalizing evolutionary coupling as stochastic process and improving change impact analysis accuracy. QA2: Software engineering context is explicitly described—change impact analysis, revision history analysis, open source systems development. QA3: Data source is reproducibly described—78 releases of five open source systems (named as 'open source systems'). QA4: PM/stochastic technique formally defined—Markov chain model explicitly named and described as core technique. QA5: Results validated empirically—empirical evaluation conducted on 78 re",2026-04-29T12:35:18.473312+00:00,claude-haiku-4-5-20251001,auxiliary
70af8211,A Process Optimization Method Based on Process Performance Models,10.1109/ICMSS.2009.5303022,2009.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,False,"QA1: The abstract clearly states research objectives - proposing a process optimization method integrating T-PSM with performance models. QA2: SE context is described - software process simulation, optimization, and CMMI implementation are named as the development process domain. QA4: Specific stochastic techniques are mentioned - 'process simulation model' (T-PSM) with behavior and computation models are formally defined. QA3: No reproducible data source is identified; 'organization's historical data' is mentioned but no specific dataset, repository, or project is named. QA5: No empirical val",2026-04-29T12:35:18.862249+00:00,claude-haiku-4-5-20251001,auxiliary
1145c10d,Cost-Effective Build Outcome Prediction Using Cascaded Classifiers,10.1109/MSR.2017.26,2017.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,True,"QA1: Clear research objective stated—predicting build outcomes using cascaded classifiers in CI context. QA2: Software engineering context clearly described as continuous integration (CI) with focus on build outcomes and defect detection. QA3: Data source not reproducibly described—no specific projects, repositories, or datasets named; only generic reference to 'software repositories'. QA4: Specific PM/stochastic technique formally identified—'cascaded classifiers' is named as the approach. QA5: Empirical evaluation present—experiments conducted with quantitative results (51.7% reduction, 85.2",2026-04-29T12:35:19.129737+00:00,claude-haiku-4-5-20251001,auxiliary
fbc469cf,Change-Aware Build Prediction Model for Stall Avoidance in Continuous Integration,10.1109/ESEM.2017.23,2017.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,True,"QA1: Research objective is clearly stated—predicting build success/failure in CI without executing actual builds. QA2: SE context is well-described (CI servers, code changes, build pipeline, unit/integration testing). QA3: Data source is reproducibly named (TravisTorrent dataset, three build systems: Ant, Maven, Gradle, cross-project scenario). QA4: No formal stochastic or PM technique is explicitly named; AST analysis and clustering are mentioned but no specific algorithm (e.g., inductive miner, Markov chain) is identified. QA5: Empirical validation is present—evaluation on real data across t",2026-04-29T12:35:21.188061+00:00,claude-haiku-4-5-20251001,auxiliary
35e35d46,Comparative Study of Reinforcement Learning in GitHub Pull Request Outcome Predictions,10.1109/SANER60148.2024.00057,2024.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,True,"QA1: Abstract clearly states research objectives—exploring factors influencing PR outcomes and employing RL for PR outcome prediction. QA2: Software engineering context is well described (pull-based development, GitHub, PR review processes). QA3: Data source is clearly identified as GitHub repositories with PR features and discussions; explicitly states datasets are made publicly available. QA4: Specific stochastic technique is formally named—Markov Decision Processes (MDP) used for RL formalizations. QA5: Empirical validation is present—evaluation on real GitHub data with comparison against b",2026-04-29T12:35:21.633370+00:00,claude-haiku-4-5-20251001,auxiliary
eefc7305,Interactive Exploration of Developer Interaction Traces using a Hidden Markov Model,,2016.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,True,"QA1: Abstract clearly states research objective—using HMMs to mine high-level developer behavior from IDE traces. QA2: Software engineering context is well-described: IDE interaction traces, developer behavior analysis, debugging behavior study. QA3: Data source is reproducibly described: large IDE interaction dataset from nearly 200 developers at ABB, Inc. (named industry partner). QA4: Stochastic technique is formally named: Hidden Markov Models (HMMs) with dual stochastic processes. QA5: Empirical validation present: application to real IDE interaction dataset from 200 developers in the fie",2026-04-29T12:35:21.785653+00:00,claude-haiku-4-5-20251001,auxiliary
b2c57fd3,Modeling Software Testing Process Using HTCPN,10.1109/FCST.2009.53,2009.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,True,"QA1: Yes, research objective is clearly stated—modeling and optimizing software testing processes using HTCPN. QA2: Yes, the SE context is described: software testing process as a relatively independent process from development. QA3: No, the data source is not identified reproducibly; no specific projects, repositories, or datasets are named. QA4: Yes, a specific technique is formally named: HTCPN (Hierarchical Timed Colored Petri Nets) and CPN Tools for simulation. QA5: Yes, empirical validation is present—simulation and performance analysis of the testing process using CPN Tools with metrics",2026-04-29T12:35:22.040120+00:00,claude-haiku-4-5-20251001,auxiliary
9662854d,Mining Software Repositories for Predictive Modelling of Defects in SDN Controller,,2019.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,True,"QA1: Research objectives are clearly stated—modeling bug manifestation/removal rates and optimizing test planning. QA2: Software engineering context is detailed—OpenDaylight SDN controller development, modules, architecture. QA3: Data sources are reproducibly described—publicly available bug repository, Git version control system, Jira issue tracker, specific time period (March 2013–September 2018), 8k+ bugs. QA4: Stochastic techniques are formally referenced—'stochastic behaviour of bug manifestation and bug removal rates' indicates use of formal modeling techniques. QA5: Empirical validation",2026-04-29T12:35:22.209207+00:00,claude-haiku-4-5-20251001,auxiliary
160fface,On the Differences between Unit and Integration Testing in the TravisTorrent Dataset,10.1109/MSR.2017.25,2017.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,6.0,True,"QA1: Clear research objective stated in abstract—separating unit from integration tests and analyzing their impact on workflow. QA2: Software engineering context well described—CI/CD builds, test execution, issue tracking, repository analysis. QA3: Data source explicitly named—TravisTorrent dataset from MSR 2017 challenge; TravisTorrent is a public, reproducible dataset. QA4: No formal PM or stochastic technique explicitly named (no mention of alpha miner, inductive miner, Petri nets, Markov chains, conformance checking, etc.; analysis is correlational/empirical rather than process mining mode",2026-04-29T12:35:24.941756+00:00,claude-haiku-4-5-20251001,auxiliary
ab99a53e,Data mining for software process discovery in open source software development communities,10.1049/ic:20040484,2004.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,False,"QA1: The abstract clearly states research objectives—discovering development processes from OSS repositories using data mining and AI techniques. QA2: The software engineering context is explicitly described: open source software development communities and repositories. QA3: The data source context is described as 'publicly available open source software development repositories,' which references a general category of repositories (OSS) as the data source, meeting reproducibility at an abstract level. QA4: No specific process mining or stochastic technique is formally named in the abstract; ",2026-04-29T12:35:24.986817+00:00,claude-haiku-4-5-20251001,auxiliary
d4601a2f,Issue handling performance in proprietary software projects,10.1109/MSR.2012.6224282,2012.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,True,"QA1: Clear research objective stated—replicating a previous study on correlation between software maintainability and defect resolution speed in proprietary projects. QA2: Software engineering context clearly described—software maintenance tasks, defect fixing, bug report data mining, issue handling process. QA3: Data source described reproducibly—three proprietary software projects with bug report data (issue tracking system); specificity limited but identifiable as mining issue tracking repositories. QA4: No formal PM or stochastic technique named; study appears correlational/empirical analy",2026-04-29T12:35:25.327965+00:00,claude-haiku-4-5-20251001,auxiliary
f2c6bd74,GHALogs: Large-Scale Dataset of GitHub Actions Runs,10.1109/MSR66628.2025.00104,2025.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,True,"QA1: Clear research objective stated—addressing the gap in fine-grained CI/CD performance knowledge and scarcity of large-scale datasets. QA2: Software engineering context well-described—CI/CD processes, GitHub Actions, workflow runs. QA3: Data source reproducibly described—116k workflows from 25k public GitHub projects, 513k runs, 2.3M steps with complete logs. QA4: No formal process mining or stochastic technique explicitly named (alpha miner, inductive miner, Petri nets, conformance checking, etc. not mentioned). QA5: Empirical validation present—dataset creation and large-scale empirical c",2026-04-29T12:35:25.458235+00:00,claude-haiku-4-5-20251001,auxiliary
5c4c0e7f,Studying Developer Build Issues and Debugger Usage via Timeline Analysis in Visual Studio IDE,,2018.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,True,"QA1: Clear research objectives stated in abstract—studying build failures, debugger usage, and developer throughput via timeline analysis. QA2: Specific SE context described: IDE (Microsoft Visual Studio), development sessions, build failures, code debugging. QA3: Data source reproducibly described: KaVE dataset of developer interactions in Visual Studio IDE is a named, public dataset. QA4: No specific formal PM or stochastic technique named (timeline analysis is described but not formalized as a named algorithm like alpha miner, inductive miner, etc.). QA5: Empirical validation present: analy",2026-04-29T12:35:27.107987+00:00,claude-haiku-4-5-20251001,auxiliary
48e69187,Activity mining for discovering software process models,,2006.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,False,"QA1: Clear research objective stated—automatic derivation of process models from version control system logs. QA2: SE context clearly described—software engineering process modeling, CMM, document version management system. QA3: Data source identified—document version management system (implies repository logs/artifacts). QA4: No specific PM technique named (e.g., alpha miner, inductive miner, Petri nets not mentioned in abstract). QA5: No empirical validation mentioned in abstract—no case study, experiment, or real-data application described. QA6: No discussion of threats to validity or limit",2026-04-29T12:35:27.210457+00:00,claude-haiku-4-5-20251001,auxiliary
6d68591e,Process discovery and validation through event-data analysis,,1996.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,False,"QA1: Clear research objectives stated—process discovery and validation of software processes through event-data analysis. QA2: Software engineering context clearly described—software process modeling, formal modeling, development/maintenance methodology. QA4: Stochastic/PM techniques named—grammar inference methods are referenced for process discovery from event data. QA3: No specific data source named (no repository, GitHub, dataset, or industry partner mentioned in abstract). QA5: No empirical validation described in abstract (no case study, experiment, or real-data application mentioned). Q",2026-04-29T12:35:27.369176+00:00,claude-haiku-4-5-20251001,auxiliary
eb526806,Software process validation,10.1145/304399.304401,1999.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,True,"QA1: The abstract clearly states the research aim: developing techniques for uncovering and measuring discrepancies between process models and executions (process validation). QA2: The software engineering context is described—process models and process executions in a software process setting are explicitly mentioned. QA3: No specific data source is named (no repository, event log source, project name, or dataset reference is provided). QA4: While conformance checking is implicit in the validation approach, no formally named process mining or stochastic technique is specified (e.g., no mentio",2026-04-29T12:35:28.710937+00:00,claude-haiku-4-5-20251001,auxiliary
99736057,Control-Flow based Anomaly Detection in the Bug-Fixing Process of Open-Source Projects,10.1145/3385032.3385038,2020.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,True,"QA1: Research objectives are clearly stated in the abstract - discovering anomalies in bug-fixing processes using process mining and anomaly detection techniques. QA2: Software engineering context is well-described - bug-fixing process in open-source projects using JIRA bug tracking system is the specific SE setting. QA3: Data source is reproducibly described - 30 Apache open-source projects using JIRA bug tracking system, with the dataset explicitly made available at Mendeley (doi:10.17632/5yb2xv93w3.1). QA4: PM techniques are formally named - process discovery, conformance checking, and disc",2026-04-29T12:35:28.939601+00:00,claude-haiku-4-5-20251001,auxiliary
4cff6b4d,Kashvi: a framework for software process intelligence,,2014.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,False,"QA1: The abstract clearly states research objectives—introducing Kashvi framework for Software Process Intelligence with explicit focus on process discovery, verification, and enhancement. QA2: SE context is described in detail, naming specific tools and systems (ITS, VCS, PCR, CIT) and their role in software development processes. QA3: No specific data source is reproducibly described; while the text mentions types of systems (ITS, VCS, etc.), no actual dataset, repository name, or project is identified. QA4: No specific PM or stochastic technique is formally defined; the abstract discusses c",2026-04-29T12:35:30.370502+00:00,claude-haiku-4-5-20251001,auxiliary
64c03c8d,Assessing staffing needs for a software maintenance project through queuing simulation,10.1109/tse.2004.1265735,2004.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,True,QA1: Research objectives clearly stated—assessing staffing needs and service level through queuing simulation. QA2: SE context well-described—distributed multiphase software maintenance project with Y2K intervention on COBOL/JCL financial system. QA3: Data source named—Y2K maintenance project on a large financial software system; specific domain (COBOL/JCL) and context provided. QA4: Stochastic technique formally identified—queuing theory and stochastic simulation explicitly mentioned as core approach. QA5: Empirical validation present—real data from Y2K project used to simulate and study diff,2026-04-29T12:35:30.704170+00:00,claude-haiku-4-5-20251001,auxiliary
d5aff523,"Do as I Do, Not as I Say: Do Contribution Guidelines Match the GitHub Contribution Process?",10.1109/icsme.2019.00043,2019.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,True,"QA1: Research objectives clearly stated - the abstract explicitly states the research gap and aims to compare contribution guidelines with actual GitHub activity. QA2: SE context described in detail - GitHub projects, pull requests, issues, commits, and Continuous Integration are specifically mentioned. QA3: Data source reproducibly described - 53 GitHub projects are named as the source, with specific types of activity data (commits, issues, pull requests) extracted from GitHub. QA4: PM technique formally defined - 'process model' is mentioned as the analytical approach for comparing prescribe",2026-04-29T12:35:31.086460+00:00,claude-haiku-4-5-20251001,auxiliary
d96a3161,Are developers complying with the process,10.1145/1852786.1852805,2010.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,True,"QA1: The abstract clearly states the research objective—detecting process non-conformance and investigating if developers follow XP practices. QA2: The SE context is well-described: version control systems, training class, XP practices, and the Leibniz Universität Hannover setting. QA3: The data source is reproducibly described—version control system data from a five-day XP training class. QA4: Conformance checking is explicitly mentioned as the approach, which is a formal process mining technique. QA5: Empirical validation is present through a case study of XP practice conformance in a traini",2026-04-29T12:35:31.708873+00:00,claude-haiku-4-5-20251001,auxiliary
8e0eec4d,Evaluating the impact of test-first programming and pair programming through software process simulation,10.1002/spip.286,2006.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,True,"QA1: The abstract clearly states the research objective—exploring the influence of Test-first Programming and Pair Programming on XP project evolution. QA2: The software engineering context is well described as Extreme Programming (XP) practices in software projects. QA3: No specific data source is named; the study mentions 'a typical XP project' but provides no reproducible data origin (no GitHub, Jira, SVN, or named industry partner). QA4: While the abstract mentions a 'simulation model,' no specific PM or stochastic technique is formally named (e.g., Petri nets, Markov chains, agent-based m",2026-04-29T12:35:33.246543+00:00,claude-haiku-4-5-20251001,auxiliary
140e67e6,Macrosimulation Model of Software Development Process,10.1016/j.procs.2023.10.061,2023.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,True,"QA1: Research objective clearly stated—proposes macrosimulation model for software development process management. QA2: SE context described in detail—specifically software development process management, task types, roles, iterative/incremental approaches. QA3: Data source described reproducibly—'data from real-world IT industry software projects' and experiments on completed project work; real-world IT projects are named as data origin. QA4: Stochastic technique formally defined—'macrosimulation model' using statistics to generate tasks; simulation-based approach is explicitly named. QA5: Re",2026-04-29T12:35:33.855039+00:00,claude-haiku-4-5-20251001,auxiliary
3ad9cd69,Increase Return on Investment of Software Development Life Cycle by Managing the Risk - A Case Study,,2015.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,True,"QA1: Clear research objective stated in abstract (identify cost-saving measures and ROI increase during SDLC). QA2: Software engineering context clearly described (SDLC phases, error rates, development effort). QA3: No specific data source named (no GitHub, Jira, industry partner, or dataset identified). QA4: Stochastic techniques formally named (Monte Carlo Simulation and Discrete Event Simulation). QA5: Empirical validation mentioned as case study in title and approach description. QA6: No discussion of limitations or threats to validity in provided text. QA7: No mention of dataset availabil",2026-04-29T12:35:41.629886+00:00,claude-haiku-4-5-20251001,auxiliary
f06ebc31,A model of the software development process using both continuous and discrete models,10.1002/1099-1670(200006/09)5:2/3<147::aid-spip122>3.0.co;2-t,2000.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,True,"QA1: Research objective is clearly stated—developing a combined model integrating discrete and continuous paradigms for software development. QA2: Software engineering context is explicitly described (software development process, ISPW6 example). QA3: Data source is named—ISPW6 software process example and the system dynamics model by Abdel-Hamid and Madnick. QA4: Techniques are formally identified—system dynamics, discrete event modeling, and their combination. QA5: Empirical validation is demonstrated through feasibility demonstration combining discrete event model of ISPW6 with system dynam",2026-04-29T12:35:42.353359+00:00,claude-haiku-4-5-20251001,auxiliary
5b51a065,SIMULATION-BASED SOFTWARE PROCESS MODELING AND EVALUATION,10.1142/9789812775245_0012,2005.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,True,"QA1: Research objectives clearly stated - decision support for software project planning and process simulation is the explicit aim. QA2: Software engineering context described - software development projects, process planning, and improvement are clearly identified. QA3: No specific data source described - no mention of GitHub, Jira, SVN, specific projects, or named datasets. QA4: Stochastic technique formally defined - discrete-event software process simulation is explicitly named and referenced. QA5: Empirical validation present - the abstract indicates experimental software engineering app",2026-04-29T12:35:42.460052+00:00,claude-haiku-4-5-20251001,auxiliary
b68e0602,An Exploration of Learning Processes as Process Maps in FLOSS Repositories,10.48550/arxiv.2307.07841,2023.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,True,"QA1: Clear research objective stated—understanding learning processes in FLOSS through process mining applied to repositories. QA2: Software engineering context well-described—FLOSS repositories, mining software repositories (MSR), community development. QA3: Data source reproducibly described—FLOSS repositories are named as the data source; process mining generates event logs from these repositories. QA4: PM technique formally defined—'Process Mining' is explicitly named as the methodology; process maps and event logs are central techniques. QA5: Empirical validation present—the abstract stat",2026-04-29T12:35:42.713263+00:00,claude-haiku-4-5-20251001,auxiliary
ac05d867,Software Process Dynamics,10.1002/9780470192719,2007.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,False,"QA1: Research objectives are clear—the book addresses system dynamics modeling applied to software processes (stated in title and abstract structure). QA2: SE context is well-described—covers software development processes, project management, quality, defects, requirements volatility, staffing, peer reviews, software evolution (chapters 4-6 detail people, process, product, and project applications). QA4: Stochastic/PM techniques are formally named—System Dynamics, simulation (including Monte Carlo reference in screening note), Petri nets implied in model structures. QA5: Not scored as 1—this ",2026-04-29T12:35:44.178292+00:00,claude-haiku-4-5-20251001,auxiliary
3d379233,Comparison of software repositories for their usability in software process reconstruction,10.1109/rcis.2015.7128890,2015.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,True,"QA1: Research objectives are clearly stated in the abstract - analyzing suitability of software repositories for software process reconstruction. QA2: Software engineering context is well described - software development processes, repositories, version control systems, issue trackers, organizational development methods. QA3: Data sources are identified - 'open source and commercial projects' are examined using 'utility tools used in software development', though specific project names or datasets are not named. QA4: No specific process mining or stochastic technique is formally defined in the",2026-04-29T12:35:44.534463+00:00,claude-haiku-4-5-20251001,auxiliary
2fbf6d36,Computing Optimal Scheduling Policies for Software Projects,10.1109/apsec.2004.39,2005.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,True,"QA1: Research objective is clearly stated—computing optimal scheduling strategies for software projects under uncertainty. QA2: Software engineering context is described (software development projects, project scheduling, team specialization, component coupling). QA3: No specific data source is named; uses 'sample software projects' without reproducible data origin (no GitHub, Jira, industry partner, or public dataset cited). QA4: Stochastic technique is formally defined: Markov decision model and value iteration algorithm from stochastic dynamic programming. QA5: Empirical validation present ",2026-04-29T12:35:52.807463+00:00,claude-haiku-4-5-20251001,auxiliary
4dc479a6,The Discovery of the Implemented Software Engineering Process Using Process Mining Techniques,10.14569/ijacsa.2016.070239,2016.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,True,"QA1: Research objectives clearly stated—discovering implemented software engineering processes using PM and identifying deviations from prescribed processes. QA2: SE context described in detail—Scrum/Agile adoption, ALM tools, work items state-machine workflows explicitly mentioned. QA3: Data source not reproducibly described—no specific ALM tool, project name, or dataset reference provided; 'log file' and 'Scrum team' are too vague. QA4: PM technique formally defined—'Process Mining discovery techniques' and 'work items state-machine workflows' are named, though not highly specific (e.g., alp",2026-04-29T12:35:53.062505+00:00,claude-haiku-4-5-20251001,auxiliary
8888cfdc,A study on optimal scheduling for software projects,10.1002/spip.254,2006.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,True,"QA1: Research objective clearly stated—develop optimal scheduling strategies for software projects and provide guidelines for managers. QA2: SE context described—software project scheduling, concurrent development activities, component coupling, team specialization. QA3: No specific data source named (no repository, dataset name, or project identifier provided; only 'sample projects' mentioned). QA4: Stochastic technique formally defined—Markov decision model explicitly named. QA5: Empirical validation present—discrete-event simulations conducted on sample software projects comparing optimal p",2026-04-29T12:35:53.378340+00:00,claude-haiku-4-5-20251001,auxiliary
b61ea92e,Assessing Software Quality Using the Markov Decision Processes,10.1002/hfm.20355,2011.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,True,"QA1: Research objectives are clearly stated—proposing MDP for software quality assessment and early prediction. QA2: SE context is described (design phase, development process, QA system, team assignment, project architecture). QA3: Data source is not reproducibly described; only mentions 'a case study taken from the literature' without naming the specific dataset, repository, or project. QA4: MDP (Markov Decision Process) is formally named as the primary technique. QA5: Empirical validation is present—a case study is mentioned demonstrating the approach. QA6: No explicit discussion of limitat",2026-04-29T12:35:53.528848+00:00,claude-haiku-4-5-20251001,auxiliary
883e1702,A discrete simulation model for assessing software project scheduling policies,10.1002/spip.160,2002.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,True,"QA1: Clear research objective stated—assessing scheduling policies via process simulation. QA2: Software engineering context clearly described—software project scheduling, task assignments, rework, design changes. QA3: Data source not reproducibly described; 'sample project' mentioned but no specific project name, repository, or dataset identifier provided. QA4: Stochastic simulation technique formally defined—discrete stochastic simulation model with explicit mention of ModL language and EXTEND tool. QA5: Empirical validation present—case study with sample project and comparison of list polic",2026-04-29T12:35:54.115715+00:00,claude-haiku-4-5-20251001,auxiliary
0ef6a5b4,Bayesian Network Based XP Process Modelling,10.5121/ijsea.2010.1301,2010.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,True,"QA1: Research objective clearly stated—predicting finish time and defect rate for XP releases. QA2: SE context clearly described—Extreme Programming (XP) software development process with specific practices (Pair Programming, Test Driven Development, Onsite Customer). QA3: Data source not reproducibly described—mentions 'two case studies' but no naming of projects, organizations, repositories, or public datasets. QA4: PM/stochastic technique formally named—Bayesian Network is explicitly identified. QA5: Empirical validation present—model validated against two case studies. QA6: Threats to vali",2026-04-29T12:36:01.445615+00:00,claude-haiku-4-5-20251001,auxiliary
dbcd2435,On the Potential of Process Simulation in Software Project Schedule Optimization,10.1109/compsac.2005.115,2006.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,False,"QA1: Research objective is clearly stated—applying process simulation for software project schedule optimization using Markov decision processes. QA2: Software engineering context is well-defined: software development process, scheduling policies, project management. QA3: No specific data source, repository, event log, or dataset is mentioned; this is a conceptual/position paper. QA4: Stochastic technique is formally named: discrete-time Markov decision process and dynamic programming algorithms are explicitly referenced. QA5: No empirical validation is present; the paper is conceptual and out",2026-04-29T12:36:01.929439+00:00,claude-haiku-4-5-20251001,auxiliary
bbc13de4,Process mining application in software process assessment,10.6100/ir739990,2012.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,False,"QA1: Clear research objective stated—software process assessment using process mining to bridge gap between actual and documented processes (1). QA2: Software engineering context clearly described—software development process, process improvement, CMMI framework, configuration management mentioned (1). QA3: No specific data source named in abstract; no GitHub, Jira, SVN, or named dataset referenced (0). QA4: No specific process mining technique formally defined (e.g., alpha miner, inductive miner not mentioned); only general 'process mining' referenced (0). QA5: Abstract is conceptual/motivati",2026-04-29T12:36:02.257644+00:00,claude-haiku-4-5-20251001,auxiliary
6464a4f1,Method for Building UML Activity Diagrams from Event Logs,10.15514/ispras-2019-31(4)-9,2019.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,True,"QA1: Research objective is clearly stated—mining UML Activity Diagrams from event logs. QA2: Software engineering context is described (UML Activity Diagrams for representing software processes, event logs from information systems). QA3: No specific data source named (mentions 'real life event logs' but no project, repository, or dataset identifier provided). QA4: Process mining techniques mentioned ('existing mining algorithms' and a 'newly proposed algorithm' for transformation to UML); framework with model transformations is described, though specific algorithm names (e.g., alpha miner, ind",2026-04-29T12:36:02.488526+00:00,claude-haiku-4-5-20251001,auxiliary
