internal_id,title,doi,year,abstract,ft_decision,ft_rationale,ft_matched_ic,ft_matched_ec,raw
461f6e43,From Robotic Process Automation to&#xa0;Intelligent Process Automation,10.1007/978-3-030-58779-6_15,2020,"In this survey, we study how recent advances in machine intelligence are disrupting the world of business processes. Over the last decade, there has been steady progress towards the automation of business processes under the umbrella of ``robotic process automation'' (RPA). However, we are currently at an inflection point in this evolution, as a new paradigm called ``Intelligent Process Automation'' (IPA) emerges, bringing machine learning (ML) and artificial intelligence (AI) technologies to bear in order to improve business process outcomes. The purpose of this paper is to provide a survey of this emerging theme and identify key open research challenges at the intersection of AI and business processes. We hope that this emerging theme will spark engaging conversations at the RPA Forum.",exclude,"O resumo trata de automação de processos de negócio (RPA/IPA) em contexto genérico, sem evidência de aplicação específica a processos de desenvolvimento de software, process mining, modelagem estocástica ou forecasting de métricas de processo. Aplica-se EC1 (domínio fora de SW) — o foco é automação robótica e IA em processos de negócio genéricos, não em artefatos ou ciclos de desenvolvimento de so",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O resumo trata de automação de processos de negócio (RPA/IPA) em contexto genérico, sem evidência de aplicação específica a processos de desenvolvimento de software, process mining, modelagem estocástica ou forecasting de métricas de processo. Aplica-se EC1 (domínio fora de SW) — o foco é automação robótica e IA em processos de negócio genéricos, não em artefatos ou ciclos de desenvolvimento de software."",
  ""matched_ic"": [],
  ""matched_ec"": [""E"
ff16bf34,Towards an Empirical Evaluation of Imperative and Declarative Process Mining,10.1007/978-3-030-01391-2_24,2018,"Process modelling notations fall in two broad categories: declarative notations, which specify the <em>rules</em> governing a process; and imperative notations, which specify the <em>flows</em> admitted by a process. We outline an empirical approach to addressing the question of whether certain process logs are better suited for mining to imperative than declarative notations. We plan to attack this question by applying a flagship imperative and declarative miner to a standard collection of process logs, then evaluate the quality of the output models w.r.t. the standard model metrics of precision and generalisation. This approach requires perfect fitness of the output model, which substantially narrows the field of available miners; possible candidates include Inductive Miner and MINERful. With the metrics in hand, we propose to statistically evaluate the hypotheses that (1) one miner consistently outperforms the other on one of the metrics, and (2) there exist subsets of logs more suitable for imperative respectively declarative mining.",exclude,"O paper trata de process mining em domínio genérico (BPM - Business Process Management) sem qualquer evidência explícita de aplicação a processos de desenvolvimento de software. O abstract discute notações declarativas vs imperativas e métricas de qualidade de modelos (precision, generalisation), mas não menciona artefatos de SW (commits, issues, PR, CI/CD) nem processos de desenvolvimento. Enquad",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de process mining em domínio genérico (BPM - Business Process Management) sem qualquer evidência explícita de aplicação a processos de desenvolvimento de software. O abstract discute notações declarativas vs imperativas e métricas de qualidade de modelos (precision, generalisation), mas não menciona artefatos de SW (commits, issues, PR, CI/CD) nem processos de desenvolvimento. Enquadra-se em EC1 — domínio fora de SW, sem link estab"
d182b4ca,What is a process model composed of?,10.1007/s10270-020-00847-w,2021,"Business process modelling languages typically enable the representation of business process models by employing (graphical) symbols. These symbols can vary depending upon the verbosity of the language, the modelling paradigm, the focus of the language and so on. To make explicit different constructs and rules employed by a specific language, as well as bridge the gap across different languages, meta-models have been proposed in the literature. These meta-models are a crucial source of knowledge on what state-of-the-art literature considers relevant to describe business processes. The goal of this work is to provide the first extensive systematic literature review (SLR) of business process meta-models. This SLR aims to answer research questions concerning: (1) the kind of meta-models proposed in the literature, (2) the recurring constructs they contain, (3) their purposes and (4) their evaluations. The SRL was performed manually considering papers automatically retrieved from reference paper repositories as well as proceedings of the main conferences in the Business Process Management research area. Sixty-five papers were selected and evaluated against four research questions. The results indicate the existence of a reasonable body of work conducted in this specific area, but not a full maturity. In particular, in answering the research questions several challenges have (re-)emerged for the Business Process Community, concerning: (1) the type of elements that constitute a Business Process and their meaning, (2) the absence of a (or several) reference meta-model(s) for the community, (3) the purpose for which meta-models are introduced in the literature and (4) a framework for the evaluation of the meta-models themselves. Moreover, the classification framework devised to answer the four research questions can provide a reference structure for future descriptive categorizations.",exclude,"O paper é uma revisão sistemática sobre meta-modelos de processos de negócio em geral, sem foco em processos de software, process mining aplicado a artefatos de SW, modelagem estocástica em contexto de desenvolvimento de software, ou forecasting de métricas de processo. Não atende a nenhum dos critérios de inclusão (IC1-IC4) da SLR PATHCAST.",,EC1|EC4,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper é uma revisão sistemática sobre meta-modelos de processos de negócio em geral, sem foco em processos de software, process mining aplicado a artefatos de SW, modelagem estocástica em contexto de desenvolvimento de software, ou forecasting de métricas de processo. Não atende a nenhum dos critérios de inclusão (IC1-IC4) da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [
    ""EC1"",
    ""EC4""
  ],
  ""evidence_tags"": [],
  ""software_cont"
fcded3aa,"Studying Conceptual Modeling Processes: A Modeling Tool, Research Observatory, and Multimodal Observation Setup",10.1007/978-3-030-66661-3_6,2021,"What do (non-)experienced modelers reason while conceptual modeling and how do they arrive at modeling decisions, which modeling and learning difficulties do they face and why, and how do they overcome these difficulties by tailored modeling tool support are questions of relevance and importance to practicing modelers and, likewise, to conceptual modeling research. For the past 7 years, we have been designing, developing, and evaluating a modeling tool integrating a research observatory aimed at studying individual modeling processes online, in the field, and under laboratory conditions—to contribute to a richer understanding of modeler reasoning and decision-making, to identify common modeling and learning difficulties, and, ultimately, to design tool support to mitigate difficulties and to improve assistance for (non-)experienced modelers. We present an overview of the modeling observatory and of a corresponding multimodal observation setup.",exclude,"O abstract descreve um estudo sobre processos de modelagem conceitual (ER, UML, etc.) com foco em raciocínio e dificuldades de modelers, sem qualquer menção a process mining, modelagem estocástica, forecasting de métricas de processo ou mineração de repositórios de software. Não atende nenhum dos critérios de inclusão (IC1–IC4) e cai em EC2 (SW como ferramenta, não o processo sendo estudado) — a m",,EC2,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O abstract descreve um estudo sobre processos de modelagem conceitual (ER, UML, etc.) com foco em raciocínio e dificuldades de modelers, sem qualquer menção a process mining, modelagem estocástica, forecasting de métricas de processo ou mineração de repositórios de software. Não atende nenhum dos critérios de inclusão (IC1–IC4) e cai em EC2 (SW como ferramenta, não o processo sendo estudado) — a modelagem conceitual é um artefato/ferramenta, não"
87bf5ad5,Test model coverage analysis under uncertainty: extended version,10.1007/s10270-020-00848-9,2021,"In model-based testing, we may have to deal with a non-deterministic model, e.g. because abstraction was applied, or because the software under test itself is non-deterministic. The same test case may then trigger multiple possible execution paths, depending on some internal decisions made by the software. Consequently, performing precise test analyses, e.g. to calculate the test coverage, are not possible.. This can be mitigated if developers can annotate the model with estimated probabilities for taking each transition. A probabilistic model checking algorithm can subsequently be used to do simple probabilistic coverage analysis. However, in practice developers often want to know what the achieved aggregate coverage is, which unfortunately cannot be re-expressed as a standard model checking problem. This paper presents an extension to allow efficient calculation of probabilistic aggregate coverage, and also of probabilistic aggregate coverage in combination with k-wise coverage.",exclude,"O paper trata de análise de cobertura de testes em modelos probabilísticos usando model checking, não de process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo, ou mineração de repositórios para descobrir processos. O contexto é testing/qualidade de software, não engenharia de processos de desenvolvimento. Não atende nenhum dos critérios de inclusão (IC1-IC4)",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de análise de cobertura de testes em modelos probabilísticos usando model checking, não de process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo, ou mineração de repositórios para descobrir processos. O contexto é testing/qualidade de software, não engenharia de processos de desenvolvimento. Não atende nenhum dos critérios de inclusão (IC1-IC4) da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matche"
0b659f6f,Dynamic Business Process Management,10.1007/978-3-030-17141-4_2,2019,"In order to provide life cycle support of business process management, a framework for managing process improvement and dynamic process changes is required. In this paper, we propose a new approach to managing business process changes in dynamic business environment based on business process change patterns. We identify and categorize business process change patterns that occur recurrently based on workflow patterns. Several issues on managing process versions are discussed and a new version management method for managing process changes more flexibly based on the process change patterns is explained in detail. In order to maximize the flexibility in executing various process versions we propose a mechanism for abstract process execution with runtime encapsulation of a business process in dynamic business environment. In addition, we propose a useful mechanism to support dynamic process version selection with process promotion and demotion to support abstract process execution. This paper contributes to managing various business process changes efficiently and enhances the flexibility of BPM system.",exclude,"O paper trata de Business Process Management genérico com foco em padrões de mudança de processo, versionamento e execução dinâmica. Não há evidência de aplicação a processos de software (IC1), modelagem estocástica (IC2), forecasting de métricas de processo (IC3) ou mineração de repositórios de software (IC4). O domínio é BPM empresarial genérico, não engenharia de software, caracterizando EC1.",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de Business Process Management genérico com foco em padrões de mudança de processo, versionamento e execução dinâmica. Não há evidência de aplicação a processos de software (IC1), modelagem estocástica (IC2), forecasting de métricas de processo (IC3) ou mineração de repositórios de software (IC4). O domínio é BPM empresarial genérico, não engenharia de software, caracterizando EC1."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  """
7545bf40,Data Impact Analysis in Business Processes,10.1007/s12599-019-00611-5,2019,"In this article, authors analyze methods of the analysis of data integrity, security and availability loss results for business processes. Assessing those results, one can judge the importance of a process in organization; thus, determine which business process requires more attention. The importance of those processes can be determined with Business Impact Analysis (BIA). In article, first phase of BIA is presented - in specific, a construction of Business Impact Category Tables, Loss Levels and process weight calculation methods. A variety of weight calculating methods is presented. Authors also present their proposed method - square sum percentage - as a solution eliminating problems of other weight calculation methods in business impact analysis.",exclude,"O paper trata de análise de impacto de dados em PROCESSOS DE NEGÓCIO genéricos, com foco em Business Impact Analysis (BIA), integridade de dados e categorização de risco organizacional. Não há evidência de aplicação a processos de SOFTWARE, process mining em artefatos de SW, modelagem estocástica de processos de desenvolvimento, ou forecasting de métricas de processo de SW. Atende claramente a EC1",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de análise de impacto de dados em PROCESSOS DE NEGÓCIO genéricos, com foco em Business Impact Analysis (BIA), integridade de dados e categorização de risco organizacional. Não há evidência de aplicação a processos de SOFTWARE, process mining em artefatos de SW, modelagem estocástica de processos de desenvolvimento, ou forecasting de métricas de processo de SW. Atende claramente a EC1 (domínio fora de SW) — o escopo é negócios/organ"
06bb8ad5,Industrial Digital Environments in Action: The OMiLAB Innovation Corner,10.1007/978-3-030-63479-7_2,2020,". The digital transformation is a global mega trend that is triggered by the evolution of digital technology, that has the potential for every organisation to either optimize their current business via a digital innovation or by transforming the business via digital disruption. The challenge for every organisation is therefore to select and personalise the appropriate digital innovation. There is a plethora of methods and assessment frameworks, here we introduce the OMiLAB Innovation Corner that assists in (1) creating new business, (2) design the organ-isational model and (3) engineer proof-of-concept prototypes as a “communication media”. The unique value proposition of OMiLAB Innovation Corner is the model-based foundation that supports decision makers in key phases of the innovation. First, the creation of new business models by providing digital design thinking tools is assisted. Second, the design of the digital organisation by providing extended modelling capabilities is supported. Third, a proof-of-concept engineering providing robots and sensors is enabled. We share our practical exeriences by introducing (a) how new business models are created in the H2020 project Change2Twin to help manufacturing SMEs in their digital transformation, (b) how conceptual models are design in the H2020 project BIMERR to create digital twins of renovation processes and (d) how proof-of-concept engineering is performed in the FFG project complAI to analyse different robotic behaviour.",exclude,"O paper aborda transformação digital e inovação empresarial através da ferramenta OMiLAB, focando em design de modelos de negócio, organização digital e prototipagem. Não há evidência de aplicação de process mining, modelagem estocástica para processos de SW, forecasting de métricas de processo, ou mineração de repositórios de desenvolvimento de software. O escopo é inovação digital e gestão organ",,EC1|EC2,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper aborda transformação digital e inovação empresarial através da ferramenta OMiLAB, focando em design de modelos de negócio, organização digital e prototipagem. Não há evidência de aplicação de process mining, modelagem estocástica para processos de SW, forecasting de métricas de processo, ou mineração de repositórios de desenvolvimento de software. O escopo é inovação digital e gestão organizacional, não processos de desenvolvimento de so"
52ea35d5,Learning Hybrid Process Models from Events,10.1007/978-3-319-65000-5_4,2017,"Process discovery techniques return process models that are either formal (precisely describing the possible behaviors) or informal (merely a “picture” not allowing for any form of formal reasoning). Formal models are able to classify traces (i.e., sequences of events) as fitting or non-fitting. Most process mining approaches described in the literature produce such models. This is in stark contrast with the over 25 available commercial process mining tools that only discover informal process models that remain deliberately vague on the precise set of possible traces. There are two main reasons why vendors resort to such models: scalability and simplicity. In this paper, we propose to combine the best of both worlds: discovering hybrid process models that have formal and informal elements. As a proof of concept we present a discovery technique based on hybrid Petri nets. These models allow for formal reasoning, but also reveal information that cannot be captured in mainstream formal models. A novel discovery algorithm returning hybrid Petri nets has been implemented in ProM and has been applied to several real-life event logs. The results clearly demonstrate the advantages of remaining “vague” when there is not enough “evidence” in the data or standard modeling constructs do not “fit”. Moreover, the approach is scalable enough to be incorporated in industrial-strength process mining tools.",exclude,"O paper trata de descoberta de modelos de processo (process discovery) usando Petri nets híbridas, mas foca em BPM genérico e não aborda especificamente processos de desenvolvimento de software, modelagem estocástica, ou forecasting. Não há evidência de aplicação a artefatos de SW (commits, issues, PR, CI/CD) nem uso de métodos estocásticos para predição de métricas de processo de software.",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de descoberta de modelos de processo (process discovery) usando Petri nets híbridas, mas foca em BPM genérico e não aborda especificamente processos de desenvolvimento de software, modelagem estocástica, ou forecasting. Não há evidência de aplicação a artefatos de SW (commits, issues, PR, CI/CD) nem uso de métodos estocásticos para predição de métricas de processo de software."",
  ""matched_ic"": [],
  ""matched_ec"": [
    ""EC1""
  ],
"
14ff01e5,Transition Systems Reduction: Balancing Between Precision and Simplicity,10.1007/978-3-662-55862-1_6,2017,"Transition systems are a powerful formalism, which is widely used for process model representation. A number of approaches were proposed in the process mining field to tackle the problem of constructing transition systems from event logs. Existing approaches discover transition systems that are either too large or too small. In this paper we propose an original approach to discover transition systems that perfectly fit event logs and whose size is adjustable depending on the user’s need. The proposed approach allows the ability to achieve a required balance between simple and precise models.",include,"O paper aborda descoberta de transition systems a partir de event logs, o que é claramente process mining (IC1). Embora não haja menção explícita a forecasting ou modelagem estocástica no resumo, a redução de sistemas de transição é uma técnica fundamental em process mining para melhorar modelos descobertos. O resumo confirma aplicação a artefatos de processo (event logs) sem indicadores de exclus",IC1,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O paper aborda descoberta de transition systems a partir de event logs, o que é claramente process mining (IC1). Embora não haja menção explícita a forecasting ou modelagem estocástica no resumo, a redução de sistemas de transição é uma técnica fundamental em process mining para melhorar modelos descobertos. O resumo confirma aplicação a artefatos de processo (event logs) sem indicadores de exclusão."",
  ""matched_ic"": [""IC1""],
  ""matched_ec"": []"
e8b038dd,Using Event Logs for Local Correction of Process Models,10.3103/S0146411617070306,2017,"During the life-cycle of an Information System (IS) its actual behavior may not correspond to the original system model. However, to the IS support it is very important to have the latest model that reflects the current system behavior. To correct the model the information from the event log of the system may be used. In this paper, we consider the problem of process model adjustment (correction) using the information from event log. The input data for this task is the initial process model (a Petri net) and an event log. The result of correction should be a new process model, better reflecting the real IS behavior than the initial model. The new model could be also built from scratch, for example, with the help of one of the known algorithms for automatic synthesis of the process model from an event log. However, this may lead to crucial changes in the structure of the original model, and it will be difficult to compare the new model with the initial one, hindering its understanding and analysis. Then it is important to keep the initial structure of the model as much as possible. In this paper we propose a method for process model correction based on the principle of “divide and conquer”. The initial model is decomposed into several fragments. For each of the fragments its conformance to the event log is checked. Fragments, which do not match the log, are replaced by newly synthesized ones. The new model is then assembled from the fragments via transition fusion. The experiments demonstrate that our correction algorithm gives good results when it is used for correcting local discrepancies. The paper presents the description of the algorithm, the formal justification for its correctness, as well as the results of experimental testing on artificial examples.",exclude,"O paper trata de correção de modelos de processo (Petri nets) usando event logs, mas o domínio de aplicação não é explicitamente processos de software. O resumo menciona 'Information System' de forma genérica e exemplos artificiais, sem evidência de aplicação a processos de desenvolvimento de software (commits, issues, CI/CD, etc.). Embora use técnicas de process mining, não atende IC1 (que exige ",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de correção de modelos de processo (Petri nets) usando event logs, mas o domínio de aplicação não é explicitamente processos de software. O resumo menciona 'Information System' de forma genérica e exemplos artificiais, sem evidência de aplicação a processos de desenvolvimento de software (commits, issues, CI/CD, etc.). Embora use técnicas de process mining, não atende IC1 (que exige aplicação a artefatos de SW) nem outros ICs, apli"
82f5c048,Data Science in Action,10.1007/978-3-662-49851-4_1,2016,"Summary An action plan to enlarge the technical areas of statistics focuses on the data analyst. The plan sets out six technical areas of work for a university department, and advocates a specific allocation of resources devoted to research in each area and to courses in each area. The value of technical work is judged by the extent to which it benefits the data analyst, either directly or indirectly. The plan is also applicable to government research labs and corporate research organizations.",exclude,"O resumo apresenta um plano acadêmico genérico sobre alocação de recursos em áreas técnicas de estatística em departamento universitário. Não há evidência de aplicação a process mining, modelagem estocástica, forecasting ou processos de desenvolvimento de software. O conteúdo trata de gestão acadêmica, não de engenharia de software ou mineração de processos.",,EC1|EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O resumo apresenta um plano acadêmico genérico sobre alocação de recursos em áreas técnicas de estatística em departamento universitário. Não há evidência de aplicação a process mining, modelagem estocástica, forecasting ou processos de desenvolvimento de software. O conteúdo trata de gestão acadêmica, não de engenharia de software ou mineração de processos."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC3""],
  ""evidence_tags"": [],
  ""software"
00870707,Discovering crisis models to help assess coordination plans,10.1007/s40595-016-0078-9,2016,"Recently, we have witnessed an increasing number of crises, not only natural disasters but also man-made ones. Coordination among several stakeholders is the key factor to reduce the damage caused by a crisis. However, the plan for coordination can be expressed under various representations, including textual format—the most used one in reality but hard to analyze its efficiency. We consider in this paper a combination of process and organization aspects of a coordination plan. Process models (e.g Petri Net, Business Process Model and Notation) could be used to capture the processes of activities and messages exchanged between the actors involved in a crisis, while organization models (e.g. Role graph, agent-centred multi-agent system, organization centred multi-agent system) are used to highlight the roles, their interactions and the organizational structures. We then describe a proposal that allows performing an automatic transformation from process models to organization models. Our proposal is illustrated with a coordination plan for tsunami response, given by People Committee of Ho Chi Minh City (HCMC), Vietnam.",exclude,"O trabalho aborda modelagem de processos de coordenação em crises (tsunamis, desastres naturais) e transformação automática de modelos de processo para modelos organizacionais. Não há qualquer menção a software development process, process mining em artefatos de SW, modelagem estocástica de processos de desenvolvimento, ou forecasting de métricas de processo de SW. O domínio é gestão de crises e c",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O trabalho aborda modelagem de processos de coordenação em crises (tsunamis, desastres naturais) e transformação automática de modelos de processo para modelos organizacionais. Não há qualquer menção a software development process, process mining em artefatos de SW, modelagem estocástica de processos de desenvolvimento, ou forecasting de métricas de processo de SW. O domínio é gestão de crises e coordenação organizacional, não engenharia de soft"
096fba2c,Advanced Process Discovery Techniques,10.1007/978-3-662-49851-4_7,2016,"Abstract Given the challenges associated to the process discovery task, more than a hundred research studies addressed the problem over the past two decades. Despite the richness of proposals, many state-of-the-art automated process discovery techniques, especially the oldest ones, struggle to systematically discover accurate and simple process models. In general, when the behavior recorded in the input event log is simple (e.g., exhibiting little parallelism, repetitions, or inclusive choices) or noise free, some basic algorithms such as the alpha miner can output accurate and simple process models. However, as the complexity of the input data increases, the quality of the discovered process models can worsen quickly. Given that oftentimes real-life event logs record very complex and unstructured process behavior containing many repetitions, infrequent traces, and incomplete data, some state-of-the-art techniques turn unreliable and not purposeful. Specifically, they tend to discover process models that either have limited accuracy (i.e., low fitness and/or precision) or are syntactically incorrect. While currently there exists no perfect automated process discovery technique, some are better than others when discovering a process model from event logs recording complex process behavior. In this chapter, we introduce four of such techniques, discussing their underlying approach and algorithmic ideas, reporting their benefits and limitation, and comparing their performance with the algorithms introduced in the previous chapter.",exclude,"O resumo aborda process discovery (mineração de processos) como técnica algorítmica genérica, sem qualquer aplicação, validação ou menção explícita a processos de software (SW). Não há evidência de contexto de desenvolvimento de software, repositórios, CI/CD, issues ou artefatos de SW. Trata-se de uma revisão técnica de algoritmos de descoberta de processos em geral, não atendendo aos critérios de",,EC2,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O resumo aborda process discovery (mineração de processos) como técnica algorítmica genérica, sem qualquer aplicação, validação ou menção explícita a processos de software (SW). Não há evidência de contexto de desenvolvimento de software, repositórios, CI/CD, issues ou artefatos de SW. Trata-se de uma revisão técnica de algoritmos de descoberta de processos em geral, não atendendo aos critérios de inclusão específicos à SLR PATHCAST (IC1-IC4 exi"
df095a82,Finding Suitable Activity Clusters for Decomposed Process Discovery,10.1007/978-3-319-27243-6_2,2015,"Event data can be found in any information system and provide the starting point for a range of process mining techniques. The widespread availability of large amounts of event data also creates new challenges. Existing process mining techniques are often unable to handle “big event data” adequately. Decomposed process mining aims to solve this problem by decomposing the process mining problem into many smaller problems which can be solved in less time, using less resources, or even in parallel. Many decomposed process mining techniques have been proposed in literature. Analysis shows that even though the decomposition step takes a relatively small amount of time, it is of key importance in finding a high-quality process model and for the computation time required to discover the individual parts. Currently there is no way to assess the quality of a decomposition beforehand. We define three quality notions that can be used to assess a decomposition, before using it to discover a model or check conformance with. We then propose a decomposition approach that uses these notions and is able to find a high-quality decomposition in little time.",exclude,"O paper trata de decomposição de process mining em contexto genérico de BPM, focando em qualidade de decomposição e clustering de atividades. Não apresenta evidência de aplicação a processos de software (EC1 — domínio fora de SW), nem de modelagem estocástica, forecasting ou mineração de repositórios. O escopo é puramente metodológico para PM genérico.",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de decomposição de process mining em contexto genérico de BPM, focando em qualidade de decomposição e clustering de atividades. Não apresenta evidência de aplicação a processos de software (EC1 — domínio fora de SW), nem de modelagem estocástica, forecasting ou mineração de repositórios. O escopo é puramente metodológico para PM genérico."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [""process_mining""],
  ""softw"
b39eab89,Effective application of process improvement patterns to business processes,10.1007/s10270-014-0443-z,2014,"Improving the operational effectiveness and efficiency of processes is a fundamental task of business process management (BPM). There exist many proposals of process improvement patterns (PIPs) as practices that aim at supporting this goal. Selecting and implementing relevant PIPs are therefore an important prerequisite for establishing process-aware information systems in enterprises. Nevertheless, there is still a gap regarding the validation of PIPs with respect to their actual business value for a specific application scenario before implementation investments are incurred. Based on empirical research as well as experiences from BPM projects, this paper proposes a method to tackle this challenge. Our approach toward the assessment of process improvement patterns considers real-world constraints such as the role of senior stakeholders or the cost of adapting available IT systems. In addition, it outlines process improvement potentials that arise from the information technology infrastructure available to organizations, particularly regarding the combination of enterprise resource planning with business process intelligence. Our approach is illustrated along a real-world business process from human resource management. The latter covers a transactional volume of about 29,000 process instances over a period of 1 year. Overall, our approach enables both practitioners and researchers to reasonably assess PIPs before taking any process implementation decision.",exclude,"O paper trata de padrões de melhoria em processos de negócio (BPM) genéricos, com aplicação em gestão de recursos humanos. Não há evidência de aplicação a processos de desenvolvimento de software (IC1), modelagem estocástica (IC2), forecasting de métricas de processo de SW (IC3) ou mineração de repositórios de SW (IC4). O contexto é BPM corporativo geral, não engenharia de software.",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de padrões de melhoria em processos de negócio (BPM) genéricos, com aplicação em gestão de recursos humanos. Não há evidência de aplicação a processos de desenvolvimento de software (IC1), modelagem estocástica (IC2), forecasting de métricas de processo de SW (IC3) ou mineração de repositórios de SW (IC4). O contexto é BPM corporativo geral, não engenharia de software."",
  ""matched_ic"": [],
  ""matched_ec"": [
    ""EC1""
  ],
  ""evide"
453b62d9,Business Process Data Analysis,10.1007/978-3-319-25037-3_5,2016,"SUMMARY Today, business processes serve as the backbone of organizations. As a result, IT frameworks for managing business processes are gaining in popularity. The classical life cycle implemented in these frameworks consists of four stages: process specification, process implementation, process execution and monitoring, and process analysis. The relationships between the stages are usually loosely defined, and there is a need for means to synchronize these stages, in light of the frequent changes in and the need to maintain the entire business process life cycle. In this paper, we propose a method for constructing data warehouse schemata from business process specifications to facilitate the off‐line analysis of the business process execution. We define the relationships between the business process specification stage and the analysis stages, with the aim to facilitate and to identify potential improvements by querying the business process performance. Copyright © 2011 John Wiley & Sons, Ltd.",exclude,"O resumo descreve um método para construir esquemas de data warehouse a partir de especificações de processos de negócio para análise offline. Não há evidência de (1) process mining (descoberta, conformance, PPM), (2) modelagem estocástica (Markov, Monte Carlo, Petri nets), (3) forecasting de métricas de processo, ou (4) mineração de repositórios de software. O contexto é processos de negócio gené",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O resumo descreve um método para construir esquemas de data warehouse a partir de especificações de processos de negócio para análise offline. Não há evidência de (1) process mining (descoberta, conformance, PPM), (2) modelagem estocástica (Markov, Monte Carlo, Petri nets), (3) forecasting de métricas de processo, ou (4) mineração de repositórios de software. O contexto é processos de negócio genéricos, não processos de desenvolvimento de softwa"
3d6d06c4,Workflow Management,10.1007/978-3-642-45100-3_21,2015,"This book offers a comprehensive introduction to workflow management, the management of business processes with information technology. By defining, analyzing, and redesigning an organization's resources and operations, workflow management systems ensure that the right information reaches the right person or computer application at the right time. The book provides a basic overview of workflow terminology and organization, as well as detailed coverage of workflow modeling with Petri nets. Because Petri nets make definitions easier to understand for nonexperts, they facilitate communication between designers and users. The book includes a chapter of case studies, review exercises, and a glossary. A special Web site developed by the authors, www.workflowcourse.com, features animation, interactive examples, lecture materials, exercises and solutions, relevant links, and other valuable resources for the classroom.",exclude,"O resumo descreve um livro introdutório genérico sobre workflow management e modelagem com Petri nets, sem aplicação específica a processos de software, mining de repositórios, modelagem estocástica ou forecasting em contexto de desenvolvimento de software. Nenhum dos critérios de inclusão (IC1-IC4) é atendido; trata-se de material educacional genérico sobre BPM.",,EC4,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O resumo descreve um livro introdutório genérico sobre workflow management e modelagem com Petri nets, sem aplicação específica a processos de software, mining de repositórios, modelagem estocástica ou forecasting em contexto de desenvolvimento de software. Nenhum dos critérios de inclusão (IC1-IC4) é atendido; trata-se de material educacional genérico sobre BPM."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC4""],
  ""evidence_tags"": [],
  ""software_c"
9588b567,Business Process Quality Management,10.1007/978-3-642-45100-3_8,2015,The high complexity of modern quality management systems (QMS) of aviation enterprises leads to the need to create new tools aimed at their support and continuous improvement. A key process for managing the quality level of aviation projects is the prerequisite for data integrity. The article explores the integrity and consistency of process information as a property of the quality assurance process. Some basic approach to the organization of data integrity metrics is described. An approach to ensuring the QMS requirements based on the SysML modeling language is proposed.,exclude,"O paper trata de sistemas de gestão de qualidade (QMS) em empresas de aviação com foco em integridade de dados e modelagem SysML. Não há evidência de process mining, modelagem estocástica, forecasting de métricas de processo, ou mineração de repositórios de software. O domínio é aviação/manufatura (EC1) e não processos de desenvolvimento de software; além disso, não há indicação de análise de even",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de sistemas de gestão de qualidade (QMS) em empresas de aviação com foco em integridade de dados e modelagem SysML. Não há evidência de process mining, modelagem estocástica, forecasting de métricas de processo, ou mineração de repositórios de software. O domínio é aviação/manufatura (EC1) e não processos de desenvolvimento de software; além disso, não há indicação de análise de event logs ou dados de processo de SW (EC2/EC3)."",
  "
