row_idx,internal_id,title,ft_decision_primary,ft_decision_verifier,verifier_model,raw
142,602e0794,Conformance Checking of Software Development Processes Through Process Mining.,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, mas o título menciona explicitamente 'conformance checking', 'software development processes' e 'process mining', sugerindo forte relevância para IC1. Sem o texto completo ou abstract, não é possível confirmar com confiança."",
  ""matched_ic"": [""IC1""],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""software_process"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""software_development_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclea"
141,4384f053,Incremental Predictive Process Monitoring: The Next Activity Case,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título sugere relevância para process mining (predictive process monitoring, next activity prediction), mas não é possível confirmar aplicação a processos de software sem o texto completo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""forecasting"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""unclear"",
  ""process_data_source"": ""event_logs"",
  ""confidence"": ""low""
}
```"
143,7b29109b,Analysis of Multiple Business Perspectives,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O resumo está ausente e o título 'Analysis of Multiple Business Perspectives' é genérico demais para determinar relevância ao escopo da SLR PATHCAST sem texto completo; pode referir-se a process mining com múltiplas perspectivas (organizational, data, control-flow), o que poderia ser relevante, mas não há evidência suficiente."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""none"",
  ""process_dat"
144,d66358dc,From Source to Target: Leveraging Transfer Learning for Predictive Process Monitoring in Organizations,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impossibilitando confirmação de domínio (SW vs outro setor). O título menciona 'Predictive Process Monitoring' e 'Transfer Learning', o que é relevante para IC1/IC3, mas sem o texto completo não é possível confirmar se o contexto é processos de desenvolvimento de software ou outro domínio."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""forecasting"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""uncl"
145,806ef7d2,Process Mining and Value Stream Mapping: An Incremental Approach,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título menciona 'Process Mining' combinado com 'Value Stream Mapping', o que pode ser relevante para IC1 ou IC4 caso aplicado a processos de desenvolvimento de software, mas 'Value Stream Mapping' é frequentemente associado a manufatura/lean (EC1). Sem o texto completo ou resumo, não é possível determinar o domínio de aplicação."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"""
146,21a96388,An Architecture Analysis Approach for Supporting Black-Box Software Development,pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título sugere análise de arquitetura para suporte ao desenvolvimento de software em modo black-box, sem qualquer indicação de process mining, modelagem estocástica ou forecasting de métricas de processo. O resumo está ausente, mas o título não sugere relevância suficiente para os critérios de inclusão da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2""],
  ""evidence_tags"": [],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""low""
}
```"
147,63a7fc49,Ontology-Based Data Access for Extracting Event Logs from Legacy Data: The onprom Tool&#xa0;and Methodology,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O resumo está ausente, impossibilitando avaliação do conteúdo real. O título sugere uma ferramenta para extração de event logs a partir de dados legados usando ontologias, o que tem relevância potencial para process mining (IC1/IC4), mas não é possível confirmar aplicação a processos de desenvolvimento de software sem o texto completo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""event_log"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""for"
148,37b4f1de,Towards Smart Assessment: A Metamodel Proposal,pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título 'Towards Smart Assessment: A Metamodel Proposal' não sugere relação com process mining, modelagem estocástica, forecasting de processos de SW ou mineração de repositórios; 'smart assessment' e 'metamodel' apontam para avaliação/modelagem conceitual fora do escopo da SLR PATHCAST. Com abstract ausente e título sem indicadores de relevância, a exclusão é preferível."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC4""],
  ""evidence_tags"": [""insufficient_abstract""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_targ"
149,d8b6ba43,Conversational Systems for&#xa0;AI-Augmented Business Process Management,pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título refere-se a sistemas conversacionais para BPM geral com IA, sem indicação de aplicação a processos de desenvolvimento de software. O abstract está ausente e não há evidência de que o escopo cubra process mining em SW, modelagem estocástica ou forecasting de métricas de processo de SW."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [""process_mining""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  ""confidence"": ""me"
151,bb16dbd3,Projection approaches to process mining using region-based techniques,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impossibilitando avaliação do conteúdo. O título menciona 'process mining' e 'region-based techniques', o que sugere relevância potencial para IC1, mas sem mais informações não é possível confirmar aplicação a processos de software."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  ""confidence"": ""low""
}
```"
150,10564590,Comparison of Data Mining Techniques in the Cloud for Software Engineering,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O resumo está ausente, impossibilitando avaliação criteriosa. O título menciona 'data mining techniques' e 'software engineering', sugerindo possível relevância marginal para IC1 ou IC4, mas sem conteúdo verificável não é possível confirmar qualquer IC com segurança."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  ""confidence"": ""low""
}
```"
153,c366da7b,A Critical Examination of Multi-criteria Decision-Making in Software Engineering,pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica um estudo sobre tomada de decisão multi-critério em engenharia de software, que não se alinha com nenhum dos critérios de inclusão da SLR PATHCAST (process mining, modelagem estocástica, forecasting de métricas de processo, ou mineração de repositórios para processo). Sem abstract disponível e com título claramente fora do escopo, a exclusão é a decisão adequada."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC4""],
  ""evidence_tags"": [],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""p"
152,b4fd3c5a,Processes in a Digital Environment,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título 'Processes in a Digital Environment' é genérico demais para determinar relevância sem texto completo; pode ou não abordar process mining ou modelagem estocástica em contexto de software."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  ""confidence"": ""low""
}
```"
155,f0887d05,Constructing Decision Trees from Process Logs for Performer Recommendation,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impossibilitando avaliação dos critérios de inclusão/exclusão. O título menciona 'process logs' e 'decision trees', o que pode remeter a process mining e recomendação de responsável por tarefas em processos, mas não é possível confirmar aplicação a processos de desenvolvimento de software sem o texto completo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""event_log"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""fore"
156,d260c85f,Evidence-Based Insights about Issue Management Processes: An Exploratory Study,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impedindo avaliação rigorosa dos critérios. O título sugere estudo exploratório sobre processos de gerenciamento de issues, o que pode ser relevante para IC1 (process mining em artefatos de SW como issue tracking) ou IC4 (mineração de repositórios), mas não há evidência suficiente para confirmar inclusão com confiança."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""issue_tracking"", ""software_process"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""issue_bug_workflow"",
  ""stochast"
154,a758c367,Deep Learning Fusion Model for Accurate Event and Timestamp Prediction in Process Monitoring,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impossibilitando confirmação do domínio de aplicação. O título menciona predição de eventos e timestamps em process monitoring, o que sugere relevância para IC3 (forecasting de métricas de processo), mas sem o texto não é possível confirmar se o contexto é software ou outro domínio (saúde, manufatura, etc.)."",
  ""matched_ic"": [""IC3""],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""forecasting"", ""remaining_time"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_m"
158,c1908514,Time in Data Models,pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título 'Time in Data Models' sugere um tema genérico de modelagem de dados temporais, sem evidência de aplicação a process mining, processos de software ou forecasting em SE. Com abstract ausente e título não indicando relevância para nenhum IC da SLR PATHCAST, a exclusão é a decisão mais conservadora e apropriada."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC3""],
  ""evidence_tags"": [""insufficient_abstract""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confiden"
159,fd1f6852,Improving Documentation by Repairing Event Logs,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impossibilitando avaliação definitiva. O título menciona 'event logs' e 'repairing', o que sugere possível relação com process mining (IC1), mas sem confirmação de aplicação a processos de software."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""event_log"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""event_logs"",
  ""confidence"": ""low""
}
```"
157,0970f947,A systematic approach for performance assessment using process mining,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título menciona process mining e avaliação de desempenho, o que sugere relevância potencial para IC1 ou IC3, mas não é possível determinar sem o texto completo se o domínio é software ou outro (saúde, manufatura, etc.)."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""other_process_metric"",
  ""process_data_source"": ""unclear"",
  ""confidence"": ""low""
}
```"
161,dcb56a11,Detection of Sequences with Anomalous Behavior in a Workflow Process,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O resumo está ausente, impedindo avaliação definitiva. O título menciona detecção de sequências anômalas em workflow process, o que pode envolver process mining ou modelagem estocástica, mas sem confirmação de aplicação a processos de desenvolvimento de software."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""event_log"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  ""confidenc"
162,d8433381,Challenges of software process and product quality improvement: catalyzing defect root-cause investigation by process enactment data analysis,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impossibilitando avaliação rigorosa. O título sugere relevância potencial para IC1/IC4 ao mencionar 'process enactment data analysis' e 'defect root-cause investigation' em contexto de qualidade de processo/produto de software, mas não há evidência suficiente para inclusão confiante."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""software_process"", ""defect_prediction"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""software_development_process"",
  ""stochastic_method"": ""unclear"",
"
160,76a4ac4d,Modelling Failures Occurrences of Open Source Software with Reliability Growth,pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica foco em modelagem de falhas de software de código aberto com crescimento de confiabilidade (reliability growth), o que se enquadra em EC1/EC2 — 'software' é objeto de confiabilidade/qualidade, não o processo de desenvolvimento sendo estudado. Não há evidência de process mining, mineração de repositórios para processo, ou forecasting de métricas de processo de desenvolvimento de SW."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2""],
  ""evidence_tags"": [""reliability""],
  ""software_context"": ""not_software_process"",
  ""stochastic_metho"
163,1d51fc24,Quo Vadis modeling?,pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título 'Quo Vadis modeling?' é genérico e não fornece evidência de relação com process mining, modelagem estocástica de processos de software ou forecasting de métricas de processo. Com abstract ausente e título sem indicadores claros de relevância para o escopo da SLR PATHCAST, não há base para inclusão."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC4""],
  ""evidence_tags"": [""insufficient_abstract""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""low"""
165,7545bf40,Data Impact Analysis in Business Processes,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título 'Data Impact Analysis in Business Processes' sugere relevância marginal para process mining em processos de negócio, mas sem indicação clara de aplicação a software development processes ou uso de modelagem estocástica/forecasting. Não é possível determinar se atende algum IC ou EC com confiança."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": "
166,3e2e2c8b,Evaluation of Technical Measures for Workflow Similarity Based on a Pilot Study,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O resumo está ausente e o título menciona 'workflow similarity' com base em um estudo piloto, o que sugere possível relevância para process mining ou modelagem de processos, mas é insuficiente para confirmar aplicação a processos de desenvolvimento de software."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  ""confidence"": ""low""
}
```"
164,65141b09,Continuous Monitoring in Evolving Business Networks,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O resumo está ausente e o título 'Continuous Monitoring in Evolving Business Networks' sugere possível relevância marginal para process mining ou monitoramento de processos, mas sem evidência suficiente para confirmar aplicação a processos de desenvolvimento de software."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""unclear"",
  ""process_data_source"": ""unclear"",
  ""confidence"": ""low""
}
```"
168,9a1532ee,MaDe4IC: an abstract method for managing model dependencies in inter-organizational cooperations,pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica um método abstrato para gerenciar dependências de modelos em cooperações inter-organizacionais, sem qualquer indicação de process mining, modelagem estocástica, forecasting ou processos de desenvolvimento de software. Nenhum IC é atendido e o trabalho parece fora do escopo da SLR."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC3""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""medium""
}
```"
169,e972f615,Knowledge Extraction from Events Flows,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título 'Knowledge Extraction from Events Flows' é vago o suficiente para sugerir relevância marginal ao escopo (event logs, process mining), mas não há evidência suficiente para confirmar aplicação a processos de software ou uso de modelagem estocástica/forecasting."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required"", ""event_log""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"","
167,aaf65816,An Approach Based on the Multifaceted Ontology to Development of Event Series Processing Tools,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O resumo está ausente e o título menciona 'event series processing tools' e 'ontology', o que poderia tangencialmente relacionar-se com event logs ou process mining, mas é insuficiente para confirmar qualquer IC com confiança."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required"", ""event_log""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  ""confidence"": ""low""
}
```"
170,b007002f,Evaluating a rapid simulation modelling process (RSMP) through controlled experiments,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título menciona 'rapid simulation modelling process' avaliado via experimentos controlados, o que poderia tangenciar IC2 ou IC3, mas sem informação suficiente para confirmar aplicação a processos de desenvolvimento de software."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""simulation"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""simulation"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  ""confidence"": ""low""
}
```"
171,75e461f6,Design variability verification in Software Product Lines,pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título refere-se a verificação de variabilidade em Software Product Lines, um tópico de engenharia de software focado em modelagem de features e conformidade de variantes, sem relação com process mining, modelagem estocástica, forecasting de métricas de processo ou mineração de repositórios. Nenhum IC da SLR PATHCAST é atendido."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""conf"
173,c2f3e2a3,Business Process Deviance Mining,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título 'Business Process Deviance Mining' sugere relevância marginal para a SLR PATHCAST — pode envolver process mining e análise de desvios em processos, mas não há evidência de aplicação em processos de desenvolvimento de software especificamente."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  ""confidence"""
174,afd6db6f,Discovering Simulation Models,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título 'Discovering Simulation Models' sugere possível relevância para a SLR PATHCAST (interseção entre process mining e modelagem estocástica/simulação), mas não há informação suficiente para confirmar aplicação a processos de software ou cumprimento de qualquer IC com confiança."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required"", ""simulation""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""simulation"",
  ""forecast_target"": ""none"",
  ""process_data_"
172,a631a363,An Empirical Basis for Software Architecture Research,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impossibilitando avaliação precisa do conteúdo. O título sugere foco em arquitetura de software com base empírica, o que pode tangenciar process mining ou mineração de repositórios, mas não há evidência suficiente para inclusão ou exclusão conclusiva."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required"", ""software_process""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  ""confidence"
175,ed47cf92,Cost-Effective Industrial Software Rejuvenation Using Domain-Specific Models,pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título refere-se a 'software rejuvenation' (técnica de engenharia de confiabilidade/disponibilidade de sistemas), que tipicamente envolve reinicialização de software para evitar falhas por envelhecimento — domínio distinto de processos de desenvolvimento de software. Sem abstract disponível e com título que não sugere process mining, mineração de repositórios, modelagem estocástica de processos de SW ou forecasting de métricas de processo, não há evidência de atendimento a nenhum IC da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC"
176,d1f80124,Hierarchical Conformance Checking of Process Models Based on Event Logs,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O resumo está ausente, impedindo avaliação definitiva. O título indica conformance checking baseado em event logs com hierarquia de modelos de processo — potencialmente relevante para IC1 (process mining), mas sem evidência de aplicação a processos de desenvolvimento de software, o que torna a decisão inconclusiva."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""event_log"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"""
177,5d0d3ddd,Supporting Domain Experts to Select and Configure Precise Compliance Rules,pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título refere-se a regras de compliance para especialistas de domínio, sem indicação de process mining em software, modelagem estocástica, forecasting ou mineração de repositórios. O abstract está ausente, mas o título não sugere relevância para nenhum IC da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""medium""
}
```"
178,f0711dee,Applying Process Mining in Small and Medium Sized IT Enterprises – Challenges and Guidelines,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O resumo está ausente, impossibilitando avaliação rigorosa. O título sugere aplicação de process mining em empresas de TI de pequeno e médio porte, o que pode ser relevante para IC1 (process mining em SW), mas sem o texto completo não é possível confirmar se o foco é no processo de desenvolvimento de software ou em outro tipo de processo de negócio nessas empresas."",
  ""matched_ic"": [""IC1""],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""software_process"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""uncle"
179,62f4434e,Empirical Assessment of Business Model Transformations Based on Model Simulation,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título menciona 'business model transformations' e 'model simulation', o que pode ter alguma relação com modelagem estocástica de processos, mas não há evidência suficiente para determinar se se aplica a processos de desenvolvimento de software ou a outro domínio."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""simulation"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""simulation"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"
180,e983cd0a,Pariket: Mining Business Process Logs for Root Cause Analysis of Anomalous Incidents,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impossibilitando avaliação definitiva. O título menciona mineração de logs de processos de negócio para análise de causa raiz de incidentes anômalos, o que pode ou não estar relacionado a processos de software; sem mais informações, não é possível confirmar ou excluir com confiança."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""event_log"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""pro"
182,1723e7aa,Computational modelling and data-driven techniques for systems analysis,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título é genérico ('computational modelling and data-driven techniques for systems analysis'), sugerindo possível relevância marginal para modelagem estocástica ou process mining, mas sem evidência suficiente para confirmar ou excluir qualquer IC/EC."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""unclear"",
  ""process_data_source"": ""unclear"",
  ""confidence"": ""low""
}
`"
183,ddcedac3,A Framework for Safety-Critical Process Management in Engineering Projects,pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título refere-se a gestão de processos críticos de segurança em projetos de engenharia (em geral), sem qualquer indicação de ligação a process mining, modelagem estocástica ou processos de desenvolvimento de software. O abstract está ausente, mas o título não sugere relevância para o escopo da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""mediu"
184,d0c1b5d3,"Process Cubes: Slicing, Dicing, Rolling Up and&#xa0;Drilling&#xa0;Down&#xa0;Event&#xa0;Data&#xa0;for&#xa0;Process&#xa0;Mining",pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impedindo avaliação definitiva. O título sugere uma técnica de análise multidimensional de event logs para process mining (Process Cubes), o que pode ser relevante para IC1/IC4 se aplicado a processos de SW, mas não há evidência suficiente para confirmar ou excluir."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""event_log"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"""
